"schema_version","artifact_kind","audit_id","account_login","server","account_mode","chart_id","hwnd","symbol","timeframe","expert","prefix","overlay_prefix","design","view","plot_width","plot_height","dpi","object_count","objects_complete","properties_complete","binding_stable","capture_non_atomic","screenshot_calibrated","screenshot_ok","screenshot_width","screenshot_height","started_utc","finished_utc","observation_complete"
"1","live_canary_observation","40880270757609_2097024718","1514536732","FTMO-Demo","DEMO","40880270757609","182059870","EURUSD","D1","QM5_11421_ohlc-daily-squeeze-reversal-d1","QM_SIG_11421_114210000_","QM_CHART_V2_QM_SIG_11421_114210000_","01","Full","1187","380","96","39","1","1","1","1","1","1","1243","403","2026.09.07 23:26:45 UTC","2026.09.07 23:26:45 UTC","1"
