"audit_id","chart_id","name","type","type_name","scope","subwindow","x","y","width","height","anchor","anchor_name","corner","corner_name","angle","bbox_available","bbox_left","bbox_top","bbox_right","bbox_bottom","text","tooltip","read_complete"
"40880270757609_2097024718","40880270757609","QM_SIG_11421_114210000_row_3_a_state","102","OBJ_LABEL","dashboard","0","207","288","29","15","6","ANCHOR_RIGHT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","1","178.00","288.00","207.00","303.00","PASS","PASS","1"
"40880270757609_2097024718","40880270757609","QM_SIG_11421_114210000_row_3_b_chip","110","OBJ_RECTANGLE_LABEL","dashboard","0","364","285","44","22","0","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","1","364.00","285.00","408.00","307.00","","
","1"
"40880270757609_2097024718","40880270757609","QM_SIG_11421_114210000_row_3_b_label","102","OBJ_LABEL","dashboard","0","222","281","29","15","0","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","1","222.00","281.00","251.00","296.00","News","News","1"
"40880270757609_2097024718","40880270757609","QM_SIG_11421_114210000_row_3_b_reason","102","OBJ_LABEL","dashboard","0","222","296","83","15","0","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","1","222.00","296.00","305.00","311.00","Last check clear","Last check clear","1"
"40880270757609_2097024718","40880270757609","QM_SIG_11421_114210000_row_3_b_state","102","OBJ_LABEL","dashboard","0","405","288","29","15","6","ANCHOR_RIGHT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","1","376.00","288.00","405.00","303.00","PASS","PASS","1"
"40880270757609_2097024718","40880270757609","QM_SIG_11421_114210000_section_0","102","OBJ_LABEL","dashboard","0","24","175","23","13","0","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","1","24.00","175.00","47.00","188.00","RISK","RISK","1"
"40880270757609_2097024718","40880270757609","QM_SIG_11421_114210000_section_3","102","OBJ_LABEL","dashboard","0","24","267","63","13","0","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","1","24.00","267.00","87.00","280.00","FILTER GATE","FILTER GATE","1"
"40880270757609_2097024718","40880270757609","QM_SIG_11421_114210000_state_accent","110","OBJ_RECTANGLE_LABEL","dashboard","0","20","76","3","72","0","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","1","20.00","76.00","23.00","148.00","","
","1"
"40880270757609_2097024718","40880270757609","QM_SIG_11421_114210000_state_bg","110","OBJ_RECTANGLE_LABEL","dashboard","0","20","76","392","72","0","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","1","20.00","76.00","412.00","148.00","","
","1"
"40880270757609_2097024718","40880270757609","QM_SIG_11421_114210000_state_headline","102","OBJ_LABEL","dashboard","0","32","80","142","20","0","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","1","32.00","80.00","174.00","100.00","WAITING FOR SETUP","WAITING FOR SETUP","1"
"40880270757609_2097024718","40880270757609","QM_SIG_11421_114210000_state_meta","102","OBJ_LABEL","dashboard","0","32","133","108","13","0","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","1","32.00","133.00","140.00","146.00","DEMO | EURUSD | D1","DEMO | EURUSD | D1","1"
"40880270757609_2097024718","40880270757609","QM_SIG_11421_114210000_state_next","102","OBJ_LABEL","dashboard","0","32","117","256","15","0","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","1","32.00","117.00","288.00","132.00","Next D1 evaluation in 21:33 | 2026-09-09 00:00 BT","Next D1 evaluation in 21:33 | 2026-09-09 00:00 BT","1"
"40880270757609_2097024718","40880270757609","QM_SIG_11421_114210000_state_reason","102","OBJ_LABEL","dashboard","0","32","101","197","15","0","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","1","32.00","101.00","229.00","116.00","Squeeze evaluated on the next D1 bar","Squeeze evaluated on the next D1 bar","1"
"40880270757609_2097024718","40880270757609","QM_SIG_11421_114210000_strategy","102","OBJ_LABEL","dashboard","0","24","56","201","17","0","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","1","24.00","56.00","225.00","73.00","OHLC Daily Squeeze Reversal | D1","OHLC Daily Squeeze Reversal | D1","1"
"40880270757609_2097024718","40880270757609","QM_SIG_11421_114210000_tab_overview","103","OBJ_BUTTON","dashboard","0","20","151","192","22","0","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","1","20.00","151.00","212.00","173.00","Overview","Risk, real admission gates, live exposure and today/week","1"
"40880270757609_2097024718","40880270757609","QM_SIG_11421_114210000_tab_performance","103","OBJ_BUTTON","dashboard","0","220","151","192","22","0","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","1","220.00","151.00","412.00","173.00","Performance","All cached performance rows for this EA","1"
"40880270757609_2097024718","40880270757609","QM_SIG_11421_114210000_view","103","OBJ_BUTTON","dashboard","0","336","15","76","24","0","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","1","336.00","15.00","412.00","39.00","Full","OHLC Daily Squeeze Reversal | D1
View: FULL > COMPACT > MINIMAL. Presentation only.","1"
"40880270757609_2097024718","40880270757609","QM_SIG_11421_114210000_word_mechanica","102","OBJ_LABEL","dashboard","0","77","16","93","25","0","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","1","77.00","16.00","170.00","41.00","Mechanica","Mechanica","1"
"40880270757609_2097024718","40880270757609","QM_SIG_11421_114210000_word_quant","102","OBJ_LABEL","dashboard","0","24","16","53","25","0","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","1","24.00","16.00","77.00","41.00","Quant","Quant","1"
