broker_epoch,utc,tick_volume,official_band,raw_native_band
1754557200,2025-08-07T06:00:00+00:00,444,False,False
1754557500,2025-08-07T06:05:00+00:00,468,False,False
1754557800,2025-08-07T06:10:00+00:00,358,False,False
1754558100,2025-08-07T06:15:00+00:00,544,False,False
1754558400,2025-08-07T06:20:00+00:00,336,False,False
1754558700,2025-08-07T06:25:00+00:00,474,False,False
1754559000,2025-08-07T06:30:00+00:00,384,False,False
1754559300,2025-08-07T06:35:00+00:00,406,False,False
1754559600,2025-08-07T06:40:00+00:00,390,False,False
1754559900,2025-08-07T06:45:00+00:00,398,False,False
1754560200,2025-08-07T06:50:00+00:00,336,False,False
1754560500,2025-08-07T06:55:00+00:00,520,False,False
1754560800,2025-08-07T07:00:00+00:00,515,False,False
1754561100,2025-08-07T07:05:00+00:00,417,False,False
1754561400,2025-08-07T07:10:00+00:00,263,False,False
1754561700,2025-08-07T07:15:00+00:00,358,False,False
1754562000,2025-08-07T07:20:00+00:00,377,False,False
1754562300,2025-08-07T07:25:00+00:00,518,False,False
1754562600,2025-08-07T07:30:00+00:00,463,False,False
1754562900,2025-08-07T07:35:00+00:00,510,False,False
1754563200,2025-08-07T07:40:00+00:00,471,False,False
1754563500,2025-08-07T07:45:00+00:00,359,False,False
1754563800,2025-08-07T07:50:00+00:00,544,False,False
1754564100,2025-08-07T07:55:00+00:00,429,False,False
1754564400,2025-08-07T08:00:00+00:00,680,False,False
1754564700,2025-08-07T08:05:00+00:00,828,False,False
1754565000,2025-08-07T08:10:00+00:00,765,False,False
1754565300,2025-08-07T08:15:00+00:00,637,False,False
1754565600,2025-08-07T08:20:00+00:00,645,False,False
1754565900,2025-08-07T08:25:00+00:00,526,False,False
1754566200,2025-08-07T08:30:00+00:00,603,False,False
1754566500,2025-08-07T08:35:00+00:00,530,False,False
1754566800,2025-08-07T08:40:00+00:00,519,False,False
1754567100,2025-08-07T08:45:00+00:00,509,False,False
1754567400,2025-08-07T08:50:00+00:00,534,False,False
1754567700,2025-08-07T08:55:00+00:00,461,False,False
1754568000,2025-08-07T09:00:00+00:00,482,False,False
1754568300,2025-08-07T09:05:00+00:00,405,False,False
1754568600,2025-08-07T09:10:00+00:00,342,False,False
1754568900,2025-08-07T09:15:00+00:00,388,False,False
1754569200,2025-08-07T09:20:00+00:00,408,False,False
1754569500,2025-08-07T09:25:00+00:00,436,False,False
1754569800,2025-08-07T09:30:00+00:00,496,False,False
1754570100,2025-08-07T09:35:00+00:00,411,False,False
1754570400,2025-08-07T09:40:00+00:00,332,False,False
1754570700,2025-08-07T09:45:00+00:00,268,False,False
1754571000,2025-08-07T09:50:00+00:00,206,False,False
1754571300,2025-08-07T09:55:00+00:00,496,False,False
1754571600,2025-08-07T10:00:00+00:00,507,False,False
1754571900,2025-08-07T10:05:00+00:00,409,False,False
1754572200,2025-08-07T10:10:00+00:00,401,False,False
1754572500,2025-08-07T10:15:00+00:00,332,False,False
1754572800,2025-08-07T10:20:00+00:00,332,False,False
1754573100,2025-08-07T10:25:00+00:00,504,False,False
1754573400,2025-08-07T10:30:00+00:00,343,False,False
1754573700,2025-08-07T10:35:00+00:00,292,False,False
1754574000,2025-08-07T10:40:00+00:00,379,False,False
1754574300,2025-08-07T10:45:00+00:00,528,True,False
1754574600,2025-08-07T10:50:00+00:00,470,True,False
1754574900,2025-08-07T10:55:00+00:00,588,True,False
1754575200,2025-08-07T11:00:00+00:00,1675,True,False
1754575500,2025-08-07T11:05:00+00:00,1030,True,False
1754575800,2025-08-07T11:10:00+00:00,1167,True,False
1754576100,2025-08-07T11:15:00+00:00,662,True,False
1754576400,2025-08-07T11:20:00+00:00,736,False,False
1754576700,2025-08-07T11:25:00+00:00,660,False,False
1754577000,2025-08-07T11:30:00+00:00,740,False,False
1754577300,2025-08-07T11:35:00+00:00,896,False,False
1754577600,2025-08-07T11:40:00+00:00,875,False,False
1754577900,2025-08-07T11:45:00+00:00,636,False,False
1754578200,2025-08-07T11:50:00+00:00,590,False,False
1754578500,2025-08-07T11:55:00+00:00,864,False,False
1754578800,2025-08-07T12:00:00+00:00,811,False,False
1754579100,2025-08-07T12:05:00+00:00,838,False,False
1754579400,2025-08-07T12:10:00+00:00,774,False,False
1754579700,2025-08-07T12:15:00+00:00,638,False,False
1754580000,2025-08-07T12:20:00+00:00,803,False,False
