broker_epoch,utc,tick_volume,official_band,raw_native_band
1738232100,2025-01-30T08:15:00+00:00,567,False,False
1738232400,2025-01-30T08:20:00+00:00,494,False,False
1738232700,2025-01-30T08:25:00+00:00,419,False,False
1738233000,2025-01-30T08:30:00+00:00,402,False,False
1738233300,2025-01-30T08:35:00+00:00,350,False,False
1738233600,2025-01-30T08:40:00+00:00,545,False,False
1738233900,2025-01-30T08:45:00+00:00,405,False,False
1738234200,2025-01-30T08:50:00+00:00,430,False,False
1738234500,2025-01-30T08:55:00+00:00,374,False,False
1738234800,2025-01-30T09:00:00+00:00,916,False,False
1738235100,2025-01-30T09:05:00+00:00,815,False,False
1738235400,2025-01-30T09:10:00+00:00,675,False,False
1738235700,2025-01-30T09:15:00+00:00,480,False,False
1738236000,2025-01-30T09:20:00+00:00,685,False,False
1738236300,2025-01-30T09:25:00+00:00,355,False,False
1738236600,2025-01-30T09:30:00+00:00,548,False,False
1738236900,2025-01-30T09:35:00+00:00,673,False,False
1738237200,2025-01-30T09:40:00+00:00,552,False,False
1738237500,2025-01-30T09:45:00+00:00,534,False,False
1738237800,2025-01-30T09:50:00+00:00,483,False,False
1738238100,2025-01-30T09:55:00+00:00,375,False,False
1738238400,2025-01-30T10:00:00+00:00,462,False,False
1738238700,2025-01-30T10:05:00+00:00,500,False,False
1738239000,2025-01-30T10:10:00+00:00,521,False,False
1738239300,2025-01-30T10:15:00+00:00,470,False,False
1738239600,2025-01-30T10:20:00+00:00,458,False,False
1738239900,2025-01-30T10:25:00+00:00,529,False,False
1738240200,2025-01-30T10:30:00+00:00,466,False,False
1738240500,2025-01-30T10:35:00+00:00,426,False,False
1738240800,2025-01-30T10:40:00+00:00,383,False,False
1738241100,2025-01-30T10:45:00+00:00,302,False,False
1738241400,2025-01-30T10:50:00+00:00,612,False,False
1738241700,2025-01-30T10:55:00+00:00,373,False,False
1738242000,2025-01-30T11:00:00+00:00,540,False,False
1738242300,2025-01-30T11:05:00+00:00,423,False,False
1738242600,2025-01-30T11:10:00+00:00,419,False,False
1738242900,2025-01-30T11:15:00+00:00,357,False,False
1738243200,2025-01-30T11:20:00+00:00,444,False,False
1738243500,2025-01-30T11:25:00+00:00,301,False,False
1738243800,2025-01-30T11:30:00+00:00,257,False,False
1738244100,2025-01-30T11:35:00+00:00,385,False,False
1738244400,2025-01-30T11:40:00+00:00,332,False,False
1738244700,2025-01-30T11:45:00+00:00,364,False,False
1738245000,2025-01-30T11:50:00+00:00,286,False,False
1738245300,2025-01-30T11:55:00+00:00,525,False,False
1738245600,2025-01-30T12:00:00+00:00,527,False,False
1738245900,2025-01-30T12:05:00+00:00,385,False,False
1738246200,2025-01-30T12:10:00+00:00,352,False,False
1738246500,2025-01-30T12:15:00+00:00,349,False,False
1738246800,2025-01-30T12:20:00+00:00,353,False,False
1738247100,2025-01-30T12:25:00+00:00,351,False,False
1738247400,2025-01-30T12:30:00+00:00,356,False,False
1738247700,2025-01-30T12:35:00+00:00,404,False,False
1738248000,2025-01-30T12:40:00+00:00,307,False,False
1738248300,2025-01-30T12:45:00+00:00,397,False,False
1738248600,2025-01-30T12:50:00+00:00,426,False,False
1738248900,2025-01-30T12:55:00+00:00,564,False,False
1738249200,2025-01-30T13:00:00+00:00,499,True,False
1738249500,2025-01-30T13:05:00+00:00,521,True,False
1738249800,2025-01-30T13:10:00+00:00,450,True,False
1738250100,2025-01-30T13:15:00+00:00,757,True,False
1738250400,2025-01-30T13:20:00+00:00,748,True,False
1738250700,2025-01-30T13:25:00+00:00,632,True,False
1738251000,2025-01-30T13:30:00+00:00,1258,True,False
1738251300,2025-01-30T13:35:00+00:00,989,False,False
1738251600,2025-01-30T13:40:00+00:00,806,False,False
1738251900,2025-01-30T13:45:00+00:00,788,False,False
1738252200,2025-01-30T13:50:00+00:00,1097,False,False
1738252500,2025-01-30T13:55:00+00:00,2160,False,False
1738252800,2025-01-30T14:00:00+00:00,2074,False,False
1738253100,2025-01-30T14:05:00+00:00,1343,False,False
1738253400,2025-01-30T14:10:00+00:00,983,False,False
1738253700,2025-01-30T14:15:00+00:00,825,False,False
1738254000,2025-01-30T14:20:00+00:00,831,False,False
1738254300,2025-01-30T14:25:00+00:00,882,False,False
1738254600,2025-01-30T14:30:00+00:00,962,False,False
1738254900,2025-01-30T14:35:00+00:00,970,False,False
1738255200,2025-01-30T14:40:00+00:00,737,False,False
1738255500,2025-01-30T14:45:00+00:00,751,False,False
1738255800,2025-01-30T14:50:00+00:00,876,False,False
1738256100,2025-01-30T14:55:00+00:00,637,False,False
1738256400,2025-01-30T15:00:00+00:00,889,False,False
1738256700,2025-01-30T15:05:00+00:00,737,False,False
1738257000,2025-01-30T15:10:00+00:00,685,False,False
1738257300,2025-01-30T15:15:00+00:00,703,False,False
1738257600,2025-01-30T15:20:00+00:00,697,False,False
1738257900,2025-01-30T15:25:00+00:00,564,False,False
1738258200,2025-01-30T15:30:00+00:00,620,False,False
1738258500,2025-01-30T15:35:00+00:00,607,False,False
1738258800,2025-01-30T15:40:00+00:00,970,False,False
1738259100,2025-01-30T15:45:00+00:00,778,False,False
1738259400,2025-01-30T15:50:00+00:00,877,False,False
1738259700,2025-01-30T15:55:00+00:00,972,False,False
1738260000,2025-01-30T16:00:00+00:00,972,False,True
1738260300,2025-01-30T16:05:00+00:00,479,False,True
1738260600,2025-01-30T16:10:00+00:00,469,False,True
1738260900,2025-01-30T16:15:00+00:00,544,False,True
1738261200,2025-01-30T16:20:00+00:00,508,False,True
1738261500,2025-01-30T16:25:00+00:00,465,False,True
1738261800,2025-01-30T16:30:00+00:00,514,False,True
1738262100,2025-01-30T16:35:00+00:00,484,False,False
1738262400,2025-01-30T16:40:00+00:00,378,False,False
1738262700,2025-01-30T16:45:00+00:00,414,False,False
1738263000,2025-01-30T16:50:00+00:00,415,False,False
