broker_epoch,utc,tick_volume,official_band,raw_native_band
1736913600,2025-01-15T02:00:00+00:00,400,False,False
1736913900,2025-01-15T02:05:00+00:00,214,False,False
1736914200,2025-01-15T02:10:00+00:00,344,False,False
1736914500,2025-01-15T02:15:00+00:00,347,False,False
1736914800,2025-01-15T02:20:00+00:00,241,False,False
1736915100,2025-01-15T02:25:00+00:00,155,False,False
1736915400,2025-01-15T02:30:00+00:00,308,False,False
1736915700,2025-01-15T02:35:00+00:00,309,False,False
1736916000,2025-01-15T02:40:00+00:00,301,False,False
1736916300,2025-01-15T02:45:00+00:00,224,False,False
1736916600,2025-01-15T02:50:00+00:00,180,False,False
1736916900,2025-01-15T02:55:00+00:00,209,False,False
1736917200,2025-01-15T03:00:00+00:00,328,False,False
1736917500,2025-01-15T03:05:00+00:00,188,False,False
1736917800,2025-01-15T03:10:00+00:00,203,False,False
1736918100,2025-01-15T03:15:00+00:00,236,False,False
1736918400,2025-01-15T03:20:00+00:00,128,False,False
1736918700,2025-01-15T03:25:00+00:00,72,False,False
1736919000,2025-01-15T03:30:00+00:00,176,False,False
1736919300,2025-01-15T03:35:00+00:00,196,False,False
1736919600,2025-01-15T03:40:00+00:00,146,False,False
1736919900,2025-01-15T03:45:00+00:00,181,False,False
1736920200,2025-01-15T03:50:00+00:00,146,False,False
1736920500,2025-01-15T03:55:00+00:00,175,False,False
1736920800,2025-01-15T04:00:00+00:00,140,False,False
1736921100,2025-01-15T04:05:00+00:00,145,False,False
1736921400,2025-01-15T04:10:00+00:00,102,False,False
1736921700,2025-01-15T04:15:00+00:00,69,False,False
1736922000,2025-01-15T04:20:00+00:00,148,False,False
1736922300,2025-01-15T04:25:00+00:00,135,False,False
1736922600,2025-01-15T04:30:00+00:00,149,False,False
1736922900,2025-01-15T04:35:00+00:00,73,False,False
1736923200,2025-01-15T04:40:00+00:00,100,False,False
1736923500,2025-01-15T04:45:00+00:00,116,False,False
1736923800,2025-01-15T04:50:00+00:00,119,False,False
1736924100,2025-01-15T04:55:00+00:00,189,False,False
1736924400,2025-01-15T05:00:00+00:00,235,False,False
1736924700,2025-01-15T05:05:00+00:00,146,False,False
1736925000,2025-01-15T05:10:00+00:00,200,False,False
1736925300,2025-01-15T05:15:00+00:00,237,False,False
1736925600,2025-01-15T05:20:00+00:00,158,False,False
1736925900,2025-01-15T05:25:00+00:00,265,False,False
1736926200,2025-01-15T05:30:00+00:00,299,False,False
1736926500,2025-01-15T05:35:00+00:00,258,False,False
1736926800,2025-01-15T05:40:00+00:00,212,False,False
1736927100,2025-01-15T05:45:00+00:00,252,False,False
1736927400,2025-01-15T05:50:00+00:00,179,False,False
1736927700,2025-01-15T05:55:00+00:00,491,False,False
1736928000,2025-01-15T06:00:00+00:00,332,False,False
1736928300,2025-01-15T06:05:00+00:00,244,False,False
1736928600,2025-01-15T06:10:00+00:00,228,False,False
1736928900,2025-01-15T06:15:00+00:00,188,False,False
1736929200,2025-01-15T06:20:00+00:00,310,False,False
1736929500,2025-01-15T06:25:00+00:00,217,False,False
1736929800,2025-01-15T06:30:00+00:00,211,False,False
1736930100,2025-01-15T06:35:00+00:00,232,False,False
1736930400,2025-01-15T06:40:00+00:00,164,False,False
1736930700,2025-01-15T06:45:00+00:00,204,True,False
1736931000,2025-01-15T06:50:00+00:00,386,True,False
1736931300,2025-01-15T06:55:00+00:00,505,True,False
1736931600,2025-01-15T07:00:00+00:00,1434,True,False
1736931900,2025-01-15T07:05:00+00:00,1311,True,False
1736932200,2025-01-15T07:10:00+00:00,1022,True,False
1736932500,2025-01-15T07:15:00+00:00,845,True,False
1736932800,2025-01-15T07:20:00+00:00,847,False,False
1736933100,2025-01-15T07:25:00+00:00,906,False,False
1736933400,2025-01-15T07:30:00+00:00,800,False,False
1736933700,2025-01-15T07:35:00+00:00,775,False,False
1736934000,2025-01-15T07:40:00+00:00,866,False,False
1736934300,2025-01-15T07:45:00+00:00,963,False,False
1736934600,2025-01-15T07:50:00+00:00,800,False,False
1736934900,2025-01-15T07:55:00+00:00,969,False,False
1736935200,2025-01-15T08:00:00+00:00,1230,False,False
1736935500,2025-01-15T08:05:00+00:00,1042,False,False
1736935800,2025-01-15T08:10:00+00:00,990,False,False
1736936100,2025-01-15T08:15:00+00:00,859,False,False
1736936400,2025-01-15T08:20:00+00:00,736,False,False
1736936700,2025-01-15T08:25:00+00:00,687,False,False
1736937000,2025-01-15T08:30:00+00:00,661,False,False
1736937300,2025-01-15T08:35:00+00:00,576,False,False
1736937600,2025-01-15T08:40:00+00:00,665,False,False
1736937900,2025-01-15T08:45:00+00:00,512,False,False
1736938200,2025-01-15T08:50:00+00:00,528,False,False
1736938500,2025-01-15T08:55:00+00:00,501,False,False
1736938800,2025-01-15T09:00:00+00:00,652,False,False
1736939100,2025-01-15T09:05:00+00:00,639,False,False
1736939400,2025-01-15T09:10:00+00:00,554,False,False
1736939700,2025-01-15T09:15:00+00:00,571,False,False
1736940000,2025-01-15T09:20:00+00:00,485,False,False
1736940300,2025-01-15T09:25:00+00:00,527,False,False
1736940600,2025-01-15T09:30:00+00:00,599,False,False
1736940900,2025-01-15T09:35:00+00:00,523,False,False
1736941200,2025-01-15T09:40:00+00:00,528,False,False
1736941500,2025-01-15T09:45:00+00:00,661,False,False
1736941800,2025-01-15T09:50:00+00:00,463,False,False
1736942100,2025-01-15T09:55:00+00:00,376,False,False
1736942400,2025-01-15T10:00:00+00:00,476,False,False
1736942700,2025-01-15T10:05:00+00:00,453,False,False
1736943000,2025-01-15T10:10:00+00:00,431,False,False
1736943300,2025-01-15T10:15:00+00:00,459,False,False
1736943600,2025-01-15T10:20:00+00:00,553,False,False
1736943900,2025-01-15T10:25:00+00:00,403,False,False
1736944200,2025-01-15T10:30:00+00:00,372,False,False
1736944500,2025-01-15T10:35:00+00:00,281,False,False
1736944800,2025-01-15T10:40:00+00:00,224,False,False
1736945100,2025-01-15T10:45:00+00:00,280,False,False
1736945400,2025-01-15T10:50:00+00:00,301,False,False
1736945700,2025-01-15T10:55:00+00:00,272,False,False
1736946000,2025-01-15T11:00:00+00:00,440,False,False
1736946300,2025-01-15T11:05:00+00:00,380,False,False
1736946600,2025-01-15T11:10:00+00:00,270,False,False
1736946900,2025-01-15T11:15:00+00:00,294,False,False
1736947200,2025-01-15T11:20:00+00:00,349,False,False
1736947500,2025-01-15T11:25:00+00:00,276,False,False
1736947800,2025-01-15T11:30:00+00:00,320,False,False
1736948100,2025-01-15T11:35:00+00:00,336,False,False
1736948400,2025-01-15T11:40:00+00:00,367,False,False
1736948700,2025-01-15T11:45:00+00:00,389,False,False
1736949000,2025-01-15T11:50:00+00:00,394,False,False
1736949300,2025-01-15T11:55:00+00:00,393,False,False
1736949600,2025-01-15T12:00:00+00:00,403,False,False
