broker_epoch,utc,tick_volume,official_band,raw_native_band
1750262400,2025-06-18T13:00:00+00:00,508,False,False
1750262700,2025-06-18T13:05:00+00:00,417,False,False
1750263000,2025-06-18T13:10:00+00:00,357,False,False
1750263300,2025-06-18T13:15:00+00:00,364,False,False
1750263600,2025-06-18T13:20:00+00:00,490,False,False
1750263900,2025-06-18T13:25:00+00:00,399,False,False
1750264200,2025-06-18T13:30:00+00:00,718,False,False
1750264500,2025-06-18T13:35:00+00:00,767,False,False
1750264800,2025-06-18T13:40:00+00:00,668,False,False
1750265100,2025-06-18T13:45:00+00:00,575,False,False
1750265400,2025-06-18T13:50:00+00:00,493,False,False
1750265700,2025-06-18T13:55:00+00:00,719,False,False
1750266000,2025-06-18T14:00:00+00:00,1373,False,False
1750266300,2025-06-18T14:05:00+00:00,1222,False,False
1750266600,2025-06-18T14:10:00+00:00,813,False,False
1750266900,2025-06-18T14:15:00+00:00,709,False,False
1750267200,2025-06-18T14:20:00+00:00,979,False,False
1750267500,2025-06-18T14:25:00+00:00,883,False,False
1750267800,2025-06-18T14:30:00+00:00,738,False,False
1750268100,2025-06-18T14:35:00+00:00,731,False,False
1750268400,2025-06-18T14:40:00+00:00,724,False,False
1750268700,2025-06-18T14:45:00+00:00,623,False,False
1750269000,2025-06-18T14:50:00+00:00,824,False,False
1750269300,2025-06-18T14:55:00+00:00,997,False,False
1750269600,2025-06-18T15:00:00+00:00,703,False,False
1750269900,2025-06-18T15:05:00+00:00,434,False,False
1750270200,2025-06-18T15:10:00+00:00,453,False,False
1750270500,2025-06-18T15:15:00+00:00,480,False,False
1750270800,2025-06-18T15:20:00+00:00,438,False,False
1750271100,2025-06-18T15:25:00+00:00,534,False,False
1750271400,2025-06-18T15:30:00+00:00,620,False,False
1750271700,2025-06-18T15:35:00+00:00,478,False,False
1750272000,2025-06-18T15:40:00+00:00,511,False,False
1750272300,2025-06-18T15:45:00+00:00,364,False,False
1750272600,2025-06-18T15:50:00+00:00,430,False,False
1750272900,2025-06-18T15:55:00+00:00,525,False,False
1750273200,2025-06-18T16:00:00+00:00,459,False,False
1750273500,2025-06-18T16:05:00+00:00,322,False,False
1750273800,2025-06-18T16:10:00+00:00,345,False,False
1750274100,2025-06-18T16:15:00+00:00,319,False,False
1750274400,2025-06-18T16:20:00+00:00,284,False,False
1750274700,2025-06-18T16:25:00+00:00,298,False,False
1750275000,2025-06-18T16:30:00+00:00,288,False,False
1750275300,2025-06-18T16:35:00+00:00,343,False,False
1750275600,2025-06-18T16:40:00+00:00,346,False,False
1750275900,2025-06-18T16:45:00+00:00,215,False,False
1750276200,2025-06-18T16:50:00+00:00,252,False,False
1750276500,2025-06-18T16:55:00+00:00,301,False,False
1750276800,2025-06-18T17:00:00+00:00,261,False,False
1750277100,2025-06-18T17:05:00+00:00,165,False,False
1750277400,2025-06-18T17:10:00+00:00,248,False,False
1750277700,2025-06-18T17:15:00+00:00,169,False,False
1750278000,2025-06-18T17:20:00+00:00,243,False,False
1750278300,2025-06-18T17:25:00+00:00,207,False,False
1750278600,2025-06-18T17:30:00+00:00,276,False,False
1750278900,2025-06-18T17:35:00+00:00,252,False,False
1750279200,2025-06-18T17:40:00+00:00,283,False,False
