broker_epoch,utc,tick_volume,official_band,raw_native_band
1765881000,2025-12-16T08:30:00+00:00,426,False,False
1765881300,2025-12-16T08:35:00+00:00,490,False,False
1765881600,2025-12-16T08:40:00+00:00,346,False,False
1765881900,2025-12-16T08:45:00+00:00,272,False,False
1765882200,2025-12-16T08:50:00+00:00,359,False,False
1765882500,2025-12-16T08:55:00+00:00,379,False,False
1765882800,2025-12-16T09:00:00+00:00,339,False,False
1765883100,2025-12-16T09:05:00+00:00,296,False,False
1765883400,2025-12-16T09:10:00+00:00,193,False,False
1765883700,2025-12-16T09:15:00+00:00,275,False,False
1765884000,2025-12-16T09:20:00+00:00,251,False,False
1765884300,2025-12-16T09:25:00+00:00,291,False,False
1765884600,2025-12-16T09:30:00+00:00,455,False,False
1765884900,2025-12-16T09:35:00+00:00,318,False,False
1765885200,2025-12-16T09:40:00+00:00,286,False,False
1765885500,2025-12-16T09:45:00+00:00,257,False,False
1765885800,2025-12-16T09:50:00+00:00,194,False,False
1765886100,2025-12-16T09:55:00+00:00,339,False,False
1765886400,2025-12-16T10:00:00+00:00,344,False,False
1765886700,2025-12-16T10:05:00+00:00,233,False,False
1765887000,2025-12-16T10:10:00+00:00,203,False,False
1765887300,2025-12-16T10:15:00+00:00,213,False,False
1765887600,2025-12-16T10:20:00+00:00,192,False,False
1765887900,2025-12-16T10:25:00+00:00,227,False,False
1765888200,2025-12-16T10:30:00+00:00,253,False,False
1765888500,2025-12-16T10:35:00+00:00,279,False,False
1765888800,2025-12-16T10:40:00+00:00,325,False,False
1765889100,2025-12-16T10:45:00+00:00,172,False,False
1765889400,2025-12-16T10:50:00+00:00,200,False,False
1765889700,2025-12-16T10:55:00+00:00,267,False,False
1765890000,2025-12-16T11:00:00+00:00,157,False,False
1765890300,2025-12-16T11:05:00+00:00,203,False,False
1765890600,2025-12-16T11:10:00+00:00,177,False,False
1765890900,2025-12-16T11:15:00+00:00,178,False,False
1765891200,2025-12-16T11:20:00+00:00,240,False,False
1765891500,2025-12-16T11:25:00+00:00,167,False,False
1765891800,2025-12-16T11:30:00+00:00,184,False,False
1765892100,2025-12-16T11:35:00+00:00,169,False,False
1765892400,2025-12-16T11:40:00+00:00,145,False,False
1765892700,2025-12-16T11:45:00+00:00,191,False,False
1765893000,2025-12-16T11:50:00+00:00,248,False,False
1765893300,2025-12-16T11:55:00+00:00,203,False,False
1765893600,2025-12-16T12:00:00+00:00,240,False,False
1765893900,2025-12-16T12:05:00+00:00,182,False,False
1765894200,2025-12-16T12:10:00+00:00,253,False,False
1765894500,2025-12-16T12:15:00+00:00,275,False,False
1765894800,2025-12-16T12:20:00+00:00,255,False,False
1765895100,2025-12-16T12:25:00+00:00,273,False,False
1765895400,2025-12-16T12:30:00+00:00,271,False,False
1765895700,2025-12-16T12:35:00+00:00,192,False,False
1765896000,2025-12-16T12:40:00+00:00,219,False,False
1765896300,2025-12-16T12:45:00+00:00,231,False,False
1765896600,2025-12-16T12:50:00+00:00,233,False,False
1765896900,2025-12-16T12:55:00+00:00,573,False,False
1765897200,2025-12-16T13:00:00+00:00,676,False,False
1765897500,2025-12-16T13:05:00+00:00,423,False,False
1765897800,2025-12-16T13:10:00+00:00,375,False,False
1765898100,2025-12-16T13:15:00+00:00,626,True,True
1765898400,2025-12-16T13:20:00+00:00,472,True,True
1765898700,2025-12-16T13:25:00+00:00,549,True,True
1765899000,2025-12-16T13:30:00+00:00,1635,True,True
1765899300,2025-12-16T13:35:00+00:00,1607,True,True
1765899600,2025-12-16T13:40:00+00:00,1632,True,True
1765899900,2025-12-16T13:45:00+00:00,1209,True,True
1765900200,2025-12-16T13:50:00+00:00,1021,False,False
1765900500,2025-12-16T13:55:00+00:00,773,False,False
1765900800,2025-12-16T14:00:00+00:00,786,False,False
1765901100,2025-12-16T14:05:00+00:00,731,False,False
1765901400,2025-12-16T14:10:00+00:00,776,False,False
1765901700,2025-12-16T14:15:00+00:00,766,False,False
1765902000,2025-12-16T14:20:00+00:00,657,False,False
1765902300,2025-12-16T14:25:00+00:00,603,False,False
1765902600,2025-12-16T14:30:00+00:00,663,False,False
1765902900,2025-12-16T14:35:00+00:00,571,False,False
1765903200,2025-12-16T14:40:00+00:00,493,False,False
1765903500,2025-12-16T14:45:00+00:00,727,False,False
1765903800,2025-12-16T14:50:00+00:00,606,False,False
