broker_epoch,utc,tick_volume,official_band,raw_native_band
1738832400,2025-02-06T07:00:00+00:00,507,False,False
1738832700,2025-02-06T07:05:00+00:00,379,False,False
1738833000,2025-02-06T07:10:00+00:00,495,False,False
1738833300,2025-02-06T07:15:00+00:00,406,False,False
1738833600,2025-02-06T07:20:00+00:00,408,False,False
1738833900,2025-02-06T07:25:00+00:00,253,False,False
1738834200,2025-02-06T07:30:00+00:00,295,False,False
1738834500,2025-02-06T07:35:00+00:00,414,False,False
1738834800,2025-02-06T07:40:00+00:00,595,False,False
1738835100,2025-02-06T07:45:00+00:00,516,False,False
1738835400,2025-02-06T07:50:00+00:00,473,False,False
1738835700,2025-02-06T07:55:00+00:00,601,False,False
1738836000,2025-02-06T08:00:00+00:00,818,False,False
1738836300,2025-02-06T08:05:00+00:00,582,False,False
1738836600,2025-02-06T08:10:00+00:00,803,False,False
1738836900,2025-02-06T08:15:00+00:00,511,False,False
1738837200,2025-02-06T08:20:00+00:00,545,False,False
1738837500,2025-02-06T08:25:00+00:00,586,False,False
1738837800,2025-02-06T08:30:00+00:00,793,False,False
1738838100,2025-02-06T08:35:00+00:00,605,False,False
1738838400,2025-02-06T08:40:00+00:00,497,False,False
1738838700,2025-02-06T08:45:00+00:00,440,False,False
1738839000,2025-02-06T08:50:00+00:00,499,False,False
1738839300,2025-02-06T08:55:00+00:00,646,False,False
1738839600,2025-02-06T09:00:00+00:00,605,False,False
1738839900,2025-02-06T09:05:00+00:00,508,False,False
1738840200,2025-02-06T09:10:00+00:00,380,False,False
1738840500,2025-02-06T09:15:00+00:00,553,False,False
1738840800,2025-02-06T09:20:00+00:00,702,False,False
1738841100,2025-02-06T09:25:00+00:00,490,False,False
1738841400,2025-02-06T09:30:00+00:00,865,False,False
1738841700,2025-02-06T09:35:00+00:00,531,False,False
1738842000,2025-02-06T09:40:00+00:00,616,False,False
1738842300,2025-02-06T09:45:00+00:00,679,False,False
1738842600,2025-02-06T09:50:00+00:00,894,False,False
1738842900,2025-02-06T09:55:00+00:00,715,False,False
1738843200,2025-02-06T10:00:00+00:00,696,False,False
1738843500,2025-02-06T10:05:00+00:00,765,False,False
1738843800,2025-02-06T10:10:00+00:00,706,False,False
1738844100,2025-02-06T10:15:00+00:00,611,False,False
1738844400,2025-02-06T10:20:00+00:00,555,False,False
1738844700,2025-02-06T10:25:00+00:00,448,False,False
1738845000,2025-02-06T10:30:00+00:00,535,False,False
1738845300,2025-02-06T10:35:00+00:00,488,False,False
1738845600,2025-02-06T10:40:00+00:00,575,False,False
1738845900,2025-02-06T10:45:00+00:00,657,False,False
1738846200,2025-02-06T10:50:00+00:00,436,False,False
1738846500,2025-02-06T10:55:00+00:00,660,False,False
1738846800,2025-02-06T11:00:00+00:00,580,False,False
1738847100,2025-02-06T11:05:00+00:00,515,False,False
1738847400,2025-02-06T11:10:00+00:00,607,False,False
1738847700,2025-02-06T11:15:00+00:00,629,False,False
1738848000,2025-02-06T11:20:00+00:00,642,False,False
1738848300,2025-02-06T11:25:00+00:00,521,False,False
1738848600,2025-02-06T11:30:00+00:00,668,False,False
1738848900,2025-02-06T11:35:00+00:00,525,False,False
1738849200,2025-02-06T11:40:00+00:00,584,False,False
1738849500,2025-02-06T11:45:00+00:00,509,True,False
1738849800,2025-02-06T11:50:00+00:00,625,True,False
1738850100,2025-02-06T11:55:00+00:00,839,True,False
1738850400,2025-02-06T12:00:00+00:00,2138,True,False
1738850700,2025-02-06T12:05:00+00:00,1553,True,False
1738851000,2025-02-06T12:10:00+00:00,1370,True,False
1738851300,2025-02-06T12:15:00+00:00,1025,True,False
1738851600,2025-02-06T12:20:00+00:00,1074,False,False
1738851900,2025-02-06T12:25:00+00:00,863,False,False
1738852200,2025-02-06T12:30:00+00:00,870,False,False
1738852500,2025-02-06T12:35:00+00:00,1084,False,False
1738852800,2025-02-06T12:40:00+00:00,1093,False,False
1738853100,2025-02-06T12:45:00+00:00,1006,False,False
1738853400,2025-02-06T12:50:00+00:00,1000,False,False
1738853700,2025-02-06T12:55:00+00:00,809,False,False
1738854000,2025-02-06T13:00:00+00:00,904,False,False
1738854300,2025-02-06T13:05:00+00:00,960,False,False
1738854600,2025-02-06T13:10:00+00:00,1347,False,False
1738854900,2025-02-06T13:15:00+00:00,892,False,False
1738855200,2025-02-06T13:20:00+00:00,743,False,False
1738855500,2025-02-06T13:25:00+00:00,490,False,False
1738855800,2025-02-06T13:30:00+00:00,1098,False,False
1738856100,2025-02-06T13:35:00+00:00,931,False,False
1738856400,2025-02-06T13:40:00+00:00,831,False,False
