broker_epoch,utc,tick_volume,official_band,raw_native_band
1749205800,2025-06-06T07:30:00+00:00,497,False,False
1749206100,2025-06-06T07:35:00+00:00,424,False,False
1749206400,2025-06-06T07:40:00+00:00,446,False,False
1749206700,2025-06-06T07:45:00+00:00,392,False,False
1749207000,2025-06-06T07:50:00+00:00,426,False,False
1749207300,2025-06-06T07:55:00+00:00,527,False,False
1749207600,2025-06-06T08:00:00+00:00,491,False,False
1749207900,2025-06-06T08:05:00+00:00,537,False,False
1749208200,2025-06-06T08:10:00+00:00,376,False,False
1749208500,2025-06-06T08:15:00+00:00,286,False,False
1749208800,2025-06-06T08:20:00+00:00,332,False,False
1749209100,2025-06-06T08:25:00+00:00,396,False,False
1749209400,2025-06-06T08:30:00+00:00,386,False,False
1749209700,2025-06-06T08:35:00+00:00,293,False,False
1749210000,2025-06-06T08:40:00+00:00,386,False,False
1749210300,2025-06-06T08:45:00+00:00,597,False,False
1749210600,2025-06-06T08:50:00+00:00,357,False,False
1749210900,2025-06-06T08:55:00+00:00,306,False,False
1749211200,2025-06-06T09:00:00+00:00,416,False,False
1749211500,2025-06-06T09:05:00+00:00,322,False,False
1749211800,2025-06-06T09:10:00+00:00,399,False,False
1749212100,2025-06-06T09:15:00+00:00,353,False,False
1749212400,2025-06-06T09:20:00+00:00,276,False,False
1749212700,2025-06-06T09:25:00+00:00,317,False,False
1749213000,2025-06-06T09:30:00+00:00,257,False,False
1749213300,2025-06-06T09:35:00+00:00,231,False,False
1749213600,2025-06-06T09:40:00+00:00,484,False,False
1749213900,2025-06-06T09:45:00+00:00,397,False,False
1749214200,2025-06-06T09:50:00+00:00,325,False,False
1749214500,2025-06-06T09:55:00+00:00,308,False,False
1749214800,2025-06-06T10:00:00+00:00,388,False,False
1749215100,2025-06-06T10:05:00+00:00,249,False,False
1749215400,2025-06-06T10:10:00+00:00,277,False,False
1749215700,2025-06-06T10:15:00+00:00,285,False,False
1749216000,2025-06-06T10:20:00+00:00,324,False,False
1749216300,2025-06-06T10:25:00+00:00,280,False,False
1749216600,2025-06-06T10:30:00+00:00,332,False,False
