baseline_id,symbol,era,weekday,broker_hour,minute_of_hour,bar_epoch,entry_price,ret_p5,ret_p15,ret_p30,ret_p60,ret_p90,ret_p120,atr_m5_bp,bars_missing,window_ok
e15769f9bdc5,EURUSD.DWX,IS,3,15,35,1515080100,1.20591,3.648696835,11.85826471,6.302294533,12.27288935,15.42403662,15.50696155,4.910340383,0,1
43718d58be6b,EURUSD.DWX,IS,3,15,40,1515080400,1.20635,1.989472375,2.403945787,1.243420235,12.35130766,13.92630663,10.69341402,5.192759742,0,1
a6272c776803,EURUSD.DWX,IS,3,15,45,1515080700,1.2066,6.132935521,-3.232222775,-2.23769269,13.50903365,17.98441903,10.27681087,5.227202766,0,1
3fd47fd07ea8,EURUSD.DWX,IS,3,15,35,1515684900,1.20271,0.6651645035,-4.739297087,9.395448612,5.404461591,22.44930199,13.13699894,12.22833672,0,1
f9b199ca6a27,EURUSD.DWX,IS,3,15,40,1515685200,1.2028,-2.244762221,0.9976720984,8.64649152,6.152311274,20.78483538,15.13136016,12.44120861,0,1
b367c4b1fcf3,EURUSD.DWX,IS,3,15,45,1515685500,1.20252,-3.160030602,5.155839404,8.482187406,10.06220271,26.94341882,21.70442072,9.5573106,0,1
af2682fc2720,EURUSD.DWX,IS,4,15,35,1515771300,1.21436,-10.45818373,-16.14018907,-23.38680457,-8.728877763,-1.235218551,-0.6587832274,5.482017571,0,1
eec07d11accb,EURUSD.DWX,IS,4,15,40,1515771600,1.2131,-13.68395021,-3.379770835,-3.2973374,3.2973374,7.666309455,10.13931251,6.423919828,0,1
bbb458045718,EURUSD.DWX,IS,4,15,45,1515771900,1.21145,7.84184242,4.457468323,9.080028066,22.86516158,24.10334723,19.31569607,7.234541842,0,1
3b002c8958ec,EURUSD.DWX,IS,3,15,35,1516289700,1.22313,6.295324291,4.496660208,13.08119333,13.89876792,21.09342425,6.704111583,4.368184202,0,1
22b1d1d2a0c2,EURUSD.DWX,IS,3,15,40,1516290000,1.22389,3.513387641,4.085334466,4.412161224,3.67680102,12.33771009,-3.023147505,4.371307879,0,1
072c809117b4,EURUSD.DWX,IS,3,15,45,1516290300,1.22431,-5.145755568,4.982398249,1.470215877,12.74187093,11.51669103,-8.004508662,4.55066819,0,1
20ed165a4949,EURUSD.DWX,IS,4,15,35,1516376100,1.22519,-2.69345979,1.958879847,-6.937699459,-9.059819293,3.019939764,-8.570099332,4.961329613,0,1
3ef4bcd55173,EURUSD.DWX,IS,4,15,40,1516376400,1.22486,5.061802982,3.837173228,-11.75644563,-7.511062489,1.959407606,-7.919272407,4.968497857,0,1
38b35b504368,EURUSD.DWX,IS,4,15,45,1516376700,1.22547,-0.3264053792,-9.220951961,-12.81141113,-8.568141203,-6.283303549,-10.03696541,5.811181483,0,1
ee2658e1a4b3,EURUSD.DWX,IS,3,15,35,1516894500,1.2428,30.4151915,45.54232379,75.63566141,52.54264564,52.62310911,69.0376569,8.092326084,0,1
101fc300f1f1,EURUSD.DWX,IS,3,15,40,1516894800,1.24659,9.144947417,17.48770646,39.4676678,19.89427157,39.38744896,37.22154036,11.48275352,0,1
f771c6c6f1d7,EURUSD.DWX,IS,3,15,45,1516895100,1.24773,5.850624735,15.46809005,22.44075241,-6.411643545,31.89792663,26.28773853,12.21074614,0,1
44858e267bb4,EURUSD.DWX,IS,4,15,35,1516980900,1.24448,1.205322705,-17.11558241,-14.8656467,-20.49048599,-5.303419902,-19.52622782,6.835901627,0,1
0d749049a915,EURUSD.DWX,IS,4,15,40,1516981200,1.24463,-7.391754979,-10.92694214,-22.33595526,-18.1580068,-4.579674281,-12.37315507,6.800644139,0,1
e62a52ada341,EURUSD.DWX,IS,4,15,45,1516981500,1.24372,-11.01534107,-6.753931753,-17.52806098,-10.29170553,1.045251343,-5.226256714,7.075547551,0,1
05ffa0bdf6d3,EURUSD.DWX,IS,3,15,35,1517499300,1.24467,6.2667213,6.989804527,1.365823873,-6.34706388,-5.945350977,6.186378719,5.807620838,0,1
75b5e1b3b424,EURUSD.DWX,IS,3,15,40,1517499600,1.24545,0.8832149022,-4.255489984,-5.138704886,-10.19711751,-2.569352443,8.109518648,6.171033992,0,1
2b6522071a9d,EURUSD.DWX,IS,3,15,45,1517499900,1.24557,-0.2408535851,-5.298778872,-8.108737365,-8.028452837,-4.174795475,8.911582649,6.038543455,0,1
be252ab73b20,EURUSD.DWX,IS,3,15,35,1518104100,1.22678,2.852997277,0.2445426238,6.521136634,13.04227327,2.445426238,-8.64050604,8.186355453,0,1
905c7abf6a04,EURUSD.DWX,IS,3,15,40,1518104400,1.22715,-0.4074481522,-0.9778755653,5.215336348,10.26769344,-5.948743022,-6.193211914,8.015087223,0,1
bd1be5bf3fdc,EURUSD.DWX,IS,3,15,45,1518104700,1.22709,-2.281821219,3.667212674,5.052604128,7.008450888,-5.541565818,-3.422731829,7.92234357,0,1
44a290306a2e,EURUSD.DWX,IS,4,15,35,1518190500,1.22653,-2.527455505,5.951750059,1.141431518,-10.51747613,-8.234613095,-16.63228784,6.004162731,0,1
6740f65404b9,EURUSD.DWX,IS,4,15,40,1518190800,1.22621,7.33968896,9.704699847,0.1631041991,-9.867804047,-6.279511666,-17.12594091,6.250385916,0,1
c2d0315a82cc,EURUSD.DWX,IS,4,15,45,1518191100,1.22712,1.140882717,4.319056001,-8.149162266,-14.83147532,-16.37981615,-18.41710672,6.548433964,0,1
7768928ded69,EURUSD.DWX,IS,3,15,35,1518708900,1.24814,1.201788261,-2.964411044,-5.127629913,-4.887272261,9.373948435,0.400596087,6.604112634,0,1
6226f92c9c66,EURUSD.DWX,IS,3,15,40,1518709200,1.24828,-0.6408818534,-7.049700388,-6.889479924,-4.245842279,1.602204634,0.6408818534,6.895202084,0,1
4cf34b37a2d8,EURUSD.DWX,IS,3,15,45,1518709500,1.2482,-3.444960743,-6.569460022,-4.566575869,-3.044383913,0.4005768306,-0.9613843935,7.027262115,0,1
5b4cc0d75c6b,EURUSD.DWX,IS,4,15,35,1518795300,1.24544,-0.8029290853,4.817574512,-14.53301644,-15.17535971,-13.48920863,-2.970837616,6.004762517,0,1
649adb7d9659,EURUSD.DWX,IS,4,15,40,1518795600,1.24533,-0.7227000072,6.102800061,-12.52680013,-7.227000072,-10.84050011,0.6424000064,6.194571491,0,1
b97222007add,EURUSD.DWX,IS,4,15,45,1518795900,1.24525,6.344107609,0.08030515961,-14.21401325,-9.154788195,-8.11082112,1.124272234,6.235122035,0,1
ed706fedcd45,EURUSD.DWX,IS,3,15,35,1519313700,1.22911,-2.68486954,5.288379396,13.9125058,34.08970719,32.13707479,47.51405489,8.426538599,0,1
664db5a6ed06,EURUSD.DWX,IS,3,15,40,1519314000,1.22878,4.964273507,15.13696512,36.13340061,32.47123163,34.58715148,41.91148944,8.632255454,0,1
d9125e48c038,EURUSD.DWX,IS,3,15,45,1519314300,1.22939,3.009622658,15.94286597,28.71342698,27.49330969,31.15366157,32.86182578,6.98952907,0,1
2014f8495b2d,EURUSD.DWX,IS,4,15,35,1519400100,1.2295,3.578690525,7.3200488,4.798698658,1.545343636,11.95607971,10.3294022,4.095741591,0,1
116741190de0,EURUSD.DWX,IS,4,15,40,1519400400,1.22995,0.4065205903,0.5691288264,4.715638847,-5.040855319,13.65909183,6.910850035,4.314925694,0,1
0d145159881c,EURUSD.DWX,IS,4,15,45,1519400700,1.22999,3.333360434,-1.707330954,3.170757486,-4.47158107,10.08138278,5.528500232,4.204447655,0,1
f6e1fa4199b3,EURUSD.DWX,IS,3,15,35,1519918500,1.2175,0.6570841889,2.464065708,9.034907598,1.149897331,-9.938398357,20.12320329,4.699325315,0,1
5b4b148782f1,EURUSD.DWX,IS,3,15,40,1519918800,1.21759,2.710271931,3.69582536,6.816744553,-6.488226743,-10.26618156,21.60004599,4.622714895,0,1
2b615321885e,EURUSD.DWX,IS,3,15,45,1519919100,1.21791,-0.9031866066,6.732845613,-2.381128326,-8.375003079,-8.539218826,15.60049593,4.580446362,0,1
31b8bc4718b0,EURUSD.DWX,IS,4,15,35,1520004900,1.23146,0.3248176961,-14.94161402,-3.004563689,-7.064784889,9.338508762,5.765514105,4.854864493,0,1
56c061e0cbf9,EURUSD.DWX,IS,4,15,40,1520005200,1.23149,-0.3248097833,-10.6375204,-6.090183436,-9.744293498,6.902207895,0.8120244582,4.727142382,0,1
4c667215ed5f,EURUSD.DWX,IS,4,15,45,1520005500,1.23145,-14.86053027,-4.466279589,-7.958098177,-6.983637176,10.96268626,0.8932559178,4.872305006,0,1
1fcc689c5252,EURUSD.DWX,IS,3,15,35,1520523300,1.24398,-5.466325825,-36.33498931,-29.42169488,-49.11654528,-78.7794016,-83.03992026,10.53645787,0,1
ac279452889f,EURUSD.DWX,IS,3,15,40,1520523600,1.24331,-12.70801329,-28.87453652,-30.88529812,-46.16708625,-69.89407308,-76.65023204,11.01897355,0,1
04f1f5c669da,EURUSD.DWX,IS,3,15,45,1520523900,1.24173,-18.28094674,-11.83832234,-19.40840601,-35.75656544,-53.07111852,-64.26517842,11.87858874,0,1
d6809625dd09,EURUSD.DWX,IS,3,15,35,1521128100,1.23479,-5.749965581,-7.045732473,-9.475295394,-2.591533783,-11.90485832,-7.207703334,4.859125843,0,1
bf747229de1c,EURUSD.DWX,IS,3,15,40,1521128400,1.23408,-2.349928692,-0.4051601193,0.4051601193,-1.458576429,-6.482561908,-1.782704525,5.324961568,0,1
c1282263a78b,EURUSD.DWX,IS,3,15,45,1521128700,1.2338,0.9726049603,0.3242016534,2.188361161,-10.05025126,-6.727184309,3.485167774,5.528796054,0,1
1acded2e6345,EURUSD.DWX,IS,4,15,35,1521214500,1.23281,-1.622310007,-3.731313017,-18.33210308,-26.20030662,-35.44747366,-31.22946764,3.754488874,0,1
b0add8227f85,EURUSD.DWX,IS,4,15,40,1521214800,1.23261,-0.1622573239,-1.784830563,-18.57846359,-31.64017816,-32.85710809,-36.91354118,3.778277685,0,1
d5d4155ef2bd,EURUSD.DWX,IS,4,15,45,1521215100,1.23258,-1.866004641,-13.79220821,-20.44492041,-34.80504308,-36.58991708,-44.21619692,3.755189463,0,1
5b948d34b815,EURUSD.DWX,IS,3,15,35,1521732900,1.23264,-0.4056334372,0,-9.654075805,-7.869288681,-9.410695742,-6.895768432,6.269933986,0,1
5a7b3c5fc79e,EURUSD.DWX,IS,3,15,40,1521733200,1.2326,3.082914165,-7.058250852,-11.2769755,-12.81843258,-4.380983287,-8.924225215,6.345471825,0,1
9903d8894095,EURUSD.DWX,IS,3,15,45,1521733500,1.23299,-2.838628051,-13.46320733,-11.51671952,-11.51671952,-4.460701222,-12.65217074,6.621534412,0,1
2b0bb4382a98,EURUSD.DWX,IS,4,15,35,1521819300,1.23459,-4.211924607,-2.510955054,-1.619971003,-16.52370423,-2.996946355,3.644934756,4.443349035,0,1
c505aa795211,EURUSD.DWX,IS,4,15,40,1521819600,1.23407,-1.377555568,-2.025817012,2.187882373,-6.320549077,8.913594853,5.915385675,4.751987905,0,1
9e2cdc3e8736,EURUSD.DWX,IS,4,15,45,1521819900,1.2339,3.079666099,-0.7293946025,5.186806062,-2.836534565,7.050814491,5.267849907,4.665809917,0,1
dae23b997c80,EURUSD.DWX,IS,3,15,35,1522337700,1.23145,0.8120508344,-5.359535507,11.20630151,12.7491981,4.872305006,1.786511836,4.773698834,0,1
d48da460defb,EURUSD.DWX,IS,3,15,40,1522338000,1.23155,-2.923145629,-5.846291259,5.359100321,12.09857497,2.923145629,0.9743818765,4.877709275,0,1
88e7ceef47c6,EURUSD.DWX,IS,3,15,45,1522338300,1.23119,-3.248889286,5.604334018,9.82789009,11.53355697,6.41655634,0.4873333929,4.739897405,0,1
380b56ac8e82,EURUSD.DWX,IS,4,15,35,1522424100,1.23273,0.4056038224,-0.162241529,0.3244830579,-0.7300868803,-3.325951344,-5.110608162,0.8343850061,0,1
0800e0cec7f7,EURUSD.DWX,IS,4,15,40,1522424400,1.23278,-0.08111747433,-0.1622349487,0.7300572689,-1.622349487,-5.272635831,-3.406933922,0.8517334804,0,1
280a4e1c04b1,EURUSD.DWX,IS,4,15,45,1522424700,1.23278,-0.5678223203,-0.1622349487,0.1622349487,-4.218108665,-6.327162997,-4.055873716,0.8691157964,0,1
5103c7e71bbc,EURUSD.DWX,IS,3,15,35,1522942500,1.2251,0.8162598972,2.367153702,-1.306015835,3.673169537,-0.9795118766,-7.754469023,4.9850158,0,1
ed2492338772,EURUSD.DWX,IS,3,15,40,1522942800,1.2252,3.917727718,-3.83610839,1.305909239,4.1625857,-8.65164871,-10.03917728,5.334406044,0,1
667b414c8b22,EURUSD.DWX,IS,3,15,45,1522943100,1.22568,-2.366033549,-5.629528099,-4.324130279,3.426669277,-12.1565172,-18.03080739,5.903428534,0,1
72ebcd43c753,EURUSD.DWX,IS,3,15,35,1523547300,1.23171,1.948510607,6.982163009,0.7306914777,-7.063350951,-5.114840344,-12.90888277,6.547227606,0,1
9a5dc50b7e52,EURUSD.DWX,IS,3,15,40,1523547600,1.23194,0.8117278439,4.870367063,-1.866974041,-11.20184425,-7.062032242,-9.25369742,6.603985816,0,1
fd9d264245a6,EURUSD.DWX,IS,3,15,45,1523547900,1.23204,4.301808383,-3.895977403,-1.623323918,-9.739943508,-11.9314308,-11.03860264,5.728014397,0,1
c15213a6fd61,EURUSD.DWX,IS,4,15,35,1523633700,1.23232,-0.2434432615,1.136068554,-1.136068554,-0.1622955077,4.86886523,2.75902363,3.848722039,0,1
cd1b30e0a952,EURUSD.DWX,IS,4,15,40,1523634000,1.23231,-0.730335711,-0.730335711,-3.002491256,0.08114841233,6.573021399,1.785265071,3.953086944,0,1
8bf2e1a425f2,EURUSD.DWX,IS,4,15,45,1523634300,1.23222,1.947704144,-4.950414699,-2.596938858,4.78810602,3.733099609,4.544643002,3.680928962,0,1
315aa10dabf5,EURUSD.DWX,IS,3,15,35,1524152100,1.23725,5.576884219,6.385128309,9.45645585,5.657708628,1.454839361,2.34390786,3.556273995,0,1
a99961be0400,EURUSD.DWX,IS,3,15,40,1524152400,1.23794,3.069615652,1.615587185,0.8077935926,-2.665718856,-2.908056933,-1.05013167,3.819709702,0,1
f9922f2e8dd5,EURUSD.DWX,IS,3,15,45,1524152700,1.23833,-2.341863639,-3.310910662,-2.907141069,-7.187098754,-4.279957685,-6.86408308,4.078072888,0,1
cfe9eab87091,EURUSD.DWX,IS,4,15,35,1524238500,1.23025,4.064214591,-2.763665922,-6.827880512,-17.96382849,-26.01097338,-26.33611055,3.831973757,0,1
40f5e1d40757,EURUSD.DWX,IS,4,15,40,1524238800,1.23074,-3.575084908,-9.18146806,-12.75655297,-21.77551717,-28.6819312,-30.55072558,3.917503755,0,1
297039f46280,EURUSD.DWX,IS,4,15,45,1524239100,1.23029,-3.088702664,-10.16020613,-13.49275374,-23.00270668,-22.35245349,-29.26139366,4.069888284,0,1
30853cb959a3,EURUSD.DWX,IS,3,15,35,1524756900,1.21591,19.82054593,27.22240955,26.07100855,29.36072571,1.727101512,-33.22614338,6.773292666,0,1
e1ba695cb698,EURUSD.DWX,IS,3,15,40,1524757200,1.2183,9.603545925,13.5434622,7.141098252,5.49946647,-32.58639087,-55.89756218,9.081741537,0,1
7167c7b0c606,EURUSD.DWX,IS,3,15,45,1524757500,1.21946,-1.968084234,4.100175488,-6.7242878,-6.970298329,-56.99243928,-63.55272006,9.805276809,0,1
9a9a3808c659,EURUSD.DWX,IS,4,15,35,1524843300,1.20651,-4.89013767,5.553207184,11.10641437,19.64343437,12.18390233,24.20203728,5.097346893,0,1
94747e75973d,EURUSD.DWX,IS,4,15,40,1524843600,1.20591,9.785141511,13.51676327,19.81905781,27.36522626,16.91668532,41.21368925,5.911362729,0,1
0d1bb0502afe,EURUSD.DWX,IS,4,15,45,1524843900,1.20709,0.7455947775,11.18392166,12.67511122,15.32611487,5.799070492,35.87139319,6.544665269,0,1
b1786ad2695f,EURUSD.DWX,IS,3,15,35,1525361700,1.1994,1.334000333,-7.170251793,-11.75587794,-15.34100384,-15.25762881,-29.09788227,5.609947831,0,1
fdc99aa09a44,EURUSD.DWX,IS,3,15,40,1525362000,1.19956,-2.250825303,-13.67167962,-18.50678582,-20.09069992,-20.75761112,-33.51228784,6.008155371,0,1
9e601c4cb0c2,EURUSD.DWX,IS,3,15,45,1525362300,1.19929,-6.253700106,-11.25666019,-16.34300294,-14.42520158,-16.59315095,-24.43112175,6.06311115,0,1
dee05672fb72,EURUSD.DWX,IS,3,15,35,1525966500,1.19079,10.83314438,-2.855247357,11.84087874,26.28507126,1.511601542,-9.657454295,6.892183221,0,1
95198d4f3ffc,EURUSD.DWX,IS,3,15,40,1525966800,1.19207,-5.704362999,-3.103844573,7.382116822,11.57650138,-12.24760291,-26.00518426,8.107146153,0,1
74a36cc7cb1b,EURUSD.DWX,IS,3,15,45,1525967100,1.1914,-7.973812322,10.82759778,12.92596945,6.211180124,-1.259022998,-24.50898103,8.411472697,0,1
81f5ddff8ee9,EURUSD.DWX,IS,4,15,35,1526052900,1.19427,-0.8373315917,6.782385893,4.605323754,13.81597126,17.75142974,3.935458481,4.312257697,0,1
58b2a266cffc,EURUSD.DWX,IS,4,15,40,1526053200,1.19417,4.773189747,13.90086839,9.462639323,17.41795557,12.9797265,5.191890602,4.581783642,0,1
efe4332e2acc,EURUSD.DWX,IS,4,15,45,1526053500,1.19475,2.762084118,2.678384599,4.938271605,8.369951873,6.947060054,-5.105670642,4.830657938,0,1
312d12262279,EURUSD.DWX,IS,3,15,35,1526571300,1.18002,3.135540076,-7.965966679,5.508381214,-6.52531313,-4.067727666,-0.6779546109,5.393371057,0,1
7df059ac921c,EURUSD.DWX,IS,3,15,40,1526571600,1.18039,-1.016613153,-1.863790781,-0.5930243394,-9.234236142,-10.58972035,-3.219274985,5.760807869,0,1
ad2b5bee3c86,EURUSD.DWX,IS,3,15,45,1526571900,1.18031,-10.4209911,1.948640611,0.08472350484,-13.89465479,-8.980691513,-8.302903475,5.682526503,0,1
3548146b0f03,EURUSD.DWX,IS,4,15,35,1526657700,1.17756,3.227011787,-8.577057645,-5.010360406,-9.001664459,-19.02238527,-10.2754849,4.858715116,0,1
556eb11457a1,EURUSD.DWX,IS,4,15,40,1526658000,1.17792,-0.2546862266,-11.12129856,-14.85669655,-14.26242869,-24.02540071,-6.876528117,4.57828812,0,1
0f7852ae69c8,EURUSD.DWX,IS,4,15,45,1526658300,1.17782,-10.78263232,-7.301625036,-16.81071811,-12.7353925,-16.89562072,-10.61282709,4.323968979,0,1
a607c81f614c,EURUSD.DWX,IS,3,15,35,1527176100,1.17334,-2.897710808,-1.278401827,-5.284060886,-12.18743075,0.2556803655,-3.238617962,5.984138077,0,1
1bd79440fce8,EURUSD.DWX,IS,3,15,40,1527176400,1.173,1.36402387,-1.108269395,3.921568627,-6.223358909,9.974424552,1.705029838,6.150286201,0,1
628bf7f5a85e,EURUSD.DWX,IS,3,15,45,1527176700,1.17323,-0.3409391168,-4.858382414,-4.602678077,-6.051669323,13.21139078,-4.517443298,5.534172449,0,1
76e761f08070,EURUSD.DWX,IS,4,15,35,1527262500,1.16675,1.114206128,7.799442897,5.571030641,-8.913649025,-9.599314335,-7.113777587,6.538308488,0,1
399bda4cf548,EURUSD.DWX,IS,4,15,40,1527262800,1.1669,4.456251607,13.28305767,3.342188705,-10.79784043,-10.19796041,-12.94026909,6.512983118,0,1
244283416411,EURUSD.DWX,IS,4,15,45,1527263100,1.16742,2.055815388,2.055815388,-9.508146168,-19.61590516,-16.4465231,-14.39070771,6.644689021,0,1
bd14aa4dbe24,EURUSD.DWX,IS,3,15,35,1527780900,1.16823,10.6143482,2.65358705,-14.38072982,-14.12393108,-9.929551544,-6.591167835,5.209346007,0,1
0d604092cf49,EURUSD.DWX,IS,3,15,40,1527781200,1.16948,-6.071074324,-17.1871259,-26.42199952,-27.10606423,-28.98724219,-12.39867291,5.85119638,0,1
5c558b8582bd,EURUSD.DWX,IS,3,15,45,1527781500,1.16878,-2.053423228,-13.09057308,-19.67863926,-25.75334965,-20.02087647,-6.930303393,5.866923508,0,1
e9fbfa7944c3,EURUSD.DWX,IS,3,15,35,1528385700,1.18314,-0.8452085129,2.282062985,0.08452085129,-2.958229795,-11.41031492,-10.22702301,4.527902748,0,1
3a9c354c2385,EURUSD.DWX,IS,3,15,40,1528386000,1.18304,5.578847714,1.352447931,-1.606031918,-2.53583987,-18.51163105,-13.52447931,4.437719773,0,1
8d786382fcbb,EURUSD.DWX,IS,3,15,45,1528386300,1.1837,-2.449945087,-2.703387683,-1.605136437,-13.93934274,-21.12021627,-14.44622793,4.568001062,0,1
81b6496739db,EURUSD.DWX,IS,4,15,35,1528472100,1.17477,-3.830537041,-4.511521404,0.8512304536,15.91800948,12.51308767,18.3865778,4.961457501,0,1
fec89275bb4b,EURUSD.DWX,IS,4,15,40,1528472400,1.17434,-0.9366963571,0.08515421428,6.471720285,18.39331028,15.75352964,18.22300186,5.151829964,0,1
8a480edaac0f,EURUSD.DWX,IS,4,15,45,1528472700,1.17423,0.08516219139,4.513596144,13.37046405,15.49951883,14.13692377,14.13692377,5.462546277,0,1
5370c16d0b6f,EURUSD.DWX,IS,3,15,35,1528990500,1.17318,-6.904311359,-20.20150361,-41.85206021,-44.6649278,-62.90594794,-75.52123289,15.08111044,0,1
2dc2ba11d41c,EURUSD.DWX,IS,3,15,40,1528990800,1.17232,-0.6824075338,-29.17292207,-31.73195032,-33.09676539,-68.4966562,-71.90869387,15.77458129,0,1
f4448a922c66,EURUSD.DWX,IS,3,15,45,1528991100,1.17227,-12.45446868,-29.34477552,-35.99853276,-46.32038694,-69.26731896,-74.04437544,16.30536115,0,1
3edba8795af4,EURUSD.DWX,IS,4,15,35,1529076900,1.15886,7.162211139,15.61879778,18.3801322,24.24796783,14.32442228,25.11088484,5.837017167,0,1
3228e1faafa7,EURUSD.DWX,IS,4,15,40,1529077200,1.15968,0.9485375276,5.604994481,6.208609272,13.88314018,11.20998896,18.7120585,6.066944576,0,1
df182f191127,EURUSD.DWX,IS,4,15,45,1529077500,1.15994,6.29342897,3.189820163,8.965980999,8.448712864,13.53518285,16.81121437,6.151796029,0,1
b57cf3da3f17,EURUSD.DWX,IS,3,15,35,1529595300,1.15542,11.68406294,40.24510568,35.22528604,33.32121653,29.59962611,34.87909159,5.217645037,0,1
6cdbba7dd5e9,EURUSD.DWX,IS,3,15,40,1529595600,1.15678,3.457874445,18.84541572,21.17948097,22.64907761,8.731132973,41.66738706,6.199474897,0,1
7fbb7a7cd648,EURUSD.DWX,IS,3,15,45,1529595900,1.15717,25.06114054,15.03668432,13.48116526,12.9626589,6.91341808,48.30750884,6.086276989,0,1
fd4996a05616,EURUSD.DWX,IS,4,15,35,1529681700,1.1643,4.466202869,8.159409087,9.963067938,12.62561196,8.07352057,-12.53972344,4.760677783,0,1
9c5c9ef6e77b,EURUSD.DWX,IS,4,15,40,1529682000,1.16468,3.949582718,3.348559261,6.353676546,5.065769138,5.151629632,-15.19730741,5.041237569,0,1
34c69eb4e298,EURUSD.DWX,IS,4,15,45,1529682300,1.16515,0.8582585933,2.059820624,3.347208514,0.6866068747,-0.9440844526,-20.85568382,5.198594908,0,1
f11403798059,EURUSD.DWX,IS,3,15,35,1530200100,1.15883,-2.588818032,-0.3451757376,-28.82217409,-21.14201393,-9.060863112,1.984760491,5.079014425,0,1
e204b2edab32,EURUSD.DWX,IS,3,15,40,1530200400,1.15854,10.18523314,0.9494708858,-21.06099056,-6.042087455,2.503150517,5.524194244,5.4502095,0,1
df6140389120,EURUSD.DWX,IS,3,15,45,1530200700,1.15973,-8.105334862,-28.19621809,-26.73035965,-21.72919559,-11.64064049,-8.967604529,5.955819766,0,1
44ada4cfa49e,EURUSD.DWX,IS,4,15,35,1530286500,1.16491,7.640075199,9.099415405,-3.691272287,-14.07834082,-8.927728322,4.721394786,5.543040112,0,1
d02cafb8c1a3,EURUSD.DWX,IS,4,15,40,1530286800,1.16577,2.316065776,-1.458263637,-10.03628503,-21.01615241,-18.27118557,-4.031670055,5.937216236,0,1
a6fbe34980f9,EURUSD.DWX,IS,4,15,45,1530287100,1.16605,-0.6860769264,-13.80729814,-14.92217315,-21.09686549,-16.63736546,-1.114875005,6.101184095,0,1
870521265872,EURUSD.DWX,IS,3,15,35,1530804900,1.17127,-1.451415984,-1.451415984,-1.707548217,-10.75755377,-16.47784029,-11.52595046,4.256673769,0,1
4d3a7ab3eafd,EURUSD.DWX,IS,3,15,40,1530805200,1.17106,-1.53706898,0.8539272112,-2.988745239,-12.04037368,-14.9437262,-9.563984766,4.422123058,0,1
58bf312c615a,EURUSD.DWX,IS,3,15,45,1530805500,1.17087,1.964351294,4.697361791,-0.9394723582,-9.650943316,-9.90716305,-6.063867039,4.544850044,0,1
1253b0f95dff,EURUSD.DWX,IS,3,15,35,1531409700,1.16596,16.55288346,14.40872757,10.12041579,15.00909122,17.92514323,11.06384439,4.190293223,0,1
971a6daad9ca,EURUSD.DWX,IS,3,15,40,1531410000,1.16788,2.397506593,-4.366887009,-0.5993766483,-3.168133712,2.740007535,-4.709387951,5.553408129,0,1
b4038610bd5a,EURUSD.DWX,IS,3,15,45,1531410300,1.16819,-4.708138231,-8.902661382,-3.167292992,-3.509703045,-5.392958337,-10.10109657,5.918802347,0,1
23e6f98e0de5,EURUSD.DWX,IS,4,15,35,1531496100,1.16407,-0.08590548678,-3.350313985,1.632204249,1.718109736,6.786533456,6.357006022,5.080695933,0,1
9420a425be65,EURUSD.DWX,IS,4,15,40,1531496400,1.16405,-0.08590696276,-0.8590696276,5.068510803,0.5154417766,6.013487393,7.044370946,4.823062338,0,1
a4d05912aa47,EURUSD.DWX,IS,4,15,45,1531496700,1.16405,-3.178557622,3.608092436,4.98260384,3.350371548,3.178557622,8.762510201,4.614431143,0,1
6bfd0c4160e4,EURUSD.DWX,IS,3,15,35,1532014500,1.15809,3.885708365,5.78538801,11.39807787,23.91869371,20.5510798,25.99107151,4.817044814,0,1
2dfd1da12cf6,EURUSD.DWX,IS,3,15,40,1532014800,1.15848,-1.122160072,3.970720254,6.128720392,16.05552103,27.44976176,23.22008149,4.790760307,0,1
bd75c6d1824a,EURUSD.DWX,IS,3,15,45,1532015100,1.15834,3.625878412,2.417252275,13.98553102,17.69773987,32.80556659,25.46747932,4.729674732,0,1
9b041a5b75ce,EURUSD.DWX,IS,4,15,35,1532100900,1.16795,-0.856201036,20.97692538,24.31610942,32.87811978,33.90556103,26.02851149,4.519518326,0,1
e5f3f2d8e5ea,EURUSD.DWX,IS,4,15,40,1532101200,1.16784,13.10110974,24.91779696,23.97588711,33.48061378,32.11056309,23.11960543,4.538292917,0,1
b5f1f317e6e0,EURUSD.DWX,IS,4,15,45,1532101500,1.16937,8.80816166,16.5046136,14.36671028,17.78735558,12.65638763,11.11709724,5.570765211,0,1
f5a2a836983d,EURUSD.DWX,IS,3,15,35,1532619300,1.17234,2.814883054,-12.19782657,-23.88385622,-36.33758125,-41.28495146,-54.3357729,5.678508673,0,1
f952ad14e13f,EURUSD.DWX,IS,3,15,40,1532619600,1.17271,-7.077623624,-22.08559661,-30.44230884,-36.92302445,-45.1944641,-62.07843371,6.346715849,0,1
696760cebb8b,EURUSD.DWX,IS,3,15,45,1532619900,1.17187,-8.192034953,-20.82142217,-20.13875259,-31.48813435,-38.14416275,-48.64020753,6.735266832,0,1
eb048293e524,EURUSD.DWX,IS,4,15,35,1532705700,1.16264,6.880891764,7.56898094,11.35347141,21.50278676,24.25514347,22.44890938,3.69233567,0,1
7f511961be56,EURUSD.DWX,IS,4,15,40,1532706000,1.16343,-2.14881858,2.750487782,11.43171484,16.58887943,18.39388704,15.29958829,4.009081521,0,1
