event_id,cluster_id,currency,era,symbol,currency_leg,trade_dir,cluster_trade_dir,entry_delay_min,entry_bar_epoch,entry_lag_sec,entry_price,px_p5,px_p15,px_p30,px_p60,px_p90,px_p120,ret_p5,ret_p15,ret_p30,ret_p60,ret_p90,ret_p120,ret_raw_p5,ret_raw_p15,ret_raw_p30,ret_raw_p60,ret_raw_p90,ret_raw_p120,mae_p90_bp,mfe_p90_bp,atr_m5_bp,bars_missing,session_intact,window_ok,weekday,broker_hour,minute_of_hour
23375aef8d79,4d17e29a4690,USD,OOS,EURUSD.DWX,-1,-1,-1,15,1712331900,0,1.0816,1.08041,1.08093,1.07915,1.07967,1.08132,1.08247,11.00221893,6.194526627,22.65162722,17.84393491,2.588757396,-8.043639053,-11.00221893,-6.194526627,-22.65162722,-17.84393491,-2.588757396,8.043639053,-0.5547337278,22.74408284,2.714232883,0,1,1,4,15,45
23375aef8d79,4d17e29a4690,USD,OOS,USDJPY.DWX,1,1,1,5,1712331300,0,151.601,151.648,151.733,151.68,151.684,151.631,151.484,3.100243402,8.707066576,5.211047421,5.474897923,1.978878767,-7.717627192,3.100243402,8.707066576,5.211047421,5.474897923,1.978878767,-7.717627192,-3.561981781,9.762468585,1.931762606,0,1,1,4,15,35
23375aef8d79,4d17e29a4690,USD,OOS,USDJPY.DWX,1,1,1,10,1712331600,0,151.654,151.646,151.723,151.729,151.642,151.613,151.527,-0.5275165838,4.549830535,4.945467973,-0.7912748757,-2.703522492,-8.374325768,-0.5275165838,4.549830535,4.945467973,-0.7912748757,-2.703522492,-8.374325768,-4.022313951,6.264259433,1.931087494,0,1,1,4,15,40
23375aef8d79,4d17e29a4690,USD,OOS,USDJPY.DWX,1,1,1,15,1712331900,0,151.645,151.733,151.656,151.739,151.665,151.526,151.463,5.803026806,0.7253783508,6.198687725,1.318869729,-7.847274885,-12.00171453,5.803026806,0.7253783508,6.198687725,1.318869729,-7.847274885,-12.00171453,-8.770483695,6.858122589,1.931202103,0,1,1,4,15,45
2510a5e3aa76,4b725d8fbe03,USD,IS,EURUSD.DWX,-1,-1,-1,5,1588952100,0,1.08313,1.08338,1.0828,1.08355,1.08318,1.082,1.0843,-2.308125525,3.046725693,-3.877650882,-0.461625105,10.43272737,-10.80202746,2.308125525,-3.046725693,3.877650882,0.461625105,-10.43272737,10.80202746,-7.201351638,10.70970244,3.752352639,0,1,1,4,15,35
2510a5e3aa76,4b725d8fbe03,USD,IS,EURUSD.DWX,-1,-1,-1,10,1588952400,0,1.08339,1.08335,1.08325,1.08345,1.08317,1.08225,1.08429,0.3692114566,1.292240098,-0.5538171849,2.030663011,10.52252651,-8.307257774,-0.3692114566,-1.292240098,0.5538171849,-2.030663011,-10.52252651,8.307257774,-4.43053748,17.62984705,3.751452122,0,1,1,4,15,40
2510a5e3aa76,4b725d8fbe03,USD,IS,EURUSD.DWX,-1,-1,-1,15,1588952700,0,1.08334,1.0828,1.08358,1.08301,1.08324,1.08291,1.08525,4.98458471,-2.215370982,3.046135101,0.9230712426,3.969206343,-17.63066073,-4.98458471,2.215370982,-3.046135101,-0.9230712426,-3.969206343,17.63066073,-4.892277586,17.16912511,3.751625265,0,1,1,4,15,45
2510a5e3aa76,4b725d8fbe03,USD,IS,USDJPY.DWX,1,1,1,5,1588952100,0,106.515,106.51,106.664,106.69,106.619,106.629,106.565,-0.4694174529,13.9886401,16.42961085,9.763883021,10.70271793,4.694174529,-0.4694174529,13.9886401,16.42961085,9.763883021,10.70271793,4.694174529,-5.069708492,19.9033,2.253203774,0,1,1,4,15,35
2510a5e3aa76,4b725d8fbe03,USD,IS,USDJPY.DWX,1,1,1,10,1588952400,0,106.511,106.562,106.654,106.706,106.576,106.613,106.577,4.788237835,13.42584334,18.30796819,6.102656064,9.576475669,6.19654308,4.788237835,13.42584334,18.30796819,6.102656064,9.576475669,6.19654308,-0.8449831473,20.27959553,2.253288393,0,1,1,4,15,40
2510a5e3aa76,4b725d8fbe03,USD,IS,USDJPY.DWX,1,1,1,15,1588952700,0,106.563,106.664,106.665,106.681,106.582,106.607,106.52,9.477961394,9.571802596,11.07326183,1.782982836,4.129012884,-4.035171682,9.477961394,9.571802596,11.07326183,1.782982836,4.129012884,-4.035171682,-1.501459231,15.38995711,2.252188846,0,1,1,4,15,45
26e91873b119,788ba2f4fd8e,USD,IS,EURUSD.DWX,-1,1,1,5,1612539300,0,1.20004,1.20037,1.20159,1.20096,1.20124,1.20215,1.2029,2.749908336,12.91623613,7.66641112,9.999666678,17.58274724,23.83253892,2.749908336,12.91623613,7.66641112,9.999666678,17.58274724,23.83253892,-2.499916669,19.49935002,3.160608932,0,1,1,4,15,35
26e91873b119,788ba2f4fd8e,USD,IS,EURUSD.DWX,-1,1,1,10,1612539600,0,1.20037,1.20011,1.20115,1.20072,1.20138,1.20291,1.20255,-2.165998817,6.497996451,2.915767638,8.414072328,21.16014229,18.161067,-2.165998817,6.497996451,2.915767638,8.414072328,21.16014229,18.161067,-5.248381749,22.90960287,3.159740033,0,1,1,4,15,40
26e91873b119,788ba2f4fd8e,USD,IS,EURUSD.DWX,-1,1,1,15,1612539900,0,1.20012,1.20159,1.20039,1.20051,1.20175,1.20247,1.20222,12.24877512,2.249775022,3.249675032,13.58197514,19.5813752,17.49825017,12.24877512,2.249775022,3.249675032,13.58197514,19.5813752,17.49825017,-0.4166250042,27.08062527,3.160398246,0,1,1,4,15,45
26e91873b119,788ba2f4fd8e,USD,IS,USDJPY.DWX,1,-1,-1,5,1612539300,0,105.573,105.541,105.494,105.635,105.585,105.5,105.444,3.031078022,7.482973866,-5.872713667,-1.136654258,6.914646737,12.21903328,-3.031078022,-7.482973866,5.872713667,1.136654258,-6.914646737,-12.21903328,-17.71286219,11.27182139,2.550706282,0,1,1,4,15,35
26e91873b119,788ba2f4fd8e,USD,IS,USDJPY.DWX,1,-1,-1,10,1612539600,0,105.541,105.538,105.582,105.654,105.538,105.455,105.467,0.2842497229,-3.884746212,-10.70673956,0.2842497229,8.148492055,7.011493164,-0.2842497229,3.884746212,10.70673956,-0.2842497229,-8.148492055,-7.011493164,-20.75022977,9.9487403,2.551479655,0,1,1,4,15,40
26e91873b119,788ba2f4fd8e,USD,IS,USDJPY.DWX,1,-1,-1,15,1612539900,0,105.537,105.494,105.682,105.661,105.511,105.463,105.497,4.074400447,-13.73925732,-11.74943385,2.463590968,7.011758909,3.790139951,-4.074400447,13.73925732,11.74943385,-2.463590968,-7.011758909,-3.790139951,-21.13003023,10.61239186,2.55157636,0,1,1,4,15,45
28c1702753c2,4b725d8fbe03,USD,IS,EURUSD.DWX,-1,-1,-1,5,1588952100,0,1.08313,1.08338,1.0828,1.08355,1.08318,1.082,1.0843,-2.308125525,3.046725693,-3.877650882,-0.461625105,10.43272737,-10.80202746,2.308125525,-3.046725693,3.877650882,0.461625105,-10.43272737,10.80202746,-7.201351638,10.70970244,3.752352639,0,1,1,4,15,35
28c1702753c2,4b725d8fbe03,USD,IS,EURUSD.DWX,-1,-1,-1,10,1588952400,0,1.08339,1.08335,1.08325,1.08345,1.08317,1.08225,1.08429,0.3692114566,1.292240098,-0.5538171849,2.030663011,10.52252651,-8.307257774,-0.3692114566,-1.292240098,0.5538171849,-2.030663011,-10.52252651,8.307257774,-4.43053748,17.62984705,3.751452122,0,1,1,4,15,40
28c1702753c2,4b725d8fbe03,USD,IS,EURUSD.DWX,-1,-1,-1,15,1588952700,0,1.08334,1.0828,1.08358,1.08301,1.08324,1.08291,1.08525,4.98458471,-2.215370982,3.046135101,0.9230712426,3.969206343,-17.63066073,-4.98458471,2.215370982,-3.046135101,-0.9230712426,-3.969206343,17.63066073,-4.892277586,17.16912511,3.751625265,0,1,1,4,15,45
28c1702753c2,4b725d8fbe03,USD,IS,USDJPY.DWX,1,1,1,5,1588952100,0,106.515,106.51,106.664,106.69,106.619,106.629,106.565,-0.4694174529,13.9886401,16.42961085,9.763883021,10.70271793,4.694174529,-0.4694174529,13.9886401,16.42961085,9.763883021,10.70271793,4.694174529,-5.069708492,19.9033,2.253203774,0,1,1,4,15,35
28c1702753c2,4b725d8fbe03,USD,IS,USDJPY.DWX,1,1,1,10,1588952400,0,106.511,106.562,106.654,106.706,106.576,106.613,106.577,4.788237835,13.42584334,18.30796819,6.102656064,9.576475669,6.19654308,4.788237835,13.42584334,18.30796819,6.102656064,9.576475669,6.19654308,-0.8449831473,20.27959553,2.253288393,0,1,1,4,15,40
28c1702753c2,4b725d8fbe03,USD,IS,USDJPY.DWX,1,1,1,15,1588952700,0,106.563,106.664,106.665,106.681,106.582,106.607,106.52,9.477961394,9.571802596,11.07326183,1.782982836,4.129012884,-4.035171682,9.477961394,9.571802596,11.07326183,1.782982836,4.129012884,-4.035171682,-1.501459231,15.38995711,2.252188846,0,1,1,4,15,45
28f2a8344ae3,84a84e343091,USD,IS,EURUSD.DWX,-1,1,1,5,1630683300,0,1.18963,1.18754,1.18852,1.18932,1.18982,1.18833,1.18891,-17.56848768,-9.330632213,-2.60585224,1.597135244,-10.92776746,-6.052301976,-17.56848768,-9.330632213,-2.60585224,1.597135244,-10.92776746,-6.052301976,-25.80634315,7.061018972,2.906065631,0,1,1,4,15,35
28f2a8344ae3,84a84e343091,USD,IS,EURUSD.DWX,-1,1,1,10,1630683600,0,1.18754,1.18731,1.18915,1.18986,1.18823,1.18775,1.18847,-1.936776866,13.55743807,19.53618404,5.810330599,1.768361487,7.831315156,-1.936776866,13.55743807,19.53618404,5.810330599,1.768361487,7.831315156,-8.252353605,24.67285312,2.911180135,0,1,1,4,15,40
28f2a8344ae3,84a84e343091,USD,IS,EURUSD.DWX,-1,1,1,15,1630683900,0,1.18732,1.18852,1.18911,1.19016,1.18802,1.1884,1.18884,10.10679514,15.07596941,23.91941515,5.895630496,9.096115622,12.8019405,10.10679514,15.07596941,23.91941515,5.895630496,9.096115622,12.8019405,-3.116261833,26.53033723,2.911719551,0,1,1,4,15,45
28f2a8344ae3,84a84e343091,USD,IS,USDJPY.DWX,1,-1,-1,5,1630683300,0,109.771,109.866,109.863,109.861,109.691,109.712,109.602,-8.654380483,-8.381084257,-8.198886773,7.287899354,5.374825774,15.39568739,8.654380483,8.381084257,8.198886773,-7.287899354,-5.374825774,-15.39568739,-16.48887229,13.57371255,1.854510104,0,1,1,4,15,35
28f2a8344ae3,84a84e343091,USD,IS,USDJPY.DWX,1,-1,-1,10,1630683600,0,109.866,109.935,109.844,109.854,109.66,109.743,109.642,-6.280377915,2.002439335,1.092239637,18.75011377,11.19545628,20.38847323,6.280377915,-2.002439335,-1.092239637,-18.75011377,-11.19545628,-20.38847323,-7.827717401,22.20887263,1.852906528,0,1,1,4,15,40
28f2a8344ae3,84a84e343091,USD,IS,USDJPY.DWX,1,-1,-1,15,1630683900,0,109.934,109.863,109.854,109.816,109.769,109.725,109.616,6.458420507,7.277093529,10.73371296,15.0090054,19.01140684,28.92644678,-6.458420507,-7.277093529,-10.73371296,-15.0090054,-19.01140684,-28.92644678,-1.637346044,28.38066476,1.851760407,0,1,1,4,15,45
2a7a2e6860bd,4b725d8fbe03,USD,IS,EURUSD.DWX,-1,-1,-1,5,1588952100,0,1.08313,1.08338,1.0828,1.08355,1.08318,1.082,1.0843,-2.308125525,3.046725693,-3.877650882,-0.461625105,10.43272737,-10.80202746,2.308125525,-3.046725693,3.877650882,0.461625105,-10.43272737,10.80202746,-7.201351638,10.70970244,3.752352639,0,1,1,4,15,35
2a7a2e6860bd,4b725d8fbe03,USD,IS,EURUSD.DWX,-1,-1,-1,10,1588952400,0,1.08339,1.08335,1.08325,1.08345,1.08317,1.08225,1.08429,0.3692114566,1.292240098,-0.5538171849,2.030663011,10.52252651,-8.307257774,-0.3692114566,-1.292240098,0.5538171849,-2.030663011,-10.52252651,8.307257774,-4.43053748,17.62984705,3.751452122,0,1,1,4,15,40
2a7a2e6860bd,4b725d8fbe03,USD,IS,EURUSD.DWX,-1,-1,-1,15,1588952700,0,1.08334,1.0828,1.08358,1.08301,1.08324,1.08291,1.08525,4.98458471,-2.215370982,3.046135101,0.9230712426,3.969206343,-17.63066073,-4.98458471,2.215370982,-3.046135101,-0.9230712426,-3.969206343,17.63066073,-4.892277586,17.16912511,3.751625265,0,1,1,4,15,45
2a7a2e6860bd,4b725d8fbe03,USD,IS,USDJPY.DWX,1,1,1,5,1588952100,0,106.515,106.51,106.664,106.69,106.619,106.629,106.565,-0.4694174529,13.9886401,16.42961085,9.763883021,10.70271793,4.694174529,-0.4694174529,13.9886401,16.42961085,9.763883021,10.70271793,4.694174529,-5.069708492,19.9033,2.253203774,0,1,1,4,15,35
2a7a2e6860bd,4b725d8fbe03,USD,IS,USDJPY.DWX,1,1,1,10,1588952400,0,106.511,106.562,106.654,106.706,106.576,106.613,106.577,4.788237835,13.42584334,18.30796819,6.102656064,9.576475669,6.19654308,4.788237835,13.42584334,18.30796819,6.102656064,9.576475669,6.19654308,-0.8449831473,20.27959553,2.253288393,0,1,1,4,15,40
2a7a2e6860bd,4b725d8fbe03,USD,IS,USDJPY.DWX,1,1,1,15,1588952700,0,106.563,106.664,106.665,106.681,106.582,106.607,106.52,9.477961394,9.571802596,11.07326183,1.782982836,4.129012884,-4.035171682,9.477961394,9.571802596,11.07326183,1.782982836,4.129012884,-4.035171682,-1.501459231,15.38995711,2.252188846,0,1,1,4,15,45
2ae2263c7642,c951ab3d40b7,USD,IS,EURUSD.DWX,-1,1,1,5,1678462500,0,1.06254,1.06224,1.06276,1.0632,1.06461,1.06795,1.06921,-2.823423118,2.070510287,6.21153086,19.48161952,50.91573023,62.77410733,-2.823423118,2.070510287,6.21153086,19.48161952,50.91573023,62.77410733,-12.70540403,53.17446873,5.60651162,0,1,1,4,15,35
2ae2263c7642,c951ab3d40b7,USD,IS,EURUSD.DWX,-1,1,1,10,1678462800,0,1.06226,1.06352,1.06264,1.06366,1.0659,1.06768,1.06953,11.86150283,3.577278632,13.17944759,34.26656374,51.02328997,68.43898857,11.86150283,3.577278632,13.17944759,34.26656374,51.02328997,68.43898857,-10.07286352,60.24890328,5.607989435,0,1,1,4,15,40
2ae2263c7642,c951ab3d40b7,USD,IS,EURUSD.DWX,-1,1,1,15,1678463100,0,1.06351,1.06276,1.06217,1.0629,1.06724,1.06788,1.06969,-7.052119867,-12.5997875,-5.735724159,35.07254281,41.09035176,58.10946771,-7.052119867,-12.5997875,-5.735724159,35.07254281,41.09035176,58.10946771,-21.81455746,48.42455642,5.601398066,0,1,1,4,15,45
2ae2263c7642,c951ab3d40b7,USD,IS,USDJPY.DWX,1,-1,-1,5,1678462500,0,136.014,136.068,136.111,136.146,135.248,134.497,134.401,-3.97017954,-7.131618804,-9.704883321,56.317732,111.5326363,118.5907333,3.97017954,7.131618804,9.704883321,-56.317732,-111.5326363,-118.5907333,-25.80616701,114.9146411,6.102312997,0,1,1,4,15,35
2ae2263c7642,c951ab3d40b7,USD,IS,USDJPY.DWX,1,-1,-1,10,1678462800,0,136.065,135.991,136.115,136.03,134.96,134.593,134.325,5.438577151,-3.674714291,2.572300004,81.21118583,108.1835887,127.8800573,-5.438577151,3.674714291,-2.572300004,-81.21118583,-108.1835887,-127.8800573,-22.04828575,126.7041488,6.100025723,0,1,1,4,15,40
2ae2263c7642,c951ab3d40b7,USD,IS,USDJPY.DWX,1,-1,-1,15,1678463100,0,135.996,136.111,136.26,136.01,134.804,134.626,134.17,-8.456131063,-19.41233566,-1.029442042,87.64963675,100.738257,134.268655,8.456131063,19.41233566,1.029442042,-87.64963675,-100.738257,-134.268655,-27.13315098,121.6947557,6.10312068,0,1,1,4,15,45
2ae7317530a6,56ea03deb944,USD,IS,EURUSD.DWX,-1,1,1,5,1567784100,0,1.10269,1.10388,1.10398,1.1042,1.10496,1.10485,1.10438,10.79179098,11.69866418,13.6937852,20.58602146,19.58846095,15.32615694,10.79179098,11.69866418,13.6937852,20.58602146,19.58846095,15.32615694,-0.9068731919,27.47825772,2.513334275,0,1,1,4,15,35
2ae7317530a6,56ea03deb944,USD,IS,EURUSD.DWX,-1,1,1,10,1567784400,0,1.10388,1.10438,1.10386,1.10439,1.10517,1.10495,1.10452,4.529477842,-0.1811791137,4.620067399,11.68605283,9.693082581,5.797731637,4.529477842,-0.1811791137,4.620067399,11.68605283,9.693082581,5.797731637,-1.902380694,16.66847846,2.510624861,0,1,1,4,15,40
2ae7317530a6,56ea03deb944,USD,IS,EURUSD.DWX,-1,1,1,15,1567784700,0,1.10439,1.10398,1.10399,1.10515,1.10547,1.1045,1.10415,-3.71245665,-3.621908927,6.881626961,9.779154103,0.996024955,-2.173145356,-3.71245665,-3.621908927,6.881626961,9.779154103,0.996024955,-2.173145356,-6.519436069,12.04284718,2.509465471,0,1,1,4,15,45
2ae7317530a6,56ea03deb944,USD,IS,USDJPY.DWX,1,-1,-1,5,1567784100,0,106.961,106.89,106.851,106.828,106.696,106.738,106.829,6.637933452,10.28412225,12.43443872,24.77538542,20.84872056,12.3409467,-6.637933452,-10.28412225,-12.43443872,-24.77538542,-20.84872056,-12.3409467,-0.9349202046,31.78728696,2.731302598,0,1,1,4,15,35
2ae7317530a6,56ea03deb944,USD,IS,USDJPY.DWX,1,-1,-1,10,1567784400,0,106.891,106.841,106.853,106.792,106.673,106.72,106.804,4.677662291,3.555023342,9.261771337,20.39460759,15.99760504,8.139132387,-4.677662291,-3.555023342,-9.261771337,-20.39460759,-15.99760504,-8.139132387,-2.713044129,25.25937637,2.733091253,0,1,1,4,15,40
2ae7317530a6,56ea03deb944,USD,IS,USDJPY.DWX,1,-1,-1,15,1567784700,0,106.842,106.851,106.84,106.759,106.655,106.76,106.793,-0.8423653619,0.1871923027,7.76848056,17.5024803,7.674884409,4.586211415,0.8423653619,-0.1871923027,-7.76848056,-17.5024803,-7.674884409,-4.586211415,-4.305422961,20.68474944,2.734344707,0,1,1,4,15,45
2f30cfad6531,4f297b0873a0,USD,IS,EURUSD.DWX,-1,1,1,5,1651851300,0,1.05908,1.05823,1.05661,1.05558,1.05762,1.05777,1.05652,-8.025833742,-23.32212864,-33.0475507,-13.78554972,-12.36922612,-24.1719228,-8.025833742,-23.32212864,-33.0475507,-13.78554972,-12.36922612,-24.1719228,-41.07338445,4.721078672,7.1085956,0,1,1,4,15,35
2f30cfad6531,4f297b0873a0,USD,IS,EURUSD.DWX,-1,1,1,10,1651851600,0,1.05823,1.05767,1.05539,1.05755,1.05648,1.05808,1.05603,-5.291855268,-26.837266,-6.425824254,-16.53704771,-1.417461232,-20.78943141,-5.291855268,-26.837266,-6.425824254,-16.53704771,-1.417461232,-20.78943141,-33.07409542,12.75715109,7.114305424,0,1,1,4,15,40
2f30cfad6531,4f297b0873a0,USD,IS,EURUSD.DWX,-1,1,1,15,1651851900,0,1.05765,1.05661,1.05539,1.05697,1.0565,1.05781,1.05605,-9.833120598,-21.36812745,-6.429348083,-10.8731622,1.512787784,-15.12787784,-9.833120598,-21.36812745,-6.429348083,-10.8731622,1.512787784,-15.12787784,-27.60837706,18.24800265,7.118206806,0,1,1,4,15,45
2f30cfad6531,4f297b0873a0,USD,IS,USDJPY.DWX,1,-1,-1,5,1651851300,0,130.26,130.35,130.583,130.654,130.564,130.336,130.448,-6.909258406,-24.79656072,-30.24719791,-23.33793951,-5.834484876,-14.43267312,6.909258406,24.79656072,30.24719791,23.33793951,5.834484876,14.43267312,-34.46952249,5.066789498,4.178456274,0,1,1,4,15,35
2f30cfad6531,4f297b0873a0,USD,IS,USDJPY.DWX,1,-1,-1,10,1651851600,0,130.35,130.462,130.678,130.559,130.581,130.358,130.489,-8.59225163,-25.16302263,-16.03375527,-17.72151899,-0.6137322593,-10.66359801,8.59225163,25.16302263,16.03375527,17.72151899,0.6137322593,10.66359801,-27.54123514,11.96777906,4.175571264,0,1,1,4,15,40
2f30cfad6531,4f297b0873a0,USD,IS,USDJPY.DWX,1,-1,-1,15,1651851900,0,130.46,130.583,130.662,130.538,130.49,130.361,130.493,-9.428177219,-15.48367316,-5.97884409,-2.299555419,7.588532884,-2.529510961,9.428177219,15.48367316,5.97884409,2.299555419,-7.588532884,2.529510961,-19.08630998,20.38939138,4.172050546,0,1,1,4,15,45
2f42d0d42411,7002268311a2,USD,IS,EURUSD.DWX,-1,1,-1,5,1562340900,0,1.12524,1.12395,1.12435,1.12373,1.1226,1.12231,1.12156,-11.46422097,-7.909423767,-13.41935943,-23.46166151,-26.03888948,-32.70413423,-11.46422097,-7.909423767,-13.41935943,-23.46166151,-26.03888948,-32.70413423,-33.14848388,1.599658739,2.748619977,0,1,1,4,15,35
2f42d0d42411,7002268311a2,USD,IS,EURUSD.DWX,-1,1,-1,10,1562341200,0,1.12395,1.12364,1.12454,1.1232,1.1222,1.12196,1.12093,-2.75812981,5.249343832,-6.672894702,-15.57008764,-17.70541394,-26.86952267,-2.75812981,5.249343832,-6.672894702,-15.57008764,-17.70541394,-26.86952267,-21.70915076,7.473642066,2.751774672,0,1,1,4,15,40
2f42d0d42411,7002268311a2,USD,IS,EURUSD.DWX,-1,1,-1,15,1562341500,0,1.12363,1.12435,1.12439,1.12351,1.12197,1.12121,1.12091,6.40780328,6.763792352,-1.067967213,-14.77354645,-21.5373388,-24.20725684,6.40780328,6.763792352,-1.067967213,-14.77354645,-21.5373388,-24.20725684,-22.07132241,10.32368306,2.752558354,0,1,1,4,15,45
2f42d0d42411,7002268311a2,USD,IS,USDJPY.DWX,1,-1,1,5,1562340900,0,108.263,108.394,108.398,108.464,108.413,108.544,108.589,-12.10016349,-12.46963413,-18.56589971,-13.85514904,-25.95531253,-30.11185724,12.10016349,12.46963413,18.56589971,13.85514904,25.95531253,30.11185724,-30.11185724,1.200779583,2.876592847,0,1,1,4,15,35
2f42d0d42411,7002268311a2,USD,IS,USDJPY.DWX,1,-1,1,10,1562341200,0,108.395,108.438,108.391,108.494,108.438,108.578,108.601,-3.966972646,0.3690207113,-9.133262604,-3.966972646,-16.88269754,-19.00456663,3.966972646,-0.3690207113,9.133262604,3.966972646,16.88269754,19.00456663,-17.8975045,2.029613912,2.873089824,0,1,1,4,15,40
2f42d0d42411,7002268311a2,USD,IS,USDJPY.DWX,1,-1,1,15,1562341500,0,108.437,108.398,108.426,108.424,108.487,108.589,108.581,3.59655837,1.014413899,1.19885279,-4.61097227,-14.0173557,-13.27960014,-3.59655837,-1.014413899,-1.19885279,4.61097227,14.0173557,13.27960014,-14.29401404,5.902044505,2.871977014,0,1,1,4,15,45
2f7b147ff2f0,25b8a01ce4b4,USD,IS,EURUSD.DWX,-1,-1,1,5,1552059300,0,1.12162,1.12285,1.12299,1.12244,1.1231,1.12337,1.12331,-10.96628092,-12.21447549,-7.310853943,-13.1951998,-15.6024322,-15.06749166,10.96628092,12.21447549,7.310853943,13.1951998,15.6024322,15.06749166,-17.65303757,0.08915675541,2.681071002,0,1,1,4,15,35
2f7b147ff2f0,25b8a01ce4b4,USD,IS,EURUSD.DWX,-1,-1,1,10,1552059600,0,1.12284,1.12304,1.12227,1.12258,1.12304,1.12341,1.12299,-1.781197677,5.07641338,2.315556981,-1.781197677,-5.07641338,-1.335898258,1.781197677,-5.07641338,-2.315556981,1.781197677,5.07641338,1.335898258,-7.481030245,5.788892451,2.678157936,0,1,1,4,15,40
2f7b147ff2f0,25b8a01ce4b4,USD,IS,EURUSD.DWX,-1,-1,1,15,1552059900,0,1.12304,1.12299,1.12253,1.1226,1.12274,1.12358,1.12296,0.4452201168,4.541245192,3.917937028,2.671320701,-4.808377262,0.7123521869,-0.4452201168,-4.541245192,-3.917937028,-2.671320701,4.808377262,-0.7123521869,-5.698817495,7.568741986,2.677680988,0,1,1,4,15,45
2f7b147ff2f0,25b8a01ce4b4,USD,IS,USDJPY.DWX,1,1,-1,5,1552059300,0,111.009,110.878,110.934,110.895,110.954,111.028,111.032,-11.80084498,-6.756208956,-10.26943761,-4.954553234,1.711572936,2.07190408,-11.80084498,-6.756208956,-10.26943761,-4.954553234,1.711572936,2.07190408,-15.85457035,8.557864678,1.943214385,0,1,1,4,15,35
2f7b147ff2f0,25b8a01ce4b4,USD,IS,USDJPY.DWX,1,1,-1,10,1552059600,0,110.879,110.887,110.936,110.882,110.996,111.005,111.066,0.7215072286,5.140739004,0.2705652107,10.55204322,11.36373885,16.86523147,0.7215072286,5.140739004,0.2705652107,10.55204322,11.36373885,16.86523147,-4.148666564,20.2923908,1.945492706,0,1,1,4,15,40
2f7b147ff2f0,25b8a01ce4b4,USD,IS,USDJPY.DWX,1,1,-1,15,1552059900,0,110.887,110.934,110.948,110.926,111.005,110.999,111.121,4.238549154,5.50109571,3.517093979,10.64146383,10.10037245,21.10256387,4.238549154,5.50109571,3.517093979,10.64146383,10.10037245,21.10256387,-4.869822432,19.56947162,1.945352347,0,1,1,4,15,45
2fde7bf837b1,8b688e238576,USD,OOS,EURUSD.DWX,-1,-1,-1,5,1736523300,0,1.0224,1.02346,1.02475,1.02587,1.02578,1.02473,1.02606,-10.36776213,-22.98513302,-33.93974961,-33.05946792,-22.78951487,-35.79812207,10.36776213,22.98513302,33.93974961,33.05946792,22.78951487,35.79812207,-47.63302034,2.249608764,3.597976749,0,1,1,4,15,35
2fde7bf837b1,8b688e238576,USD,OOS,EURUSD.DWX,-1,-1,-1,10,1736523600,0,1.02348,1.02503,1.02592,1.02455,1.02602,1.02458,1.02628,-15.14440927,-23.84023137,-10.45452769,-24.81729003,-10.74764529,-27.35764255,15.14440927,23.84023137,10.45452769,24.81729003,10.74764529,27.35764255,-37.03052331,5.373822644,3.59418008,0,1,1,4,15,40
2fde7bf837b1,8b688e238576,USD,OOS,EURUSD.DWX,-1,-1,-1,15,1736523900,0,1.02505,1.02475,1.02563,1.02537,1.02722,1.02548,1.02554,2.926686503,-5.658260573,-3.121798937,-21.16969904,-4.194917321,-4.780254622,-2.926686503,5.658260573,3.121798937,21.16969904,4.194917321,4.780254622,-21.65748012,14.04809521,3.588675117,0,1,1,4,15,45
2fde7bf837b1,8b688e238576,USD,OOS,USDJPY.DWX,1,1,1,5,1736523300,0,158.838,158.771,158.62,158.505,158.14,158.015,157.401,-4.2181342,-13.72467546,-20.96475654,-43.94414435,-51.81379771,-90.469535,-4.2181342,-13.72467546,-20.96475654,-43.94414435,-51.81379771,-90.469535,-67.80493333,1.762802352,3.80441528,0,1,1,4,15,35
2fde7bf837b1,8b688e238576,USD,OOS,USDJPY.DWX,1,1,1,10,1736523600,0,158.772,158.662,158.527,158.619,158.026,157.726,157.561,-6.928173733,-15.43093241,-9.636459829,-46.98561459,-65.88063386,-76.27289447,-6.928173733,-15.43093241,-9.636459829,-46.98561459,-65.88063386,-76.27289447,-65.94361726,4.030937445,3.805996739,0,1,1,4,15,40
2fde7bf837b1,8b688e238576,USD,OOS,USDJPY.DWX,1,1,1,15,1736523900,0,158.659,158.62,158.549,158.568,157.818,157.655,157.523,-2.458101967,-6.933108112,-5.735571257,-53.00676293,-63.28036859,-71.60009832,-2.458101967,-6.933108112,-5.735571257,-53.00676293,-63.28036859,-71.60009832,-66.49480962,7.059164624,3.808707444,0,1,1,4,15,45
30d30aba6404,ecc45979b064,USD,IS,EURUSD.DWX,-1,1,1,5,1622820900,0,1.21551,1.21417,1.21562,1.21709,1.21756,1.21748,1.21772,-11.02417915,0.9049699303,12.998659,16.8653487,16.20718875,18.1816686,-11.02417915,0.9049699303,12.998659,16.8653487,16.20718875,18.1816686,-14.39724889,25.17461806,3.237911894,0,1,1,4,15,35
