event_id,cluster_id,currency,event,raw_datetime_utc,applied_offset_min,release_utc,us_dst,release_broker_epoch,year,weekday,broker_hhmm,era,actual,forecast,surprise,surprise_n_3y,surprise_mean_3y,surprise_sd_3y,surprise_z,polarity,direction,is_confounded,instant_verified,instant_void_reason,home_tz,home_local_hhmm,local_peak_offset_min,cluster_rank,cluster_is_primary,cluster_direction,cluster_dir_rule
510f1ede9fad,4185cd4a163f,USD,Non-Farm Employment Change,2020.03.05 20:30,1020,2020-03-06T13:30:00Z,0,1583508600,2020,4,15:30,IS,273000,175000,98000,36,3305.555556,66546.4831,1.422981952,1,1,0,1,,America/New_York,08:30,0,2,1,1,primary_event_rank
e268dc1c299e,4185cd4a163f,USD,Unemployment Rate,2020.03.05 20:30,1020,2020-03-06T13:30:00Z,0,1583508600,2020,4,15:30,IS,3.5,3.6,-0.1,36,-0.01111111111,0.1099943882,-0.8081220356,-1,1,0,1,,America/New_York,08:30,0,13,0,1,primary_event_rank
61710cadd9e9,7f4ece1505e1,USD,Non-Farm Employment Change,2020.04.02 19:30,1020,2020-04-03T12:30:00Z,1,1585927800,2020,4,15:30,IS,-701000,-100000,-601000,36,4944.444444,68113.44477,-8.89610629,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
79df39d9402f,7f4ece1505e1,USD,Unemployment Rate,2020.04.02 19:30,1020,2020-04-03T12:30:00Z,1,1585927800,2020,4,15:30,IS,4.4,3.8,0.6,36,-0.01388888889,0.1109373642,5.533653098,-1,-1,0,1,,America/New_York,08:30,0,13,0,-1,primary_event_rank
267d1db94d73,64fca1a44619,USD,Average Hourly Earnings m/m,2020.04.03 12:30,1020,2020-04-04T05:30:00Z,1,1585989000,2020,5,08:30,IS,0.4,0.2,0.2,36,-0.03888888889,0.1137193861,2.100687466,1,,0,0,home_clock_mismatch,America/New_York,01:30,,15,0,,primary_event_rank
2510a5e3aa76,4b725d8fbe03,USD,Average Hourly Earnings m/m,2020.05.07 19:30,1020,2020-05-08T12:30:00Z,1,1588951800,2020,4,15:30,IS,4.7,0.5,4.2,35,-0.03428571429,0.1217558614,34.77685316,1,1,0,1,,America/New_York,08:30,0,15,0,1,primary_event_rank
28c1702753c2,4b725d8fbe03,USD,Non-Farm Employment Change,2020.05.07 19:30,1020,2020-05-08T12:30:00Z,1,1588951800,2020,4,15:30,IS,-20537000,-22000000,1463000,35,-10400,121801.9939,12.09668211,1,1,0,1,,America/New_York,08:30,0,2,1,1,primary_event_rank
2a7a2e6860bd,4b725d8fbe03,USD,Unemployment Rate,2020.05.07 19:30,1020,2020-05-08T12:30:00Z,1,1588951800,2020,4,15:30,IS,14.7,16,-1.3,35,0.01428571429,0.1437117296,-9.145291884,-1,1,0,1,,America/New_York,08:30,0,13,0,1,primary_event_rank
e368201e1e9a,75cb5458c867,USD,Average Hourly Earnings m/m,2020.06.04 19:30,1020,2020-06-05T12:30:00Z,1,1591371000,2020,4,15:30,IS,-1,1,-2,35,0.08571428571,0.7159979478,-2.913017128,1,-1,0,1,,America/New_York,08:30,0,15,0,1,primary_event_rank
1c38eb2945f9,75cb5458c867,USD,Non-Farm Employment Change,2020.06.04 19:30,1020,2020-06-05T12:30:00Z,1,1591371000,2020,4,15:30,IS,2509000,-7750000,10259000,35,32628.57143,273824.4574,37.34645008,1,1,0,1,,America/New_York,08:30,0,2,1,1,primary_event_rank
ff1206532717,75cb5458c867,USD,Unemployment Rate,2020.06.04 19:30,1020,2020-06-05T12:30:00Z,1,1591371000,2020,4,15:30,IS,13.3,19.4,-6.1,35,-0.02,0.2616431594,-23.23775639,-1,1,0,1,,America/New_York,08:30,0,13,0,1,primary_event_rank
5308915abc11,c32e6cb6f6c2,USD,Average Hourly Earnings m/m,2020.07.01 19:30,1020,2020-07-02T12:30:00Z,1,1593703800,2020,3,15:30,IS,-1.2,-0.8,-0.4,36,0.02777777778,0.7847898201,-0.5450857884,1,-1,0,1,,America/New_York,08:30,0,15,0,1,primary_event_rank
aecd060dcd9a,c32e6cb6f6c2,USD,Non-Farm Employment Change,2020.07.01 19:30,1020,2020-07-02T12:30:00Z,1,1593703800,2020,3,15:30,IS,4800000,3037000,1763000,36,316694.4444,1702106.568,0.8497150431,1,1,0,1,,America/New_York,08:30,0,2,1,1,primary_event_rank
a133e9f65f7f,c32e6cb6f6c2,USD,Unemployment Rate,2020.07.01 19:30,1020,2020-07-02T12:30:00Z,1,1593703800,2020,3,15:30,IS,11.1,12.4,-1.3,36,-0.1888888889,1.031928555,-1.076732595,-1,1,0,1,,America/New_York,08:30,0,13,0,1,primary_event_rank
66263cd82306,2cb9a29cee24,USD,Average Hourly Earnings m/m,2020.08.06 19:30,1020,2020-08-07T12:30:00Z,1,1596814200,2020,4,15:30,IS,0.2,-0.5,0.7,35,0.02,0.7988563254,0.851216894,1,1,0,1,,America/New_York,08:30,0,15,0,-1,primary_event_rank
bdfe4bfeb442,2cb9a29cee24,USD,Non-Farm Employment Change,2020.08.06 19:30,1020,2020-08-07T12:30:00Z,1,1596814200,2020,4,15:30,IS,1763000,1530000,233000,35,374000,1741249.207,-0.08097634701,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
f4faf2ee532e,2cb9a29cee24,USD,Unemployment Rate,2020.08.06 19:30,1020,2020-08-07T12:30:00Z,1,1596814200,2020,4,15:30,IS,10.2,10.5,-0.3,35,-0.2342857143,1.060712121,-0.06195298837,-1,1,0,1,,America/New_York,08:30,0,13,0,-1,primary_event_rank
9be66da62e0b,ef641d210532,USD,Average Hourly Earnings m/m,2020.09.03 19:30,1020,2020-09-04T12:30:00Z,1,1599233400,2020,4,15:30,IS,0.4,0,0.4,35,0.04285714286,0.8065041721,0.4428282822,1,1,0,1,,America/New_York,08:30,0,15,0,-1,primary_event_rank
b16bcbf07081,ef641d210532,USD,Non-Farm Employment Change,2020.09.03 19:30,1020,2020-09-04T12:30:00Z,1,1599233400,2020,4,15:30,IS,1371000,1375000,-4000,35,381342.8571,1740096.86,-0.2214490848,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
b235025ca7c5,ef641d210532,USD,Unemployment Rate,2020.09.03 19:30,1020,2020-09-04T12:30:00Z,1,1599233400,2020,4,15:30,IS,8.4,9.8,-1.4,35,-0.2457142857,1.059202627,-1.089768554,-1,1,0,1,,America/New_York,08:30,0,13,0,-1,primary_event_rank
85aaef7f9f4b,20bb8b4fcec3,USD,Non-Farm Employment Change,2020.10.01 20:30,1020,2020-10-02T13:30:00Z,1,1601656200,2020,4,16:30,IS,661000,900000,-239000,36,370638.8889,1716926.86,-0.3550756315,1,,0,0,home_clock_mismatch,America/New_York,09:30,5,2,0,,primary_event_rank
dbb4549ef664,20bb8b4fcec3,USD,Unemployment Rate,2020.10.01 20:30,1020,2020-10-02T13:30:00Z,1,1601656200,2020,4,16:30,IS,7.9,8.2,-0.3,36,-0.2777777778,1.061474632,-0.02093523627,-1,,0,0,home_clock_mismatch,America/New_York,09:30,5,13,0,,primary_event_rank
83e91f00902f,5e1485f825b6,USD,Average Hourly Earnings m/m,2020.10.02 12:30,1020,2020-10-03T05:30:00Z,1,1601713800,2020,5,08:30,IS,0.1,0.5,-0.4,36,0.05277777778,0.7973867426,-0.5678270701,1,,0,0,home_clock_mismatch,America/New_York,01:30,,15,0,,primary_event_rank
772cbdabff04,378bcf333231,USD,Average Hourly Earnings m/m,2020.11.05 20:30,1020,2020-11-06T13:30:00Z,0,1604676600,2020,4,15:30,IS,0.1,0.2,-0.1,35,0.04285714286,0.8107441782,-0.1762049568,1,-1,0,1,,America/New_York,08:30,0,15,0,-1,primary_event_rank
bc6612780eb1,378bcf333231,USD,Non-Farm Employment Change,2020.11.05 20:30,1020,2020-11-06T13:30:00Z,0,1604676600,2020,4,15:30,IS,638000,595000,43000,35,379142.8571,1740916.559,-0.1930838416,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
ef05e2b27401,378bcf333231,USD,Unemployment Rate,2020.11.05 20:30,1020,2020-11-06T13:30:00Z,0,1604676600,2020,4,15:30,IS,6.9,7.7,-0.8,35,-0.2857142857,1.076009256,-0.4779565896,-1,1,0,1,,America/New_York,08:30,0,13,0,-1,primary_event_rank
b99ef8d236f7,c08f141c614b,USD,Average Hourly Earnings m/m,2020.12.03 20:30,1020,2020-12-04T13:30:00Z,0,1607095800,2020,4,15:30,IS,0.3,0.1,0.2,36,0.03888888889,0.7997491891,0.2014520469,1,,0,0,local_peak_elsewhere,America/New_York,08:30,15,15,0,,primary_event_rank
b6820cf79cd0,c08f141c614b,USD,Non-Farm Employment Change,2020.12.03 20:30,1020,2020-12-04T13:30:00Z,0,1607095800,2020,4,15:30,IS,245000,480000,-235000,36,369805.5556,1717455.479,-0.3521521011,1,,0,0,local_peak_elsewhere,America/New_York,08:30,15,2,0,,primary_event_rank
5e822d6da380,c08f141c614b,USD,Unemployment Rate,2020.12.03 20:30,1020,2020-12-04T13:30:00Z,0,1607095800,2020,4,15:30,IS,6.7,6.8,-0.1,36,-0.3,1.064320336,0.1879133502,-1,,0,0,local_peak_elsewhere,America/New_York,08:30,15,13,0,,primary_event_rank
0c80a3d5fdd8,4ef93862f162,USD,Average Hourly Earnings m/m,2021.01.07 20:30,1020,2021-01-08T13:30:00Z,0,1610119800,2021,4,15:30,IS,0.8,0.2,0.6,35,0.04857142857,0.8111267044,0.6798303747,1,1,0,1,,America/New_York,08:30,0,15,0,-1,primary_event_rank
abd5f78b3436,4ef93862f162,USD,Non-Farm Employment Change,2021.01.07 20:30,1020,2021-01-08T13:30:00Z,0,1610119800,2021,4,15:30,IS,-140000,60000,-200000,35,374000,1742474.775,-0.3294165334,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
d25e98c09737,4ef93862f162,USD,Unemployment Rate,2021.01.07 20:30,1020,2021-01-08T13:30:00Z,0,1610119800,2021,4,15:30,IS,6.7,6.8,-0.1,35,-0.3114285714,1.077502782,0.1962209054,-1,-1,0,1,,America/New_York,08:30,0,13,0,-1,primary_event_rank
8d1bdae3e0ba,788ba2f4fd8e,USD,Average Hourly Earnings m/m,2021.02.04 20:30,1020,2021-02-05T13:30:00Z,0,1612539000,2021,4,15:30,IS,0.2,0.3,-0.1,35,0.06285714286,0.8162932646,-0.1995081301,1,-1,0,1,,America/New_York,08:30,0,15,0,-1,primary_event_rank
26e91873b119,788ba2f4fd8e,USD,Non-Farm Employment Change,2021.02.04 20:30,1020,2021-02-05T13:30:00Z,0,1612539000,2021,4,15:30,IS,49000,85000,-36000,35,367742.8571,1744130.751,-0.2314865769,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
b448ef60f83d,788ba2f4fd8e,USD,Unemployment Rate,2021.02.04 20:30,1020,2021-02-05T13:30:00Z,0,1612539000,2021,4,15:30,IS,6.3,6.7,-0.4,35,-0.3142857143,1.076805555,-0.07960052331,-1,1,0,1,,America/New_York,08:30,0,13,0,-1,primary_event_rank
35674ca65f57,93879a710f72,USD,Average Hourly Earnings m/m,2021.03.04 20:30,1020,2021-03-05T13:30:00Z,0,1614958200,2021,4,15:30,IS,0.2,0.2,0,36,0.05833333333,0.805320847,-0.0724348979,1,-1,0,1,,America/New_York,08:30,0,15,0,-1,primary_event_rank
040e63f4001e,93879a710f72,USD,Non-Farm Employment Change,2021.03.04 20:30,1020,2021-03-05T13:30:00Z,0,1614958200,2021,4,15:30,IS,379000,197000,182000,36,356527.7778,1721015.551,-0.1014097622,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
892d4a49367f,93879a710f72,USD,Unemployment Rate,2021.03.04 20:30,1020,2021-03-05T13:30:00Z,0,1614958200,2021,4,15:30,IS,6.2,6.3,-0.1,36,-0.3166666667,1.061838029,0.2040486974,-1,-1,0,1,,America/New_York,08:30,0,13,0,-1,primary_event_rank
42c69f43eeff,4da2139ed93a,USD,Non-Farm Employment Change,2021.04.01 19:30,1020,2021-04-02T12:30:00Z,1,1617377400,2021,4,15:30,IS,916000,652000,264000,36,358583.3333,1720761.659,-0.05496596977,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
15f6926e73f7,4da2139ed93a,USD,Unemployment Rate,2021.04.01 19:30,1020,2021-04-02T12:30:00Z,1,1617377400,2021,4,15:30,IS,6,6,0,36,-0.3222222222,1.060165373,0.3039358109,-1,-1,0,1,,America/New_York,08:30,0,13,0,-1,primary_event_rank
250c562ae6f4,15a8af29a846,USD,Average Hourly Earnings m/m,2021.04.02 12:30,1020,2021-04-03T05:30:00Z,1,1617438600,2021,5,08:30,IS,-0.1,0.1,-0.2,36,0.06111111111,0.8049422953,-0.3243848815,1,,0,0,home_clock_mismatch,America/New_York,01:30,,15,0,,primary_event_rank
fb88586ed40c,0179eb85356e,USD,Average Hourly Earnings m/m,2021.05.06 19:30,1020,2021-05-07T12:30:00Z,1,1620401400,2021,4,15:30,IS,0.7,0,0.7,35,0.06,0.8170329596,0.7833221322,1,1,0,1,,America/New_York,08:30,0,15,0,-1,primary_event_rank
e01e23ffcc34,0179eb85356e,USD,Non-Farm Employment Change,2021.05.06 19:30,1020,2021-05-07T12:30:00Z,1,1620401400,2021,4,15:30,IS,266000,990000,-724000,35,379542.8571,1742294.421,-0.633384831,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
71f0ff38e32e,0179eb85356e,USD,Unemployment Rate,2021.05.06 19:30,1020,2021-05-07T12:30:00Z,1,1620401400,2021,4,15:30,IS,6.1,5.8,0.3,35,-0.3314285714,1.073517963,0.5881863121,-1,-1,0,1,,America/New_York,08:30,0,13,0,-1,primary_event_rank
1e4473a9c8f7,ecc45979b064,USD,Average Hourly Earnings m/m,2021.06.03 19:30,1020,2021-06-04T12:30:00Z,1,1622820600,2021,4,15:30,IS,0.5,0.2,0.3,35,0.07714285714,0.8239575975,0.2704716159,1,1,0,1,,America/New_York,08:30,0,15,0,-1,primary_event_rank
30d30aba6404,ecc45979b064,USD,Non-Farm Employment Change,2021.06.03 19:30,1020,2021-06-04T12:30:00Z,1,1622820600,2021,4,15:30,IS,559000,645000,-86000,35,357885.7143,1751143.59,-0.2534833333,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
98c929222224,ecc45979b064,USD,Unemployment Rate,2021.06.03 19:30,1020,2021-06-04T12:30:00Z,1,1622820600,2021,4,15:30,IS,5.8,5.9,-0.1,35,-0.32,1.078040551,0.2040739561,-1,-1,0,1,,America/New_York,08:30,0,13,0,-1,primary_event_rank
10bf81a3ab50,c5f98047f4cd,USD,Average Hourly Earnings m/m,2021.07.01 19:30,1020,2021-07-02T12:30:00Z,1,1625239800,2021,4,15:30,IS,0.3,0.3,0,36,0.08333333333,0.8132581933,-0.102468483,1,-1,0,1,,America/New_York,08:30,0,15,0,-1,primary_event_rank
fb021c8944dd,c5f98047f4cd,USD,Non-Farm Employment Change,2021.07.01 19:30,1020,2021-07-02T12:30:00Z,1,1625239800,2021,4,15:30,IS,850000,725000,125000,36,345555.5556,1728191.065,-0.1276222057,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
37bda19cbf1c,c5f98047f4cd,USD,Unemployment Rate,2021.07.01 19:30,1020,2021-07-02T12:30:00Z,1,1625239800,2021,4,15:30,IS,5.9,5.6,0.3,36,-0.3138888889,1.063576978,0.5771927201,-1,-1,0,1,,America/New_York,08:30,0,13,0,-1,primary_event_rank
807d8352a5c6,0cd265e4a985,USD,Average Hourly Earnings m/m,2021.08.05 19:30,1020,2021-08-06T12:30:00Z,1,1628263800,2021,4,15:30,IS,0.4,0.3,0.1,35,0.08857142857,0.8241953404,0.01386633832,1,1,0,1,,America/New_York,08:30,0,15,0,-1,primary_event_rank
f0b819b56c4d,0cd265e4a985,USD,Non-Farm Employment Change,2021.08.05 19:30,1020,2021-08-06T12:30:00Z,1,1628263800,2021,4,15:30,IS,943000,870000,73000,35,359457.1429,1750997.452,-0.1635965504,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
57daba5bd597,0cd265e4a985,USD,Unemployment Rate,2021.08.05 19:30,1020,2021-08-06T12:30:00Z,1,1628263800,2021,4,15:30,IS,5.4,5.7,-0.3,35,-0.32,1.078835351,0.01853851006,-1,-1,0,1,,America/New_York,08:30,0,13,0,-1,primary_event_rank
f5342a0a1d77,84a84e343091,USD,Average Hourly Earnings m/m,2021.09.02 19:30,1020,2021-09-03T12:30:00Z,1,1630683000,2021,4,15:30,IS,0.6,0.3,0.3,36,0.08888888889,0.8126697354,0.2597747916,1,1,0,1,,America/New_York,08:30,5,15,0,-1,primary_event_rank
28f2a8344ae3,84a84e343091,USD,Non-Farm Employment Change,2021.09.02 19:30,1020,2021-09-03T12:30:00Z,1,1630683000,2021,4,15:30,IS,235000,720000,-485000,36,351500,1727148.429,-0.4843243268,1,-1,0,1,,America/New_York,08:30,5,2,1,-1,primary_event_rank
d69aac331bb1,84a84e343091,USD,Unemployment Rate,2021.09.02 19:30,1020,2021-09-03T12:30:00Z,1,1630683000,2021,4,15:30,IS,5.2,5.2,0,36,-0.3194444444,1.063751079,0.3002999957,-1,-1,0,1,,America/New_York,08:30,5,13,0,-1,primary_event_rank
86609f72b098,86f9cef61569,USD,Average Hourly Earnings m/m,2021.10.07 20:30,1020,2021-10-08T13:30:00Z,1,1633710600,2021,4,16:30,IS,0.6,0.4,0.2,35,0.09428571429,0.8246013261,0.1282004799,1,,0,0,home_clock_mismatch,America/New_York,09:30,-60,15,0,,primary_event_rank
f620e327335d,86f9cef61569,USD,Non-Farm Employment Change,2021.10.07 20:30,1020,2021-10-08T13:30:00Z,1,1633710600,2021,4,16:30,IS,194000,490000,-296000,35,348857.1429,1755077.209,-0.3674238032,1,,0,0,home_clock_mismatch,America/New_York,09:30,-60,2,0,,primary_event_rank
8a9edf55414b,86f9cef61569,USD,Unemployment Rate,2021.10.07 20:30,1020,2021-10-08T13:30:00Z,1,1633710600,2021,4,16:30,IS,4.8,5.1,-0.3,35,-0.3285714286,1.077184539,0.02652417255,-1,,0,0,home_clock_mismatch,America/New_York,09:30,-60,13,0,,primary_event_rank
b1137001265d,bb2ed5e9992e,USD,Average Hourly Earnings m/m,2021.11.04 20:30,1020,2021-11-05T13:30:00Z,1,1636129800,2021,4,16:30,IS,0.4,0.4,0,35,0.1,0.8246211251,-0.1212678125,1,,0,0,home_clock_mismatch,America/New_York,09:30,-60,15,0,,primary_event_rank
78d0f7a43344,bb2ed5e9992e,USD,Non-Farm Employment Change,2021.11.04 20:30,1020,2021-11-05T13:30:00Z,1,1636129800,2021,4,16:30,IS,531000,455000,76000,35,338800,1757733.082,-0.1495107549,1,,0,0,home_clock_mismatch,America/New_York,09:30,-60,2,0,,primary_event_rank
bb6ad359a5ec,bb2ed5e9992e,USD,Unemployment Rate,2021.11.04 20:30,1020,2021-11-05T13:30:00Z,1,1636129800,2021,4,16:30,IS,4.6,4.7,-0.1,35,-0.3371428571,1.075728514,0.2204486113,-1,,0,0,home_clock_mismatch,America/New_York,09:30,-60,13,0,,primary_event_rank
9eec11993b51,999cf943c633,USD,Average Hourly Earnings m/m,2021.12.02 20:30,1020,2021-12-03T13:30:00Z,0,1638545400,2021,4,15:30,IS,0.3,0.4,-0.1,36,0.09722222222,0.8132534493,-0.2425101577,1,-1,0,1,,America/New_York,08:30,0,15,0,-1,primary_event_rank
9e3399c10e98,999cf943c633,USD,Non-Farm Employment Change,2021.12.02 20:30,1020,2021-12-03T13:30:00Z,0,1638545400,2021,4,15:30,IS,210000,553000,-343000,36,331500,1733686.19,-0.3890554149,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
a978ee5c9d54,999cf943c633,USD,Unemployment Rate,2021.12.02 20:30,1020,2021-12-03T13:30:00Z,0,1638545400,2021,4,15:30,IS,4.2,4.5,-0.3,36,-0.3305555556,1.061398303,0.02878801998,-1,-1,0,1,,America/New_York,08:30,0,13,0,-1,primary_event_rank
05da4c09353b,2027437b1a6c,USD,Average Hourly Earnings m/m,2022.01.06 20:30,1020,2022-01-07T13:30:00Z,0,1641569400,2022,4,15:30,IS,0.6,0.4,0.2,35,0.09714285714,0.824789398,0.1247071593,1,1,0,1,,America/New_York,08:30,0,15,0,-1,primary_event_rank
8d7530694a2c,2027437b1a6c,USD,Non-Farm Employment Change,2022.01.06 20:30,1020,2022-01-07T13:30:00Z,0,1641569400,2022,4,15:30,IS,199000,426000,-227000,35,328600,1760511.65,-0.315590073,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
c4738aca70a2,2027437b1a6c,USD,Unemployment Rate,2022.01.06 20:30,1020,2022-01-07T13:30:00Z,0,1641569400,2022,4,15:30,IS,3.9,4.1,-0.2,35,-0.3542857143,1.071005631,0.1440568657,-1,-1,0,1,,America/New_York,08:30,0,13,0,-1,primary_event_rank
8ea1181eae54,ba10f58ac602,USD,Average Hourly Earnings m/m,2022.02.03 20:30,1020,2022-02-04T13:30:00Z,0,1643988600,2022,4,15:30,IS,0.7,0.5,0.2,35,0.1085714286,0.8233629398,0.1110428549,1,1,0,1,,America/New_York,08:30,0,15,0,1,primary_event_rank
fda152f4ba25,ba10f58ac602,USD,Non-Farm Employment Change,2022.02.03 20:30,1020,2022-02-04T13:30:00Z,0,1643988600,2022,4,15:30,IS,467000,110000,357000,35,318142.8571,1762692.423,0.02204419917,1,1,0,1,,America/New_York,08:30,0,2,1,1,primary_event_rank
a13688c8540f,ba10f58ac602,USD,Unemployment Rate,2022.02.03 20:30,1020,2022-02-04T13:30:00Z,0,1643988600,2022,4,15:30,IS,4,3.9,0.1,35,-0.3628571429,1.068533231,0.4331705646,-1,-1,0,1,,America/New_York,08:30,0,13,0,1,primary_event_rank
f1a117b9842b,60b983398d7b,USD,Average Hourly Earnings m/m,2022.03.03 20:30,1020,2022-03-04T13:30:00Z,0,1646407800,2022,4,15:30,IS,0,0.5,-0.5,36,0.1111111111,0.8119858297,-0.7526130245,1,-1,0,1,,America/New_York,08:30,0,15,0,-1,primary_event_rank
c14a4654ddfc,60b983398d7b,USD,Non-Farm Employment Change,2022.03.03 20:30,1020,2022-03-04T13:30:00Z,0,1646407800,2022,4,15:30,IS,678000,407000,271000,36,319222.2222,1738049.899,-0.02774501598,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
4fcc8c892496,60b983398d7b,USD,Unemployment Rate,2022.03.03 20:30,1020,2022-03-04T13:30:00Z,0,1646407800,2022,4,15:30,IS,3.8,3.9,-0.1,36,-0.35,1.056330125,0.2366684373,-1,-1,0,1,,America/New_York,08:30,0,13,0,-1,primary_event_rank
6b6e72167006,690babfeaa94,USD,Non-Farm Employment Change,2022.03.31 19:30,1020,2022-04-01T12:30:00Z,1,1648827000,2022,4,15:30,IS,431000,492000,-61000,36,331194.4444,1736191.071,-0.2258935961,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
f7acfea48ed0,690babfeaa94,USD,Unemployment Rate,2022.03.31 19:30,1020,2022-04-01T12:30:00Z,1,1648827000,2022,4,15:30,IS,3.6,3.7,-0.1,36,-0.35,1.056330125,0.2366684373,-1,-1,0,1,,America/New_York,08:30,0,13,0,-1,primary_event_rank
21c0d2221ab9,545c05ad5c3b,USD,Average Hourly Earnings m/m,2022.04.01 12:30,1020,2022-04-02T05:30:00Z,1,1648888200,2022,5,08:30,IS,0.4,0.4,0,36,0.09444444444,0.8181769859,-0.1154327805,1,,0,0,home_clock_mismatch,America/New_York,01:30,,15,0,,primary_event_rank
f8c09d244571,4f297b0873a0,USD,Average Hourly Earnings m/m,2022.05.05 19:30,1020,2022-05-06T12:30:00Z,1,1651851000,2022,4,15:30,IS,0.3,0.4,-0.1,35,0.1057142857,0.8277138419,-0.2485330984,1,-1,0,1,,America/New_York,08:30,0,15,0,-1,primary_event_rank
2f30cfad6531,4f297b0873a0,USD,Non-Farm Employment Change,2022.05.05 19:30,1020,2022-05-06T12:30:00Z,1,1651851000,2022,4,15:30,IS,428000,390000,38000,35,335885.7143,1760791.377,-0.1691771769,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
13e3b0668882,4f297b0873a0,USD,Unemployment Rate,2022.05.05 19:30,1020,2022-05-06T12:30:00Z,1,1651851000,2022,4,15:30,IS,3.6,3.5,0.1,35,-0.3571428571,1.07018976,0.42716056,-1,-1,0,1,,America/New_York,08:30,0,13,0,-1,primary_event_rank
9319ea7dafd8,6d63b0339c0e,USD,Average Hourly Earnings m/m,2022.06.02 19:30,1020,2022-06-03T12:30:00Z,1,1654270200,2022,4,15:30,IS,0.3,0.4,-0.1,36,0.1,0.816836717,-0.244846976,1,-1,0,1,,America/New_York,08:30,0,15,0,-1,primary_event_rank
990fb9ddc661,6d63b0339c0e,USD,Non-Farm Employment Change,2022.06.02 19:30,1020,2022-06-03T12:30:00Z,1,1654270200,2022,4,15:30,IS,390000,325000,65000,36,327611.1111,1736853.721,-0.1511993255,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
b474507fee93,6d63b0339c0e,USD,Unemployment Rate,2022.06.02 19:30,1020,2022-06-03T12:30:00Z,1,1654270200,2022,4,15:30,IS,3.6,3.5,0.1,36,-0.3444444444,1.057892151,0.4201226412,-1,-1,0,1,,America/New_York,08:30,0,13,0,-1,primary_event_rank
22e879604302,587662d97151,USD,Average Hourly Earnings m/m,2022.07.07 19:30,1020,2022-07-08T12:30:00Z,1,1657294200,2022,4,15:30,IS,0.3,0.3,0,35,0.1057142857,0.8277138419,-0.1277183978,1,-1,0,1,,America/New_York,08:30,0,15,0,-1,primary_event_rank
71332f24d941,587662d97151,USD,Non-Farm Employment Change,2022.07.07 19:30,1020,2022-07-08T12:30:00Z,1,1657294200,2022,4,15:30,IS,372000,260000,112000,35,339971.4286,1759937.442,-0.129533825,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
e7f0e554b0c3,587662d97151,USD,Unemployment Rate,2022.07.07 19:30,1020,2022-07-08T12:30:00Z,1,1657294200,2022,4,15:30,IS,3.6,3.6,0,35,-0.3542857143,1.07127237,0.3307148811,-1,-1,0,1,,America/New_York,08:30,0,13,0,-1,primary_event_rank
c3287f78fab9,585f06439016,USD,Average Hourly Earnings m/m,2022.08.04 19:30,1020,2022-08-05T12:30:00Z,1,1659713400,2022,4,15:30,IS,0.5,0.3,0.2,35,0.1028571429,0.8279012068,0.1173362913,1,1,0,1,,America/New_York,08:30,0,15,0,-1,primary_event_rank
e1cc8ea03fe4,585f06439016,USD,Non-Farm Employment Change,2022.08.04 19:30,1020,2022-08-05T12:30:00Z,1,1659713400,2022,4,15:30,IS,528000,250000,278000,35,343171.4286,1759418.126,-0.03704146707,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
1494e672e2d0,585f06439016,USD,Unemployment Rate,2022.08.04 19:30,1020,2022-08-05T12:30:00Z,1,1659713400,2022,4,15:30,IS,3.5,3.6,-0.1,35,-0.3571428571,1.07018976,0.240277815,-1,-1,0,1,,America/New_York,08:30,0,13,0,-1,primary_event_rank
54f1b66839f9,c16b79c90dee,USD,Average Hourly Earnings m/m,2022.09.01 19:30,1020,2022-09-02T12:30:00Z,1,1662132600,2022,4,15:30,IS,0.3,0.4,-0.1,36,0.1055555556,0.8164776803,-0.2517589403,1,-1,0,1,,America/New_York,08:30,0,15,0,-1,primary_event_rank
a0efe34ac381,c16b79c90dee,USD,Non-Farm Employment Change,2022.09.01 19:30,1020,2022-09-02T12:30:00Z,1,1662132600,2022,4,15:30,IS,315000,295000,20000,36,341361.1111,1734842.727,-0.1852393339,1,-1,0,1,,America/New_York,08:30,0,2,1,-1,primary_event_rank
