"ea_id","source_path","ea_dir","build_status","sha256_t1","sha256_t2","sha256_t3","sha256_t4","sha256_t5","all_match","built_at_utc"
"1002","D:\QM\mt5\T1\MQL5\Experts\QM\QM5_1002_davey-eu-night.ex5","framework/EAs/QM5_1002_davey_eu_night","artifact_rehydrated_from_t1_no_mq5_source_in_repo","11C9A63438696FD7C7672DAC8C81F210CD4AB51C0DD0B288F92ECF25552EC62F","11C9A63438696FD7C7672DAC8C81F210CD4AB51C0DD0B288F92ECF25552EC62F","11C9A63438696FD7C7672DAC8C81F210CD4AB51C0DD0B288F92ECF25552EC62F","11C9A63438696FD7C7672DAC8C81F210CD4AB51C0DD0B288F92ECF25552EC62F","11C9A63438696FD7C7672DAC8C81F210CD4AB51C0DD0B288F92ECF25552EC62F","true","2026-05-15T06:49:52.0233801Z"
"1002","D:\QM\mt5\T1\MQL5\Experts\QM\QM5_1002_davey-eu-night.ex5","framework/EAs/QM5_1002_davey-eu-night_build","artifact_rehydrated_from_t1_no_mq5_source_in_repo","11C9A63438696FD7C7672DAC8C81F210CD4AB51C0DD0B288F92ECF25552EC62F","11C9A63438696FD7C7672DAC8C81F210CD4AB51C0DD0B288F92ECF25552EC62F","11C9A63438696FD7C7672DAC8C81F210CD4AB51C0DD0B288F92ECF25552EC62F","11C9A63438696FD7C7672DAC8C81F210CD4AB51C0DD0B288F92ECF25552EC62F","11C9A63438696FD7C7672DAC8C81F210CD4AB51C0DD0B288F92ECF25552EC62F","true","2026-05-15T06:49:52.0233801Z"
