"ea_id","ea_key","source_path","ea_dir","build_status","sha256_t1","sha256_t2","sha256_t3","sha256_t4","sha256_t5","all_match","built_at_utc"
"1002","QM5_1002","framework/EAs/QM5_1002_davey-eu-night/QM5_1002_davey-eu-night.ex5","framework/EAs/QM5_1002_davey-eu-night","source_compile_strict_pass","0999E40FBB8F074187FD384B59DEFC6CE6910A05B2257D4924BFE1A7A505DA79","0999E40FBB8F074187FD384B59DEFC6CE6910A05B2257D4924BFE1A7A505DA79","0999E40FBB8F074187FD384B59DEFC6CE6910A05B2257D4924BFE1A7A505DA79","0999E40FBB8F074187FD384B59DEFC6CE6910A05B2257D4924BFE1A7A505DA79","0999E40FBB8F074187FD384B59DEFC6CE6910A05B2257D4924BFE1A7A505DA79","true","2026-05-15T06:52:17.4246691Z"
"1002","QM5_1002_davey-eu-night","framework/EAs/QM5_1002_davey-eu-night/QM5_1002_davey-eu-night.ex5","framework/EAs/QM5_1002_davey-eu-night","source_compile_strict_pass","0999E40FBB8F074187FD384B59DEFC6CE6910A05B2257D4924BFE1A7A505DA79","0999E40FBB8F074187FD384B59DEFC6CE6910A05B2257D4924BFE1A7A505DA79","0999E40FBB8F074187FD384B59DEFC6CE6910A05B2257D4924BFE1A7A505DA79","0999E40FBB8F074187FD384B59DEFC6CE6910A05B2257D4924BFE1A7A505DA79","0999E40FBB8F074187FD384B59DEFC6CE6910A05B2257D4924BFE1A7A505DA79","true","2026-05-15T06:52:17.4246691Z"
