seq,handler,tick_no,timer_no,sim_iso,sim_epoch,wall_ms,host_b0_open,host_b1_open,sec_b0_open,sec_b1_open,sec_close1,la_forming,la_closed
5534,TICK,135,5399,2018.01.02 00:08:59,1514851739,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5536,TICK,136,5400,2018.01.02 00:09:00,1514851740,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5538,TICK,137,5401,2018.01.02 00:09:00,1514851740,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5548,TICK,138,5410,2018.01.02 00:09:01,1514851741,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5551,TICK,139,5412,2018.01.02 00:09:01,1514851741,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5654,TICK,140,5514,2018.01.02 00:09:11,1514851751,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5688,TICK,141,5547,2018.01.02 00:09:14,1514851754,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5699,TICK,142,5557,2018.01.02 00:09:15,1514851755,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5700,TICK,143,5557,2018.01.02 00:09:15,1514851755,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5701,TICK,144,5557,2018.01.02 00:09:15,1514851755,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5702,TICK,145,5557,2018.01.02 00:09:15,1514851755,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5703,TICK,146,5557,2018.01.02 00:09:15,1514851755,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5705,TICK,147,5558,2018.01.02 00:09:15,1514851755,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5706,TICK,148,5558,2018.01.02 00:09:15,1514851755,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5718,TICK,149,5569,2018.01.02 00:09:16,1514851756,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5719,TICK,150,5569,2018.01.02 00:09:16,1514851756,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5749,TICK,151,5598,2018.01.02 00:09:19,1514851759,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5750,TICK,152,5598,2018.01.02 00:09:19,1514851759,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5762,TICK,153,5609,2018.01.02 00:09:20,1514851760,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5763,TICK,154,5609,2018.01.02 00:09:20,1514851760,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5764,TICK,155,5609,2018.01.02 00:09:20,1514851760,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5808,TICK,156,5652,2018.01.02 00:09:25,1514851765,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5809,TICK,157,5652,2018.01.02 00:09:25,1514851765,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5811,TICK,158,5653,2018.01.02 00:09:25,1514851765,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5812,TICK,159,5653,2018.01.02 00:09:25,1514851765,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5813,TICK,160,5653,2018.01.02 00:09:25,1514851765,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5815,TICK,161,5654,2018.01.02 00:09:25,1514851765,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5819,TICK,162,5657,2018.01.02 00:09:25,1514851765,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5820,TICK,163,5657,2018.01.02 00:09:25,1514851765,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5826,TICK,164,5662,2018.01.02 00:09:26,1514851766,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5832,TICK,165,5667,2018.01.02 00:09:26,1514851766,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5848,TICK,166,5682,2018.01.02 00:09:28,1514851768,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5850,TICK,167,5683,2018.01.02 00:09:28,1514851768,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5851,TICK,168,5683,2018.01.02 00:09:28,1514851768,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5872,TICK,169,5703,2018.01.02 00:09:30,1514851770,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5873,TICK,170,5703,2018.01.02 00:09:30,1514851770,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5874,TICK,171,5703,2018.01.02 00:09:30,1514851770,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5875,TICK,172,5703,2018.01.02 00:09:30,1514851770,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5880,TICK,173,5707,2018.01.02 00:09:30,1514851770,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5882,TICK,174,5708,2018.01.02 00:09:30,1514851770,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5947,TICK,175,5772,2018.01.02 00:09:37,1514851777,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5998,TICK,176,5822,2018.01.02 00:09:42,1514851782,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
5999,TICK,177,5822,2018.01.02 00:09:42,1514851782,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6000,TICK,178,5822,2018.01.02 00:09:42,1514851782,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6002,TICK,179,5823,2018.01.02 00:09:42,1514851782,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6014,TICK,180,5834,2018.01.02 00:09:43,1514851783,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6134,TICK,181,5953,2018.01.02 00:09:55,1514851795,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6181,TIMER,181,6000,2018.01.02 00:09:55,1514851795,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6208,TICK,182,6026,2018.01.02 00:10:02,1514851802,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6209,TICK,183,6026,2018.01.02 00:10:02,1514851802,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6215,TICK,184,6031,2018.01.02 00:10:03,1514851803,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6257,TICK,185,6072,2018.01.02 00:10:07,1514851807,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6258,TICK,186,6072,2018.01.02 00:10:07,1514851807,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6260,TICK,187,6073,2018.01.02 00:10:07,1514851807,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6271,TICK,188,6083,2018.01.02 00:10:08,1514851808,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6273,TICK,189,6084,2018.01.02 00:10:08,1514851808,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6291,TICK,190,6101,2018.01.02 00:10:10,1514851810,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6292,TICK,191,6101,2018.01.02 00:10:10,1514851810,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6333,TICK,192,6141,2018.01.02 00:10:14,1514851814,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6344,TICK,193,6151,2018.01.02 00:10:15,1514851815,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6345,TICK,194,6151,2018.01.02 00:10:15,1514851815,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6347,TICK,195,6152,2018.01.02 00:10:15,1514851815,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6350,TICK,196,6154,2018.01.02 00:10:15,1514851815,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6351,TICK,197,6154,2018.01.02 00:10:15,1514851815,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6459,TICK,198,6261,2018.01.02 00:10:26,1514851826,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6461,TICK,199,6262,2018.01.02 00:10:26,1514851826,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6520,TICK,200,6320,2018.01.02 00:10:32,1514851832,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6522,TICK,201,6321,2018.01.02 00:10:32,1514851832,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6532,TICK,202,6330,2018.01.02 00:10:33,1514851833,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6533,TICK,203,6330,2018.01.02 00:10:33,1514851833,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6535,TICK,204,6331,2018.01.02 00:10:33,1514851833,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6545,TICK,205,6340,2018.01.02 00:10:34,1514851834,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6547,TICK,206,6341,2018.01.02 00:10:34,1514851834,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6548,TICK,207,6341,2018.01.02 00:10:34,1514851834,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6550,TICK,208,6342,2018.01.02 00:10:34,1514851834,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6552,TICK,209,6343,2018.01.02 00:10:34,1514851834,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6554,TICK,210,6344,2018.01.02 00:10:34,1514851834,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6555,TICK,211,6344,2018.01.02 00:10:34,1514851834,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6557,TICK,212,6345,2018.01.02 00:10:34,1514851834,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6558,TICK,213,6345,2018.01.02 00:10:34,1514851834,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6560,TICK,214,6346,2018.01.02 00:10:34,1514851834,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6577,TICK,215,6362,2018.01.02 00:10:36,1514851836,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6649,TICK,216,6433,2018.01.02 00:10:43,1514851843,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6650,TICK,217,6433,2018.01.02 00:10:43,1514851843,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6713,TICK,218,6495,2018.01.02 00:10:49,1514851849,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6799,TICK,219,6580,2018.01.02 00:10:58,1514851858,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6934,TICK,220,6714,2018.01.02 00:11:11,1514851871,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6942,TICK,221,6721,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6944,TICK,222,6722,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6945,TICK,223,6722,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6946,TICK,224,6722,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6947,TICK,225,6722,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6949,TICK,226,6723,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6951,TICK,227,6724,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6952,TICK,228,6724,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6953,TICK,229,6724,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6954,TICK,230,6724,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6955,TICK,231,6724,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6956,TICK,232,6724,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6958,TICK,233,6725,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6959,TICK,234,6725,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6960,TICK,235,6725,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6961,TICK,236,6725,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6963,TICK,237,6726,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6964,TICK,238,6726,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6965,TICK,239,6726,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6966,TICK,240,6726,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6970,TICK,241,6729,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
6971,TICK,242,6729,2018.01.02 00:11:12,1514851872,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
7007,TICK,243,6764,2018.01.02 00:11:16,1514851876,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
7089,TICK,244,6845,2018.01.02 00:11:24,1514851884,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
7137,TICK,245,6892,2018.01.02 00:11:29,1514851889,297,2018.01.02 00:00,2018.01.01 23:00,2017.12.29 23:00,2017.12.29 22:00,1303.310,0,0
