scope,ea_id,symbol,phase,pair_class,disposition,reason,file_count,bytes,projected_free_bytes,compression_candidate_bytes
C_RELOCATED,20022,XTIUSD.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,1,363,0,363
C_RELOCATED,QM5_10000,EURUSD.DWX,Q02,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,3,29958,0,29958
C_RELOCATED,QM5_10000,GBPUSD.DWX,Q03,OTHER,DELETE_NONRETAINED,non-path pair; phase is not Q02/Q04,210,4814477,4814477,0
C_RELOCATED,QM5_10000,UNRESOLVED,UNRESOLVED,AMBIGUOUS,KEEP_AMBIGUOUS,unresolved pair identity; ambiguity=KEEP,7,79279,0,0
C_RELOCATED,QM5_10001,EURUSD.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,2,2337,0,2337
C_RELOCATED,QM5_10001,GBPJPY.DWX,Q02,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,2,2336,0,2336
C_RELOCATED,QM5_10001,GBPUSD.DWX,Q02,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,2,2337,0,2337
C_RELOCATED,QM5_10001,USDJPY.DWX,Q02,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,2,2337,0,2337
C_RELOCATED,QM5_10005,EURUSD.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,106,13561880,0,13561880
C_RELOCATED,QM5_10005,GBPJPY.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,65,11878069,0,11878069
C_RELOCATED,QM5_10005,GBPUSD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,65,12775234,0,12775234
C_RELOCATED,QM5_10008,EURUSD.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,9,81219,0,81219
C_RELOCATED,QM5_10008,USDJPY.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,13,82478,0,82478
C_RELOCATED,QM5_10009,AUDUSD.DWX,Q03,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,8,271442,0,271442
C_RELOCATED,QM5_10009,AUDUSD.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,18,163575,0,163575
C_RELOCATED,QM5_10010,AUDUSD.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,3,38838,0,38838
C_RELOCATED,QM5_10016,AUDJPY.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,1,464,0,464
C_RELOCATED,QM5_10016,EURUSD.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,11,410577,0,410577
C_RELOCATED,QM5_10016,GBPUSD.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,1,464,0,464
C_RELOCATED,QM5_10016,XAUUSD.DWX,Q02,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,1,464,0,464
C_RELOCATED,QM5_10020,NDX.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,6,35687,0,35687
C_RELOCATED,QM5_10022,UNRESOLVED,Q07,AMBIGUOUS,KEEP_AMBIGUOUS,unresolved pair identity; ambiguity=KEEP,1,4558,0,0
C_RELOCATED,QM5_10022,UNRESOLVED,UNRESOLVED,AMBIGUOUS,KEEP_AMBIGUOUS,unresolved pair identity; ambiguity=KEEP,29,1141841,0,0
C_RELOCATED,QM5_10022,WS30.DWX,Q02,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,14,6188,0,6188
C_RELOCATED,QM5_10022,WS30.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,17,306479,0,306479
C_RELOCATED,QM5_10022,XAUUSD.DWX,Q07,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,24,261567,0,261567
C_RELOCATED,QM5_10025,XAGUSD.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,1,460,0,460
C_RELOCATED,QM5_10028,NDX.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,20,131412,0,131412
C_RELOCATED,QM5_10030,EURJPY.DWX,Q02,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,7,79219,0,79219
C_RELOCATED,QM5_10037,NDX.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,3,29731,0,29731
C_RELOCATED,QM5_10037,SP500.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,11,103560,0,103560
C_RELOCATED,QM5_10037,WS30.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,9,80731,0,80731
C_RELOCATED,QM5_10039,EURJPY.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,29,230757,0,230757
C_RELOCATED,QM5_10039,EURUSD.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,25,224298,0,224298
C_RELOCATED,QM5_10039,UNRESOLVED,UNRESOLVED,AMBIGUOUS,KEEP_AMBIGUOUS,unresolved pair identity; ambiguity=KEEP,9,6941015,0,0
C_RELOCATED,QM5_10041,EURJPY.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,25,224223,0,224223
C_RELOCATED,QM5_10041,EURUSD.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,25,224223,0,224223
C_RELOCATED,QM5_10045,GBPUSD.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,13,137936,0,137936
C_RELOCATED,QM5_10046,GBPUSD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,16,373493,0,373493
C_RELOCATED,QM5_10046,USDJPY.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,16,293880,0,293880
C_RELOCATED,QM5_10050,GDAXI.DWX,Q02,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,21,237525,0,237525
C_RELOCATED,QM5_10050,XAGUSD.DWX,Q02,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,22,238104,0,238104
C_RELOCATED,QM5_1006,EURUSD.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,13,594244,0,594244
C_RELOCATED,QM5_10062,NDX.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,3,29806,0,29806
C_RELOCATED,QM5_10074,EURUSD.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,7,79094,0,79094
C_RELOCATED,QM5_10076,EURUSD.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,96,4372685,0,4372685
C_RELOCATED,QM5_10076,GDAXI.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,45,1976999,0,1976999
C_RELOCATED,QM5_10076,GDAXI.DWX,Q05,OTHER,DELETE_NONRETAINED,non-path pair; phase is not Q02/Q04,10,2928996,2928996,0
C_RELOCATED,QM5_10078,EURUSD.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,1,454,0,454
C_RELOCATED,QM5_10082,GDAXI.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,1,451,0,451
C_RELOCATED,QM5_10083,EURUSD.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,7,79123,0,79123
C_RELOCATED,QM5_10088,EURUSD.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,1,456,0,456
C_RELOCATED,QM5_10089,EURUSD.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,7,79124,0,79124
C_RELOCATED,QM5_10093,XAUUSD.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,13,692781,0,692781
C_RELOCATED,QM5_10094,GDAXI.DWX,Q02,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,V4_PASS_LINEAGE,3,1329,0,1329
C_RELOCATED,QM5_10094,GDAXI.DWX,Q05,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,V4_PASS_LINEAGE,60,557068,0,557068
C_RELOCATED,QM5_10094,GDAXI.DWX,Q08,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,V4_PASS_LINEAGE,12,20630,0,20630
C_RELOCATED,QM5_10094,GDAXI.DWX,Q09_PORTFOLIO,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,V4_PASS_LINEAGE,1,60360,0,60360
C_RELOCATED,QM5_10094,UNRESOLVED,UNRESOLVED,AMBIGUOUS,KEEP_AMBIGUOUS,unresolved pair identity; ambiguity=KEEP,39,4370590,0,0
C_RELOCATED,QM5_10095,EURUSD.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,7,79124,0,79124
C_RELOCATED,QM5_10096,EURUSD.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,7,79123,0,79123
C_RELOCATED,QM5_10098,EURUSD.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,8,79715,0,79715
C_RELOCATED,QM5_10099,EURUSD.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,7,79032,0,79032
C_RELOCATED,QM5_10110,GDAXI.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,25,420606,0,420606
C_RELOCATED,QM5_10111,GBPUSD.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,13,173586,0,173586
C_RELOCATED,QM5_10114,GDAXI.DWX,Q02,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,V4_PASS_LINEAGE,7,72478,0,72478
C_RELOCATED,QM5_10114,GDAXI.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,V4_PASS_LINEAGE,99,973701,0,973701
C_RELOCATED,QM5_10114,GDAXI.DWX,Q07,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,V4_PASS_LINEAGE,66,1119302,0,1119302
C_RELOCATED,QM5_10114,SP500.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW+V4_PASS_LINEAGE,39,382998,0,382998
C_RELOCATED,QM5_10114,SP500.DWX,Q05,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW+V4_PASS_LINEAGE,4,97762,0,97762
C_RELOCATED,QM5_10114,SP500.DWX,Q08,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW+V4_PASS_LINEAGE,12,13956,0,13956
C_RELOCATED,QM5_10114,UNRESOLVED,UNRESOLVED,AMBIGUOUS,KEEP_AMBIGUOUS,unresolved pair identity; ambiguity=KEEP,102,1331651,0,0
C_RELOCATED,QM5_10114,WS30.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,52,531430,0,531430
C_RELOCATED,QM5_10115,GDAXI.DWX,Q05,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,V4_PASS_LINEAGE,23,1459579,0,1459579
C_RELOCATED,QM5_10115,GDAXI.DWX,Q07,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,V4_PASS_LINEAGE,46,3528759,0,3528759
C_RELOCATED,QM5_10115,UNRESOLVED,UNRESOLVED,AMBIGUOUS,KEEP_AMBIGUOUS,unresolved pair identity; ambiguity=KEEP,23,4551315,0,0
C_RELOCATED,QM5_10115,XAUUSD.DWX,Q05,OTHER,DELETE_NONRETAINED,non-path pair; phase is not Q02/Q04,5,1763632,1763632,0
C_RELOCATED,QM5_10116,XAUUSD.DWX,Q07,OTHER,DELETE_NONRETAINED,non-path pair; phase is not Q02/Q04,19,1235537,1235537,0
C_RELOCATED,QM5_10116,XAUUSD.DWX,Q08,OTHER,DELETE_NONRETAINED,non-path pair; phase is not Q02/Q04,12,14844,14844,0
C_RELOCATED,QM5_10117,EURUSD.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,7,79240,0,79240
C_RELOCATED,QM5_1012,AUDCAD.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,3,43604,0,43604
C_RELOCATED,QM5_1012,AUDUSD.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,3,52062,0,52062
C_RELOCATED,QM5_10122,GDAXI.DWX,Q02,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,7,72379,0,72379
C_RELOCATED,QM5_10122,GDAXI.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,25,224110,0,224110
C_RELOCATED,QM5_10123,AUDCAD.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,82,984431,0,984431
C_RELOCATED,QM5_10123,AUDCHF.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,65,791614,0,791614
C_RELOCATED,QM5_10123,AUDJPY.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,7,72396,0,72396
C_RELOCATED,QM5_10123,AUDJPY.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,67,971762,0,971762
C_RELOCATED,QM5_10123,AUDNZD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,65,924782,0,924782
C_RELOCATED,QM5_10123,AUDUSD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,65,837323,0,837323
C_RELOCATED,QM5_10123,CADCHF.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,65,756322,0,756322
C_RELOCATED,QM5_10123,CADJPY.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,65,1005164,0,1005164
C_RELOCATED,QM5_10123,CHFJPY.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,67,1086038,0,1086038
C_RELOCATED,QM5_10123,EURAUD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,13,168380,0,168380
C_RELOCATED,QM5_10123,EURAUD.DWX,Q05,OTHER,DELETE_NONRETAINED,non-path pair; phase is not Q02/Q04,8,399095,399095,0
C_RELOCATED,QM5_10123,EURNZD.DWX,Q07,OTHER,DELETE_NONRETAINED,non-path pair; phase is not Q02/Q04,16,917849,917849,0
C_RELOCATED,QM5_10123,EURNZD.DWX,Q08,OTHER,DELETE_NONRETAINED,non-path pair; phase is not Q02/Q04,24,27590,27590,0
C_RELOCATED,QM5_10123,EURUSD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,39,560140,0,560140
C_RELOCATED,QM5_10123,GBPCHF.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,26,319526,0,319526
C_RELOCATED,QM5_10123,GBPNZD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,39,582392,0,582392
C_RELOCATED,QM5_10123,GBPUSD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,65,946221,0,946221
C_RELOCATED,QM5_10123,GDAXI.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,67,650519,0,650519
C_RELOCATED,QM5_10123,GDAXI.DWX,Q06,OTHER,DELETE_NONRETAINED,non-path pair; phase is not Q02/Q04,2,1742,1742,0
C_RELOCATED,QM5_10123,NDX.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,12,20369,0,20369
C_RELOCATED,QM5_10123,NZDCAD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,41,513539,0,513539
C_RELOCATED,QM5_10123,NZDCHF.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,26,294817,0,294817
C_RELOCATED,QM5_10123,SP500.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,65,1101185,0,1101185
C_RELOCATED,QM5_10123,UK100.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,39,576596,0,576596
C_RELOCATED,QM5_10123,UNRESOLVED,UNRESOLVED,AMBIGUOUS,KEEP_AMBIGUOUS,unresolved pair identity; ambiguity=KEEP,48,803101,0,0
C_RELOCATED,QM5_10123,USDCAD.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,52,690645,0,690645
C_RELOCATED,QM5_10123,USDCHF.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,39,502031,0,502031
C_RELOCATED,QM5_10123,USDJPY.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,41,625285,0,625285
C_RELOCATED,QM5_10123,WS30.DWX,Q05,OTHER,DELETE_NONRETAINED,non-path pair; phase is not Q02/Q04,12,807217,807217,0
C_RELOCATED,QM5_10123,XAGUSD.DWX,Q07,OTHER,DELETE_NONRETAINED,non-path pair; phase is not Q02/Q04,16,981239,981239,0
C_RELOCATED,QM5_10123,XAGUSD.DWX,Q08,OTHER,DELETE_NONRETAINED,non-path pair; phase is not Q02/Q04,12,14546,14546,0
C_RELOCATED,QM5_10123,XAUUSD.DWX,Q08,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,V4_PASS_LINEAGE,96,119854,0,119854
C_RELOCATED,QM5_10123,XAUUSD.DWX,Q09_PORTFOLIO,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,V4_PASS_LINEAGE,1,14237,0,14237
C_RELOCATED,QM5_10123,XNGUSD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,13,175316,0,175316
C_RELOCATED,QM5_10123,XNGUSD.DWX,Q05,OTHER,DELETE_NONRETAINED,non-path pair; phase is not Q02/Q04,12,547936,547936,0
C_RELOCATED,QM5_10123,XTIUSD.DWX,Q05,OTHER,DELETE_NONRETAINED,non-path pair; phase is not Q02/Q04,4,227760,227760,0
C_RELOCATED,QM5_10123,XTIUSD.DWX,Q06,OTHER,DELETE_NONRETAINED,non-path pair; phase is not Q02/Q04,8,443267,443267,0
C_RELOCATED,QM5_10125,NDX.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,6,86991,0,86991
C_RELOCATED,QM5_10127,AUDCAD.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,V4_PASS_LINEAGE,39,937446,0,937446
C_RELOCATED,QM5_10127,AUDCAD.DWX,Q08,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,V4_PASS_LINEAGE,36,41131,0,41131
C_RELOCATED,QM5_10127,AUDCHF.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,69,1187918,0,1187918
C_RELOCATED,QM5_10127,AUDJPY.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,7,72389,0,72389
C_RELOCATED,QM5_10127,AUDJPY.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,67,1281554,0,1281554
C_RELOCATED,QM5_10127,AUDNZD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,65,1794921,0,1794921
C_RELOCATED,QM5_10127,AUDUSD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,28,651046,0,651046
C_RELOCATED,QM5_10127,AUDUSD.DWX,Q06,OTHER,DELETE_NONRETAINED,non-path pair; phase is not Q02/Q04,4,250175,250175,0
C_RELOCATED,QM5_10127,AUDUSD.DWX,Q08,OTHER,DELETE_NONRETAINED,non-path pair; phase is not Q02/Q04,12,14355,14355,0
C_RELOCATED,QM5_10127,CADCHF.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,80,1725504,0,1725504
C_RELOCATED,QM5_10127,CADJPY.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,7,72389,0,72389
C_RELOCATED,QM5_10127,CADJPY.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,73,1486462,0,1486462
C_RELOCATED,QM5_10127,CHFJPY.DWX,Q02,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,14,144850,0,144850
C_RELOCATED,QM5_10127,CHFJPY.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,67,1328160,0,1328160
C_RELOCATED,QM5_10127,EURGBP.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,17,309243,0,309243
C_RELOCATED,QM5_10127,GBPCHF.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,39,736393,0,736393
C_RELOCATED,QM5_10127,GBPUSD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,65,1629366,0,1629366
C_RELOCATED,QM5_10127,NZDCAD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,43,718026,0,718026
C_RELOCATED,QM5_10127,NZDJPY.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,39,891273,0,891273
C_RELOCATED,QM5_10127,NZDUSD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,13,235579,0,235579
C_RELOCATED,QM5_10127,NZDUSD.DWX,Q07,OTHER,DELETE_NONRETAINED,non-path pair; phase is not Q02/Q04,16,1312659,1312659,0
C_RELOCATED,QM5_10127,SP500.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,52,1380514,0,1380514
C_RELOCATED,QM5_10127,UK100.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,13,257398,0,257398
C_RELOCATED,QM5_10127,USDJPY.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,39,895271,0,895271
C_RELOCATED,QM5_10127,XAUUSD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,39,931424,0,931424
C_RELOCATED,QM5_10127,XNGUSD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,39,619821,0,619821
C_RELOCATED,QM5_10127,XTIUSD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,52,965095,0,965095
C_RELOCATED,QM5_10128,AUDCAD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,47,1509717,0,1509717
C_RELOCATED,QM5_10128,AUDCHF.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,52,1813865,0,1813865
C_RELOCATED,QM5_10128,AUDJPY.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,58,1787218,0,1787218
C_RELOCATED,QM5_10128,AUDNZD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,26,906919,0,906919
C_RELOCATED,QM5_10128,AUDUSD.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,54,1766833,0,1766833
C_RELOCATED,QM5_10128,CADCHF.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,58,1825549,0,1825549
C_RELOCATED,QM5_10128,CADJPY.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,71,2245073,0,2245073
C_RELOCATED,QM5_10128,CHFJPY.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,26,889477,0,889477
C_RELOCATED,QM5_10128,EURCHF.DWX,Q04,OTHER,COMPRESS_KEEP_Q02_Q04,non-path pair retained Q02/Q04 artifact,39,1287826,0,1287826
C_RELOCATED,QM5_10128,EURGBP.DWX,Q04,PATH_TO_25,COMPRESS_KEEP_COMPLETE_CHAIN,OPEN_PIPELINE_OR_OPT_ROW,25,223992,0,223992
