line,date,side,accepted,price,sl,range_high,range_low,bid,ask,outside_high,outside_low,invalid_price,broker_time,utc_time,season,broker_hour,utc_hour,strategy_hour,log,source
65443,2019-10-01,sell,True,108.041,108.226,108.226,108.041,108.217,108.222,False,False,False,2019-10-01T06:00:00,2019-10-01T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:36.477	Trade	2019.10.01 06:00:00   sell stop 5.85 USDJPY.DWX at 108.041 sl: 108.226 (108.217 / 108.222),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65456,2019-10-02,buy,True,107.787,107.643,107.787,107.643,107.776,107.782,False,False,False,2019-10-02T06:00:00,2019-10-02T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:36.890	Trade	2019.10.02 06:00:00   buy stop 7.47 USDJPY.DWX at 107.787 sl: 107.643 (107.776 / 107.782),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65457,2019-10-02,sell,True,107.643,107.787,107.787,107.643,107.776,107.782,False,False,False,2019-10-02T06:00:00,2019-10-02T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:36.891	Trade	2019.10.02 06:00:00   sell stop 7.48 USDJPY.DWX at 107.643 sl: 107.787 (107.776 / 107.782),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65467,2019-10-03,buy,True,107.172,106.964,107.172,106.964,107.107,107.113,False,False,False,2019-10-03T06:00:00,2019-10-03T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:37.333	Trade	2019.10.03 06:00:00   buy stop 5.14 USDJPY.DWX at 107.172 sl: 106.964 (107.107 / 107.113),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65468,2019-10-03,sell,True,106.964,107.172,107.172,106.964,107.107,107.113,False,False,False,2019-10-03T06:00:00,2019-10-03T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:37.334	Trade	2019.10.03 06:00:00   sell stop 5.15 USDJPY.DWX at 106.964 sl: 107.172 (107.107 / 107.113),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65478,2019-10-04,buy,True,106.911,106.744,106.911,106.744,106.760,106.765,False,False,False,2019-10-04T06:00:00,2019-10-04T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:37.825	Trade	2019.10.04 06:00:00   buy stop 6.39 USDJPY.DWX at 106.911 sl: 106.744 (106.760 / 106.765),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65479,2019-10-04,sell,True,106.744,106.911,106.911,106.744,106.760,106.765,False,False,False,2019-10-04T06:00:00,2019-10-04T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:37.826	Trade	2019.10.04 06:00:00   sell stop 6.4 USDJPY.DWX at 106.744 sl: 106.911 (106.760 / 106.765),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65489,2019-10-07,buy,True,106.834,106.689,106.834,106.689,106.795,106.800,False,False,False,2019-10-07T06:00:00,2019-10-07T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:38.266	Trade	2019.10.07 06:00:00   buy stop 7.35 USDJPY.DWX at 106.834 sl: 106.689 (106.795 / 106.800),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65490,2019-10-07,sell,True,106.689,106.834,106.834,106.689,106.795,106.800,False,False,False,2019-10-07T06:00:00,2019-10-07T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:38.267	Trade	2019.10.07 06:00:00   sell stop 7.36 USDJPY.DWX at 106.689 sl: 106.834 (106.795 / 106.800),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65502,2019-10-08,buy,True,107.410,107.242,107.410,107.242,107.373,107.377,False,False,False,2019-10-08T06:00:00,2019-10-08T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:38.644	Trade	2019.10.08 06:00:00   buy stop 6.38 USDJPY.DWX at 107.410 sl: 107.242 (107.373 / 107.377),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65503,2019-10-08,sell,True,107.242,107.410,107.410,107.242,107.373,107.377,False,False,False,2019-10-08T06:00:00,2019-10-08T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:38.645	Trade	2019.10.08 06:00:00   sell stop 6.39 USDJPY.DWX at 107.242 sl: 107.410 (107.373 / 107.377),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65513,2019-10-09,buy,True,107.205,106.942,107.205,106.942,107.176,107.182,False,False,False,2019-10-09T06:00:00,2019-10-09T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:39.052	Trade	2019.10.09 06:00:00   buy stop 4.06 USDJPY.DWX at 107.205 sl: 106.942 (107.176 / 107.182),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65514,2019-10-09,sell,True,106.942,107.205,107.205,106.942,107.176,107.182,False,False,False,2019-10-09T06:00:00,2019-10-09T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:39.052	Trade	2019.10.09 06:00:00   sell stop 4.07 USDJPY.DWX at 106.942 sl: 107.205 (107.176 / 107.182),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65524,2019-10-11,buy,True,108.132,107.848,108.132,107.848,107.955,107.959,False,False,False,2019-10-11T06:00:00,2019-10-11T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:40.130	Trade	2019.10.11 06:00:00   buy stop 3.79 USDJPY.DWX at 108.132 sl: 107.848 (107.955 / 107.959),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65525,2019-10-11,sell,True,107.848,108.132,108.132,107.848,107.955,107.959,False,False,False,2019-10-11T06:00:00,2019-10-11T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:40.130	Trade	2019.10.11 06:00:00   sell stop 3.8 USDJPY.DWX at 107.848 sl: 108.132 (107.955 / 107.959),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65540,2019-10-14,buy,True,108.478,108.196,108.478,108.196,108.306,108.311,False,False,False,2019-10-14T06:00:00,2019-10-14T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:40.704	Trade	2019.10.14 06:00:00   buy stop 3.83 USDJPY.DWX at 108.478 sl: 108.196 (108.306 / 108.311),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65541,2019-10-14,sell,True,108.196,108.478,108.478,108.196,108.306,108.311,False,False,False,2019-10-14T06:00:00,2019-10-14T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:40.705	Trade	2019.10.14 06:00:00   sell stop 3.84 USDJPY.DWX at 108.196 sl: 108.478 (108.306 / 108.311),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65551,2019-10-15,buy,True,108.452,108.300,108.452,108.300,108.338,108.343,False,False,False,2019-10-15T06:00:00,2019-10-15T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:41.036	Trade	2019.10.15 06:00:00   buy stop 7.12 USDJPY.DWX at 108.452 sl: 108.300 (108.338 / 108.343),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65552,2019-10-15,sell,True,108.300,108.452,108.452,108.300,108.338,108.343,False,False,False,2019-10-15T06:00:00,2019-10-15T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:41.036	Trade	2019.10.15 06:00:00   sell stop 7.13 USDJPY.DWX at 108.300 sl: 108.452 (108.338 / 108.343),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65562,2019-10-16,buy,True,108.850,108.601,108.850,108.601,108.683,108.688,False,False,False,2019-10-16T06:00:00,2019-10-16T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:41.480	Trade	2019.10.16 06:00:00   buy stop 4.36 USDJPY.DWX at 108.850 sl: 108.601 (108.683 / 108.688),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65563,2019-10-16,sell,True,108.601,108.850,108.850,108.601,108.683,108.688,False,False,False,2019-10-16T06:00:00,2019-10-16T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:41.481	Trade	2019.10.16 06:00:00   sell stop 4.37 USDJPY.DWX at 108.601 sl: 108.850 (108.683 / 108.688),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65573,2019-10-17,buy,True,108.827,108.642,108.827,108.642,108.780,108.784,False,False,False,2019-10-17T06:00:01,2019-10-17T03:00:01Z,summer_US_DST,6,3,6,CS	0	16:00:41.976	Trade	2019.10.17 06:00:01   buy stop 5.87 USDJPY.DWX at 108.827 sl: 108.642 (108.780 / 108.784),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65574,2019-10-17,sell,True,108.642,108.827,108.827,108.642,108.780,108.784,False,False,False,2019-10-17T06:00:01,2019-10-17T03:00:01Z,summer_US_DST,6,3,6,CS	0	16:00:41.976	Trade	2019.10.17 06:00:01   sell stop 5.88 USDJPY.DWX at 108.642 sl: 108.827 (108.780 / 108.784),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65584,2019-10-18,buy,True,108.686,108.540,108.686,108.540,108.565,108.571,False,False,False,2019-10-18T06:00:02,2019-10-18T03:00:02Z,summer_US_DST,6,3,6,CS	0	16:00:42.430	Trade	2019.10.18 06:00:02   buy stop 7.43 USDJPY.DWX at 108.686 sl: 108.540 (108.565 / 108.571),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65585,2019-10-18,sell,True,108.540,108.686,108.686,108.540,108.565,108.571,False,False,False,2019-10-18T06:00:02,2019-10-18T03:00:02Z,summer_US_DST,6,3,6,CS	0	16:00:42.431	Trade	2019.10.18 06:00:02   sell stop 7.44 USDJPY.DWX at 108.540 sl: 108.686 (108.565 / 108.571),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65595,2019-10-21,buy,True,108.515,108.371,108.515,108.371,108.489,108.493,False,False,False,2019-10-21T06:00:02,2019-10-21T03:00:02Z,summer_US_DST,6,3,6,CS	0	16:00:42.703	Trade	2019.10.21 06:00:02   buy stop 7.52 USDJPY.DWX at 108.515 sl: 108.371 (108.489 / 108.493),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65596,2019-10-21,sell,True,108.371,108.515,108.515,108.371,108.489,108.493,False,False,False,2019-10-21T06:00:02,2019-10-21T03:00:02Z,summer_US_DST,6,3,6,CS	0	16:00:42.703	Trade	2019.10.21 06:00:02   sell stop 7.53 USDJPY.DWX at 108.371 sl: 108.515 (108.489 / 108.493),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65609,2019-10-22,buy,True,108.727,108.587,108.727,108.587,108.642,108.646,False,False,False,2019-10-22T06:00:01,2019-10-22T03:00:01Z,summer_US_DST,6,3,6,CS	0	16:00:43.021	Trade	2019.10.22 06:00:01   buy stop 7.75 USDJPY.DWX at 108.727 sl: 108.587 (108.642 / 108.646),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65610,2019-10-22,sell,True,108.587,108.727,108.727,108.587,108.642,108.646,False,False,False,2019-10-22T06:00:01,2019-10-22T03:00:01Z,summer_US_DST,6,3,6,CS	0	16:00:43.021	Trade	2019.10.22 06:00:01   sell stop 7.76 USDJPY.DWX at 108.587 sl: 108.727 (108.642 / 108.646),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65620,2019-10-24,buy,True,108.653,108.579,108.653,108.579,108.601,108.605,False,False,False,2019-10-24T06:00:00,2019-10-24T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:43.626	Trade	2019.10.24 06:00:00   buy stop 14.67 USDJPY.DWX at 108.653 sl: 108.579 (108.601 / 108.605),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65621,2019-10-24,sell,True,108.579,108.653,108.653,108.579,108.601,108.605,False,False,False,2019-10-24T06:00:00,2019-10-24T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:43.626	Trade	2019.10.24 06:00:00   sell stop 14.68 USDJPY.DWX at 108.579 sl: 108.653 (108.601 / 108.605),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65631,2019-10-25,buy,True,108.706,108.591,108.706,108.591,108.638,108.642,False,False,False,2019-10-25T06:00:02,2019-10-25T03:00:02Z,summer_US_DST,6,3,6,CS	0	16:00:43.934	Trade	2019.10.25 06:00:02   buy stop 9.44 USDJPY.DWX at 108.706 sl: 108.591 (108.638 / 108.642),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65632,2019-10-25,sell,True,108.591,108.706,108.706,108.591,108.638,108.642,False,False,False,2019-10-25T06:00:02,2019-10-25T03:00:02Z,summer_US_DST,6,3,6,CS	0	16:00:43.934	Trade	2019.10.25 06:00:02   sell stop 9.45 USDJPY.DWX at 108.591 sl: 108.706 (108.638 / 108.642),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65642,2019-10-28,buy,True,108.792,108.706,108.792,108.706,108.763,108.769,False,False,False,2019-10-28T06:00:09,2019-10-28T03:00:09Z,summer_US_DST,6,3,6,CS	0	16:00:44.173	Trade	2019.10.28 06:00:09   buy stop 12.64 USDJPY.DWX at 108.792 sl: 108.706 (108.763 / 108.769),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65643,2019-10-28,sell,True,108.706,108.792,108.792,108.706,108.763,108.769,False,False,False,2019-10-28T06:00:09,2019-10-28T03:00:09Z,summer_US_DST,6,3,6,CS	0	16:00:44.173	Trade	2019.10.28 06:00:09   sell stop 12.65 USDJPY.DWX at 108.706 sl: 108.792 (108.763 / 108.769),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65653,2019-10-29,buy,True,109.068,108.957,109.068,108.957,108.986,108.989,False,False,False,2019-10-29T06:00:00,2019-10-29T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:44.365	Trade	2019.10.29 06:00:00   buy stop 9.81 USDJPY.DWX at 109.068 sl: 108.957 (108.986 / 108.989),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65654,2019-10-29,sell,True,108.957,109.068,109.068,108.957,108.986,108.989,False,False,False,2019-10-29T06:00:00,2019-10-29T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:44.365	Trade	2019.10.29 06:00:00   sell stop 9.82 USDJPY.DWX at 108.957 sl: 109.068 (108.986 / 108.989),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65667,2019-10-30,buy,True,108.888,108.811,108.888,108.811,108.859,108.863,False,False,False,2019-10-30T06:00:14,2019-10-30T03:00:14Z,summer_US_DST,6,3,6,CS	0	16:00:44.566	Trade	2019.10.30 06:00:14   buy stop 14.13 USDJPY.DWX at 108.888 sl: 108.811 (108.859 / 108.863),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65668,2019-10-30,sell,True,108.811,108.888,108.888,108.811,108.859,108.863,False,False,False,2019-10-30T06:00:14,2019-10-30T03:00:14Z,summer_US_DST,6,3,6,CS	0	16:00:44.566	Trade	2019.10.30 06:00:14   sell stop 14.14 USDJPY.DWX at 108.811 sl: 108.888 (108.859 / 108.863),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65678,2019-10-31,buy,True,108.862,108.585,108.862,108.585,108.668,108.674,False,False,False,2019-10-31T06:00:00,2019-10-31T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:44.799	Trade	2019.10.31 06:00:00   buy stop 3.92 USDJPY.DWX at 108.862 sl: 108.585 (108.668 / 108.674),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65679,2019-10-31,sell,True,108.585,108.862,108.862,108.585,108.668,108.674,False,False,False,2019-10-31T06:00:00,2019-10-31T03:00:00Z,summer_US_DST,6,3,6,CS	0	16:00:44.801	Trade	2019.10.31 06:00:00   sell stop 3.93 USDJPY.DWX at 108.585 sl: 108.862 (108.668 / 108.674),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65694,2019-11-01,buy,True,108.057,107.885,108.057,107.885,108.053,108.057,False,False,False,2019-11-01T06:00:04,2019-11-01T03:00:04Z,summer_US_DST,6,3,6,CS	0	16:00:45.191	Trade	2019.11.01 06:00:04   buy stop 6.27 USDJPY.DWX at 108.057 sl: 107.885 (108.053 / 108.057),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65695,2019-11-01,sell,True,107.885,108.057,108.057,107.885,108.053,108.057,False,False,False,2019-11-01T06:00:04,2019-11-01T03:00:04Z,summer_US_DST,6,3,6,CS	0	16:00:45.192	Trade	2019.11.01 06:00:04   sell stop 6.28 USDJPY.DWX at 107.885 sl: 108.057 (108.053 / 108.057),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65705,2019-11-05,buy,True,108.781,108.646,108.781,108.646,108.764,108.768,False,False,False,2019-11-05T05:00:00,2019-11-05T03:00:00Z,winter_US_standard,5,3,6,CS	0	16:00:45.606	Trade	2019.11.05 05:00:00   buy stop 8.04 USDJPY.DWX at 108.781 sl: 108.646 (108.764 / 108.768),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65706,2019-11-05,sell,True,108.646,108.781,108.781,108.646,108.764,108.768,False,False,False,2019-11-05T05:00:00,2019-11-05T03:00:00Z,winter_US_standard,5,3,6,CS	0	16:00:45.606	Trade	2019.11.05 05:00:00   sell stop 8.05 USDJPY.DWX at 108.646 sl: 108.781 (108.764 / 108.768),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65718,2019-11-06,buy,True,109.182,109.005,109.182,109.005,109.052,109.056,False,False,False,2019-11-06T05:00:00,2019-11-06T03:00:00Z,winter_US_standard,5,3,6,CS	0	16:00:45.894	Trade	2019.11.06 05:00:00   buy stop 6.15 USDJPY.DWX at 109.182 sl: 109.005 (109.052 / 109.056),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65719,2019-11-06,sell,True,109.005,109.182,109.182,109.005,109.052,109.056,False,False,False,2019-11-06T05:00:00,2019-11-06T03:00:00Z,winter_US_standard,5,3,6,CS	0	16:00:45.894	Trade	2019.11.06 05:00:00   sell stop 6.16 USDJPY.DWX at 109.005 sl: 109.182 (109.052 / 109.056),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65729,2019-11-07,buy,True,108.921,108.717,108.921,108.717,108.730,108.735,False,False,False,2019-11-07T05:00:00,2019-11-07T03:00:00Z,winter_US_standard,5,3,6,CS	0	16:00:46.146	Trade	2019.11.07 05:00:00   buy stop 5.32 USDJPY.DWX at 108.921 sl: 108.717 (108.730 / 108.735),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65730,2019-11-07,sell,True,108.717,108.921,108.921,108.717,108.730,108.735,False,False,False,2019-11-07T05:00:00,2019-11-07T03:00:00Z,winter_US_standard,5,3,6,CS	0	16:00:46.147	Trade	2019.11.07 05:00:00   sell stop 5.33 USDJPY.DWX at 108.717 sl: 108.921 (108.730 / 108.735),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65740,2019-11-08,buy,True,109.407,109.147,109.407,109.147,109.224,109.228,False,False,False,2019-11-08T05:00:00,2019-11-08T03:00:00Z,winter_US_standard,5,3,6,CS	0	16:00:46.523	Trade	2019.11.08 05:00:00   buy stop 4.19 USDJPY.DWX at 109.407 sl: 109.147 (109.224 / 109.228),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65741,2019-11-08,sell,True,109.147,109.407,109.407,109.147,109.224,109.228,False,False,False,2019-11-08T05:00:00,2019-11-08T03:00:00Z,winter_US_standard,5,3,6,CS	0	16:00:46.523	Trade	2019.11.08 05:00:00   sell stop 4.2 USDJPY.DWX at 109.147 sl: 109.407 (109.224 / 109.228),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65751,2019-11-11,buy,True,109.244,109.009,109.244,109.009,109.020,109.026,False,False,False,2019-11-11T05:00:01,2019-11-11T03:00:01Z,winter_US_standard,5,3,6,CS	0	16:00:46.789	Trade	2019.11.11 05:00:01   buy stop 4.63 USDJPY.DWX at 109.244 sl: 109.009 (109.020 / 109.026),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65752,2019-11-11,sell,True,109.009,109.244,109.244,109.009,109.020,109.026,False,False,False,2019-11-11T05:00:01,2019-11-11T03:00:01Z,winter_US_standard,5,3,6,CS	0	16:00:46.790	Trade	2019.11.11 05:00:01   sell stop 4.64 USDJPY.DWX at 109.009 sl: 109.244 (109.020 / 109.026),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65762,2019-11-13,buy,True,109.080,108.869,109.080,108.869,109.035,109.040,False,False,False,2019-11-13T05:00:00,2019-11-13T03:00:00Z,winter_US_standard,5,3,6,CS	0	16:00:47.167	Trade	2019.11.13 05:00:00   buy stop 5.15 USDJPY.DWX at 109.080 sl: 108.869 (109.035 / 109.040),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65763,2019-11-13,sell,True,108.869,109.080,109.080,108.869,109.035,109.040,False,False,False,2019-11-13T05:00:00,2019-11-13T03:00:00Z,winter_US_standard,5,3,6,CS	0	16:00:47.168	Trade	2019.11.13 05:00:00   sell stop 5.16 USDJPY.DWX at 108.869 sl: 109.080 (109.035 / 109.040),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65773,2019-11-14,buy,True,108.863,108.702,108.863,108.702,108.758,108.763,False,False,False,2019-11-14T05:00:01,2019-11-14T03:00:01Z,winter_US_standard,5,3,6,CS	0	16:00:47.396	Trade	2019.11.14 05:00:01   buy stop 6.75 USDJPY.DWX at 108.863 sl: 108.702 (108.758 / 108.763),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65774,2019-11-14,sell,True,108.702,108.863,108.863,108.702,108.758,108.763,False,False,False,2019-11-14T05:00:01,2019-11-14T03:00:01Z,winter_US_standard,5,3,6,CS	0	16:00:47.397	Trade	2019.11.14 05:00:01   sell stop 6.76 USDJPY.DWX at 108.702 sl: 108.863 (108.758 / 108.763),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65784,2019-11-15,buy,True,108.627,108.451,108.627,108.451,108.616,108.621,False,False,False,2019-11-15T05:00:00,2019-11-15T03:00:00Z,winter_US_standard,5,3,6,CS	0	16:00:47.682	Trade	2019.11.15 05:00:00   buy stop 6.16 USDJPY.DWX at 108.627 sl: 108.451 (108.616 / 108.621),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65785,2019-11-15,sell,True,108.451,108.627,108.627,108.451,108.616,108.621,False,False,False,2019-11-15T05:00:00,2019-11-15T03:00:00Z,winter_US_standard,5,3,6,CS	0	16:00:47.682	Trade	2019.11.15 05:00:00   sell stop 6.17 USDJPY.DWX at 108.451 sl: 108.627 (108.616 / 108.621),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65795,2019-11-18,buy,True,108.855,108.688,108.855,108.688,108.812,108.818,False,False,False,2019-11-18T05:00:01,2019-11-18T03:00:01Z,winter_US_standard,5,3,6,CS	0	16:00:47.885	Trade	2019.11.18 05:00:01   buy stop 6.5 USDJPY.DWX at 108.855 sl: 108.688 (108.812 / 108.818),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
65796,2019-11-18,sell,True,108.688,108.855,108.855,108.688,108.812,108.818,False,False,False,2019-11-18T05:00:01,2019-11-18T03:00:01Z,winter_US_standard,5,3,6,CS	0	16:00:47.885	Trade	2019.11.18 05:00:01   sell stop 6.51 USDJPY.DWX at 108.688 sl: 108.855 (108.812 / 108.818),D:\QM\reports\work_items\2fc84747-27db-5e88-9568-3fdda6c30769\QM5_41398\20260909_135814\raw\run_01\20260909.log
