ea_id,symbol,classification,primary_cause,infra_row_count,total_q02_p2_rows,open_row_count,noninfra_terminal_count,latest_work_item_id,latest_updated_at,source_work_item_id,source_updated_at,source_status,source_attempt_count,source_verdict_reason,source_final_failure,source_evidence_path,source_evidence_exists,source_evidence_sha256,source_log_path,source_log_exists,source_report_root,source_aggregate_result,source_aggregate_reason_classes,source_aggregate_total_trades,valid_aggregate_work_item_id,valid_aggregate_path,valid_aggregate_sha256,valid_aggregate_type,valid_aggregate_total_trades,row_bound_summary_count,calendar_hard_summary_count,historical_lock_storm,latest_setfile_path,latest_setfile_exists,latest_setfile_sha256,setfile_findings,setfile_missing_headers,registry_status,registry_slug,canonical_ex5_paths,proposed_action,canary_selected,canary_group,canary_sequence,canary_execution_mode,classification_note
QM5_1194,SP500.DWX,INVALID_EVIDENCE_DEFECT,LOG_BOMB,14,14,0,0,559f7cbc-a95a-44eb-b0a2-56abbc07cfe2,2026-07-20T07:21:54+00:00,559f7cbc-a95a-44eb-b0a2-56abbc07cfe2,2026-07-20T07:21:54+00:00,done,99,LOG_BOMB,log_bomb,D:\QM\reports\work_items\559f7cbc-a95a-44eb-b0a2-56abbc07cfe2\log_bomb_evidence.json,False,,D:\QM\strategy_farm\logs\work_item_559f7cbc-a95a-44eb-b0a2-56abbc07cfe2.log,False,D:\QM\reports\work_items\559f7cbc-a95a-44eb-b0a2-56abbc07cfe2,,,,,,,,,0,0,False,C:\QM\repo\framework\EAs\QM5_1194_qp-stress-spx-composite\sets\QM5_1194_SP500.DWX_D1_backtest.set,True,fec415f7735c9af5a1741e0878f839d67512c7174869aa463d4a173d622a6874,,,active,qp-stress-spx-composite,C:\QM\repo\framework\EAs\QM5_1194_qp-stress-spx-composite\QM5_1194_qp-stress-spx-composite.ex5,REPAIR_OR_PREFLIGHT_THEN_GOVERNED_CANARY,False,,,,Most recent row carrying a specific failure signature supplies the primary cause.
QM5_1208,GER40.DWX,INVALID_EVIDENCE_DEFECT,SETFILE_MISSING,12,12,0,0,2ceeccc7-1020-41b3-9674-28ddbc1f849a,2026-06-19T11:33:18+00:00,2ceeccc7-1020-41b3-9674-28ddbc1f849a,2026-06-19T11:33:18+00:00,done,0,run_smoke_fail:REPORT_MISSING;INCOMPLETE_RUNS,,D:\QM\reports\work_items\2ceeccc7-1020-41b3-9674-28ddbc1f849a\QM5_1208\20260619_112857\summary.json,False,,D:\QM\strategy_farm\logs\work_item_2ceeccc7-1020-41b3-9674-28ddbc1f849a.log,False,D:\QM\reports\work_items\2ceeccc7-1020-41b3-9674-28ddbc1f849a,,,,,,,,,0,0,False,C:\QM\repo\framework\EAs\QM5_1208_carver-normmom\sets\QM5_1208_carver-normmom_GER40.DWX_D1_backtest.set,False,,SETFILE_MISSING,,active,carver-normmom,C:\QM\repo\framework\EAs\QM5_1208_carver-normmom\QM5_1208_carver-normmom.ex5,REPAIR_SETFILE_BEFORE_ANY_CANARY,False,,,,Latest bound setfile path is absent on the canonical checkout.
QM5_1225,AUDUSD.DWX,UNCLEAR,SUMMARY_MISSING_NO_ROW_BOUND_AGGREGATE,12,12,0,0,3dda93b2-80be-48f3-8a10-5cdf0a5a4bf2,2026-06-24T21:15:01+00:00,3dda93b2-80be-48f3-8a10-5cdf0a5a4bf2,2026-06-24T21:15:01+00:00,done,99,summary_missing,,,False,,D:\QM\strategy_farm\logs\work_item_3dda93b2-80be-48f3-8a10-5cdf0a5a4bf2.log,False,D:\QM\reports\work_items\3dda93b2-80be-48f3-8a10-5cdf0a5a4bf2,,,,,,,,,0,0,False,C:\QM\repo\framework\EAs\QM5_1225_dahlquist-fx-econmom\sets\QM5_1225_AUDUSD.DWX_D1_backtest.set,True,2c55073682ae0870e9a22f3ad1608e5978e608dd5c6599e09106389cc6f0c22d,,,active,dahlquist-fx-econmom,C:\QM\repo\framework\EAs\QM5_1225_dahlquist-fx-econmom\QM5_1225_dahlquist-fx-econmom.ex5,FORENSIC_REVIEW_NO_REQUEUE,False,,,,Only generic summary-missing history remains; no readable row-bound aggregate or specific failure signature.
QM5_1225,NZDUSD.DWX,UNCLEAR,SUMMARY_MISSING_NO_ROW_BOUND_AGGREGATE,12,12,0,0,3eacd6d8-22b2-4617-b1eb-4b34e9e5c0cf,2026-06-24T21:03:51+00:00,3eacd6d8-22b2-4617-b1eb-4b34e9e5c0cf,2026-06-24T21:03:51+00:00,done,99,summary_missing,,,False,,D:\QM\strategy_farm\logs\work_item_3eacd6d8-22b2-4617-b1eb-4b34e9e5c0cf.log,False,D:\QM\reports\work_items\3eacd6d8-22b2-4617-b1eb-4b34e9e5c0cf,,,,,,,,,0,0,False,C:\QM\repo\framework\EAs\QM5_1225_dahlquist-fx-econmom\sets\QM5_1225_NZDUSD.DWX_D1_backtest.set,True,03bf2514c56ae17762dd4eed1279365ad859756d186ba1d9ec6d60a608ba44fb,,,active,dahlquist-fx-econmom,C:\QM\repo\framework\EAs\QM5_1225_dahlquist-fx-econmom\QM5_1225_dahlquist-fx-econmom.ex5,FORENSIC_REVIEW_NO_REQUEUE,False,,,,Only generic summary-missing history remains; no readable row-bound aggregate or specific failure signature.
QM5_1231,FRA40.DWX,INVALID_EVIDENCE_DEFECT,SETFILE_MISSING,12,12,0,0,d622938c-ff7a-4505-9f5b-6994a56d9697,2026-06-24T21:08:19+00:00,d622938c-ff7a-4505-9f5b-6994a56d9697,2026-06-24T21:08:19+00:00,done,99,,,,False,,D:\QM\strategy_farm\logs\work_item_d622938c-ff7a-4505-9f5b-6994a56d9697.log,False,D:\QM\reports\work_items\d622938c-ff7a-4505-9f5b-6994a56d9697,,,,,,,,,0,0,False,C:\QM\repo\framework\EAs\QM5_1231_carver-pca-alpha\sets\QM5_1231_FRA40.DWX_D1_backtest.set,False,,SETFILE_MISSING,,active,carver-pca-alpha,C:\QM\repo\framework\EAs\QM5_1231_carver-pca-alpha\QM5_1231_carver-pca-alpha.ex5,REPAIR_SETFILE_BEFORE_ANY_CANARY,False,,,,Latest bound setfile path is absent on the canonical checkout.
QM5_1383,NDX.DWX,INVALID_EVIDENCE_DEFECT,ACTIVE_TIMEOUT,12,12,0,0,9210ba34-23f8-419b-bced-bd47a0d25aff,2026-08-07T14:45:39+00:00,9210ba34-23f8-419b-bced-bd47a0d25aff,2026-08-07T14:45:39+00:00,failed,0,ACTIVE_TIMEOUT,,,False,,D:\QM\strategy_farm\logs\work_item_9210ba34-23f8-419b-bced-bd47a0d25aff.log,False,D:\QM\reports\work_items\9210ba34-23f8-419b-bced-bd47a0d25aff,,,,,,,,,0,0,True,C:\QM\repo\framework\EAs\QM5_1383_wave59-quickstrike-gann-h4\sets\QM5_1383_wave59-quickstrike-gann-h4_NDX.DWX_H4_backtest.set,True,a2aaddecba658106104055072d6fc07f49d46493cad9e65f40e104a520100cef,,,active,wave59-quickstrike-gann-h4,C:\QM\repo\framework\EAs\QM5_1383_wave59-quickstrike-gann-h4\QM5_1383_wave59-quickstrike-gann-h4.ex5,REPAIR_OR_PREFLIGHT_THEN_GOVERNED_CANARY,False,,,,Most recent row carrying a specific failure signature supplies the primary cause.
QM5_1536,XAGUSD.DWX,INVALID_EVIDENCE_DEFECT,ONINIT_FAILED,12,12,0,0,fd625699-1b73-4621-9764-a48e3314f366,2026-07-29T12:18:03+00:00,66e131fa-9401-4e5f-81b7-c8058b5d6e52,2026-07-28T15:20:51+00:00,done,0,run_smoke_fail:ONINIT_FAILED;INCOMPLETE_RUNS,summary_missing_retries_exhausted,D:\QM\reports\work_items\66e131fa-9401-4e5f-81b7-c8058b5d6e52\QM5_1536\20260728_151813\summary.json,False,,D:\QM\strategy_farm\logs\work_item_66e131fa-9401-4e5f-81b7-c8058b5d6e52.log,False,D:\QM\reports\work_items\66e131fa-9401-4e5f-81b7-c8058b5d6e52,,,,,,,,,0,0,False,C:\QM\repo\framework\EAs\QM5_1536_aa-mrat-21-200\sets\QM5_1536_aa-mrat-21-200_XAGUSD.DWX_D1_backtest.set,True,764c4f9a3cb8142556ade29678b70758f8e4b290fec69e865da7398af5902b72,,,active,aa-mrat-21-200,C:\QM\repo\framework\EAs\QM5_1536_aa-mrat-21-200\QM5_1536_aa-mrat-21-200.ex5,REPAIR_OR_PREFLIGHT_THEN_GOVERNED_CANARY,False,,,,Most recent row carrying a specific failure signature supplies the primary cause.
QM5_10001,GBPJPY.DWX,INVALID_EVIDENCE_DEFECT,TIMEOUT_METATESTER_HUNG,14,14,0,0,f9261c78-302c-4bd8-ae00-f75b2031e9ec,2026-07-21T17:04:42.564232+00:00,f9261c78-302c-4bd8-ae00-f75b2031e9ec,2026-07-21T17:04:42.564232+00:00,done,0,run_smoke_fail:TIMEOUT;METATESTER_HUNG;INCOMPLETE_RUNS,,D:\QM\reports\work_items\f9261c78-302c-4bd8-ae00-f75b2031e9ec\QM5_10001\20260710_035051\summary.json,False,,D:\QM\strategy_farm\logs\work_item_f9261c78-302c-4bd8-ae00-f75b2031e9ec.log,False,D:\QM\reports\work_items\f9261c78-302c-4bd8-ae00-f75b2031e9ec,,,,,,,,,0,0,False,C:\QM\repo\framework\EAs\QM5_10001_ff-static-fib-open\sets\QM5_10001_ff-static-fib-open_GBPJPY.DWX_M15_backtest.set,True,3a2f605737306ed2e58e4745487fcf5ecaa6f18024aa484c1d6d52dc7d8193fa,,,active,ff-static-fib-open,C:\QM\repo\framework\EAs\QM5_10001_ff-static-fib-open\QM5_10001_ff-static-fib-open.ex5,REPAIR_OR_PREFLIGHT_THEN_GOVERNED_CANARY,False,,,,Most recent row carrying a specific failure signature supplies the primary cause.
QM5_10001,GBPUSD.DWX,INVALID_EVIDENCE_DEFECT,TIMEOUT_METATESTER_HUNG,14,14,0,0,f8ef8557-29ea-44d4-a238-14d2907639ee,2026-07-21T17:04:42.564232+00:00,64ffd2ce-36ba-43a4-ba9d-2b36d3b2f0e6,2026-07-21T17:04:42.564232+00:00,done,0,run_smoke_fail:TIMEOUT;METATESTER_HUNG;INCOMPLETE_RUNS,,D:\QM\reports\work_items\64ffd2ce-36ba-43a4-ba9d-2b36d3b2f0e6\QM5_10001\20260710_021708\summary.json,False,,D:\QM\strategy_farm\logs\work_item_64ffd2ce-36ba-43a4-ba9d-2b36d3b2f0e6.log,False,D:\QM\reports\work_items\64ffd2ce-36ba-43a4-ba9d-2b36d3b2f0e6,,,,,,,,,0,0,False,C:\QM\repo\framework\EAs\QM5_10001_ff-static-fib-open\sets\QM5_10001_ff-static-fib-open_GBPUSD.DWX_M15_backtest.set,True,a1faf49f982ed8522631345a01dd8fb6ba1220b78571019b0176beeb89d2d33d,,,active,ff-static-fib-open,C:\QM\repo\framework\EAs\QM5_10001_ff-static-fib-open\QM5_10001_ff-static-fib-open.ex5,REPAIR_OR_PREFLIGHT_THEN_GOVERNED_CANARY,False,,,,Most recent row carrying a specific failure signature supplies the primary cause.
QM5_10001,USDJPY.DWX,INVALID_EVIDENCE_DEFECT,NO_HISTORY_TRANSIENT,14,14,0,0,fe1aed09-5068-469f-8a96-46ccc8dabc50,2026-07-21T17:04:42.564232+00:00,4f79476d-dfb8-40c5-b5fa-09543d3c17d8,2026-07-21T17:04:42.564232+00:00,done,0,run_smoke_fail:NO_HISTORY;INCOMPLETE_RUNS,,D:\QM\reports\work_items\4f79476d-dfb8-40c5-b5fa-09543d3c17d8\QM5_10001\20260619_054908\summary.json,False,,D:\QM\strategy_farm\logs\work_item_4f79476d-dfb8-40c5-b5fa-09543d3c17d8.log,False,D:\QM\reports\work_items\4f79476d-dfb8-40c5-b5fa-09543d3c17d8,,,,,,,,,0,0,False,C:\QM\repo\framework\EAs\QM5_10001_ff-static-fib-open\sets\QM5_10001_ff-static-fib-open_USDJPY.DWX_M15_backtest.set,True,d2ed7ea1870aab3b8721f38832c53e4bb30312a32a3340ea20bce86ac8f4441b,,,active,ff-static-fib-open,C:\QM\repo\framework\EAs\QM5_10001_ff-static-fib-open\QM5_10001_ff-static-fib-open.ex5,REPAIR_OR_PREFLIGHT_THEN_GOVERNED_CANARY,False,,,,Most recent row carrying a specific failure signature supplies the primary cause.
