date,accepted_buy,accepted_sell,failed_attempts,invalid_price,quote_observed,outside_at_placement,single_pending_side,confirmed_fade_only,trades,net_native,net_dxz_5rt,log_lines
2020-11-26,1,1,0,0,True,False,False,False,1,-325.92,-325.91,"68405,68406"
2020-12-01,1,1,0,0,True,False,False,False,1,-1037.65,-1037.64,"68416,68417"
2020-12-02,1,1,0,0,True,False,False,False,1,776.42,776.43,"68427,68428"
2020-12-03,1,1,0,0,True,False,False,False,1,620.89,620.89,"68442,68443"
2020-12-04,1,1,0,0,True,False,False,False,1,296.53,296.53,"68457,68458"
2020-12-07,1,1,0,0,True,False,False,False,1,-1032.67,-1032.66,"68472,68473"
2020-12-08,1,1,0,0,True,False,False,False,1,94.63,94.63,"68483,68484"
2020-12-09,1,1,0,0,True,False,False,False,1,-531.94,-531.94,"68494,68495"
2020-12-10,1,1,0,0,True,False,False,False,1,-963.26,-963.25,"68507,68508"
2020-12-11,1,1,0,0,True,False,False,False,0,0,0,"68518,68519"
2020-12-14,1,1,0,0,True,False,False,False,1,1030.74,1030.74,"68522,68523"
2020-12-15,1,1,0,0,True,False,False,False,1,-1036.17,-1036.17,"68538,68539"
2020-12-16,1,1,0,0,True,False,False,False,1,127.24,127.24,"68549,68550"
2020-12-17,1,1,0,0,True,False,False,False,1,674.71,674.72,"68563,68564"
2020-12-21,1,1,0,0,True,False,False,False,1,645.00,645.01,"68576,68577"
2020-12-22,1,1,0,0,True,False,False,False,1,663.35,663.36,"68591,68592"
2020-12-23,1,1,0,0,True,False,False,False,1,226.10,226.11,"68602,68603"
2020-12-24,1,1,0,0,True,False,False,False,1,-1046.07,-1046.06,"68613,68614"
2020-12-28,1,1,0,0,True,False,False,False,1,-1044.13,-1044.13,"68624,68625"
2020-12-29,1,1,0,0,True,False,False,False,1,999.99,999.99,"68635,68636"
2020-12-31,1,1,0,0,True,False,False,False,1,168.11,168.12,"68647,68648"
2021-01-05,1,1,0,0,True,False,False,False,1,698.97,698.98,"68658,68659"
2021-01-07,1,1,0,0,True,False,False,False,1,1055.36,1055.37,"68672,68673"
2021-01-08,1,1,0,0,True,False,False,False,1,-1035.65,-1035.64,"68688,68689"
2021-01-11,1,1,0,0,True,False,False,False,1,918.91,918.91,"68699,68700"
2021-01-12,1,1,0,0,True,False,False,False,1,-509.33,-509.33,"68712,68713"
2021-01-13,1,1,0,0,True,False,False,False,1,344.71,344.71,"68723,68724"
2021-01-15,1,1,0,0,True,False,False,False,1,-1046.11,-1046.11,"68736,68737"
2021-01-20,1,1,0,0,True,False,False,False,1,-214.12,-214.11,"68747,68748"
2021-01-22,1,1,0,0,True,False,False,False,1,1384.27,1384.28,"68758,68759"
2021-01-25,1,1,0,0,True,False,False,False,1,-1035.62,-1035.62,"68772,68773"
2021-01-26,1,1,0,0,True,False,False,False,1,-1036.26,-1036.25,"68783,68784"
2021-01-27,1,1,0,0,True,False,False,False,1,2723.86,2723.87,"68794,68795"
2021-01-28,1,1,0,0,True,False,False,False,1,-10.33,-10.33,"68809,68810"
2021-02-01,1,1,0,0,True,False,False,False,1,669.62,669.63,"68820,68821"
2021-02-02,1,1,0,0,True,False,False,False,1,364.71,364.71,"68834,68835"
2021-02-03,1,1,0,0,True,False,False,False,1,-285.13,-285.13,"68849,68850"
2021-02-04,1,1,0,0,True,False,False,False,1,588.68,588.69,"68860,68861"
2021-02-05,1,1,0,0,True,False,False,False,1,-1029.23,-1029.23,"68875,68876"
2021-02-08,1,1,0,0,True,False,False,False,1,-1035.97,-1035.97,"68886,68887"
2021-02-10,1,1,0,0,True,False,False,False,1,-1035.97,-1035.97,"68897,68898"
2021-02-11,1,1,0,0,True,False,False,False,1,-1065.36,-1065.36,"68908,68909"
2021-02-12,1,1,0,0,True,False,False,False,1,2160.97,2160.98,"68919,68920"
2021-02-15,1,1,0,0,True,False,False,False,1,705.32,705.32,"68936,68937"
2021-02-17,1,1,0,0,True,False,False,False,1,-1021.26,-1021.25,"68951,68952"
2021-02-18,1,1,0,0,True,False,False,False,1,-1028.41,-1028.40,"68962,68963"
2021-02-19,1,1,0,0,True,False,False,False,1,1738.39,1738.40,"68973,68974"
2021-02-22,1,1,0,0,True,False,False,False,1,-1023.22,-1023.22,"68987,68988"
2021-02-23,1,1,0,0,True,False,False,False,1,1682.23,1682.24,"68998,68999"
2021-02-24,1,1,0,0,True,False,False,False,1,1863.06,1863.07,"69014,69015"
2021-02-25,1,1,0,0,True,False,False,False,1,-1023.70,-1023.70,"69031,69032"
2021-03-02,1,1,0,0,True,False,False,False,1,-1026.18,-1026.18,"69042,69043"
2021-03-03,1,1,0,0,True,False,False,False,1,110.02,110.02,"69053,69054"
2021-03-04,1,1,0,0,True,False,False,False,1,2365.19,2365.19,"69066,69067"
2021-03-05,1,1,0,0,True,False,False,False,1,2798.66,2798.67,"69085,69086"
2021-03-08,1,1,0,0,True,False,False,False,1,1756.18,1756.18,"69103,69104"
2021-03-10,1,1,0,0,True,False,False,False,1,-1016.15,-1016.15,"69117,69118"
2021-03-11,1,1,0,0,True,False,False,False,1,146.16,146.17,"69128,69129"
2021-03-12,1,1,0,0,True,False,False,False,1,906.13,906.13,"69139,69140"
2021-03-15,1,1,0,0,True,False,False,False,1,-71.58,-71.58,"69154,69155"
2021-03-16,1,1,0,0,True,False,False,False,1,-1050.64,-1050.64,"69165,69166"
2021-03-17,1,1,0,0,True,False,False,False,1,298.13,298.14,"69176,69177"
2021-03-18,1,1,0,0,True,False,False,False,1,-1026.98,-1026.98,"69187,69188"
2021-03-19,1,1,0,0,True,False,False,False,1,-1040.80,-1040.79,"69198,69199"
2021-03-22,1,1,0,0,True,False,False,False,1,13.94,13.94,"69209,69210"
2021-03-24,1,1,0,0,True,False,False,False,1,1349.33,1349.33,"69220,69221"
2021-03-25,1,1,0,0,True,False,False,False,1,635.09,635.10,"69233,69234"
2021-03-26,1,1,0,0,True,False,False,False,1,1997.66,1997.67,"69244,69245"
2021-03-30,1,1,0,0,True,False,False,False,1,1514.49,1514.50,"69261,69262"
2021-04-01,1,1,0,0,True,False,False,False,1,-1026.01,-1026.01,"69279,69280"
2021-04-02,1,1,0,0,True,False,False,False,1,-1043.27,-1043.27,"69290,69291"
2021-04-05,1,1,0,0,True,False,False,False,1,2551.92,2551.93,"69301,69302"
2021-04-06,1,1,0,0,True,False,False,False,1,-1026.55,-1026.55,"69315,69316"
2021-04-08,1,1,0,0,True,False,False,False,1,705.92,705.93,"69326,69327"
2021-04-09,1,1,0,0,True,False,False,False,1,1325.86,1325.87,"69340,69341"
2021-04-14,1,1,0,0,True,False,False,False,1,368.21,368.22,"69356,69357"
2021-04-15,1,1,0,0,True,False,False,False,1,-1041.95,-1041.95,"69367,69368"
2021-04-21,1,1,0,0,True,False,False,False,1,28.14,28.15,"69378,69379"
2021-04-22,1,1,0,0,True,False,False,False,1,-1033.44,-1033.43,"69389,69390"
2021-04-23,1,1,0,0,True,False,False,False,1,-457.28,-457.27,"69400,69401"
2021-04-26,1,1,0,0,True,False,False,False,1,-1022.71,-1022.70,"69413,69414"
2021-04-28,1,1,0,0,True,False,False,False,1,-1027.43,-1027.42,"69424,69425"
2021-04-29,1,1,0,0,True,False,False,False,1,1859.65,1859.65,"69435,69436"
2021-05-03,1,1,0,0,True,False,False,False,1,-1023.00,-1022.99,"69451,69452"
2021-05-04,1,1,0,0,True,False,False,False,1,392.02,392.03,"69462,69463"
2021-05-05,1,1,0,0,True,False,False,False,1,-1034.81,-1034.81,"69477,69478"
2021-05-07,1,1,0,0,True,False,False,False,1,-1037.65,-1037.65,"69488,69489"
2021-05-10,1,1,0,0,True,False,False,False,1,-536.29,-536.28,"69499,69500"
2021-05-11,1,1,0,0,True,False,False,False,1,885.72,885.72,"69510,69511"
2021-05-12,1,1,0,0,True,False,False,False,1,-1026.64,-1026.64,"69525,69526"
2021-05-13,1,1,0,0,True,False,False,False,1,-340.91,-340.90,"69536,69537"
2021-05-14,1,1,0,0,True,False,False,False,1,696.95,696.96,"69547,69548"
2021-05-17,1,1,0,0,True,False,False,False,1,569.56,569.57,"69563,69564"
2021-05-18,1,1,0,0,True,False,False,False,1,697.20,697.20,"69577,69578"
2021-05-20,1,1,0,0,True,False,False,False,1,395.33,395.34,"69591,69592"
2021-05-21,1,1,0,0,True,False,False,False,1,706.92,706.93,"69605,69606"
2021-05-24,1,1,0,0,True,False,False,False,1,627.09,627.10,"69619,69620"
2021-05-25,1,1,0,0,True,False,False,False,1,-1037.98,-1037.98,"69633,69634"
2021-05-26,1,1,0,0,True,False,False,False,1,204.96,204.97,"69644,69645"
2021-05-27,1,1,0,0,True,False,False,False,1,-1039.53,-1039.53,"69657,69658"
2021-05-28,1,1,0,0,True,False,False,False,1,-1042.20,-1042.20,"69668,69669"
2021-06-01,1,1,0,0,True,False,False,False,1,-720.15,-720.15,"69679,69680"
2021-06-02,1,1,0,0,True,False,False,False,1,569.57,569.57,"69690,69691"
2021-06-03,1,1,0,0,True,False,False,False,1,323.41,323.41,"69704,69705"
2021-06-04,1,1,0,0,True,False,False,False,1,3343.01,3343.01,"69718,69719"
2021-06-07,1,1,0,0,True,False,False,False,1,1089.74,1089.74,"69732,69733"
2021-06-09,1,1,0,0,True,False,False,False,1,-1063.50,-1063.50,"69747,69748"
2021-06-10,1,1,0,0,True,False,False,False,1,-1058.53,-1058.52,"69758,69759"
2021-06-11,1,1,0,0,True,False,False,False,1,-1068.86,-1068.86,"69769,69770"
2021-06-14,1,1,0,0,True,False,False,False,1,-1037.69,-1037.69,"69780,69781"
2021-06-15,1,1,0,0,True,False,False,False,1,-1051.37,-1051.37,"69791,69792"
2021-06-16,1,1,0,0,True,False,False,False,1,1202.62,1202.63,"69802,69803"
2021-06-17,1,1,0,0,True,False,False,False,1,1698.09,1698.10,"69816,69817"
2021-06-21,1,1,0,0,True,False,False,False,1,-1018.72,-1018.72,"69830,69831"
2021-06-22,1,1,0,0,True,False,False,False,1,1034.40,1034.40,"69841,69842"
2021-06-23,1,1,0,0,True,False,False,False,1,103.90,103.91,"69854,69855"
2021-06-24,1,1,0,0,True,False,False,False,1,221.17,221.17,"69867,69868"
2021-06-25,1,1,0,0,True,False,False,False,1,500.41,500.41,"69881,69882"
2021-06-28,1,1,0,0,True,False,False,False,1,-1028.39,-1028.39,"69912,69913"
2021-06-29,1,1,0,0,True,False,False,False,1,-1044.39,-1044.39,"69923,69924"
2021-06-30,1,1,0,0,True,False,False,False,1,-1034.93,-1034.92,"69934,69935"
2021-07-01,1,1,0,0,True,False,False,False,1,1530.35,1530.35,"69945,69946"
2021-07-02,1,1,0,0,True,False,False,False,1,-1050.76,-1050.76,"69960,69961"
2021-07-05,1,1,0,0,True,False,False,False,1,1163.31,1163.31,"69971,69972"
2021-07-06,1,1,0,0,True,False,False,False,1,288.30,288.30,"69987,69988"
2021-07-07,1,1,0,0,True,False,False,False,1,216.24,216.25,"70001,70002"
2021-07-08,1,1,0,0,True,False,False,False,1,3775.32,3775.33,"70012,70013"
2021-07-09,1,1,0,0,True,False,False,False,1,323.60,323.60,"70032,70033"
2021-07-12,1,1,0,0,True,False,False,False,1,-1021.76,-1021.76,"70047,70048"
2021-07-13,1,1,0,0,True,False,False,False,1,-1034.82,-1034.81,"70058,70059"
2021-07-14,1,1,0,0,True,False,False,False,1,1580.84,1580.85,"70069,70070"
2021-07-15,1,1,0,0,True,False,False,False,1,-1027.90,-1027.90,"70084,70085"
2021-07-19,1,1,0,0,True,False,False,False,1,-1067.39,-1067.39,"70095,70096"
2021-07-20,1,1,0,0,True,False,False,False,1,-1056.68,-1056.68,"70106,70107"
2021-07-21,1,1,0,0,True,False,False,False,1,-1042.62,-1042.62,"70117,70118"
2021-07-22,1,1,0,0,True,False,False,False,1,-1029.60,-1029.60,"70128,70129"
2021-07-23,1,1,0,0,True,False,False,False,1,957.60,957.61,"70139,70140"
2021-07-27,1,1,0,0,True,False,False,False,1,222.82,222.83,"70155,70156"
2021-07-28,1,1,0,0,True,False,False,False,1,-1035.31,-1035.30,"70169,70170"
2021-07-29,1,1,0,0,True,False,False,False,1,-1026.72,-1026.72,"70180,70181"
2021-07-30,1,1,0,0,True,False,False,False,1,604.80,604.80,"70191,70192"
2021-08-02,1,1,0,0,True,False,False,False,1,-1038.47,-1038.46,"70202,70203"
2021-08-03,1,1,0,0,True,False,False,False,1,1630.72,1630.72,"70213,70214"
2021-08-04,1,1,0,0,True,False,False,False,1,-1033.33,-1033.32,"70227,70228"
2021-08-05,1,1,0,0,True,False,False,False,1,-1025.26,-1025.26,"70238,70239"
2021-08-06,1,1,0,0,True,False,False,False,1,-1079.65,-1079.64,"70249,70250"
2021-08-09,1,1,0,0,True,False,False,False,1,200.87,200.87,"70260,70261"
2021-08-10,1,1,0,0,True,False,False,False,1,270.76,270.76,"70274,70275"
2021-08-11,1,1,0,0,True,False,False,False,1,513.52,513.52,"70287,70288"
2021-08-12,1,1,0,0,True,False,False,False,1,-743.20,-743.19,"70301,70302"
2021-08-13,1,1,0,0,True,False,False,False,1,5574.23,5574.24,"70312,70313"
2021-08-17,1,1,0,0,True,False,False,False,1,-1047.05,-1047.04,"70330,70331"
2021-08-18,1,1,0,0,True,False,False,False,1,2532.70,2532.70,"70341,70342"
2021-08-23,1,1,0,0,True,False,False,False,1,-1045.88,-1045.87,"70357,70358"
2021-08-24,1,1,0,0,True,False,False,False,1,-1040.42,-1040.42,"70368,70369"
2021-08-25,1,1,0,0,True,False,False,False,1,-1043.77,-1043.77,"70379,70380"
2021-08-26,1,1,0,0,True,False,False,False,1,-1035.53,-1035.53,"70390,70391"
2021-08-27,1,1,0,0,True,False,False,False,1,-1042.23,-1042.22,"70401,70402"
2021-08-30,1,1,0,0,True,False,False,False,1,48.45,48.45,"70412,70413"
2021-08-31,1,1,0,0,True,False,False,False,1,-234.56,-234.55,"70423,70424"
2021-09-01,1,1,0,0,True,False,False,False,1,210.79,210.79,"70437,70438"
2021-09-02,1,1,0,0,True,False,False,False,0,0,0,"70451,70452"
2021-09-06,1,1,0,0,True,False,False,False,1,246.84,246.85,"70455,70456"
2021-09-08,1,1,0,0,True,False,False,False,1,-436.52,-436.51,"70470,70471"
2021-09-10,1,1,0,0,True,False,False,False,1,831.94,831.94,"70484,70485"
2021-09-13,1,1,0,0,True,False,False,False,1,1218.59,1218.59,"70498,70499"
2021-09-14,1,1,0,0,True,False,False,False,1,-1050.69,-1050.68,"70515,70516"
2021-09-15,1,1,0,0,True,False,False,False,1,980.74,980.75,"70526,70527"
2021-09-20,1,1,0,0,True,False,False,False,1,1435.71,1435.72,"70542,70543"
2021-09-21,1,1,0,0,True,False,False,False,1,-1026.00,-1025.99,"70559,70560"
2021-09-23,1,1,0,0,True,False,False,False,1,-1045.38,-1045.37,"70570,70571"
2021-09-24,1,1,0,0,True,False,False,False,1,355.63,355.64,"70581,70582"
2021-09-27,1,1,0,0,True,False,False,False,1,-1032.76,-1032.75,"70595,70596"
2021-09-29,1,1,0,0,True,False,False,False,1,-1022.82,-1022.81,"70606,70607"
2021-09-30,1,1,0,0,True,False,False,False,1,-1037.10,-1037.10,"70617,70618"
2021-10-01,1,1,0,0,True,False,False,False,1,1031.97,1031.98,"70628,70629"
2021-10-04,1,1,0,0,True,False,False,False,1,-1024.15,-1024.15,"70641,70642"
2021-10-05,1,1,0,0,True,False,False,False,1,1661.78,1661.79,"70652,70653"
2021-10-06,1,1,0,0,True,False,False,False,1,-1041.11,-1041.10,"70665,70666"
2021-10-07,1,1,0,0,True,False,False,False,1,-1028.21,-1028.20,"70676,70677"
2021-10-12,1,1,0,0,True,False,False,False,1,-1025.74,-1025.74,"70687,70688"
2021-10-13,1,1,0,0,True,False,False,False,1,-1035.73,-1035.73,"70698,70699"
2021-10-14,1,1,0,0,True,False,False,False,1,554.40,554.41,"70709,70710"
2021-10-15,1,1,0,0,True,False,False,False,1,2284.79,2284.79,"70720,70721"
2021-10-18,1,1,0,0,True,False,False,False,1,-322.96,-322.95,"70739,70740"
2021-10-21,1,1,0,0,True,False,False,False,1,472.69,472.69,"70750,70751"
2021-10-22,1,1,0,0,True,False,False,False,1,743.03,743.04,"70765,70766"
2021-10-25,1,1,0,0,True,False,False,False,1,-1018.92,-1018.91,"70776,70777"
2021-10-26,1,1,0,0,True,False,False,False,1,1342.29,1342.30,"70787,70788"
2021-10-27,1,1,0,0,True,False,False,False,1,1176.01,1176.01,"70801,70802"
2021-11-01,1,1,0,0,True,False,False,False,1,-353.66,-353.65,"70815,70816"
2021-11-02,1,1,0,0,True,False,False,False,1,962.40,962.41,"70826,70827"
2021-11-03,1,1,0,0,True,False,False,False,1,-1044.41,-1044.40,"70841,70842"
2021-11-04,1,1,0,0,True,False,False,False,1,-1026.95,-1026.95,"70852,70853"
2021-11-05,1,1,0,0,True,False,False,False,1,-1021.96,-1021.96,"70863,70864"
2021-11-08,1,1,0,0,True,False,False,False,1,-1027.07,-1027.06,"70874,70875"
2021-11-10,1,1,0,0,True,False,False,False,1,-1044.69,-1044.69,"70885,70886"
2021-11-11,1,1,0,0,True,False,False,False,1,-277.05,-277.04,"70896,70897"
2021-11-15,1,1,0,0,True,False,False,False,1,-157.84,-157.84,"70907,70908"
2021-11-16,1,1,0,0,True,False,False,False,1,-1037.96,-1037.96,"70918,70919"
2021-11-17,1,1,0,0,True,False,False,False,1,-1022.18,-1022.17,"70929,70930"
2021-11-18,1,1,0,0,True,False,False,False,1,102.11,102.12,"70940,70941"
2021-11-19,1,1,0,0,True,False,False,False,1,-627.71,-627.71,"70951,70952"
2021-11-22,1,1,0,0,True,False,False,False,1,2003.95,2003.95,"70963,70964"
2021-11-23,1,1,0,0,True,False,False,False,1,-1015.56,-1015.56,"70975,70976"
2021-11-24,1,1,0,0,True,False,False,False,1,-1033.69,-1033.68,"70986,70987"
2021-11-25,1,1,0,0,True,False,False,False,1,-180.32,-180.31,"70997,70998"
2021-11-29,1,1,0,0,True,False,False,False,1,-1015.94,-1015.93,"71008,71009"
2021-11-30,1,1,0,0,True,False,False,False,1,2618.47,2618.47,"71019,71020"
2021-12-01,1,1,0,0,True,False,False,False,1,-1013.44,-1013.43,"71036,71037"
2021-12-02,1,1,0,0,True,False,False,False,1,-1017.62,-1017.61,"71047,71048"
2021-12-03,1,1,0,0,True,False,False,False,1,360.18,360.18,"71058,71059"
2021-12-06,1,1,0,0,True,False,False,False,1,333.77,333.77,"71072,71073"
2021-12-07,1,1,0,0,True,False,False,False,1,295.34,295.34,"71086,71087"
2021-12-08,1,1,0,0,True,False,False,False,1,-1030.03,-1030.02,"71098,71099"
2021-12-09,1,1,0,0,True,False,False,False,1,1365.40,1365.41,"71109,71110"
2021-12-10,1,1,0,0,True,False,False,False,1,796.02,796.02,"71127,71128"
2021-12-13,1,1,0,0,True,False,False,False,1,-1104.33,-1104.32,"71142,71143"
2021-12-14,1,1,0,0,True,False,False,False,1,-1046.59,-1046.58,"71153,71154"
2021-12-15,1,1,0,0,True,False,False,False,1,-1070.32,-1070.32,"71164,71165"
2021-12-16,1,1,0,0,True,False,False,False,1,1686.00,1686.00,"71175,71176"
2021-12-20,1,1,0,0,True,False,False,False,1,-238.81,-238.81,"71188,71189"
2021-12-21,1,1,0,0,True,False,False,False,1,-1036.86,-1036.86,"71199,71200"
2021-12-22,1,1,0,0,True,False,False,False,1,156.94,156.94,"71210,71211"
2021-12-23,1,1,0,0,True,False,False,False,1,-1057.01,-1057.01,"71221,71222"
2021-12-24,1,1,0,0,True,False,False,False,1,-244.27,-244.27,"71232,71233"
2021-12-27,1,1,0,0,True,False,False,False,1,2621.36,2621.37,"71243,71244"
2021-12-28,1,1,0,0,True,False,False,False,1,-307.29,-307.28,"71262,71263"
2021-12-29,1,1,0,0,True,False,False,False,1,866.26,866.26,"71273,71274"
2021-12-30,1,1,0,0,True,False,False,False,1,496.81,496.81,"71288,71289"
2021-12-31,1,1,0,0,True,False,False,False,1,-1077.47,-1077.47,"71305,71306"
2022-01-03,1,1,0,0,True,False,False,False,1,-1033.33,-1033.32,"71316,71317"
2022-01-07,1,1,0,0,True,False,False,False,1,596.40,596.40,"71327,71328"
2022-01-10,1,1,0,0,True,False,False,False,1,-1022.72,-1022.71,"71338,71339"
2022-01-11,1,1,0,0,True,False,False,False,1,-1025.49,-1025.48,"71349,71350"
2022-01-12,1,1,0,0,True,False,False,False,1,-1032.65,-1032.64,"71360,71361"
2022-01-13,1,1,0,0,True,False,False,False,1,1813.70,1813.70,"71371,71372"
2022-01-17,1,1,0,0,True,False,False,False,1,76.26,76.26,"71384,71385"
2022-01-19,1,1,0,0,True,False,False,False,1,596.32,596.32,"71395,71396"
2022-01-21,1,1,0,0,True,False,False,False,1,-1015.32,-1015.32,"71409,71410"
2022-01-24,1,1,0,0,True,False,False,False,1,-1028.52,-1028.52,"71420,71421"
2022-01-25,1,1,0,0,True,False,False,False,1,-1017.23,-1017.23,"71431,71432"
2022-01-26,1,1,0,0,True,False,False,False,1,3652.20,3652.20,"71442,71443"
2022-01-27,1,1,0,0,True,False,False,False,1,1630.95,1630.96,"71459,71460"
2022-01-28,1,1,0,0,True,False,False,False,1,-1043.50,-1043.49,"71474,71475"
2022-01-31,1,1,0,0,True,False,False,False,1,-562.69,-562.68,"71485,71486"
2022-02-01,1,1,0,0,True,False,False,False,1,1266.09,1266.10,"71496,71497"
2022-02-02,1,1,0,0,True,False,False,False,1,-1039.80,-1039.80,"71511,71512"
2022-02-03,1,1,0,0,True,False,False,False,1,1762.45,1762.46,"71522,71523"
2022-02-04,1,1,0,0,True,False,False,False,1,-1027.51,-1027.51,"71539,71540"
2022-02-07,1,1,0,0,True,False,False,False,1,-1031.51,-1031.50,"71550,71551"
2022-02-10,1,1,0,0,True,False,False,False,1,3483.55,3483.56,"71561,71562"
2022-02-11,1,1,0,0,True,False,False,False,1,151.82,151.82,"71575,71576"
2022-02-14,1,1,0,0,True,False,False,False,1,-807.38,-807.37,"71586,71587"
2022-02-15,1,1,0,0,True,False,False,False,1,-1026.15,-1026.15,"71597,71598"
2022-02-16,1,1,0,0,True,False,False,False,1,-1054.86,-1054.86,"71608,71609"
2022-02-17,1,1,0,0,True,False,False,False,1,1032.98,1032.99,"71619,71620"
2022-02-21,1,1,0,0,True,False,False,False,1,-18.83,-18.83,"71634,71635"
2022-02-23,1,1,0,0,True,False,False,False,1,-1055.47,-1055.46,"71645,71646"
2022-02-24,1,1,0,0,True,False,False,False,1,574.27,574.27,"71656,71657"
2022-02-25,1,1,0,0,True,False,False,False,1,-1014.00,-1014.00,"71672,71673"
2022-02-28,1,1,0,0,True,False,False,False,1,-1029.02,-1029.01,"71683,71684"
2022-03-01,1,1,0,0,True,False,False,False,1,617.55,617.56,"71694,71695"
2022-03-02,1,1,0,0,True,False,False,False,1,1616.10,1616.11,"71705,71706"
2022-03-03,1,1,0,0,True,False,False,False,1,-198.23,-198.22,"71718,71719"
2022-03-07,1,1,0,0,True,False,False,False,1,1088.68,1088.68,"71729,71730"
2022-03-08,1,1,0,0,True,False,False,False,1,372.99,373.00,"71743,71744"
2022-03-09,1,1,0,0,True,False,False,False,1,-1028.46,-1028.45,"71757,71758"
2022-03-10,1,1,0,0,True,False,False,False,1,-1023.98,-1023.97,"71768,71769"
2022-03-11,1,1,0,0,True,False,False,False,1,2547.11,2547.11,"71779,71780"
2022-03-16,1,1,0,0,True,False,False,False,1,-968.01,-968.01,"71800,71801"
2022-03-17,1,1,0,0,True,False,False,False,1,-30.63,-30.63,"71811,71812"
2022-03-21,1,1,0,0,True,False,False,False,1,-1039.26,-1039.25,"71822,71823"
2022-03-24,1,1,0,0,True,False,False,False,1,801.82,801.83,"71833,71834"
2022-03-31,1,1,0,0,True,False,False,False,1,930.25,930.26,"71848,71849"
2022-04-04,1,1,0,0,True,False,False,False,1,60.62,60.63,"71861,71862"
2022-04-06,1,1,0,0,True,False,False,False,0,0,0,"71872,71873"
2022-04-07,1,1,0,0,True,False,False,False,1,598.10,598.11,"71876,71877"
2022-04-13,1,1,0,0,True,False,False,False,1,1140.14,1140.14,"71887,71888"
2022-04-14,1,1,0,0,True,False,False,False,1,-1016.16,-1016.15,"71902,71903"
2022-04-21,0,1,1,1,True,True,True,True,1,-869.92,-869.92,"71913,71914"
2022-04-22,1,1,0,0,True,False,False,False,1,630.74,630.75,"71923,71924"
2022-04-25,1,1,0,0,True,False,False,False,1,580.11,580.11,"71938,71939"
2022-04-26,1,1,0,0,True,False,False,False,1,-1024.93,-1024.93,"71949,71950"
2022-04-27,0,1,1,1,True,True,True,True,0,0,0,"71960,71961"
2022-04-29,1,1,0,0,True,False,False,False,1,-16.61,-16.61,"71963,71964"
2022-05-02,1,1,0,0,True,False,False,False,1,-24.67,-24.66,"71976,71977"
2022-05-03,1,1,0,0,True,False,False,False,1,-1037.18,-1037.17,"71987,71988"
2022-05-04,1,1,0,0,True,False,False,False,1,134.13,134.14,"71998,71999"
2022-05-05,1,1,0,0,True,False,False,False,1,1657.51,1657.52,"72011,72012"
2022-05-06,1,1,0,0,True,False,False,False,1,-358.50,-358.50,"72026,72027"
2022-05-09,1,1,0,0,True,False,False,False,1,337.18,337.19,"72037,72038"
2022-05-11,1,1,0,0,True,False,False,False,1,-1030.49,-1030.49,"72053,72054"
2022-05-12,1,1,0,0,True,False,False,False,1,3438.87,3438.88,"72064,72065"
2022-05-18,1,1,0,0,True,False,False,False,1,1552.17,1552.17,"72082,72083"
2022-05-20,1,1,0,0,True,False,False,False,1,-1010.43,-1010.43,"72096,72097"
2022-05-24,1,1,0,0,True,False,False,False,1,315.47,315.47,"72107,72108"
2022-05-25,1,1,0,0,True,False,False,False,1,719.74,719.74,"72120,72121"
2022-05-26,1,1,0,0,True,False,False,False,1,641.74,641.75,"72131,72132"
2022-06-02,1,1,0,0,True,False,False,False,1,46.45,46.46,"72146,72147"
2022-06-06,1,1,0,0,True,False,False,False,1,-1029.83,-1029.82,"72157,72158"
2022-06-08,1,1,0,0,True,False,False,False,1,1372.67,1372.68,"72168,72169"
2022-06-09,1,1,0,0,True,False,False,False,1,948.26,948.27,"72186,72187"
2022-06-10,1,1,0,0,True,False,False,False,1,-16.21,-16.21,"72204,72205"
2022-06-13,1,1,0,0,True,False,False,False,1,-1020.59,-1020.58,"72218,72219"
2022-06-14,1,1,0,0,True,False,False,False,1,272.77,272.77,"72229,72230"
2022-06-15,1,1,0,0,True,False,False,False,1,484.69,484.69,"72240,72241"
2022-06-16,1,1,0,0,True,False,False,False,1,1891.68,1891.69,"72254,72255"
2022-06-21,1,1,0,0,True,False,False,False,1,3122.71,3122.72,"72272,72273"
2022-06-22,1,1,0,0,True,False,False,False,1,-1031.37,-1031.36,"72291,72292"
2022-06-24,1,1,0,0,True,False,False,False,1,-1015.28,-1015.28,"72302,72303"
2022-06-27,1,1,0,0,True,False,False,False,1,102.94,102.95,"72313,72314"
2022-06-29,1,1,0,0,True,False,False,False,1,-1047.26,-1047.25,"72324,72325"
2022-06-30,1,1,0,0,True,False,False,False,1,312.46,312.47,"72335,72336"
2022-07-04,1,1,0,0,True,False,False,False,1,343.40,343.40,"72350,72351"
2022-07-06,1,1,0,0,True,False,False,False,1,-1011.60,-1011.60,"72364,72365"
2022-07-07,1,1,0,0,True,False,False,False,1,-244.37,-244.37,"72375,72376"
2022-07-12,1,1,0,0,True,False,False,False,1,-1025.81,-1025.80,"72386,72387"
2022-07-14,1,1,0,0,True,False,False,False,1,1054.00,1054.00,"72397,72398"
2022-07-15,1,1,0,0,True,False,False,False,1,-1028.32,-1028.32,"72412,72413"
2022-07-18,1,1,0,0,True,False,False,False,1,-1024.66,-1024.66,"72423,72424"
2022-07-19,1,1,0,0,True,False,False,False,1,1861.93,1861.93,"72434,72435"
