cell_key,config,status,verdict,year,entry_days,gross_price_profit,lots_rt,maxdd,native_commission,native_report,native_report_sha256,net_costed_plan,net_native,score,summary,summary_sha256,trades
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c12,12,done,MEASURED,2022,54,15627.900000000001,219.97,8564.59,-1100.1199999999994,D:\QM\reports\work_items\1c2e2612-bf46-5420-873e-79bba722b3ae\QM5_41405\20260911_121047\raw\run_01\report.htm,0e98bb7d985a3e8a5735455cd1746a194c44ca6a629f19673a32bd289bc102c4,13427.93,14527.78,1.5678427105092012,D:\QM\reports\work_items\1c2e2612-bf46-5420-873e-79bba722b3ae\QM5_41405\20260911_121047\summary.json,0abccc932b80a77cbd805b5929301f9b0e336145f4a180e3284c65161d6950db,54
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c12,12,done,MEASURED,2023,83,12310.440000000006,367.0299999999999,9476.91,-1835.580000000001,D:\QM\reports\work_items\fe0d513f-8cd7-5a13-8540-14ca89da2199\QM5_41405\20260911_121450\raw\run_01\report.htm,c9569b6615b00a972ce10fc1cd0c1474f74d4078cdf578903365ae4d3e7ecf57,8639.710000000001,10474.86,0.9116589690099411,D:\QM\reports\work_items\fe0d513f-8cd7-5a13-8540-14ca89da2199\QM5_41405\20260911_121450\summary.json,14c33e9fdc454c489c2cd7e51cedf1593844a75e630245e432d3b1b724a7f9ca,83
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c12,12,done,MEASURED,2024,60,-7740.630000000003,261.5799999999999,16499.17,-1308.2200000000012,D:\QM\reports\work_items\9d620642-b62d-5bde-b3d9-5ff40745fa6f\QM5_41405\20260911_121819\raw\run_01\report.htm,4c60e9c2efef63c8f87106b5e5a52ac7c0ec40f45b0a839a5d3ffdb4af74546a,-10356.75,-9048.85,-0.6277133940677017,D:\QM\reports\work_items\9d620642-b62d-5bde-b3d9-5ff40745fa6f\QM5_41405\20260911_121819\summary.json,e0cd8ace83fcbe2409bda5201bf52c24b381d959119dca22e9ea1f6048e034cb,61
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c12,12,done,MEASURED,2025,62,20777.600000000006,208.13999999999996,5024.88,-1040.9999999999998,D:\QM\reports\work_items\62f5e0a1-9c2b-5202-a79b-9fd6d4143f5e\QM5_41405\20260911_122130\raw\run_01\report.htm,799424ddcc23ee5cafddd62f7f7c34ecffd2880ad52d9f343eb21003d08a2ddc,18695.899999999998,19736.6,3.720665966152425,D:\QM\reports\work_items\62f5e0a1-9c2b-5202-a79b-9fd6d4143f5e\QM5_41405\20260911_122130\summary.json,cf9b174d428fbc1383a1e097aba9e5299018124445747f7040b45d1af110d5c3,62
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c13,13,done,MEASURED,2019,200,-10576.199999999999,943.23,16217.86,-4717.3399999999965,D:\QM\reports\work_items\e4d34c2b-b13e-502d-9843-51d1e9d3f3cf\QM5_41405\20260911_122444\raw\run_01\report.htm,670542c4293ffa58e9c7c3a53b22be6f9649dd5d2a01e651b181b2cd073f8968,-20009.690000000002,-15293.54,-1.2338058165503958,D:\QM\reports\work_items\e4d34c2b-b13e-502d-9843-51d1e9d3f3cf\QM5_41405\20260911_122444\summary.json,127e48f76429c39d3ca1ef77a101fa72acdae01e14c1b118b9d345ed5c152076,202
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c13,13,done,MEASURED,2020,213,28088.870000000003,866.2900000000004,5593.52,-4332.539999999997,D:\QM\reports\work_items\444237c5-836f-5861-9821-93c5d3a7d11c\QM5_41405\20260911_122755\raw\run_01\report.htm,e3d75a0d4a94cadf88c4baf4320fa646d6cac7c90e1575a135f7bedd657776b8,19424.879999999997,23756.33,3.4727470358557753,D:\QM\reports\work_items\444237c5-836f-5861-9821-93c5d3a7d11c\QM5_41405\20260911_122755\summary.json,2a6e56053bb62ca74c4679e582884e40ea241f5760a0af5614bafcc685f684c5,213
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c13,13,done,MEASURED,2021,221,20065.640000000003,1090.2800000000009,9963.82,-5452.5800000000045,D:\QM\reports\work_items\a20c0a17-843f-54ee-b534-3df8375600fd\QM5_41405\20260911_123146\raw\run_01\report.htm,d97ca7a6c2393507684c2c4aa8f8587a02ff41d0f35c25ab8fb4535ed23d8324,9161.659999999996,14613.06,0.9194927246778842,D:\QM\reports\work_items\a20c0a17-843f-54ee-b534-3df8375600fd\QM5_41405\20260911_123146\summary.json,4f6c3442351338353aab05a2e466bfd16190772884e3dac1c91fb268a020aeda,222
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c13,13,done,MEASURED,2022,211,33498.139999999985,550.1600000000001,11310.31,-2751.820000000005,D:\QM\reports\work_items\9f7020d6-77ad-55d7-82fc-d823b4261827\QM5_41405\20260911_123503\raw\run_01\report.htm,6e1fa16680230e9cc3c510e545f5251df874d49967d9bf687d60b7737b077daf,27995.52,30746.32,2.4752212804069917,D:\QM\reports\work_items\9f7020d6-77ad-55d7-82fc-d823b4261827\QM5_41405\20260911_123503\summary.json,36eed6acb9077ac416399dab90f1594d5a145c351f3f7998cb8e54fbfbb184bf,211
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c13,13,done,MEASURED,2023,220,5019.690000000007,719.7600000000002,16954.67,-3600.0,D:\QM\reports\work_items\530c495c-65b6-5e2b-b8b1-5a0b28c07bec\QM5_41405\20260911_124014\raw\run_01\report.htm,c0f5203e8307f9966bff97d819a08e4f5d12fb07a5464e2e943dc1af68403a33,-2179.110000000001,1419.69,-0.12852565104481545,D:\QM\reports\work_items\530c495c-65b6-5e2b-b8b1-5a0b28c07bec\QM5_41405\20260911_124014\summary.json,8c4844a9755f0305ae46c1d6650cde3d5436ac37127c7ef3f75eadc26370ecf5,221
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c13,13,done,MEASURED,2024,212,-14883.869999999999,687.4699999999996,26542.08,-3438.4400000000005,D:\QM\reports\work_items\2226e080-8465-57f0-bf31-51356f19fa77\QM5_41405\20260911_124350\raw\run_01\report.htm,28600df6ff8c0f24577623f94f183f11c406c34ff06959ffab106c9460e4a3eb,-21745.32,-18307.97,-0.8192771629050926,D:\QM\reports\work_items\2226e080-8465-57f0-bf31-51356f19fa77\QM5_41405\20260911_124350\summary.json,ee69e87d5b05248053dd5fa7b6e28e0413302276c7b0a5e700690fe06f7ac3a6,214
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c13,13,done,MEASURED,2025,208,28126.600000000002,525.72,7006.89,-2629.6000000000013,D:\QM\reports\work_items\a13d47bd-e506-5b1d-ba28-c6ed8caf2ea5\QM5_41405\20260911_124717\raw\run_01\report.htm,5daf3a6d0f676ee12cb4d304b66e0fa19a99c868b69f395c16b063ca65158d29,22868.4,25497.0,3.2637018705873793,D:\QM\reports\work_items\a13d47bd-e506-5b1d-ba28-c6ed8caf2ea5\QM5_41405\20260911_124717\summary.json,a1576eba898e43862e54b49cf034615d5f9e71dd32e51413f3c8dd941ebc581a,208
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c14,14,done,MEASURED,2019,93,-9208.590000000002,488.2400000000001,13476.09,-2441.680000000001,D:\QM\reports\work_items\e70f2b66-dc40-5ca2-bcd9-c7387cff0bb6\QM5_41405\20260911_125131\raw\run_01\report.htm,6e066d8b13a9aa80ff4fb28799a5d37afb1ab9c2aef4cf181dd29b145eac33ef,-14091.470000000001,-11650.27,-1.0456645807500544,D:\QM\reports\work_items\e70f2b66-dc40-5ca2-bcd9-c7387cff0bb6\QM5_41405\20260911_125131\summary.json,0c21024cd0a3cbbe5bb96334efb06598f26b1d58a214e98cbc624d31c4ed2101,95
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c14,14,done,MEASURED,2020,84,18216.77,409.8300000000001,5041.62,-2049.5800000000017,D:\QM\reports\work_items\a33fb46f-71e5-5da0-911d-9b9e5c91ddfc\QM5_41405\20260911_125520\raw\run_01\report.htm,9d05cef6c0e18fff1060427e45f7f4dd128c06a52e145b696dee6acbfe41fa1f,14118.04,16167.19,2.8002983168108666,D:\QM\reports\work_items\a33fb46f-71e5-5da0-911d-9b9e5c91ddfc\QM5_41405\20260911_125520\summary.json,e56164019927de8e0199144cfc042236ab969aa4106c733aed5c226a804f91bb,84
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c14,14,done,MEASURED,2021,78,17197.84,429.54999999999995,7163.99,-2148.1400000000017,D:\QM\reports\work_items\e202b4b7-b2b0-549f-a8a2-6e56b227d994\QM5_41405\20260911_125932\raw\run_01\report.htm,557e5aa264c953503d8919d04b1d93ef729489978aa58a538d65934878d83a87,12901.95,15049.7,1.8009447249368022,D:\QM\reports\work_items\e202b4b7-b2b0-549f-a8a2-6e56b227d994\QM5_41405\20260911_125932\summary.json,cf813211835bd35b3ee84c85864299427c4207f58e15295d5d3325588de8cf81,78
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c14,14,done,MEASURED,2022,53,10980.269999999995,202.22,8902.33,-1011.3999999999997,D:\QM\reports\work_items\0b7a63bc-ac6d-5f13-9be6-6a51643f4198\QM5_41405\20260911_130356\raw\run_01\report.htm,29774753155d0a7aa220187151767a4022960959fe89c93206505b6fc9cb2331,8957.77,9968.87,1.006227583115881,D:\QM\reports\work_items\0b7a63bc-ac6d-5f13-9be6-6a51643f4198\QM5_41405\20260911_130356\summary.json,2caead48db801b27696cd6da0bf905fd23b5ed3f9bb0dc965c68d53b38c5d3d1,53
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c14,14,done,MEASURED,2023,85,10641.830000000002,353.11,10099.22,-1766.0200000000007,D:\QM\reports\work_items\cb3d2c92-158b-5e06-92ea-b14c7163a11c\QM5_41405\20260911_130803\raw\run_01\report.htm,7bc17381aca6082562799efbf39bc8346880f8bbad94b9cf433880496419ab3f,7110.259999999999,8875.81,0.7040405100591927,D:\QM\reports\work_items\cb3d2c92-158b-5e06-92ea-b14c7163a11c\QM5_41405\20260911_130803\summary.json,f4c68f009e14358cb051867271d8a187f9335bfd6b554a62a0cd0b25dbfede71,85
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c14,14,done,MEASURED,2024,60,6131.470000000003,248.53000000000006,10069.59,-1242.9400000000005,D:\QM\reports\work_items\49b5ab31-9ec5-563f-8e1f-d8f059d7854a\QM5_41405\20260911_131211\raw\run_01\report.htm,cbeceb828dcd1fa65bbf500fd40bc024715d45d334aae9e08ce8f5249638cfe5,3645.879999999999,4888.53,0.36206836623934036,D:\QM\reports\work_items\49b5ab31-9ec5-563f-8e1f-d8f059d7854a\QM5_41405\20260911_131211\summary.json,353cf534d6a79ac9b8fb6932f7c061d914642d635841fbe4d0a230b0aa934ac1,61
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c14,14,done,MEASURED,2025,62,20151.360000000004,198.2199999999999,4398.49,-991.3599999999997,D:\QM\reports\work_items\edba92ac-316c-520d-b02f-364c8ec28396\QM5_41405\20260911_131504\raw\run_01\report.htm,95873d0e87630492fa6c22bd208fb466eac50bf7613a043973160c76dbede94e,18168.9,19160.0,4.130713040156963,D:\QM\reports\work_items\edba92ac-316c-520d-b02f-364c8ec28396\QM5_41405\20260911_131504\summary.json,0faedaba31c5f176f65879b5bb4092db40e36f3aca3838f6259811c992df3d20,62
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c15,15,done,MEASURED,2019,195,-12663.160000000003,832.9699999999998,18482.05,-4165.920000000004,D:\QM\reports\work_items\4a54c577-f83f-5712-85bf-89b9ed636d43\QM5_41405\20260911_131917\raw\run_01\report.htm,f8698e94f0029176fa1e0edca138c2a384802c14363d853f82beb9a05f4f979b,-20993.93,-16829.08,-1.1359091659204472,D:\QM\reports\work_items\4a54c577-f83f-5712-85bf-89b9ed636d43\QM5_41405\20260911_131917\summary.json,70903f6d0259149976668c1b15cd47ec573828c5f928d97d39592d4636ad11d0,198
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c15,15,done,MEASURED,2020,208,22857.089999999986,774.8900000000001,7054.03,-3875.520000000004,D:\QM\reports\work_items\a5a637c0-8896-5101-b1f0-596dd2e1266a\QM5_41405\20260911_132318\raw\run_01\report.htm,6628d86532afc010241decd2cd68f7705400d1efeeffe28eff14108dd379a8de,15107.119999999999,18981.57,2.1416296783540756,D:\QM\reports\work_items\a5a637c0-8896-5101-b1f0-596dd2e1266a\QM5_41405\20260911_132318\summary.json,53c21a14d9088dcba1c89c00dfea097514da58bb15c6e4792453bafcdb2697ad,208
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c15,15,done,MEASURED,2021,218,14517.26999999999,980.6100000000005,13520.91,-4904.079999999996,D:\QM\reports\work_items\6d6a9032-720a-5116-b7be-95f04d21ad5a\QM5_41405\20260911_132723\raw\run_01\report.htm,82373deca5236e2765074de63c4eeb8baf970dc77d463294359c5505d33d4faa,4710.1399999999985,9613.19,0.3483596888079278,D:\QM\reports\work_items\6d6a9032-720a-5116-b7be-95f04d21ad5a\QM5_41405\20260911_132723\summary.json,7fcb2594969a2e3d274fcc2234e171483557212cf02491ad40527f6dc1e92cef,219
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c15,15,done,MEASURED,2022,205,28971.04000000002,509.6500000000001,10868.19,-2549.3000000000034,D:\QM\reports\work_items\d5b90cbe-4c3f-50c8-9ed1-3c0201e57044\QM5_41405\20260911_133036\raw\run_01\report.htm,01fb032b78a05a26b67240164a25bc0f115e3981a67a31aaa083a77db37a9c8a,23873.49,26421.74,2.196638998766124,D:\QM\reports\work_items\d5b90cbe-4c3f-50c8-9ed1-3c0201e57044\QM5_41405\20260911_133036\summary.json,ada17acafb9ac0f50fe723cd2a645aac6a2dc3cbf2e389dfebb3de195312736f,205
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c15,15,done,MEASURED,2023,223,3789.3599999999947,698.3700000000003,20004.12,-3493.060000000005,D:\QM\reports\work_items\20e61143-cafd-5af5-95fd-4ba739450b40\QM5_41405\20260911_133448\raw\run_01\report.htm,89078d0a47df46a02bdf75eef11c64c3d8281064e2cbf3aa980f91dade4aba63,-3195.5500000000015,296.3,-0.15974459261392163,D:\QM\reports\work_items\20e61143-cafd-5af5-95fd-4ba739450b40\QM5_41405\20260911_133448\summary.json,9f5fa4cc071f2b9c10b5da528d081e97567819932ce2c39e9360c134295ad6da,224
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c15,15,done,MEASURED,2024,211,-1314.8999999999967,648.5200000000004,16852.08,-3243.620000000006,D:\QM\reports\work_items\f0cf3c9e-fddf-5ae1-addb-ecefda5340b7\QM5_41405\20260911_133834\raw\run_01\report.htm,34a8bed437fdedcc2e28cdbc661bc8123155b05f135bdf090008b86a65fa6bb9,-7787.320000000002,-4544.72,-0.46209844719464904,D:\QM\reports\work_items\f0cf3c9e-fddf-5ae1-addb-ecefda5340b7\QM5_41405\20260911_133834\summary.json,80eac07e4d866659deae8a20a83ec23b1c46becff4d6b863115dabc90748d2f0,213
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c15,15,done,MEASURED,2025,209,27480.96000000002,507.6700000000002,7603.94,-2539.380000000001,D:\QM\reports\work_items\b28d3f23-fef6-5668-9d8a-cfbcac063347\QM5_41405\20260911_134332\raw\run_01\report.htm,e12fd9e67295162832aaf25a04e07b61c0ed40830790015917658b084c4ce3f0,22403.23,24941.58,2.9462660147239457,D:\QM\reports\work_items\b28d3f23-fef6-5668-9d8a-cfbcac063347\QM5_41405\20260911_134332\summary.json,4a20c6aad91dd66b6cabce2115b45652145437a9a69c92923e761d371b3a72ae,209
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c16,16,done,MEASURED,2019,97,-7298.199999999999,585.1299999999999,15988.69,-2926.2000000000003,D:\QM\reports\work_items\26e17d6b-970e-5e1d-a748-a0832f9b0d86\QM5_41405\20260911_134730\raw\run_01\report.htm,dbed33cdb916f3eea048739ec471e97ac636523c9fd936a5acb3b70618995c34,-13150.05,-10224.4,-0.8224595010598116,D:\QM\reports\work_items\26e17d6b-970e-5e1d-a748-a0832f9b0d86\QM5_41405\20260911_134730\summary.json,fbe80ee5a0d4cf60e3066ca048d26f1358ecc780787b2e2f130a67ecd2983079,98
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c16,16,done,MEASURED,2020,81,20431.689999999984,454.6200000000001,5049.1,-2273.44,D:\QM\reports\work_items\43cfc9ab-3858-5efa-9838-1ca1d69f84cb\QM5_41405\20260911_134951\raw\run_01\report.htm,40dab3e1ebf5a8a3d62e33d47854ace18263847f2ea35bcebc2bf4d42ea8fba0,15885.15,18158.25,3.1461349547444097,D:\QM\reports\work_items\43cfc9ab-3858-5efa-9838-1ca1d69f84cb\QM5_41405\20260911_134951\summary.json,3c69b8a865bd19aeaf8ec5302dd9f0ac29622f49c9d948e790622738c223d6b1,81
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c16,16,done,MEASURED,2021,67,20696.950000000004,420.27,6976.31,-2101.7200000000016,D:\QM\reports\work_items\329a3ca7-1489-5165-b470-5c262b27319f\QM5_41405\20260911_135228\raw\run_01\report.htm,93c4acd1720f728d65a1ed838da6300adb3e7424afb723ae9004d223477391ac,16493.88,18595.23,2.364269936399042,D:\QM\reports\work_items\329a3ca7-1489-5165-b470-5c262b27319f\QM5_41405\20260911_135228\summary.json,6be74a2ec09d15307b8aa4c525e4aa715a2a7d24bdd0945b3161cfb0240e3680,67
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c16,16,done,MEASURED,2022,53,15921.850000000002,209.59000000000003,8564.59,-1048.259999999999,D:\QM\reports\work_items\859d03c7-23b9-5293-9e94-9b7792374c69\QM5_41405\20260911_135501\raw\run_01\report.htm,56275d60602e6acf9b7219c87308cc9960023f8cad22578be4265e4b3c2affc7,13825.64,14873.59,1.6142792591355803,D:\QM\reports\work_items\859d03c7-23b9-5293-9e94-9b7792374c69\QM5_41405\20260911_135501\summary.json,7986ac104dfe64e07466078c7c7f705afce2ede0dace88a3a24efe100cacac01,53
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c16,16,done,MEASURED,2023,82,13543.41,372.60999999999996,9052.32,-1863.4800000000007,D:\QM\reports\work_items\a91f7ed9-8f20-5659-8bce-6d93943ec48a\QM5_41405\20260911_135803\raw\run_01\report.htm,637f7d628f787d64808818e028324c289287756009420a7daed414465af9a68a,9816.880000000001,11679.93,1.0844601163016776,D:\QM\reports\work_items\a91f7ed9-8f20-5659-8bce-6d93943ec48a\QM5_41405\20260911_135803\summary.json,17b4ce0748515abec0410f9e5aac29e5148929c2e9395555a9049be34d991066,82
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c16,16,done,MEASURED,2024,59,1362.6299999999987,268.56999999999994,13710.38,-1343.1,D:\QM\reports\work_items\67b143e6-2d64-5ce3-8576-e0c8bc305712\QM5_41405\20260911_140024\raw\run_01\report.htm,60f32ab74aee07b8c3684e3729a972abfc90df0827a9f85993565f83b3486b00,-1323.3199999999997,19.53,-0.09651957130291063,D:\QM\reports\work_items\67b143e6-2d64-5ce3-8576-e0c8bc305712\QM5_41405\20260911_140024\summary.json,2bb9fccc9fe8f1ccad3eb63e15d77bc51c4f76fe2b95bc3a2b9597e17835d1f5,60
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c16,16,done,MEASURED,2025,59,22115.44,199.04999999999993,5178.51,-995.5199999999995,D:\QM\reports\work_items\8e5292d3-316a-5bce-a482-05059a0ab4f6\QM5_41405\20260911_140312\raw\run_01\report.htm,804f8a8571f811ab71c12de36b41f35c51e76f5f8c4023ed1ac6c54e1b84dc35,20124.67,21119.92,3.8861892706589343,D:\QM\reports\work_items\8e5292d3-316a-5bce-a482-05059a0ab4f6\QM5_41405\20260911_140312\summary.json,14281ed4ccfc27c780293098ed8c9c89d848a516cc929fe65c689346cfccc8ff,59
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c17,17,done,MEASURED,2019,218,-7982.119999999998,1052.1500000000005,17778.97,-5261.999999999999,D:\QM\reports\work_items\6fe660d4-e23e-55d2-a688-25652e5eec43\QM5_41405\20260911_140553\raw\run_01\report.htm,e411a5fcef9bb142409ad7a8fe4ca5c5f9286176a3b73523e0150095abe175df,-18504.870000000003,-13244.12,-1.040829136896007,D:\QM\reports\work_items\6fe660d4-e23e-55d2-a688-25652e5eec43\QM5_41405\20260911_140553\summary.json,231956882ce946e598a4fc0ced2265c3240a982f8378d9edbf583437efb5a5b7,220
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c17,17,done,MEASURED,2020,237,34452.999999999985,978.2400000000005,6118.27,-4892.4,D:\QM\reports\work_items\8d26c553-96ee-5cfd-9440-27f3b855b531\QM5_41405\20260911_140850\raw\run_01\report.htm,b0b2140cab3d314c632fd83e5a9ee92d2b83bacfda5b9165569db3e3b0ef1dd9,24669.399999999994,29560.6,4.032087501859184,D:\QM\reports\work_items\8d26c553-96ee-5cfd-9440-27f3b855b531\QM5_41405\20260911_140850\summary.json,1f481e6887c2d731b0df4c280d1f0c3e56ef0993e1ff9cb3a1b8ad848de12897,237
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c17,17,done,MEASURED,2021,241,21172.780000000002,1166.8900000000006,10167.5,-5835.720000000006,D:\QM\reports\work_items\ef690fb5-d858-5dca-9d21-4bdc06c24558\QM5_41405\20260911_141202\raw\run_01\report.htm,1786f0f4fc245d0c2558de0ce3b9226187598cf1debb8cd8bb248c30ab325bfc,9502.609999999997,15337.06,0.9346063437423159,D:\QM\reports\work_items\ef690fb5-d858-5dca-9d21-4bdc06c24558\QM5_41405\20260911_141202\summary.json,b0c9dffc3b428fabe339f11a69fb723775085f0638f5649dd97c3a4a1c93a824,242
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c17,17,done,MEASURED,2022,231,34909.92999999998,611.2900000000002,11310.31,-3057.580000000002,D:\QM\reports\work_items\5d9ec588-b957-57a2-8a2c-2d691f3ed8e4\QM5_41405\20260911_141500\raw\run_01\report.htm,168b73cbb21fb94a9fa977d813ddc9af64a66620e7084a357bf6c1f4fc6b8476,28795.899999999998,31852.35,2.5459868031910706,D:\QM\reports\work_items\5d9ec588-b957-57a2-8a2c-2d691f3ed8e4\QM5_41405\20260911_141500\summary.json,1b9ef47a36d3a8eac62fe801f0f5aaf8792b8ceb15b1b0fc1b827a36a23471c7,231
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c17,17,done,MEASURED,2023,237,6199.950000000001,761.25,16907.96,-3807.540000000001,D:\QM\reports\work_items\5e9a5208-80f9-52ec-b4e2-68da02d0aa09\QM5_41405\20260911_141835\raw\run_01\report.htm,af11f8b93f4b6fbda6f73f086f10ba6994fd833743f999931134f535646bdb7f,-1413.8400000000001,2392.41,-0.08361978618354907,D:\QM\reports\work_items\5e9a5208-80f9-52ec-b4e2-68da02d0aa09\QM5_41405\20260911_141835\summary.json,d23c3f327d0549829ea61280b19cf3db7eb6cd641d6c0834c33a0ec66a1b3aff,239
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c17,17,done,MEASURED,2024,231,-212.49000000000183,742.1199999999998,22306.38,-3711.7200000000003,D:\QM\reports\work_items\00ed530f-91a8-534b-a93e-1094efb42f65\QM5_41405\20260911_142125\raw\run_01\report.htm,edf93493586cf15b4d87fc7208efa614b1be709998ac35000854293d28655ab0,-7620.859999999999,-3910.26,-0.341644856762953,D:\QM\reports\work_items\00ed530f-91a8-534b-a93e-1094efb42f65\QM5_41405\20260911_142125\summary.json,55059032c443b25b8e8488fd8b7dcec3edb208c3088a46e6540ccf8701f4d7c9,233
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c17,17,done,MEASURED,2025,228,30563.51999999999,569.2700000000002,7370.62,-2847.400000000002,D:\QM\reports\work_items\2d4b792a-670d-56f0-ac76-3c44657ef54a\QM5_41405\20260911_142440\raw\run_01\report.htm,0accdc3021c80befaa7f789cc80cd9fa576d3129411055adf98d11f49f4f1bba,24869.769999999997,27716.12,3.3741761208690715,D:\QM\reports\work_items\2d4b792a-670d-56f0-ac76-3c44657ef54a\QM5_41405\20260911_142440\summary.json,e8db4f03cc75eeb423e0650b9418a6d39d8368ed6555a95bd5753c0d02d87c9e,228
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c18,18,done,MEASURED,2019,94,-7823.790000000004,507.4300000000001,15190.94,-2537.640000000002,D:\QM\reports\work_items\78ce460b-ddb7-5053-a492-8e01de8d72e8\QM5_41405\20260911_142753\raw\run_01\report.htm,32d2221deab12bb791bb24d4b3be2267c7a7050594ba9adf0d19d93441e2b12a,-12898.580000000002,-10361.43,-0.8490968959129588,D:\QM\reports\work_items\78ce460b-ddb7-5053-a492-8e01de8d72e8\QM5_41405\20260911_142753\summary.json,59fe8c21de31f43006df7ab2540f2ed4e6fc16206fe54c77bdc9e95ff6eaad5c,96
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c18,18,done,MEASURED,2020,80,11670.540000000003,400.6300000000001,5041.62,-2003.580000000001,D:\QM\reports\work_items\802495e0-9b7c-5e88-b65d-6b8189beed5f\QM5_41405\20260911_143010\raw\run_01\report.htm,493e2b4aac751d9b61ae0a102ab149df7cbaddfb6736a3e76f792d2124a57599,7663.809999999999,9666.96,1.520108615881403,D:\QM\reports\work_items\802495e0-9b7c-5e88-b65d-6b8189beed5f\QM5_41405\20260911_143010\summary.json,0133d9a3b528b11af40d49c180b73cc526dfad4784553c2edb0ead634b4a7e0f,80
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c18,18,done,MEASURED,2021,66,18761.030000000006,369.24999999999994,7259.12,-1846.56,D:\QM\reports\work_items\7ab10eae-55bd-51ef-bf54-1c83a7463857\QM5_41405\20260911_143258\raw\run_01\report.htm,0c67f42b8676f3cf1fea525e3ae16a6c62fc0b4adcc70e5871507b795e24642a,15068.220000000001,16914.47,2.0757640044523304,D:\QM\reports\work_items\7ab10eae-55bd-51ef-bf54-1c83a7463857\QM5_41405\20260911_143258\summary.json,a4fd8ffd2ff58a2a56c0e73150000caf50094c21e5dc3fd9b8f6ae3624201827,66
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c18,18,done,MEASURED,2022,53,13163.659999999996,195.12,8902.33,-975.9199999999998,D:\QM\reports\work_items\9ad0dd8b-20e7-5ce8-972b-ed833399c9ca\QM5_41405\20260911_143506\raw\run_01\report.htm,6c1e4017a279bcf3c971360a9e5eebcad72e334f279f71b8eac1f3ae4879f413,11212.14,12187.74,1.259461287101242,D:\QM\reports\work_items\9ad0dd8b-20e7-5ce8-972b-ed833399c9ca\QM5_41405\20260911_143506\summary.json,45c4301e9a17695d49f9a904161a366f8a41e5b4adba308e401bd6ee3b37d184,53
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c18,18,done,MEASURED,2023,84,7405.829999999997,358.18,9492.04,-1791.3400000000004,D:\QM\reports\work_items\1af0cd2f-c2a8-5b18-a634-1dd1a2574646\QM5_41405\20260911_143754\raw\run_01\report.htm,3f4cf46f0d2f409a4a0219add930efb0b084970d981d9f59e49654b927151022,3823.5899999999997,5614.49,0.40282067922174786,D:\QM\reports\work_items\1af0cd2f-c2a8-5b18-a634-1dd1a2574646\QM5_41405\20260911_143754\summary.json,9da3a6493c50f10b9a1afa1b7cef0063f94ddf42d113225b417cd99a25c851e3,84
