cell_key,year,arm,config,status,verdict,evidence_path
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c17,2023,c17,17,done,MEASURED,D:\QM\reports\work_items\5e9a5208-80f9-52ec-b4e2-68da02d0aa09\QM5_41405\20260911_141835\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c17,2024,c17,17,done,MEASURED,D:\QM\reports\work_items\00ed530f-91a8-534b-a93e-1094efb42f65\QM5_41405\20260911_142125\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c17,2025,c17,17,done,MEASURED,D:\QM\reports\work_items\2d4b792a-670d-56f0-ac76-3c44657ef54a\QM5_41405\20260911_142440\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c18,2019,c18,18,done,MEASURED,D:\QM\reports\work_items\78ce460b-ddb7-5053-a492-8e01de8d72e8\QM5_41405\20260911_142753\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c18,2020,c18,18,done,MEASURED,D:\QM\reports\work_items\802495e0-9b7c-5e88-b65d-6b8189beed5f\QM5_41405\20260911_143010\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c18,2021,c18,18,done,MEASURED,D:\QM\reports\work_items\7ab10eae-55bd-51ef-bf54-1c83a7463857\QM5_41405\20260911_143258\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c18,2022,c18,18,done,MEASURED,D:\QM\reports\work_items\9ad0dd8b-20e7-5ce8-972b-ed833399c9ca\QM5_41405\20260911_143506\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c18,2023,c18,18,done,MEASURED,D:\QM\reports\work_items\1af0cd2f-c2a8-5b18-a634-1dd1a2574646\QM5_41405\20260911_143754\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c18,2024,c18,18,done,MEASURED,D:\QM\reports\work_items\d5366d9e-c1b9-557c-bf5d-da3acc3ccebf\QM5_41405\20260911_144015\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c18,2025,c18,18,done,MEASURED,D:\QM\reports\work_items\45ed48d7-9454-5819-93d9-6b0916384ba8\QM5_41405\20260911_144246\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c19,2019,c19,19,done,MEASURED,D:\QM\reports\work_items\e5d39de6-242e-5a9c-b0ae-8fadbc637767\QM5_41405\20260911_144703\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c19,2020,c19,19,done,MEASURED,D:\QM\reports\work_items\b2a057f0-09a7-5838-a607-2c663d29dc81\QM5_41405\20260911_144931\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c19,2021,c19,19,done,MEASURED,D:\QM\reports\work_items\0264d3c0-3c3e-5247-85a9-cb7ff4485e21\QM5_41405\20260911_145228\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c19,2022,c19,19,done,MEASURED,D:\QM\reports\work_items\27348405-a38c-5abb-99ea-90f9dd48c480\QM5_41405\20260911_145448\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c19,2023,c19,19,done,MEASURED,D:\QM\reports\work_items\bfcd748f-d014-5587-8c53-58722f606cf8\QM5_41405\20260911_145715\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c19,2024,c19,19,done,MEASURED,D:\QM\reports\work_items\ebcd1ab3-70f7-5a7a-b421-ae0870ee61c9\QM5_41405\20260911_145944\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c19,2025,c19,19,done,MEASURED,D:\QM\reports\work_items\a1574b60-fc3e-52cf-92de-50b9a21678a9\QM5_41405\20260911_150223\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c20,2019,c20,20,done,MEASURED,D:\QM\reports\work_items\7881cf21-5761-5528-957d-7fe63a2a4a0a\QM5_41405\20260911_150455\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c20,2020,c20,20,done,MEASURED,D:\QM\reports\work_items\fe4f4534-0696-5586-8315-857f912fd7da\QM5_41405\20260911_150708\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c20,2021,c20,20,done,MEASURED,D:\QM\reports\work_items\2c24dc5c-e9db-5673-acd0-453cf5802eb3\QM5_41405\20260911_150943\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c20,2022,c20,20,done,MEASURED,D:\QM\reports\work_items\3eaa1371-f635-5e11-a0ba-1b0564fbabd4\QM5_41405\20260911_151226\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c20,2023,c20,20,done,MEASURED,D:\QM\reports\work_items\c28f6c85-dd23-569d-b0e3-3a23c8684f08\QM5_41405\20260911_151805\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c20,2024,c20,20,done,MEASURED,D:\QM\reports\work_items\76f42819-7d4a-5a7d-aebe-413c47842154\QM5_41405\20260911_152031\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c20,2025,c20,20,done,MEASURED,D:\QM\reports\work_items\ddcf9ba0-65d6-5840-b86d-6ff782a0f290\QM5_41405\20260911_152300\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c21,2019,c21,21,done,MEASURED,D:\QM\reports\work_items\b48cb202-dd01-5554-b9b4-5fb0d0268e9f\QM5_41405\20260911_152643\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c21,2020,c21,21,done,MEASURED,D:\QM\reports\work_items\79188ecb-f898-5668-860e-17800a4af66c\QM5_41405\20260911_152935\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c21,2021,c21,21,done,MEASURED,D:\QM\reports\work_items\feec8f8e-dfdf-5dd2-a756-7955344f3a8d\QM5_41405\20260911_153242\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c21,2022,c21,21,done,MEASURED,D:\QM\reports\work_items\92974bd3-a128-5c18-9670-11aac7ac80c2\QM5_41405\20260911_153500\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c21,2023,c21,21,done,MEASURED,D:\QM\reports\work_items\d212cfa8-0819-589f-821c-c9a2f5509516\QM5_41405\20260911_153733\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c21,2024,c21,21,done,MEASURED,D:\QM\reports\work_items\6e89fb93-04fc-5324-bcaf-137a86036e1f\QM5_41405\20260911_153954\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c21,2025,c21,21,done,MEASURED,D:\QM\reports\work_items\3074d2fa-402d-5682-8d27-cef03044c729\QM5_41405\20260911_154258\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c22,2019,c22,22,done,MEASURED,D:\QM\reports\work_items\0b093269-9fce-591a-b2b6-b24fce0a1a7a\QM5_41405\20260911_154538\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c22,2020,c22,22,done,MEASURED,D:\QM\reports\work_items\ce0348d1-e28b-5d13-9bd4-69e8a5e4d6c0\QM5_41405\20260911_154759\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c22,2021,c22,22,done,MEASURED,D:\QM\reports\work_items\6600be86-1d1d-5f8c-b954-f11d0a5bebf5\QM5_41405\20260911_154955\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c22,2022,c22,22,done,MEASURED,D:\QM\reports\work_items\5c7aea75-d71c-5a2c-9f53-15ae321817c3\QM5_41405\20260911_155342\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c22,2023,c22,22,done,MEASURED,D:\QM\reports\work_items\98da079a-35ed-58ae-a8cd-c294ed6528c9\QM5_41405\20260911_155657\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c22,2024,c22,22,done,MEASURED,D:\QM\reports\work_items\7c7367fe-0fa0-5a5f-a254-6cf450cfbb01\QM5_41405\20260911_160049\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c22,2025,c22,22,done,MEASURED,D:\QM\reports\work_items\20d9e4c8-2fb3-5499-bb1b-dc93e0e50fca\QM5_41405\20260911_160331\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c23,2019,c23,23,done,MEASURED,D:\QM\reports\work_items\ad4b8467-c8eb-54da-bb5c-8067690675ba\QM5_41405\20260911_160654\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c23,2020,c23,23,done,MEASURED,D:\QM\reports\work_items\086a8dab-7bba-5e7d-b72b-abd9bbc9c69d\QM5_41405\20260911_160923\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c23,2021,c23,23,done,MEASURED,D:\QM\reports\work_items\291f93e4-f8a3-5e4c-9104-0c261ae9b1f6\QM5_41405\20260911_161230\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c23,2022,c23,23,done,MEASURED,D:\QM\reports\work_items\49585f7f-9fcf-5231-9fa5-35832a096ae6\QM5_41405\20260911_161441\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c23,2023,c23,23,done,MEASURED,D:\QM\reports\work_items\f6cb19d7-97d6-5d85-9193-213c3f1516ae\QM5_41405\20260911_161736\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c23,2024,c23,23,done,MEASURED,D:\QM\reports\work_items\572cfeb1-3a5d-53ef-9411-1161331f0875\QM5_41405\20260911_162130\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c23,2025,c23,23,done,MEASURED,D:\QM\reports\work_items\6c7a0a55-1dd0-528e-8fe9-6ee5ed3f6340\QM5_41405\20260911_162412\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c24,2019,c24,24,done,MEASURED,D:\QM\reports\work_items\115c026d-0b36-5cfe-8a80-fbce5aa01be8\QM5_41405\20260911_162741\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c24,2020,c24,24,done,MEASURED,D:\QM\reports\work_items\8b8e2068-fbfa-571b-9c00-6fce55dd6aa9\QM5_41405\20260911_162948\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c24,2021,c24,24,done,MEASURED,D:\QM\reports\work_items\e7c23e54-4f6b-575e-a078-8a906a726707\QM5_41405\20260911_163231\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c24,2022,c24,24,done,MEASURED,D:\QM\reports\work_items\c73f8149-4c25-58e0-a94e-b81a338d6d85\QM5_41405\20260911_163441\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c24,2023,c24,24,done,MEASURED,D:\QM\reports\work_items\d8b2830b-9eb3-5fd2-96f8-6d0e504e04a7\QM5_41405\20260911_163706\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c24,2024,c24,24,done,MEASURED,D:\QM\reports\work_items\7d2ee8fd-2cde-5708-9e59-343c0053e8a5\QM5_41405\20260911_163945\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c24,2025,c24,24,done,MEASURED,D:\QM\reports\work_items\edeea41d-9695-5c61-9f9c-eaaef30cb106\QM5_41405\20260911_164235\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c25,2019,c25,25,done,MEASURED,D:\QM\reports\work_items\9175cc9b-21c8-5d1f-8fb3-c2e4f9001b74\QM5_41405\20260911_164453\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c25,2020,c25,25,done,MEASURED,D:\QM\reports\work_items\8d5098d5-4585-5c1c-ae4d-35a5258b58c8\QM5_41405\20260911_164847\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c25,2021,c25,25,done,MEASURED,D:\QM\reports\work_items\1a815d01-dde5-5bae-b65c-b4c927e3cd11\QM5_41405\20260911_165218\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c25,2022,c25,25,done,MEASURED,D:\QM\reports\work_items\1821cf5b-e6c9-5401-b8d5-47d5cf6a227c\QM5_41405\20260911_165500\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c25,2023,c25,25,done,MEASURED,D:\QM\reports\work_items\f3ea8989-1420-5e8e-8cc5-2460841d36ab\QM5_41405\20260911_165707\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c25,2024,c25,25,done,MEASURED,D:\QM\reports\work_items\dd1db7c2-dfe5-520e-bb95-dd4c5327519f\QM5_41405\20260911_165930\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c25,2025,c25,25,done,MEASURED,D:\QM\reports\work_items\fc424ead-fdef-5644-8146-b05102850dfa\QM5_41405\20260911_170335\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c26,2019,c26,26,done,MEASURED,D:\QM\reports\work_items\99fa6718-642f-5683-a7d6-c49f361c77a2\QM5_41405\20260911_170657\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c26,2020,c26,26,done,MEASURED,D:\QM\reports\work_items\8c7646f4-775d-5504-b201-654d5a1344d3\QM5_41405\20260911_171021\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c26,2021,c26,26,done,MEASURED,D:\QM\reports\work_items\e9b46ddf-0bcc-52cd-9e1b-fd72b8d3c5b4\QM5_41405\20260911_171227\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c26,2022,c26,26,done,MEASURED,D:\QM\reports\work_items\892461fc-142b-5d41-bc52-75c451a65626\QM5_41405\20260911_171437\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c26,2023,c26,26,done,MEASURED,D:\QM\reports\work_items\f7ee33fa-2e2e-5274-9469-aa17f3479e01\QM5_41405\20260911_171813\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c26,2024,c26,26,done,MEASURED,D:\QM\reports\work_items\41fe29f8-0181-5598-a594-a5b8921c1530\QM5_41405\20260911_172116\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c26,2025,c26,26,done,MEASURED,D:\QM\reports\work_items\9577ae2a-62f5-5851-bc77-a7c38715cc5a\QM5_41405\20260911_172433\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c27,2019,c27,27,done,MEASURED,D:\QM\reports\work_items\5257d0fa-cd7a-53b3-bcde-fba8e3ccdfd2\QM5_41405\20260911_172722\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c27,2020,c27,27,done,MEASURED,D:\QM\reports\work_items\a6d041b1-61b3-5d2c-9153-09acfe9cacb4\QM5_41405\20260911_173126\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c27,2021,c27,27,done,MEASURED,D:\QM\reports\work_items\746e2c57-168a-5db3-b811-ca3eb1798db0\QM5_41405\20260911_173409\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c27,2022,c27,27,done,MEASURED,D:\QM\reports\work_items\6d7ad87d-f5e8-57b5-86c0-922f0509ee2c\QM5_41405\20260911_173615\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c27,2023,c27,27,done,MEASURED,D:\QM\reports\work_items\fdb3fb25-f1a8-50a2-bd42-ea2503fc8418\QM5_41405\20260911_173932\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c27,2024,c27,27,done,MEASURED,D:\QM\reports\work_items\213798b9-10fe-551b-bc53-23b3fd395fd6\QM5_41405\20260911_174207\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c27,2025,c27,27,done,MEASURED,D:\QM\reports\work_items\ad1acd60-6d3c-5803-93bc-f2e94eda766b\QM5_41405\20260911_174441\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c28,2019,c28,28,done,MEASURED,D:\QM\reports\work_items\cc81bfff-e8ae-5572-bf80-238bd24f8d5e\QM5_41405\20260911_174747\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c28,2020,c28,28,done,MEASURED,D:\QM\reports\work_items\9c1e4ba1-600a-57e1-9a71-68fd6a5249d9\QM5_41405\20260911_174942\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c28,2021,c28,28,done,MEASURED,D:\QM\reports\work_items\8a8ef9fa-d377-528b-9bd8-6c46f47b321a\QM5_41405\20260911_175220\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c28,2022,c28,28,done,MEASURED,D:\QM\reports\work_items\fbf27daa-33df-5814-b08c-90044f969bb7\QM5_41405\20260911_175452\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c28,2023,c28,28,done,MEASURED,D:\QM\reports\work_items\337c0970-22a8-5f26-9d4a-625459fe5654\QM5_41405\20260911_175715\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c28,2024,c28,28,done,MEASURED,D:\QM\reports\work_items\e66c00ad-41d4-5efb-85a4-2ca9df8977c3\QM5_41405\20260911_175939\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c28,2025,c28,28,done,MEASURED,D:\QM\reports\work_items\98f05aec-a629-5192-9b0c-09895139d425\QM5_41405\20260911_180222\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c29,2019,c29,29,done,MEASURED,D:\QM\reports\work_items\42d20283-be06-5d05-9152-75357fc6789b\QM5_41405\20260911_180451\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c29,2020,c29,29,done,MEASURED,D:\QM\reports\work_items\c7f23005-ed44-5a22-bc23-07de7a5efee9\QM5_41405\20260911_180715\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c29,2021,c29,29,done,MEASURED,D:\QM\reports\work_items\b3cef56c-d34d-519a-a013-6fb2d26c3b39\QM5_41405\20260911_180958\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c29,2022,c29,29,done,MEASURED,D:\QM\reports\work_items\e11dfaed-2615-5cfd-8d90-34c8183201ec\QM5_41405\20260911_181226\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c29,2023,c29,29,done,MEASURED,D:\QM\reports\work_items\a8bf0f99-4713-5684-be34-93fd8e0d3c4c\QM5_41405\20260911_181504\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c29,2024,c29,29,done,MEASURED,D:\QM\reports\work_items\1e37e84a-648d-5311-b20c-04b9d722293e\QM5_41405\20260911_181734\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c29,2025,c29,29,done,MEASURED,D:\QM\reports\work_items\42b1d3cb-3405-5c87-9b28-f8ad1fff3192\QM5_41405\20260911_182007\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c30,2019,c30,30,done,MEASURED,D:\QM\reports\work_items\5acf16d1-7ea3-592b-9895-b9f586d98e40\QM5_41405\20260911_182254\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c30,2020,c30,30,done,MEASURED,D:\QM\reports\work_items\975dd904-4667-5b6a-8d5f-67e40cedef8a\QM5_41405\20260911_182500\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c30,2021,c30,30,done,MEASURED,D:\QM\reports\work_items\50cf69d0-f823-5db2-b5e3-57995f925eae\QM5_41405\20260911_182728\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c30,2022,c30,30,done,MEASURED,D:\QM\reports\work_items\03b13350-8fea-5b25-a6dc-ebce4631a91b\QM5_41405\20260911_182938\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c30,2023,c30,30,done,MEASURED,D:\QM\reports\work_items\bafefe28-3d53-5ca1-b633-ea381a4f8c66\QM5_41405\20260911_183203\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c30,2024,c30,30,done,MEASURED,D:\QM\reports\work_items\93ebdb08-d5f3-5e72-950e-15fe9203af23\QM5_41405\20260911_183416\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c30,2025,c30,30,done,MEASURED,D:\QM\reports\work_items\c76b6f2a-b777-5722-8a9d-6e05998e1570\QM5_41405\20260911_183617\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c31,2019,c31,31,done,MEASURED,D:\QM\reports\work_items\adda4f5d-2893-5c9b-bf9b-483756d80e07\QM5_41405\20260911_183929\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c31,2020,c31,31,done,MEASURED,D:\QM\reports\work_items\8b29ddfc-53aa-58ac-afa8-8cc603f48dcc\QM5_41405\20260911_184142\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c31,2021,c31,31,done,MEASURED,D:\QM\reports\work_items\43ca51ae-afa5-58a7-8e10-4aa401be7242\QM5_41405\20260911_184356\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c31,2022,c31,31,done,MEASURED,D:\QM\reports\work_items\b253003b-8dba-5a22-a036-7e82135d1587\QM5_41405\20260911_184605\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c31,2023,c31,31,done,MEASURED,D:\QM\reports\work_items\692483a1-6b9e-5208-a911-ea4860b0af3d\QM5_41405\20260911_184830\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c31,2024,c31,31,done,MEASURED,D:\QM\reports\work_items\a66d7737-2901-5c75-b8fa-ed068f0bed81\QM5_41405\20260911_185105\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c31,2025,c31,31,done,MEASURED,D:\QM\reports\work_items\bb69f173-2120-5525-b3df-7b6665dd8e39\QM5_41405\20260911_185327\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c32,2019,c32,32,done,MEASURED,D:\QM\reports\work_items\c914fc13-50b8-5c7a-9c84-be6f0ab331b8\QM5_41405\20260911_185557\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c32,2020,c32,32,done,MEASURED,D:\QM\reports\work_items\953477ca-2718-576f-bf19-9437f5e8dc9c\QM5_41405\20260911_185850\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c32,2021,c32,32,done,MEASURED,D:\QM\reports\work_items\b81077a9-e797-5fbf-8220-5824963716f0\QM5_41405\20260911_190204\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c32,2022,c32,32,done,MEASURED,D:\QM\reports\work_items\5f2e2fe9-9460-50a8-9567-c8e57372568c\QM5_41405\20260911_190450\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c32,2023,c32,32,done,MEASURED,D:\QM\reports\work_items\df943a53-bc5a-527e-aa83-0ff6b3baf1c0\QM5_41405\20260911_190832\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c32,2024,c32,32,done,MEASURED,D:\QM\reports\work_items\6db80819-0b27-53ff-bb6e-0fb2cc52d9eb\QM5_41405\20260911_191214\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c32,2025,c32,32,done,MEASURED,D:\QM\reports\work_items\e5d64886-6b22-5b4c-8241-106f1eda716d\QM5_41405\20260911_191450\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c33,2019,c33,33,done,MEASURED,D:\QM\reports\work_items\ba1dce34-19a9-53f9-9f41-3adfaf8db0fd\QM5_41405\20260911_191801\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c33,2020,c33,33,done,MEASURED,D:\QM\reports\work_items\350ea7c4-2822-57e9-b6c8-01298796bb4c\QM5_41405\20260911_192115\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c33,2021,c33,33,done,MEASURED,D:\QM\reports\work_items\ce48169f-ba69-54cc-9f84-a92b61008d4b\QM5_41405\20260911_192510\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c33,2022,c33,33,done,MEASURED,D:\QM\reports\work_items\4ceb7900-2c11-5427-929f-65d4d93d0b83\QM5_41405\20260911_192802\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c33,2023,c33,33,done,MEASURED,D:\QM\reports\work_items\785a8524-00b6-5618-b26e-51417f69ce4d\QM5_41405\20260911_193223\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c33,2024,c33,33,done,MEASURED,D:\QM\reports\work_items\b9f58f32-5981-577e-9045-f11ba8f1d9b1\QM5_41405\20260911_193540\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c33,2025,c33,33,done,MEASURED,D:\QM\reports\work_items\e58004bc-bcd6-534f-abd2-0f311fcdaeed\QM5_41405\20260911_193934\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c34,2019,c34,34,done,MEASURED,D:\QM\reports\work_items\1efa471d-291b-5c7a-a2d4-4b471215e786\QM5_41405\20260911_194250\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c34,2020,c34,34,done,MEASURED,D:\QM\reports\work_items\ef9fa5a8-fdf4-5862-9836-1d9b9d2a6ec6\QM5_41405\20260911_195212\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c34,2021,c34,34,done,MEASURED,D:\QM\reports\work_items\fee82ec1-3aad-5c10-85c9-80c24758eefc\QM5_41405\20260911_195438\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c34,2022,c34,34,done,MEASURED,D:\QM\reports\work_items\298b5522-2161-5a32-ad0c-363da36a264e\QM5_41405\20260911_195910\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c34,2023,c34,34,done,MEASURED,D:\QM\reports\work_items\0baf7d6a-3b59-57c5-a089-45caa914f2d9\QM5_41405\20260911_200259\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c34,2024,c34,34,done,MEASURED,D:\QM\reports\work_items\1187182a-21e9-5577-9be2-454ecc5b7713\QM5_41405\20260911_200602\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c34,2025,c34,34,done,MEASURED,D:\QM\reports\work_items\47230f7f-06a2-573f-9907-8a72f40cd087\QM5_41405\20260911_200844\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c35,2019,c35,35,done,MEASURED,D:\QM\reports\work_items\0846d0a6-9ff6-5417-8bc8-919bbeaf0009\QM5_41405\20260911_201220\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c35,2020,c35,35,done,MEASURED,D:\QM\reports\work_items\39203aa4-c782-59b7-936c-7729e987d32c\QM5_41405\20260911_201539\summary.json
