cell_key,year,arm,config,status,verdict,evidence_path
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c35,2021,c35,35,done,MEASURED,D:\QM\reports\work_items\1f3cc9fb-4cd9-5999-b5e4-cd0eca3a9f76\QM5_41405\20260911_201921\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c35,2022,c35,35,done,MEASURED,D:\QM\reports\work_items\acd7328b-4058-57eb-b2ea-8fe0c8339cbd\QM5_41405\20260911_202233\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c35,2023,c35,35,done,MEASURED,D:\QM\reports\work_items\de11444d-b3fb-51e2-94eb-0f0736a8f452\QM5_41405\20260911_202618\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c35,2024,c35,35,done,MEASURED,D:\QM\reports\work_items\8c00bdc1-c57a-5885-8285-aa29e8fed43b\QM5_41405\20260911_203050\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c35,2025,c35,35,done,MEASURED,D:\QM\reports\work_items\a2be205b-ec1c-59ae-a536-e4eb24efc7b1\QM5_41405\20260911_203355\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c36,2019,c36,36,done,MEASURED,D:\QM\reports\work_items\97e0c7b4-4603-56b9-b301-e3254415d0cf\QM5_41405\20260911_202758\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c36,2020,c36,36,done,MEASURED,D:\QM\reports\work_items\6ff39c5b-4db9-5889-8587-297d6b2f2101\QM5_41405\20260911_203212\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c36,2021,c36,36,done,MEASURED,D:\QM\reports\work_items\8ae8e89f-1d02-5679-b66d-56f33bb19a2d\QM5_41405\20260911_203526\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c36,2022,c36,36,done,MEASURED,D:\QM\reports\work_items\f58cc334-9b0f-5a05-81ee-98383ed6399f\QM5_41405\20260911_203826\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c36,2023,c36,36,done,MEASURED,D:\QM\reports\work_items\dea0d00c-849d-5429-b0ec-0fcc83886e4a\QM5_41405\20260911_204307\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c36,2024,c36,36,done,MEASURED,D:\QM\reports\work_items\04835ca7-ab49-5bc3-86aa-b99eb6b98442\QM5_41405\20260911_204626\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c36,2025,c36,36,done,MEASURED,D:\QM\reports\work_items\f56d6808-3be0-5228-a42e-7bf88aa540a5\QM5_41405\20260911_204948\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c37,2019,c37,37,done,MEASURED,D:\QM\reports\work_items\d7d3d2f4-1a6b-58e7-8fc7-e6c6c6fd0d99\QM5_41405\20260911_203716\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c37,2020,c37,37,done,MEASURED,D:\QM\reports\work_items\081bde23-ce94-5aa3-a7d3-e3292e2d6b24\QM5_41405\20260911_204049\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c37,2021,c37,37,done,MEASURED,D:\QM\reports\work_items\2332a1d0-4181-53e3-ba12-28d75c96af45\QM5_41405\20260911_204416\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c37,2022,c37,37,done,MEASURED,D:\QM\reports\work_items\94720207-958a-5296-82a3-d12e16151837\QM5_41405\20260911_204756\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c37,2023,c37,37,done,MEASURED,D:\QM\reports\work_items\1a43c751-efa1-5dd5-9db7-337928c73a90\QM5_41405\20260911_205302\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c37,2024,c37,37,done,MEASURED,D:\QM\reports\work_items\14c30cd0-26b0-5d79-b1ad-51a52e32f16a\QM5_41405\20260911_205613\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c37,2025,c37,37,done,MEASURED,D:\QM\reports\work_items\8962ea52-2e7f-50c0-9bc2-63df6bc17d9d\QM5_41405\20260911_205920\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c38,2019,c38,38,done,MEASURED,D:\QM\reports\work_items\4dfc93b4-4613-5d7a-a2cb-e412b3de91a1\QM5_41405\20260911_205637\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c38,2020,c38,38,done,MEASURED,D:\QM\reports\work_items\41e6f7fe-7743-5c7d-a3bc-95058629a2d9\QM5_41405\20260911_210049\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c38,2021,c38,38,done,MEASURED,D:\QM\reports\work_items\bde861a9-af41-54e9-a311-3870bf68eabd\QM5_41405\20260911_210357\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c38,2022,c38,38,done,MEASURED,D:\QM\reports\work_items\80bd82d9-d28b-5a22-b01c-b88e26cc4cb2\QM5_41405\20260911_210656\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c38,2023,c38,38,done,MEASURED,D:\QM\reports\work_items\8c8c4a93-5140-52a1-b011-e07273711348\QM5_41405\20260911_211110\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c38,2024,c38,38,done,MEASURED,D:\QM\reports\work_items\01bebe21-f822-5ec6-a8b4-dc072d54a149\QM5_41405\20260911_211418\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c38,2025,c38,38,done,MEASURED,D:\QM\reports\work_items\2c175048-0994-5783-a6ba-379726e41e12\QM5_41405\20260911_211728\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c39,2019,c39,39,done,MEASURED,D:\QM\reports\work_items\410b79b5-50be-5582-8e30-304cea7d1212\QM5_41405\20260911_210334\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c39,2020,c39,39,done,MEASURED,D:\QM\reports\work_items\d236a5f0-1c7b-5ee2-9b0d-1af9cb4dbce6\QM5_41405\20260911_210637\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c39,2021,c39,39,done,MEASURED,D:\QM\reports\work_items\4f4d2441-d863-5d00-b7d1-8ae46bde87f0\QM5_41405\20260911_211048\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c39,2022,c39,39,done,MEASURED,D:\QM\reports\work_items\da3648d0-16b4-5f05-b256-201f39878cb9\QM5_41405\20260911_211359\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c39,2023,c39,39,done,MEASURED,D:\QM\reports\work_items\08308b3d-3514-5859-8325-2fc59f0482f4\QM5_41405\20260911_211818\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c39,2024,c39,39,done,MEASURED,D:\QM\reports\work_items\e2cfdc1f-3e93-5576-bfc6-2877a6915c85\QM5_41405\20260911_212229\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c39,2025,c39,39,done,MEASURED,D:\QM\reports\work_items\1efac390-e76e-53ef-a53a-dd28ab14126f\QM5_41405\20260911_212539\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c40,2019,c40,40,done,MEASURED,D:\QM\reports\work_items\56061771-3018-5d5f-8607-cb70bd954281\QM5_41405\20260911_212127\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c40,2020,c40,40,done,MEASURED,D:\QM\reports\work_items\71eecb1a-8484-5d4e-bfe3-ef67f0aa3b6a\QM5_41405\20260911_212437\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c40,2021,c40,40,done,MEASURED,D:\QM\reports\work_items\5c9e83ae-9208-545e-9e36-4b9e978af102\QM5_41405\20260911_212800\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c40,2022,c40,40,done,MEASURED,D:\QM\reports\work_items\7a7e1b91-6c30-5dbb-b232-6bc844a9b84b\QM5_41405\20260911_213148\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c40,2023,c40,40,done,MEASURED,D:\QM\reports\work_items\f2bb96b2-f68f-5915-868f-cb5a6694cf36\QM5_41405\20260911_213525\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c40,2024,c40,40,done,MEASURED,D:\QM\reports\work_items\8bf848d0-dc10-59fd-9468-6d0387a53db5\QM5_41405\20260911_213818\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c40,2025,c40,40,done,MEASURED,D:\QM\reports\work_items\3e07a57e-4ff2-5aff-83e6-b4332f67665b\QM5_41405\20260911_214226\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c41,2019,c41,41,done,MEASURED,D:\QM\reports\work_items\538a88e7-9d48-5f50-bf51-8ed618c35afe\QM5_41405\20260911_212923\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c41,2020,c41,41,done,MEASURED,D:\QM\reports\work_items\dcd737c9-0220-554f-95af-d1db39afca58\QM5_41405\20260911_213325\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c41,2021,c41,41,done,MEASURED,D:\QM\reports\work_items\21f37bef-2a16-5d42-8813-c2ee60798bd8\QM5_41405\20260911_213944\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c41,2022,c41,41,done,MEASURED,D:\QM\reports\work_items\4d7ee121-1850-5098-bb59-16f8b43e040e\QM5_41405\20260911_214246\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c41,2023,c41,41,done,MEASURED,D:\QM\reports\work_items\f1a16c1d-8b6f-525b-88a8-7a4e91a5f76a\QM5_41405\20260911_214655\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c41,2024,c41,41,done,MEASURED,D:\QM\reports\work_items\57d158da-a2d5-5361-9778-f97abe667df2\QM5_41405\20260911_214955\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c41,2025,c41,41,done,MEASURED,D:\QM\reports\work_items\848e33d1-92f9-5730-8c63-733ef74a801e\QM5_41405\20260911_215310\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c42,2019,c42,42,done,MEASURED,D:\QM\reports\work_items\a445dbd0-13e2-5929-bfba-5f87a4b28652\QM5_41405\20260911_215352\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c42,2020,c42,42,done,MEASURED,D:\QM\reports\work_items\8c052961-c832-59b3-87c5-8104afd95ccc\QM5_41405\20260911_215712\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c42,2021,c42,42,done,MEASURED,D:\QM\reports\work_items\11baa462-e13a-5f76-8581-b84600d2d483\QM5_41405\20260911_215957\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c42,2022,c42,42,done,MEASURED,D:\QM\reports\work_items\a799582f-4379-56dc-b0c8-6a641cd60da7\QM5_41405\20260911_220310\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c42,2023,c42,42,done,MEASURED,D:\QM\reports\work_items\e6849f77-7793-5766-bf05-442f422334fe\QM5_41405\20260911_220723\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c42,2024,c42,42,done,MEASURED,D:\QM\reports\work_items\708519b3-9841-5a16-a01a-6fbf318ffa43\QM5_41405\20260911_221048\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c42,2025,c42,42,done,MEASURED,D:\QM\reports\work_items\2e0920e9-d645-56a5-888d-216b85086e53\QM5_41405\20260911_221335\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c43,2019,c43,43,done,MEASURED,D:\QM\reports\work_items\f3cf66ae-d28f-5b5d-a4e7-48b0840af163\QM5_41405\20260911_215637\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c43,2020,c43,43,done,MEASURED,D:\QM\reports\work_items\4dc95a2f-a673-593f-b390-ac1aa9987882\QM5_41405\20260911_220111\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c43,2021,c43,43,done,MEASURED,D:\QM\reports\work_items\983c1936-2ad2-5517-87d4-0663d2dc15e2\QM5_41405\20260911_220632\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c43,2022,c43,43,done,MEASURED,D:\QM\reports\work_items\5d6d6384-ea01-5182-afe7-33c8ee2491f7\QM5_41405\20260911_221016\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c43,2023,c43,43,done,MEASURED,D:\QM\reports\work_items\41bf78e5-4abc-50fb-81fb-1f9ffd7cfc7f\QM5_41405\20260911_221429\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c43,2024,c43,43,done,MEASURED,D:\QM\reports\work_items\a441bc22-9f27-5e7f-beb5-40efae7c81a6\QM5_41405\20260911_221824\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c43,2025,c43,43,done,MEASURED,D:\QM\reports\work_items\259f15c2-7a3e-55be-ba8d-0d3d10e7a557\QM5_41405\20260911_222133\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c44,2019,c44,44,done,MEASURED,D:\QM\reports\work_items\973fb872-455e-5595-b86a-220adbb386b0\QM5_41405\20260911_221717\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c44,2020,c44,44,done,MEASURED,D:\QM\reports\work_items\7d864348-f1f6-5054-a308-3526848f47e0\QM5_41405\20260911_222053\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c44,2021,c44,44,done,MEASURED,D:\QM\reports\work_items\8003b8cd-b7a7-57e6-b4d6-360e3ac302a2\QM5_41405\20260911_222439\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c44,2022,c44,44,done,MEASURED,D:\QM\reports\work_items\6910d652-9753-508b-94e7-192f4899efdf\QM5_41405\20260911_222741\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c44,2023,c44,44,done,MEASURED,D:\QM\reports\work_items\93723a49-944d-5818-94ae-a3d132b5ad1b\QM5_41405\20260911_223123\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c44,2024,c44,44,done,MEASURED,D:\QM\reports\work_items\65473773-f218-5551-87aa-e1a5ea8c81d9\QM5_41405\20260911_223510\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c44,2025,c44,44,done,MEASURED,D:\QM\reports\work_items\80772308-30f5-53ae-ad81-36816ff81e5e\QM5_41405\20260911_223906\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c45,2019,c45,45,done,MEASURED,D:\QM\reports\work_items\b384d826-a98b-526a-9679-129ccf5a712c\QM5_41405\20260911_222500\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c45,2020,c45,45,done,MEASURED,D:\QM\reports\work_items\76b4d5db-ebd1-5b1a-b7f1-d63da9715c49\QM5_41405\20260911_222802\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c45,2021,c45,45,done,MEASURED,D:\QM\reports\work_items\37223b20-a9e3-51cf-804c-9a7ef7fdc62a\QM5_41405\20260911_223210\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c45,2022,c45,45,done,MEASURED,D:\QM\reports\work_items\4bb819d9-0c22-5477-b08e-fdb1585914ae\QM5_41405\20260911_223543\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c45,2023,c45,45,done,MEASURED,D:\QM\reports\work_items\90cee82e-31be-5f96-a86a-12d9cedaed78\QM5_41405\20260911_224110\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c45,2024,c45,45,done,MEASURED,D:\QM\reports\work_items\216c1b84-566d-5d09-9f21-12822146aef5\QM5_41405\20260911_224446\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c45,2025,c45,45,done,MEASURED,D:\QM\reports\work_items\d03eb103-4819-5294-96a1-8b2095477626\QM5_41405\20260911_224823\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c46,2019,c46,46,done,MEASURED,D:\QM\reports\work_items\2027e0e0-6068-587b-873b-d97cebfa532e\QM5_41405\20260911_224332\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c46,2020,c46,46,done,MEASURED,D:\QM\reports\work_items\a742b4bc-17b3-5ef6-a5d4-e3c05466435d\QM5_41405\20260911_224704\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c46,2021,c46,46,done,MEASURED,D:\QM\reports\work_items\d43acb17-3a30-514f-9085-b422d1f95179\QM5_41405\20260911_224957\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c46,2022,c46,46,done,MEASURED,D:\QM\reports\work_items\0409de75-b528-5bb8-b2df-9e24da2f305a\QM5_41405\20260911_225251\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c46,2023,c46,46,done,MEASURED,D:\QM\reports\work_items\c6fe8034-c0f4-5fe1-b6cd-461851bb8992\QM5_41405\20260911_225653\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c46,2024,c46,46,done,MEASURED,D:\QM\reports\work_items\d2c15fc8-35fd-56f1-8ad0-d1793b034b7c\QM5_41405\20260911_225957\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c46,2025,c46,46,done,MEASURED,D:\QM\reports\work_items\2f0b04a4-a2ff-525f-b726-5352358279d2\QM5_41405\20260911_230301\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c47,2019,c47,47,done,MEASURED,D:\QM\reports\work_items\202f8267-4f2c-59b3-8465-c2d3b153c23d\QM5_41405\20260911_225309\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c47,2020,c47,47,done,MEASURED,D:\QM\reports\work_items\4c1a76ff-d0f2-5c03-aa53-0811bcb34046\QM5_41405\20260911_225625\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c47,2021,c47,47,done,MEASURED,D:\QM\reports\work_items\ddebe090-ff40-5d85-8fe9-2660360d4a6e\QM5_41405\20260911_230024\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c47,2022,c47,47,done,MEASURED,D:\QM\reports\work_items\e4fd3123-7a5a-5415-bb08-3be155960b91\QM5_41405\20260911_230341\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c47,2023,c47,47,done,MEASURED,D:\QM\reports\work_items\6efd0849-d183-5130-a5bc-a5344f229c03\QM5_41405\20260911_230937\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c47,2024,c47,47,done,MEASURED,D:\QM\reports\work_items\bc8190f8-bb10-5185-974b-0576f0045696\QM5_41405\20260911_231307\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c47,2025,c47,47,done,MEASURED,D:\QM\reports\work_items\ee645bce-de84-57b0-b549-e9e837c18195\QM5_41405\20260911_231631\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c48,2019,c48,48,done,MEASURED,D:\QM\reports\work_items\8326a941-8072-5f12-b4cc-fd1d325230cf\QM5_41405\20260911_230713\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c48,2020,c48,48,done,MEASURED,D:\QM\reports\work_items\8bd40ab5-bf82-5c6c-8792-496d0b974920\QM5_41405\20260911_231652\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c48,2021,c48,48,done,MEASURED,D:\QM\reports\work_items\81533f79-ac7b-5ca7-9c34-a1d6d67e7fac\QM5_41405\20260911_231941\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c48,2022,c48,48,done,MEASURED,D:\QM\reports\work_items\910067bf-d196-5a32-ae78-aa6ffd4003af\QM5_41405\20260911_232209\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c48,2023,c48,48,done,MEASURED,D:\QM\reports\work_items\dd741969-95fa-579a-8881-e7ff9bbeccd2\QM5_41405\20260911_232531\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c48,2024,c48,48,done,MEASURED,D:\QM\reports\work_items\a1fb5401-3ef7-5291-96fc-4bdc2f6d11a7\QM5_41405\20260911_232837\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c48,2025,c48,48,done,MEASURED,D:\QM\reports\work_items\12f95b61-5079-54e7-a391-f6a53ded46e1\QM5_41405\20260911_233237\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c49,2019,c49,49,done,MEASURED,D:\QM\reports\work_items\54be980a-aa6f-5cf3-8d61-1f1fdc3ad103\QM5_41405\20260911_232009\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c49,2020,c49,49,done,MEASURED,D:\QM\reports\work_items\2ac1d8ed-90dc-58c5-936a-80ea0be2b03a\QM5_41405\20260911_232252\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c49,2021,c49,49,done,MEASURED,D:\QM\reports\work_items\419de150-3758-55f3-81f9-bd15a5cb6414\QM5_41405\20260911_232646\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c49,2022,c49,49,done,MEASURED,D:\QM\reports\work_items\5754b6f8-f70e-5c28-99f9-07b293d1caf9\QM5_41405\20260911_232952\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c49,2023,c49,49,done,MEASURED,D:\QM\reports\work_items\2422de41-ba84-58b8-b145-074fc7b67065\QM5_41405\20260911_233454\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c49,2024,c49,49,done,MEASURED,D:\QM\reports\work_items\c1102e19-3144-59cd-804b-91bb21c32892\QM5_41405\20260911_233704\summary.json
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c49,2025,c49,49,done,MEASURED,D:\QM\reports\work_items\5becac14-76f3-53d0-b67f-ee403ca2243a\QM5_41405\20260911_233941\summary.json
