ea_id,ea_slug,symbol_slot,symbol,magic,reserved_at,reserved_by,status
20009,ict-liquidity-portfolio,0,NDX.DWX,200090000,2026-07-19,Codex-OWNER-delegated,active
20009,ict-liquidity-portfolio,1,GDAXI.DWX,200090001,2026-07-19,Codex-OWNER-delegated,active
20009,ict-liquidity-portfolio,2,GBPUSD.DWX,200090002,2026-07-19,Codex-OWNER-delegated,active
20009,ict-liquidity-portfolio,3,USDJPY.DWX,200090003,2026-07-19,Codex-OWNER-delegated,active
20009,ict-liquidity-portfolio,4,XAUUSD.DWX,200090004,2026-07-19,Codex-OWNER-delegated,active
20009,ict-liquidity-portfolio,5,EURUSD.DWX,200090005,2026-07-19,Codex-OWNER-delegated,active
