symbol,fix_code,era,prefix_window_min,threshold_atr,holding_min,broker_hour,in_session_band,n_anchors,n_trigger,r_base_atr
EURUSD.DWX,WMR_1600,IS,30,0.6,30,7,0,1048,244,0.01910021572
EURUSD.DWX,WMR_1600,IS,30,0.6,30,8,0,1492,456,0.07303215799
EURUSD.DWX,WMR_1600,IS,30,0.6,30,9,0,1547,642,0.1239186792
EURUSD.DWX,WMR_1600,IS,30,0.6,30,10,0,1550,839,0.1605265642
EURUSD.DWX,WMR_1600,IS,30,0.6,30,11,0,100,55,-0.06755193581
EURUSD.DWX,WMR_1600,IS,30,0.6,30,15,1,1388,504,0.1251829043
EURUSD.DWX,WMR_1600,IS,30,0.6,30,16,1,95,51,0.04941582889
EURUSD.DWX,WMR_1600,IS,30,0.6,30,20,1,1449,243,-0.01436157777
EURUSD.DWX,WMR_1600,IS,30,0.6,30,21,1,1549,182,0.008126554306
EURUSD.DWX,WMR_1600,IS,30,0.6,30,22,1,1547,207,0.08311321342
EURUSD.DWX,WMR_1600,IS,30,0.6,30,23,0,1315,146,0.08619217008
EURUSD.DWX,WMR_1600,IS,30,0.6,45,0,0,1080,67,0.1507339374
EURUSD.DWX,WMR_1600,IS,30,0.6,45,1,0,1047,38,0.2317078598
EURUSD.DWX,WMR_1600,IS,30,0.6,45,2,0,1045,115,0.05102906574
EURUSD.DWX,WMR_1600,IS,30,0.6,45,3,0,1045,232,0.06399275279
EURUSD.DWX,WMR_1600,IS,30,0.6,45,4,0,1045,394,0.05550586748
EURUSD.DWX,WMR_1600,IS,30,0.6,45,5,0,1046,439,0.01885673116
EURUSD.DWX,WMR_1600,IS,30,0.6,45,6,0,1047,309,0.1069925664
EURUSD.DWX,WMR_1600,IS,30,0.6,45,7,0,1048,244,0.04596210094
EURUSD.DWX,WMR_1600,IS,30,0.6,45,8,0,1492,456,0.09635501962
EURUSD.DWX,WMR_1600,IS,30,0.6,45,9,0,1547,642,0.1714762919
EURUSD.DWX,WMR_1600,IS,30,0.6,45,10,0,1550,839,0.2016729524
EURUSD.DWX,WMR_1600,IS,30,0.6,45,11,0,100,55,0.2558635572
EURUSD.DWX,WMR_1600,IS,30,0.6,45,15,1,1388,504,0.1600876494
EURUSD.DWX,WMR_1600,IS,30,0.6,45,16,1,95,51,0.01835591636
EURUSD.DWX,WMR_1600,IS,30,0.6,45,20,1,1449,243,-0.02481577637
EURUSD.DWX,WMR_1600,IS,30,0.6,45,21,1,1549,182,-0.01925171608
EURUSD.DWX,WMR_1600,IS,30,0.6,45,22,1,1547,207,0.0738091751
EURUSD.DWX,WMR_1600,IS,30,0.6,45,23,0,1315,146,0.09602598079
EURUSD.DWX,WMR_1600,IS,30,0.6,60,0,0,1080,67,0.1223407463
EURUSD.DWX,WMR_1600,IS,30,0.6,60,1,0,1047,38,0.1927188849
EURUSD.DWX,WMR_1600,IS,30,0.6,60,2,0,1045,115,0.1142922184
EURUSD.DWX,WMR_1600,IS,30,0.6,60,3,0,1045,232,0.05847645007
EURUSD.DWX,WMR_1600,IS,30,0.6,60,4,0,1045,394,0.08741342278
EURUSD.DWX,WMR_1600,IS,30,0.6,60,5,0,1046,439,0.006509420312
EURUSD.DWX,WMR_1600,IS,30,0.6,60,6,0,1047,309,0.09848803728
EURUSD.DWX,WMR_1600,IS,30,0.6,60,7,0,1048,244,0.03177414586
EURUSD.DWX,WMR_1600,IS,30,0.6,60,8,0,1492,456,0.1032679296
EURUSD.DWX,WMR_1600,IS,30,0.6,60,9,0,1547,642,0.175998258
EURUSD.DWX,WMR_1600,IS,30,0.6,60,10,0,1550,839,0.175813095
EURUSD.DWX,WMR_1600,IS,30,0.6,60,11,0,100,55,0.3175527421
EURUSD.DWX,WMR_1600,IS,30,0.6,60,15,1,1388,504,0.1713891522
EURUSD.DWX,WMR_1600,IS,30,0.6,60,16,1,95,51,0.1741102912
EURUSD.DWX,WMR_1600,IS,30,0.6,60,20,1,1449,243,0.0003931032019
EURUSD.DWX,WMR_1600,IS,30,0.6,60,21,1,1549,182,0.02864519619
EURUSD.DWX,WMR_1600,IS,30,0.6,60,22,1,1547,207,0.04382943952
EURUSD.DWX,WMR_1600,IS,30,0.6,60,23,0,1315,146,0.1006629332
EURUSD.DWX,WMR_1600,IS,30,0.8,15,0,0,1080,28,0.08967040451
EURUSD.DWX,WMR_1600,IS,30,0.8,15,1,0,1047,13,0.1993984339
EURUSD.DWX,WMR_1600,IS,30,0.8,15,2,0,1045,53,-0.05126975058
EURUSD.DWX,WMR_1600,IS,30,0.8,15,3,0,1045,132,0.07876161109
EURUSD.DWX,WMR_1600,IS,30,0.8,15,4,0,1045,271,0.0270690821
EURUSD.DWX,WMR_1600,IS,30,0.8,15,5,0,1046,293,-0.007399233865
EURUSD.DWX,WMR_1600,IS,30,0.8,15,6,0,1047,182,0.05566711205
EURUSD.DWX,WMR_1600,IS,30,0.8,15,7,0,1048,117,0.01459008593
EURUSD.DWX,WMR_1600,IS,30,0.8,15,8,0,1492,281,0.09826204303
EURUSD.DWX,WMR_1600,IS,30,0.8,15,9,0,1547,430,0.1247594669
EURUSD.DWX,WMR_1600,IS,30,0.8,15,10,0,1550,647,0.09859432298
EURUSD.DWX,WMR_1600,IS,30,0.8,15,11,0,100,46,-0.0136381516
EURUSD.DWX,WMR_1600,IS,30,0.8,15,15,1,1388,312,0.1000336678
EURUSD.DWX,WMR_1600,IS,30,0.8,15,16,1,95,39,0.0463107751
EURUSD.DWX,WMR_1600,IS,30,0.8,15,20,1,1449,96,0.01376312
EURUSD.DWX,WMR_1600,IS,30,0.8,15,21,1,1549,67,-0.02872287557
EURUSD.DWX,WMR_1600,IS,30,0.8,15,22,1,1547,107,0.1126466695
EURUSD.DWX,WMR_1600,IS,30,0.8,15,23,0,1315,55,0.1264694221
EURUSD.DWX,WMR_1600,IS,30,0.8,30,0,0,1080,28,0.104891658
EURUSD.DWX,WMR_1600,IS,30,0.8,30,1,0,1047,13,0.2586305028
EURUSD.DWX,WMR_1600,IS,30,0.8,30,2,0,1045,53,-0.02271809953
EURUSD.DWX,WMR_1600,IS,30,0.8,30,3,0,1045,132,0.09008191893
EURUSD.DWX,WMR_1600,IS,30,0.8,30,4,0,1045,271,0.06126158092
EURUSD.DWX,WMR_1600,IS,30,0.8,30,5,0,1046,293,0.040040773
EURUSD.DWX,WMR_1600,IS,30,0.8,30,6,0,1047,182,0.1391656501
EURUSD.DWX,WMR_1600,IS,30,0.8,30,7,0,1048,117,0.01838340241
EURUSD.DWX,WMR_1600,IS,30,0.8,30,8,0,1492,281,0.07861649929
EURUSD.DWX,WMR_1600,IS,30,0.8,30,9,0,1547,430,0.1130292051
EURUSD.DWX,WMR_1600,IS,30,0.8,30,10,0,1550,647,0.154170424
EURUSD.DWX,WMR_1600,IS,30,0.8,30,11,0,100,46,0.1128367514
EURUSD.DWX,WMR_1600,IS,30,0.8,30,15,1,1388,312,0.1151835738
EURUSD.DWX,WMR_1600,IS,30,0.8,30,16,1,95,39,0.03349441754
EURUSD.DWX,WMR_1600,IS,30,0.8,30,20,1,1449,96,0.04547604577
EURUSD.DWX,WMR_1600,IS,30,0.8,30,21,1,1549,67,-0.03068089378
EURUSD.DWX,WMR_1600,IS,30,0.8,30,22,1,1547,107,0.04932520537
EURUSD.DWX,WMR_1600,IS,30,0.8,30,23,0,1315,55,0.1497840872
EURUSD.DWX,WMR_1600,IS,30,0.8,45,0,0,1080,28,0.164000292
EURUSD.DWX,WMR_1600,IS,30,0.8,45,1,0,1047,13,0.1725102867
EURUSD.DWX,WMR_1600,IS,30,0.8,45,2,0,1045,53,0.09259362985
EURUSD.DWX,WMR_1600,IS,30,0.8,45,3,0,1045,132,0.1231164786
EURUSD.DWX,WMR_1600,IS,30,0.8,45,4,0,1045,271,0.03919437575
EURUSD.DWX,WMR_1600,IS,30,0.8,45,5,0,1046,293,0.06796558544
EURUSD.DWX,WMR_1600,IS,30,0.8,45,6,0,1047,182,0.191170969
EURUSD.DWX,WMR_1600,IS,30,0.8,45,7,0,1048,117,0.06417883194
EURUSD.DWX,WMR_1600,IS,30,0.8,45,8,0,1492,281,0.0963988486
EURUSD.DWX,WMR_1600,IS,30,0.8,45,9,0,1547,430,0.1646689244
EURUSD.DWX,WMR_1600,IS,30,0.8,45,10,0,1550,647,0.2042186198
EURUSD.DWX,WMR_1600,IS,30,0.8,45,11,0,100,46,0.4191775884
EURUSD.DWX,WMR_1600,IS,30,0.8,45,15,1,1388,312,0.1375064247
EURUSD.DWX,WMR_1600,IS,30,0.8,45,16,1,95,39,-0.05350273934
EURUSD.DWX,WMR_1600,IS,30,0.8,45,20,1,1449,96,0.02327402218
EURUSD.DWX,WMR_1600,IS,30,0.8,45,21,1,1549,67,-0.1495015787
EURUSD.DWX,WMR_1600,IS,30,0.8,45,22,1,1547,107,0.02820180908
EURUSD.DWX,WMR_1600,IS,30,0.8,45,23,0,1315,55,0.1462008658
EURUSD.DWX,WMR_1600,IS,30,0.8,60,0,0,1080,28,0.09205734284
EURUSD.DWX,WMR_1600,IS,30,0.8,60,1,0,1047,13,0.00152697663
EURUSD.DWX,WMR_1600,IS,30,0.8,60,2,0,1045,53,0.09945234622
EURUSD.DWX,WMR_1600,IS,30,0.8,60,3,0,1045,132,0.1133058603
EURUSD.DWX,WMR_1600,IS,30,0.8,60,4,0,1045,271,0.05900861287
EURUSD.DWX,WMR_1600,IS,30,0.8,60,5,0,1046,293,0.07587124817
EURUSD.DWX,WMR_1600,IS,30,0.8,60,6,0,1047,182,0.172999822
EURUSD.DWX,WMR_1600,IS,30,0.8,60,7,0,1048,117,0.09117412171
EURUSD.DWX,WMR_1600,IS,30,0.8,60,8,0,1492,281,0.09972664551
EURUSD.DWX,WMR_1600,IS,30,0.8,60,9,0,1547,430,0.1375535452
EURUSD.DWX,WMR_1600,IS,30,0.8,60,10,0,1550,647,0.1737632143
EURUSD.DWX,WMR_1600,IS,30,0.8,60,11,0,100,46,0.5026391049
EURUSD.DWX,WMR_1600,IS,30,0.8,60,15,1,1388,312,0.1911182239
EURUSD.DWX,WMR_1600,IS,30,0.8,60,16,1,95,39,0.0973814812
EURUSD.DWX,WMR_1600,IS,30,0.8,60,20,1,1449,96,0.05439570239
EURUSD.DWX,WMR_1600,IS,30,0.8,60,21,1,1549,67,-0.196582919
EURUSD.DWX,WMR_1600,IS,30,0.8,60,22,1,1547,107,-0.01565583735
EURUSD.DWX,WMR_1600,IS,30,0.8,60,23,0,1315,55,0.1193285784
EURUSD.DWX,WMR_1600,IS,60,0.4,15,0,0,1080,382,0.08257525388
EURUSD.DWX,WMR_1600,IS,60,0.4,15,1,0,1047,310,-0.08741579564
EURUSD.DWX,WMR_1600,IS,60,0.4,15,2,0,1045,469,0.01671091519
EURUSD.DWX,WMR_1600,IS,60,0.4,15,3,0,1045,571,0.01076243145
EURUSD.DWX,WMR_1600,IS,60,0.4,15,4,0,1045,730,-0.02430267214
EURUSD.DWX,WMR_1600,IS,60,0.4,15,5,0,1046,708,0.008315208976
EURUSD.DWX,WMR_1600,IS,60,0.4,15,6,0,1047,678,0.03299117224
EURUSD.DWX,WMR_1600,IS,60,0.4,15,7,0,1048,606,-0.0106697797
EURUSD.DWX,WMR_1600,IS,60,0.4,15,8,0,1492,907,0.0317520492
EURUSD.DWX,WMR_1600,IS,60,0.4,15,9,0,1547,1039,0.07338617834
EURUSD.DWX,WMR_1600,IS,60,0.4,15,10,0,1550,1205,0.0806408138
EURUSD.DWX,WMR_1600,IS,60,0.4,15,11,0,100,84,0.1531530149
EURUSD.DWX,WMR_1600,IS,60,0.4,15,15,1,1388,907,0.0446248988
EURUSD.DWX,WMR_1600,IS,60,0.4,15,16,1,95,69,-0.01934776498
EURUSD.DWX,WMR_1600,IS,60,0.4,15,20,1,1449,781,0.001512428987
EURUSD.DWX,WMR_1600,IS,60,0.4,15,21,1,1549,740,-0.02597231074
EURUSD.DWX,WMR_1600,IS,60,0.4,15,22,1,1547,706,0.06130501661
EURUSD.DWX,WMR_1600,IS,60,0.4,15,23,0,1315,570,0.04548549987
EURUSD.DWX,WMR_1600,IS,60,0.4,30,0,0,1080,382,0.06782298486
EURUSD.DWX,WMR_1600,IS,60,0.4,30,1,0,1047,310,-0.1100069415
EURUSD.DWX,WMR_1600,IS,60,0.4,30,2,0,1045,469,0.007682186451
EURUSD.DWX,WMR_1600,IS,60,0.4,30,3,0,1045,571,0.008943847756
EURUSD.DWX,WMR_1600,IS,60,0.4,30,4,0,1045,730,-0.0049953013
EURUSD.DWX,WMR_1600,IS,60,0.4,30,5,0,1046,708,0.01365806161
EURUSD.DWX,WMR_1600,IS,60,0.4,30,6,0,1047,678,0.04956569595
EURUSD.DWX,WMR_1600,IS,60,0.4,30,7,0,1048,606,0.0002567799795
EURUSD.DWX,WMR_1600,IS,60,0.4,30,8,0,1492,907,0.03060197672
EURUSD.DWX,WMR_1600,IS,60,0.4,30,9,0,1547,1039,0.09521504241
EURUSD.DWX,WMR_1600,IS,60,0.4,30,10,0,1550,1205,0.09078310698
EURUSD.DWX,WMR_1600,IS,60,0.4,30,11,0,100,84,0.1931955756
EURUSD.DWX,WMR_1600,IS,60,0.4,30,15,1,1388,907,0.08287585243
EURUSD.DWX,WMR_1600,IS,60,0.4,30,16,1,95,69,0.00577803696
EURUSD.DWX,WMR_1600,IS,60,0.4,30,20,1,1449,781,0.02046404555
EURUSD.DWX,WMR_1600,IS,60,0.4,30,21,1,1549,740,-0.01647387238
EURUSD.DWX,WMR_1600,IS,60,0.4,30,22,1,1547,706,0.0635524647
EURUSD.DWX,WMR_1600,IS,60,0.4,30,23,0,1315,570,0.04739642051
EURUSD.DWX,WMR_1600,IS,60,0.4,45,0,0,1080,382,0.0613229473
EURUSD.DWX,WMR_1600,IS,60,0.4,45,1,0,1047,310,-0.1233104476
EURUSD.DWX,WMR_1600,IS,60,0.4,45,2,0,1045,469,0.02302163986
EURUSD.DWX,WMR_1600,IS,60,0.4,45,3,0,1045,571,-0.004080287078
EURUSD.DWX,WMR_1600,IS,60,0.4,45,4,0,1045,730,0.001058595345
EURUSD.DWX,WMR_1600,IS,60,0.4,45,5,0,1046,708,0.0349079655
EURUSD.DWX,WMR_1600,IS,60,0.4,45,6,0,1047,678,0.05410804281
EURUSD.DWX,WMR_1600,IS,60,0.4,45,7,0,1048,606,0.02811100757
EURUSD.DWX,WMR_1600,IS,60,0.4,45,8,0,1492,907,0.04519555146
EURUSD.DWX,WMR_1600,IS,60,0.4,45,9,0,1547,1039,0.137148595
EURUSD.DWX,WMR_1600,IS,60,0.4,45,10,0,1550,1205,0.1244556815
EURUSD.DWX,WMR_1600,IS,60,0.4,45,11,0,100,84,0.4506575059
EURUSD.DWX,WMR_1600,IS,60,0.4,45,15,1,1388,907,0.1036245455
EURUSD.DWX,WMR_1600,IS,60,0.4,45,16,1,95,69,-0.01122777102
EURUSD.DWX,WMR_1600,IS,60,0.4,45,20,1,1449,781,0.01114241926
EURUSD.DWX,WMR_1600,IS,60,0.4,45,21,1,1549,740,-0.03981752203
EURUSD.DWX,WMR_1600,IS,60,0.4,45,22,1,1547,706,0.05549246083
EURUSD.DWX,WMR_1600,IS,60,0.4,45,23,0,1315,570,0.0495105641
EURUSD.DWX,WMR_1600,IS,60,0.4,60,0,0,1080,382,0.05807358408
EURUSD.DWX,WMR_1600,IS,60,0.4,60,1,0,1047,310,-0.1353122056
EURUSD.DWX,WMR_1600,IS,60,0.4,60,2,0,1045,469,0.07596440907
EURUSD.DWX,WMR_1600,IS,60,0.4,60,3,0,1045,571,-0.02583814735
EURUSD.DWX,WMR_1600,IS,60,0.4,60,4,0,1045,730,0.01048908662
EURUSD.DWX,WMR_1600,IS,60,0.4,60,5,0,1046,708,0.01858021468
EURUSD.DWX,WMR_1600,IS,60,0.4,60,6,0,1047,678,0.02769020711
EURUSD.DWX,WMR_1600,IS,60,0.4,60,7,0,1048,606,0.03701655952
EURUSD.DWX,WMR_1600,IS,60,0.4,60,8,0,1492,907,0.01792285064
EURUSD.DWX,WMR_1600,IS,60,0.4,60,9,0,1547,1039,0.1563577282
EURUSD.DWX,WMR_1600,IS,60,0.4,60,10,0,1550,1205,0.1235436337
EURUSD.DWX,WMR_1600,IS,60,0.4,60,11,0,100,84,0.5385091752
EURUSD.DWX,WMR_1600,IS,60,0.4,60,15,1,1388,907,0.08842787862
EURUSD.DWX,WMR_1600,IS,60,0.4,60,16,1,95,69,0.03107248923
EURUSD.DWX,WMR_1600,IS,60,0.4,60,20,1,1449,781,0.01855624955
EURUSD.DWX,WMR_1600,IS,60,0.4,60,21,1,1549,740,-0.02717260726
EURUSD.DWX,WMR_1600,IS,60,0.4,60,22,1,1547,706,0.03724522947
EURUSD.DWX,WMR_1600,IS,60,0.4,60,23,0,1315,570,0.05050820215
EURUSD.DWX,WMR_1600,IS,60,0.6,15,0,0,1080,177,0.1259135511
EURUSD.DWX,WMR_1600,IS,60,0.6,15,1,0,1047,150,-0.03754305542
EURUSD.DWX,WMR_1600,IS,60,0.6,15,2,0,1045,295,0.02917370501
EURUSD.DWX,WMR_1600,IS,60,0.6,15,3,0,1045,391,0.02093749974
EURUSD.DWX,WMR_1600,IS,60,0.6,15,4,0,1045,589,-0.0007341653187
EURUSD.DWX,WMR_1600,IS,60,0.6,15,5,0,1046,571,0.01535715509
EURUSD.DWX,WMR_1600,IS,60,0.6,15,6,0,1047,517,0.047362603
EURUSD.DWX,WMR_1600,IS,60,0.6,15,7,0,1048,431,-0.01897327177
EURUSD.DWX,WMR_1600,IS,60,0.6,15,8,0,1492,637,0.04780939913
EURUSD.DWX,WMR_1600,IS,60,0.6,15,9,0,1547,796,0.08706565088
EURUSD.DWX,WMR_1600,IS,60,0.6,15,10,0,1550,1042,0.09877263108
EURUSD.DWX,WMR_1600,IS,60,0.6,15,11,0,100,72,0.07011900744
EURUSD.DWX,WMR_1600,IS,60,0.6,15,15,1,1388,688,0.03668545804
EURUSD.DWX,WMR_1600,IS,60,0.6,15,16,1,95,54,-0.004108085798
EURUSD.DWX,WMR_1600,IS,60,0.6,15,20,1,1449,499,-0.0002657898893
EURUSD.DWX,WMR_1600,IS,60,0.6,15,21,1,1549,448,-0.07302596434
EURUSD.DWX,WMR_1600,IS,60,0.6,15,22,1,1547,424,0.09287193696
EURUSD.DWX,WMR_1600,IS,60,0.6,15,23,0,1315,343,0.05270358086
EURUSD.DWX,WMR_1600,IS,60,0.6,30,0,0,1080,177,0.1281022222
EURUSD.DWX,WMR_1600,IS,60,0.6,30,1,0,1047,150,-0.06448648679
EURUSD.DWX,WMR_1600,IS,60,0.6,30,2,0,1045,295,0.01993717585
EURUSD.DWX,WMR_1600,IS,60,0.6,30,3,0,1045,391,0.02982785001
EURUSD.DWX,WMR_1600,IS,60,0.6,30,4,0,1045,589,0.01347956552
EURUSD.DWX,WMR_1600,IS,60,0.6,30,5,0,1046,571,0.01699150526
EURUSD.DWX,WMR_1600,IS,60,0.6,30,6,0,1047,517,0.07327091127
EURUSD.DWX,WMR_1600,IS,60,0.6,30,7,0,1048,431,-0.02399859099
EURUSD.DWX,WMR_1600,IS,60,0.6,30,8,0,1492,637,0.05263679002
EURUSD.DWX,WMR_1600,IS,60,0.6,30,9,0,1547,796,0.09741088168
EURUSD.DWX,WMR_1600,IS,60,0.6,30,10,0,1550,1042,0.1187185425
EURUSD.DWX,WMR_1600,IS,60,0.6,30,11,0,100,72,0.08714202871
EURUSD.DWX,WMR_1600,IS,60,0.6,30,15,1,1388,688,0.06314116089
EURUSD.DWX,WMR_1600,IS,60,0.6,30,16,1,95,54,0.08309785951
EURUSD.DWX,WMR_1600,IS,60,0.6,30,20,1,1449,499,0.006109700415
EURUSD.DWX,WMR_1600,IS,60,0.6,30,21,1,1549,448,-0.05804387711
EURUSD.DWX,WMR_1600,IS,60,0.6,30,22,1,1547,424,0.07886417708
EURUSD.DWX,WMR_1600,IS,60,0.6,30,23,0,1315,343,0.0543234671
EURUSD.DWX,WMR_1600,IS,60,0.6,45,0,0,1080,177,0.1239330549
EURUSD.DWX,WMR_1600,IS,60,0.6,45,1,0,1047,150,-0.09085734539
EURUSD.DWX,WMR_1600,IS,60,0.6,45,2,0,1045,295,0.05405712163
EURUSD.DWX,WMR_1600,IS,60,0.6,45,3,0,1045,391,0.03555874589
EURUSD.DWX,WMR_1600,IS,60,0.6,45,4,0,1045,589,0.02039428495
EURUSD.DWX,WMR_1600,IS,60,0.6,45,5,0,1046,571,0.02922195661
EURUSD.DWX,WMR_1600,IS,60,0.6,45,6,0,1047,517,0.08922711925
EURUSD.DWX,WMR_1600,IS,60,0.6,45,7,0,1048,431,0.01845485433
EURUSD.DWX,WMR_1600,IS,60,0.6,45,8,0,1492,637,0.07687761125
EURUSD.DWX,WMR_1600,IS,60,0.6,45,9,0,1547,796,0.1388958977
EURUSD.DWX,WMR_1600,IS,60,0.6,45,10,0,1550,1042,0.1468804771
EURUSD.DWX,WMR_1600,IS,60,0.6,45,11,0,100,72,0.3916897364
EURUSD.DWX,WMR_1600,IS,60,0.6,45,15,1,1388,688,0.06722014991
EURUSD.DWX,WMR_1600,IS,60,0.6,45,16,1,95,54,0.05731812874
EURUSD.DWX,WMR_1600,IS,60,0.6,45,20,1,1449,499,0.006091946035
EURUSD.DWX,WMR_1600,IS,60,0.6,45,21,1,1549,448,-0.06806276572
EURUSD.DWX,WMR_1600,IS,60,0.6,45,22,1,1547,424,0.07126038885
EURUSD.DWX,WMR_1600,IS,60,0.6,45,23,0,1315,343,0.04342466434
EURUSD.DWX,WMR_1600,IS,60,0.6,60,0,0,1080,177,0.1271799485
EURUSD.DWX,WMR_1600,IS,60,0.6,60,1,0,1047,150,-0.09646229986
EURUSD.DWX,WMR_1600,IS,60,0.6,60,2,0,1045,295,0.09799179295
EURUSD.DWX,WMR_1600,IS,60,0.6,60,3,0,1045,391,0.0208495708
EURUSD.DWX,WMR_1600,IS,60,0.6,60,4,0,1045,589,0.02058312538
EURUSD.DWX,WMR_1600,IS,60,0.6,60,5,0,1046,571,0.008404757638
EURUSD.DWX,WMR_1600,IS,60,0.6,60,6,0,1047,517,0.06556880411
EURUSD.DWX,WMR_1600,IS,60,0.6,60,7,0,1048,431,0.02825382475
EURUSD.DWX,WMR_1600,IS,60,0.6,60,8,0,1492,637,0.06579885199
EURUSD.DWX,WMR_1600,IS,60,0.6,60,9,0,1547,796,0.1720782238
EURUSD.DWX,WMR_1600,IS,60,0.6,60,10,0,1550,1042,0.1335051944
EURUSD.DWX,WMR_1600,IS,60,0.6,60,11,0,100,72,0.4718246955
EURUSD.DWX,WMR_1600,IS,60,0.6,60,15,1,1388,688,0.02908691896
EURUSD.DWX,WMR_1600,IS,60,0.6,60,16,1,95,54,0.1199347792
EURUSD.DWX,WMR_1600,IS,60,0.6,60,20,1,1449,499,0.008431972993
EURUSD.DWX,WMR_1600,IS,60,0.6,60,21,1,1549,448,-0.06028073797
EURUSD.DWX,WMR_1600,IS,60,0.6,60,22,1,1547,424,0.05593222728
EURUSD.DWX,WMR_1600,IS,60,0.6,60,23,0,1315,343,0.04246517367
EURUSD.DWX,WMR_1600,IS,60,0.8,15,0,0,1080,80,0.1290043093
EURUSD.DWX,WMR_1600,IS,60,0.8,15,1,0,1047,76,-0.01485264832
EURUSD.DWX,WMR_1600,IS,60,0.8,15,2,0,1045,159,0.01152675357
EURUSD.DWX,WMR_1600,IS,60,0.8,15,3,0,1045,270,0.06119130746
EURUSD.DWX,WMR_1600,IS,60,0.8,15,4,0,1045,483,0.005728004148
EURUSD.DWX,WMR_1600,IS,60,0.8,15,5,0,1046,445,0.01695980558
EURUSD.DWX,WMR_1600,IS,60,0.8,15,6,0,1047,374,0.05470222279
EURUSD.DWX,WMR_1600,IS,60,0.8,15,7,0,1048,265,-0.06385762449
EURUSD.DWX,WMR_1600,IS,60,0.8,15,8,0,1492,455,0.04947598269
EURUSD.DWX,WMR_1600,IS,60,0.8,15,9,0,1547,604,0.100786557
EURUSD.DWX,WMR_1600,IS,60,0.8,15,10,0,1550,872,0.09281004157
EURUSD.DWX,WMR_1600,IS,60,0.8,15,11,0,100,68,0.02396988376
EURUSD.DWX,WMR_1600,IS,60,0.8,15,15,1,1388,516,0.04103686198
EURUSD.DWX,WMR_1600,IS,60,0.8,15,16,1,95,46,-0.06986880585
EURUSD.DWX,WMR_1600,IS,60,0.8,15,20,1,1449,292,-0.02529134775
EURUSD.DWX,WMR_1600,IS,60,0.8,15,21,1,1549,239,-0.07174108169
EURUSD.DWX,WMR_1600,IS,60,0.8,15,22,1,1547,244,0.09820243642
EURUSD.DWX,WMR_1600,IS,60,0.8,15,23,0,1315,181,0.05192265929
EURUSD.DWX,WMR_1600,IS,60,0.8,30,0,0,1080,80,0.1356622347
EURUSD.DWX,WMR_1600,IS,60,0.8,30,1,0,1047,76,-0.03128879813
EURUSD.DWX,WMR_1600,IS,60,0.8,30,2,0,1045,159,0.008713713723
EURUSD.DWX,WMR_1600,IS,60,0.8,30,3,0,1045,270,0.04969942195
EURUSD.DWX,WMR_1600,IS,60,0.8,30,4,0,1045,483,0.01843594161
EURUSD.DWX,WMR_1600,IS,60,0.8,30,5,0,1046,445,0.02046104748
EURUSD.DWX,WMR_1600,IS,60,0.8,30,6,0,1047,374,0.09592276087
EURUSD.DWX,WMR_1600,IS,60,0.8,30,7,0,1048,265,-0.09483300523
EURUSD.DWX,WMR_1600,IS,60,0.8,30,8,0,1492,455,0.03521586823
EURUSD.DWX,WMR_1600,IS,60,0.8,30,9,0,1547,604,0.08547956884
EURUSD.DWX,WMR_1600,IS,60,0.8,30,10,0,1550,872,0.1202535129
EURUSD.DWX,WMR_1600,IS,60,0.8,30,11,0,100,68,0.05733373242
EURUSD.DWX,WMR_1600,IS,60,0.8,30,15,1,1388,516,0.07460873069
EURUSD.DWX,WMR_1600,IS,60,0.8,30,16,1,95,46,-0.0113517334
EURUSD.DWX,WMR_1600,IS,60,0.8,30,20,1,1449,292,-0.02936351792
EURUSD.DWX,WMR_1600,IS,60,0.8,30,21,1,1549,239,-0.07755589315
EURUSD.DWX,WMR_1600,IS,60,0.8,30,22,1,1547,244,0.08610127755
EURUSD.DWX,WMR_1600,IS,60,0.8,30,23,0,1315,181,0.05627017164
EURUSD.DWX,WMR_1600,IS,60,0.8,45,0,0,1080,80,0.1472175245
EURUSD.DWX,WMR_1600,IS,60,0.8,45,1,0,1047,76,-0.06851034507
EURUSD.DWX,WMR_1600,IS,60,0.8,45,2,0,1045,159,0.04610224528
EURUSD.DWX,WMR_1600,IS,60,0.8,45,3,0,1045,270,0.02369599781
EURUSD.DWX,WMR_1600,IS,60,0.8,45,4,0,1045,483,0.01689532906
EURUSD.DWX,WMR_1600,IS,60,0.8,45,5,0,1046,445,0.01273316759
EURUSD.DWX,WMR_1600,IS,60,0.8,45,6,0,1047,374,0.1018965963
EURUSD.DWX,WMR_1600,IS,60,0.8,45,7,0,1048,265,-0.02899045938
EURUSD.DWX,WMR_1600,IS,60,0.8,45,8,0,1492,455,0.05356699338
EURUSD.DWX,WMR_1600,IS,60,0.8,45,9,0,1547,604,0.140452177
EURUSD.DWX,WMR_1600,IS,60,0.8,45,10,0,1550,872,0.1714693548
EURUSD.DWX,WMR_1600,IS,60,0.8,45,11,0,100,68,0.4231138356
EURUSD.DWX,WMR_1600,IS,60,0.8,45,15,1,1388,516,0.0917838109
EURUSD.DWX,WMR_1600,IS,60,0.8,45,16,1,95,46,-0.03573600391
EURUSD.DWX,WMR_1600,IS,60,0.8,45,20,1,1449,292,-0.0237979678
EURUSD.DWX,WMR_1600,IS,60,0.8,45,21,1,1549,239,-0.09280130531
EURUSD.DWX,WMR_1600,IS,60,0.8,45,22,1,1547,244,0.07505784891
