symbol,fix_code,era,scope,weekday,minute_of_hour,prefix_window_min,threshold_atr,holding_min,n_anchors,n_trigger,mean_ret_atr,sd_ret_atr,frozen_is_baseline_beta0,frozen_is_baseline_beta0_se,r_base_atr
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,30,0.4,15,4560,1798,0.0158773931,0.5329642121,-0.02539718867,0.012874821,0.03274000331
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,30,0.4,30,4560,1798,0.02900354816,0.7155424432,-0.04233070399,0.01728137106,0.04696405427
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,30,0.4,45,4560,1798,0.04703894805,0.929305352,-0.05000984147,0.02244659884,0.05711145609
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,30,0.4,60,4560,1798,0.02434168659,1.076286937,-0.0558622118,0.02599780467,0.06402933524
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,30,0.6,15,4560,1063,0.0158773931,0.5329642121,-0.02539718867,0.012874821,0.03535038173
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,30,0.6,30,4560,1063,0.02900354816,0.7155424432,-0.04233070399,0.01728137106,0.05908424875
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,30,0.6,45,4560,1063,0.04703894805,0.929305352,-0.05000984147,0.02244659884,0.07261229169
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,30,0.6,60,4560,1063,0.02434168659,1.076286937,-0.0558622118,0.02599780467,0.08743207079
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,30,0.8,15,4560,644,0.0158773931,0.5329642121,-0.02539718867,0.012874821,0.04038642086
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,30,0.8,30,4560,644,0.02900354816,0.7155424432,-0.04233070399,0.01728137106,0.03646221382
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,30,0.8,45,4560,644,0.04703894805,0.929305352,-0.05000984147,0.02244659884,0.06961771191
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,30,0.8,60,4560,644,0.02434168659,1.076286937,-0.0558622118,0.02599780467,0.06214634482
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,60,0.4,15,4560,2506,0.0158773931,0.5329642121,-0.01713416286,0.00936153463,0.0151267863
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,60,0.4,30,4560,2506,0.02900354816,0.7155424432,-0.02107418489,0.01256926984,0.0235165077
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,60,0.4,45,4560,2506,0.04703894805,0.929305352,-0.03626920636,0.01632043822,0.03722505417
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,60,0.4,60,4560,2506,0.02434168659,1.076286937,-0.03824831784,0.0189034752,0.04411856929
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,60,0.6,15,4560,1762,0.0158773931,0.5329642121,-0.01713416286,0.00936153463,0.03119629122
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,60,0.6,30,4560,1762,0.02900354816,0.7155424432,-0.02107418489,0.01256926984,0.04159105816
