"schema_version","serial","chart_id","chart_width","chart_height","dpi","scenario","mode","mode_name","requested_mode","scale","prefix","panel_name","object_count","capture_complete","screenshot_ok","init_run_id","selftest_receipt","design","fixture_bar","expert_name","qa_trade_allowed","terminal_trade_allowed","cached_bid","quote_observed_at","screenshot_width","screenshot_height","screenshot_calibrated"
"2","614","41774365623703","872","347","96","3","0","QM_CONSOLE_FULL","0","100","QM_QA_","QM_QA_bg","73","1","1","41774365623703_1788829254_2095473406","selftests_41774365623703_1788829254_2095473406.csv","V2","1788825600","QM_Console_Visual_QA","0","1","1.16260","2026.09.08 02:02:43 BT","928","370","1"
