ts_broker,kind,order_id,symbol,reason,raw
2026-07-29T15:00:20.689,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:20.733,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:20.782,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:20.878,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:20.930,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:20.980,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:21.189,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:21.232,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:21.332,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:21.386,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:28.946,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:28.990,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:29.038,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:32.934,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:33.086,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:33.139,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:33.191,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:33.238,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:33.285,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:33.390,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:33.485,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:33.540,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:33.784,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:33.842,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:34.584,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:36.245,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:36.355,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:36.396,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:36.492,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:36.796,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:36.849,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
2026-07-29T15:00:36.889,failed_modify,3169417771,GBPUSD,Invalid stops,"'4000090541': failed modify #3169417771 buy 0.19 GBPUSD sl: 1.32715, tp: 1.33888 -> sl: 1.33010, tp: 1.33888 [Invalid stops]"
