deal_id,ts_broker,symbol,side,volume,fill_price,order_id,order_type,ref_price,point,point_source,slippage_points,latency_ms,money_impact,tick_value_source,ea_id,sleeve_attribution,matched_order,slippage_eligible
153678581,2026-09-01T11:00:56.731,GDAXI,buy,0.09,25973.4,3175870201,,,0.1,inferred_from_price_decimals,,,,,,symbol_only,False,False
153682870,2026-09-01T11:30:08.741,GDAXI,sell,0.03,25974.6,3175876078,market,,0.1,inferred_from_price_decimals,,170.747,,,10911,ticket_join,True,False
153708681,2026-09-01T15:00:24.107,GBPUSD,sell,0.38,1.35282,3175918039,,,1e-05,inferred_from_price_decimals,,,,,,symbol_only,False,False
153727915,2026-09-01T16:00:01.107,USDJPY,sell,0.31,159.986,3175941372,,,0.001,inferred_from_price_decimals,,,,,,symbol_only,False,False
153742645,2026-09-01T16:59:59.441,AUDCAD,sell,0.72,0.99464,3175960485,market,,1e-05,inferred_from_price_decimals,,493.669,,,,symbol_only,True,False
153825880,2026-09-02T06:47:09.825,USDJPY,sell,0.26,160.132,3176073337,stop,160.132,0.001,inferred_from_price_decimals,0.0,110.253,,,13213,ticket_join,True,True
153858188,2026-09-02T10:55:59.589,USDJPY,buy,0.26,159.826,3176138816,,,0.001,inferred_from_price_decimals,,,,,,symbol_only,False,False
153861494,2026-09-02T11:14:51.749,GDAXI,sell,0.04,25815.7,3176132809,stop,25815.9,0.1,inferred_from_price_decimals,2.000000000007276,113.708,,,13301,ticket_join,True,True
153912307,2026-09-02T15:59:58.454,GDAXI,buy,0.03,25903.0,3176216353,market,,0.1,inferred_from_price_decimals,,664.160,,,,symbol_only,True,False
153945163,2026-09-02T19:55:00.179,GDAXI,buy,0.04,25859.0,3176270349,market,,0.1,inferred_from_price_decimals,,180.065,,,,symbol_only,True,False
153978228,2026-09-03T04:00:17.463,NDX,sell,0.08,29111.6,3176335509,stop,29111.6,0.1,inferred_from_price_decimals,0.0,432.716,,,10440,ticket_join,True,True
153986401,2026-09-03T05:13:57.792,NDX,buy,0.08,29178.2,3176349750,,,0.1,inferred_from_price_decimals,,,,,,symbol_only,False,False
154027550,2026-09-03T10:59:57.494,EURUSD,sell,0.35,1.16089,3176414521,market,,1e-05,inferred_from_price_decimals,,224.566,,,11165,ticket_join,True,False
154124502,2026-09-03T18:17:35.423,EURUSD,buy,0.41,1.16314,3176300226,stop,1.16314,1e-05,inferred_from_price_decimals,0.0,171.526,,,11421,ticket_join,True,True
154134957,2026-09-03T20:00:01.007,NDX,buy,0.07,29525.2,3176560842,stop,29522.9,0.1,inferred_from_price_decimals,22.999999999992724,181.655,,,10440,ticket_join,True,True
154170129,2026-09-04T05:00:32.209,USDJPY,buy,0.08,156.101,3176631546,stop,156.093,0.001,inferred_from_price_decimals,8.000000000009777,66.750,,,13213,ticket_join,True,True
154173245,2026-09-04T05:59:57.608,EURUSD,buy,0.35,1.16231,3176638754,market,,1e-05,inferred_from_price_decimals,,169.487,,,,symbol_only,True,False
154277207,2026-09-04T16:59:56.708,USDJPY,sell,0.08,156.120,3176809022,market,,0.001,inferred_from_price_decimals,,442.379,,,,symbol_only,True,False
154294925,2026-09-04T19:42:25.372,NDX,sell,0.07,29448.9,3176844488,,,0.1,inferred_from_price_decimals,,,,,,symbol_only,False,False
154296381,2026-09-04T19:59:56.917,EURUSD,sell,0.41,1.16123,3176847225,market,,1e-05,inferred_from_price_decimals,,390.113,,,,symbol_only,True,False
154344989,2026-09-07T07:58:36.282,USDJPY,sell,0.14,155.803,3176925044,stop,155.803,0.001,inferred_from_price_decimals,0.0,338.498,,,13213,ticket_join,True,True
154380653,2026-09-07T13:00:04.669,NDX,sell,0.12,29553.4,3177011195,stop,29554.2,0.1,inferred_from_price_decimals,7.999999999992724,238.653,,,10440,ticket_join,True,True
154381647,2026-09-07T13:12:39.275,USDJPY,buy,0.14,154.747,3177014951,,,0.001,inferred_from_price_decimals,,,,,,symbol_only,False,False
154392279,2026-09-07T15:24:59.774,NDX,buy,0.12,29601.9,3177037302,,,0.1,inferred_from_price_decimals,,,,,,symbol_only,False,False
154415784,2026-09-08T01:00:00.348,NDX,sell,0.09,29537.7,3177090388,stop,29540.2,0.1,inferred_from_price_decimals,25.0,90.757,,,10440,ticket_join,True,True
154424746,2026-09-08T02:20:47.121,NDX,buy,0.09,29601.3,3177105048,,,0.1,inferred_from_price_decimals,,,,,,symbol_only,False,False
154457169,2026-09-08T08:00:19.164,NDX,sell,0.04,29591.4,3177161562,stop,29591.3,0.1,inferred_from_price_decimals,-1.0000000000218279,274.376,,,10440,ticket_join,True,True
154478701,2026-09-08T10:00:00.035,GBPUSD,sell,0.21,1.35312,3177195191,market,,1e-05,inferred_from_price_decimals,,212.840,,,10706,ticket_join,True,False
154513129,2026-09-08T14:51:53.405,GBPUSD,buy,0.21,1.35552,3177249014,,,1e-05,inferred_from_price_decimals,,,,,,symbol_only,False,False
154634443,2026-09-09T07:58:50.304,USDJPY,sell,0.11,153.250,3177419033,stop,153.250,0.001,inferred_from_price_decimals,0.0,224.143,,,13213,ticket_join,True,True
154666401,2026-09-09T10:39:56.518,GDAXI,sell,0.04,25803.7,3177480153,stop,25802.9,0.1,inferred_from_price_decimals,-7.999999999992724,80.361,,,13301,ticket_join,True,True
154704905,2026-09-09T14:13:55.618,NDX,buy,0.04,29327.3,3177533701,,,0.1,inferred_from_price_decimals,,,,,,symbol_only,False,False
154710846,2026-09-09T15:00:23.311,GDAXI,buy,0.04,25665.5,3177543829,,,0.1,inferred_from_price_decimals,,,,,,symbol_only,False,False
154741830,2026-09-09T16:59:58.610,USDJPY,buy,0.11,153.210,3177582062,market,,0.001,inferred_from_price_decimals,,113.890,,,,symbol_only,True,False
154773170,2026-09-09T19:30:22.281,XAUUSD,buy,0.01,4414.31,3177622940,market,,0.01,inferred_from_price_decimals,,71.566,,,1556,ticket_join,True,False
154789344,2026-09-10T00:00:01.178,SP500,buy,0.37,7651.4,3177652757,market,,0.1,inferred_from_price_decimals,,64.443,,,11132,ticket_join,True,False
154798322,2026-09-10T02:30:01.340,GDAXI,sell,0.08,25577.8,3177669170,market,,0.1,inferred_from_price_decimals,,79.782,,,10911,ticket_join,True,False
154841938,2026-09-10T10:33:30.601,GDAXI,sell,0.06,25536.3,3177741764,stop,25536.3,0.1,inferred_from_price_decimals,0.0,55.917,,,13301,ticket_join,True,True
154848415,2026-09-10T11:25:21.530,USDJPY,buy,0.14,153.741,3177691990,stop,153.741,0.001,inferred_from_price_decimals,0.0,131.796,,,13213,ticket_join,True,True
154890071,2026-09-10T14:34:37.734,EURUSD,sell,0.47,1.15985,3177650357,stop,1.15987,1e-05,inferred_from_price_decimals,1.9999999999908977,98.506,,,11708,ticket_join,True,True
154890073,2026-09-10T14:34:37.741,EURUSD,sell,0.41,1.15986,3177650364,stop,1.15987,1e-05,inferred_from_price_decimals,1.0000000000065512,84.752,,,11421,ticket_join,True,True
154918232,2026-09-10T15:47:15.159,USDJPY,sell,0.14,154.033,3177839367,,,0.001,inferred_from_price_decimals,,,,,,symbol_only,False,False
154934708,2026-09-10T16:45:50.730,GDAXI,buy,0.08,25392.1,3177860493,,,0.1,inferred_from_price_decimals,,,,,,symbol_only,False,False
154958633,2026-09-10T19:54:57.707,GDAXI,buy,0.06,25342.1,3177894395,market,,0.1,inferred_from_price_decimals,,79.862,,,,symbol_only,True,False
154979811,2026-09-10T23:04:01.357,EURUSD,buy,0.47,1.16161,3177924470,market,,1e-05,inferred_from_price_decimals,,254.955,,,,symbol_only,True,False
155022736,2026-09-11T07:12:33.838,USDJPY,sell,0.16,154.205,3177970789,stop,154.206,0.001,inferred_from_price_decimals,0.9999999999763531,211.166,,,13213,ticket_join,True,True
155048338,2026-09-11T10:53:15.869,GDAXI,buy,0.04,25509.7,3178028297,stop,25509.7,0.1,inferred_from_price_decimals,0.0,66.861,,,13301,ticket_join,True,True
155133075,2026-09-11T16:59:57.738,USDJPY,buy,0.16,153.487,3178144802,market,,0.001,inferred_from_price_decimals,,700.560,,,,symbol_only,True,False
155154238,2026-09-11T19:55:04.228,GDAXI,sell,0.04,25581.1,3178175304,market,,0.1,inferred_from_price_decimals,,121.049,,,,symbol_only,True,False
155154688,2026-09-11T19:59:56.372,XAUUSD,sell,0.01,4358.19,3178176161,market,,0.01,inferred_from_price_decimals,,134.936,,,,symbol_only,True,False
155154776,2026-09-11T19:59:56.638,SP500,sell,0.37,7676.5,3178176527,market,,0.1,inferred_from_price_decimals,,178.356,,,,symbol_only,True,False
155154811,2026-09-11T19:59:56.856,EURUSD,buy,0.41,1.15983,3178176980,market,,1e-05,inferred_from_price_decimals,,109.577,,,,symbol_only,True,False
