group,n_fills,n_orders_filled,n_slippage_samples,mean_adverse_points,median_adverse_points,p95_adverse_points,share_zero_slippage,mean_latency_ms,rejections,bt_mean_abs_net_per_trade,execution_drag,power
AUDCAD,12,12,0,,,,,,0,,NOT_COMPUTABLE_NO_TICK_VALUE,UNDERPOWERED
AUDUSD,6,6,3,4.333333333335816,4.999999999999449,8.000000000008,0.3333333333333333,83.78000000000002,0,,NOT_COMPUTABLE_NO_TICK_VALUE,UNDERPOWERED
EURUSD,24,22,8,0.7499999999993623,0.999999999995449,1.9999999999908977,0.375,94.42887499999999,5,,NOT_COMPUTABLE_NO_TICK_VALUE,UNDERPOWERED
GBPUSD,20,11,0,,,,,,36098,,NOT_COMPUTABLE_NO_TICK_VALUE,UNDERPOWERED
GDAXI,64,52,15,9.0000000000097,7.999999999992724,47.999999999992724,0.13333333333333333,90.59760000000001,2,,NOT_COMPUTABLE_NO_TICK_VALUE,UNDERPOWERED
NDX,26,14,10,9.200000000000728,5.500000000010914,26.000000000021828,0.1,307.15739999999994,0,,NOT_COMPUTABLE_NO_TICK_VALUE,UNDERPOWERED
SP500,10,9,0,,,,,,0,,NOT_COMPUTABLE_NO_TICK_VALUE,UNDERPOWERED
USDJPY,60,42,30,7.633333333334728,0.999999999990564,76.99999999999818,0.36666666666666664,178.11036666666666,4,,NOT_COMPUTABLE_NO_TICK_VALUE,OK
XAUUSD,26,24,4,298.2500000000073,119.50000000001637,919.9999999999818,0.0,188.50424999999998,3,,NOT_COMPUTABLE_NO_TICK_VALUE,UNDERPOWERED
