deal_id,position_id,time_utc,entry,deal_magic,logical_magic,symbol,profit,swap,commission,fee,net_actual,risk_percent_in_force,net_per_1pct_risk,magic,type,volume,price,order,time_broker,comment
153646498,3175705660,2026-09-01T06:59:48Z,OUT,109110003,,GDAXI,170.73,0.45,-0.26,0.00,170.92,,,109110003,BUY,0.08,26136.20000,3175829020,2026-09-01 09:59:48,[tp 26136.4]
153646597,3175829542,2026-09-01T07:00:00Z,IN,109110003,,GDAXI,0.00,0.00,-0.29,0.00,-0.29,,,109110003,SELL,0.09,26150.40000,3175829542,2026-09-01 10:00:00,GRIMES_COMPLEX_PB_SHORT
153677626,3175867145,2026-09-01T09:00:00Z,IN,107060001,,GBPUSD,0.00,0.00,-1.29,0.00,-1.29,,,107060001,BUY,0.38,1.35418,3175867145,2026-09-01 12:00:00,MON_SWEEP_LONG
153677789,3175868088,2026-09-01T09:00:01Z,IN,111650002,,AUDCAD,0.00,0.00,-1.29,0.00,-1.29,,,111650002,BUY,0.72,0.99096,3175868088,2026-09-01 12:00:01,WEISS_RSI_MA_LONG
153678581,3175829542,2026-09-01T09:00:58Z,OUT,109110003,,GDAXI,184.68,0.00,-0.29,0.00,184.39,,,109110003,BUY,0.09,25973.40000,3175870201,2026-09-01 12:00:58,[tp 25973.7]
153682870,3175876078,2026-09-01T09:30:10Z,IN,109110003,,GDAXI,0.00,0.00,-0.10,0.00,-0.10,,,109110003,SELL,0.03,25974.60000,3175876078,2026-09-01 12:30:10,GRIMES_COMPLEX_PB_SHORT
153708681,3175867145,2026-09-01T13:00:25Z,OUT,107060001,,GBPUSD,-51.68,0.00,-1.29,0.00,-52.97,,,107060001,SELL,0.38,1.35282,3175918039,2026-09-01 16:00:25,[sl 1.35282]
153727915,3175800904,2026-09-01T14:00:02Z,OUT,132130000,,USDJPY,26.74,0.00,-0.78,0.00,25.96,,,132130000,SELL,0.31,159.98600,3175941372,2026-09-01 17:00:02,[sl 159.989]
153742645,3175868088,2026-09-01T15:00:01Z,OUT,111650002,,AUDCAD,190.58,0.00,-1.29,0.00,189.29,,,111650002,SELL,0.72,0.99464,3175960485,2026-09-01 18:00:01,qm_tm_close
153825880,3176073337,2026-09-02T04:47:11Z,IN,132130000,,USDJPY,0.00,0.00,-0.65,0.00,-0.65,,,132130000,SELL,0.26,160.13200,3176073337,2026-09-02 07:47:11,BALKE_RANGE_SELL_STOP
153858188,3176073337,2026-09-02T08:56:01Z,OUT,132130000,,USDJPY,49.78,0.00,-0.65,0.00,49.13,,,132130000,BUY,0.26,159.82600,3176138816,2026-09-02 11:56:01,[sl 159.822]
153861494,3176132809,2026-09-02T09:14:53Z,IN,133010010,,GDAXI,0.00,0.00,-0.13,0.00,-0.13,,,133010010,SELL,0.04,25815.70000,3176132809,2026-09-02 12:14:53,BALKE_RANGE_SELL_STOP
153912307,3175876078,2026-09-02T14:00:00Z,OUT,109110003,,GDAXI,24.93,0.17,-0.10,0.00,25.00,,,109110003,BUY,0.03,25903.00000,3176216353,2026-09-02 17:00:00,qm_tm_close
153945163,3176132809,2026-09-02T17:55:02Z,OUT,133010010,,GDAXI,-20.07,0.00,-0.13,0.00,-20.20,,,133010010,BUY,0.04,25859.00000,3176270349,2026-09-02 20:55:02,qm_tm_close
153978228,3176335509,2026-09-03T02:00:18Z,IN,104400003,,NDX,0.00,0.00,-0.22,0.00,-0.22,,,104400003,SELL,0.08,29111.60000,3176335509,2026-09-03 05:00:18,QM5_10440_SHORT_MTF_STRUCTURE
153986401,3176335509,2026-09-03T03:14:00Z,OUT,104400003,,NDX,-53.28,0.00,-0.22,0.00,-53.50,,,104400003,BUY,0.08,29178.20000,3176349750,2026-09-03 06:14:00,[sl 29176.8]
154027550,3176414521,2026-09-03T09:00:00Z,IN,111650000,,EURUSD,0.00,0.00,-1.02,0.00,-1.02,,,111650000,SELL,0.35,1.16089,3176414521,2026-09-03 12:00:00,WEISS_RSI_MA_SHORT
154124502,3176300226,2026-09-03T16:17:38Z,IN,114210000,,EURUSD,0.00,0.00,-1.19,0.00,-1.19,,,114210000,BUY,0.41,1.16314,3176300226,2026-09-03 19:17:38,squeeze_long_buystop
154134957,3176560842,2026-09-03T18:00:04Z,IN,104400003,,NDX,0.00,0.00,-0.19,0.00,-0.19,,,104400003,BUY,0.07,29525.20000,3176560842,2026-09-03 21:00:04,QM5_10440_LONG_MTF_STRUCTURE
154153046,0,2026-09-03T22:57:34Z,IN,0,,,3.61,0.00,0.00,0.00,3.61,,,0,DIVIDEND,0.00,0.00000,0,2026-09-04 01:57:34,NDX div. 51.51 USD / lot
154170129,3176631546,2026-09-04T03:00:35Z,IN,132130000,,USDJPY,0.00,0.00,-0.20,0.00,-0.20,,,132130000,BUY,0.08,156.10100,3176631546,2026-09-04 06:00:35,BALKE_RANGE_BUY_STOP
154173245,3176414521,2026-09-04T04:00:01Z,OUT,111650000,,EURUSD,-49.70,0.00,-1.02,0.00,-50.72,,,111650000,BUY,0.35,1.16231,3176638754,2026-09-04 07:00:01,qm_tm_close
154277207,3176631546,2026-09-04T15:00:00Z,OUT,132130000,,USDJPY,0.97,0.00,-0.20,0.00,0.77,,,132130000,SELL,0.08,156.12000,3176809022,2026-09-04 18:00:00,qm_tm_close
154294925,3176560842,2026-09-04T17:42:29Z,OUT,104400003,,NDX,-53.41,-3.11,-0.19,0.00,-56.71,,,104400003,SELL,0.07,29448.90000,3176844488,2026-09-04 20:42:29,[sl 29449.1]
154296381,3176300226,2026-09-04T18:00:00Z,OUT,114210000,,EURUSD,-78.31,0.00,-1.19,0.00,-79.50,,,114210000,SELL,0.41,1.16123,3176847225,2026-09-04 21:00:00,qm_tm_close
