weekend_id,symbol,era,friday_close_utc,sunday_open_utc,friday_close,sunday_open,gap_raw,gap_pips,gap_dir,trade_side,atr_d1,gap_size_atr,high_5d,low_5d,range_5d,range_pos,range_bucket,is_conditioned,triggered,filled_by_timestop,filled_full_week,fill_time_utc,fill_elapsed_min,exit_reason,exit_time_utc,exit_price,mae_pips,mae_bp,gross_pnl_pips,gross_pnl_bp,spread_pips,net_pnl_pips,net_pnl_bp
2025-04-11_2025-04-13,GBPUSD.DWX,OOS,2025-04-11T20:50:00Z,2025-04-13T21:05:00Z,1.30738,1.30891,0.00153,15.3,1,SHORT,0.01365,0.1121,1.31447,1.27078,0.04369,0.8377,UPPER_THIRD,0,0,1,1,2025-04-13T21:05:00Z,0,FILL,2025-04-13T21:05:00Z,1.30738,0,0,15.3,11.69,1,14.3,10.93
2025-04-18_2025-04-20,GBPUSD.DWX,OOS,2025-04-18T20:50:00Z,2025-04-20T21:05:00Z,1.32937,1.32741,-0.00196,-19.6,-1,LONG,0.01391,0.1409,1.32982,1.30626,0.02356,0.9809,UPPER_THIRD,1,0,1,1,2025-04-20T22:05:00Z,60,FILL,2025-04-20T22:05:00Z,1.32937,0.1,0.08,19.6,14.77,1,18.6,14.01
2025-04-25_2025-04-27,GBPUSD.DWX,OOS,2025-04-25T20:50:00Z,2025-04-27T21:05:00Z,1.33132,1.33061,-0.00071,-7.1,-1,LONG,0.01109,0.064,1.34238,1.32333,0.01905,0.4194,MIDDLE_THIRD,0,0,0,1,2025-04-28T04:55:00Z,470,STOP,2025-04-27T22:30:00Z,1.3299,13.3,10,-7.1,-5.34,1,-8.1,-6.09
2025-05-02_2025-05-04,GBPUSD.DWX,OOS,2025-05-02T20:50:00Z,2025-05-04T21:05:00Z,1.32681,1.32592,-0.00089,-8.9,-1,LONG,0.00931,0.0956,1.34441,1.32579,0.01862,0.0548,LOWER_THIRD,0,0,1,1,2025-05-04T22:00:00Z,55,FILL,2025-05-04T22:00:00Z,1.32681,4.4,3.32,8.9,6.71,1,7.9,5.96
2025-05-09_2025-05-11,GBPUSD.DWX,OOS,2025-05-09T20:50:00Z,2025-05-11T21:05:00Z,1.32972,1.32533,-0.00439,-43.9,-1,LONG,0.01014,0.433,1.34025,1.32118,0.01907,0.4478,MIDDLE_THIRD,0,1,1,1,2025-05-12T06:30:00Z,565,FILL,2025-05-12T06:30:00Z,1.32972,2.6,1.96,43.9,33.12,1,42.9,32.37
2025-05-16_2025-05-18,GBPUSD.DWX,OOS,2025-05-16T20:50:00Z,2025-05-18T21:05:00Z,1.32833,1.32518,-0.00315,-31.5,-1,LONG,0.01039,0.3032,1.33601,1.31396,0.02205,0.6517,MIDDLE_THIRD,0,1,1,1,2025-05-18T21:25:00Z,20,FILL,2025-05-18T21:25:00Z,1.32833,0.1,0.08,31.5,23.77,1,30.5,23.02
2025-05-23_2025-05-25,GBPUSD.DWX,OOS,2025-05-23T20:50:00Z,2025-05-25T21:05:00Z,1.3535,1.35234,-0.00116,-11.6,-1,LONG,0.01092,0.1063,1.35391,1.32517,0.02874,0.9857,UPPER_THIRD,1,0,1,1,2025-05-25T22:00:00Z,55,FILL,2025-05-25T22:00:00Z,1.3535,2.1,1.55,11.6,8.58,1,10.6,7.84
2025-05-30_2025-06-01,GBPUSD.DWX,OOS,2025-05-30T20:50:00Z,2025-06-01T21:05:00Z,1.34564,1.34591,0.00027,2.7,1,SHORT,0.00914,0.0296,1.3593,1.34153,0.01777,0.2313,LOWER_THIRD,1,0,1,1,2025-06-01T21:20:00Z,15,FILL,2025-06-01T21:20:00Z,1.34564,2.4,1.78,2.7,2.01,1,1.7,1.26
2025-06-06_2025-06-08,GBPUSD.DWX,OOS,2025-06-06T20:50:00Z,2025-06-08T21:05:00Z,1.3525,1.35214,-0.00036,-3.6,-1,LONG,0.00803,0.0448,1.36165,1.34504,0.01661,0.4491,MIDDLE_THIRD,0,0,1,1,2025-06-08T21:45:00Z,40,FILL,2025-06-08T21:45:00Z,1.3525,0,0,3.6,2.66,1,2.6,1.92
2025-06-13_2025-06-15,GBPUSD.DWX,OOS,2025-06-13T20:50:00Z,2025-06-15T21:05:00Z,1.35683,1.35596,-0.00087,-8.7,-1,LONG,0.00865,0.1006,1.36322,1.3456,0.01762,0.6373,MIDDLE_THIRD,0,0,0,1,2025-06-16T05:25:00Z,500,STOP,2025-06-15T21:15:00Z,1.35509,9.1,6.71,-8.7,-6.42,1,-9.7,-7.15
2025-06-20_2025-06-22,GBPUSD.DWX,OOS,2025-06-20T20:50:00Z,2025-06-22T21:05:00Z,1.34484,1.33981,-0.00503,-50.3,-1,LONG,0.00913,0.5509,1.36222,1.33827,0.02395,0.2743,LOWER_THIRD,0,1,1,1,2025-06-23T07:00:00Z,595,FILL,2025-06-23T07:00:00Z,1.34484,0,0,50.3,37.54,1,49.3,36.8
2025-06-27_2025-06-29,GBPUSD.DWX,OOS,2025-06-27T20:50:00Z,2025-06-29T21:05:00Z,1.37182,1.37008,-0.00174,-17.4,-1,LONG,0.01079,0.1613,1.37705,1.337,0.04005,0.8694,UPPER_THIRD,1,0,1,1,2025-06-29T22:00:00Z,55,FILL,2025-06-29T22:00:00Z,1.37182,2.8,2.04,17.4,12.7,1,16.4,11.97
2025-07-04_2025-07-06,GBPUSD.DWX,OOS,2025-07-04T20:50:00Z,2025-07-06T21:05:00Z,1.36448,1.36393,-0.00055,-5.5,-1,LONG,0.01052,0.0523,1.37886,1.35623,0.02263,0.3646,MIDDLE_THIRD,0,0,1,1,2025-07-06T21:10:00Z,5,FILL,2025-07-06T21:10:00Z,1.36448,0,0,5.5,4.03,1,4.5,3.3
2025-07-11_2025-07-13,GBPUSD.DWX,OOS,2025-07-11T20:50:00Z,2025-07-13T21:05:00Z,1.34926,1.3484,-0.00086,-8.6,-1,LONG,0.00971,0.0886,1.36575,1.34808,0.01767,0.0668,LOWER_THIRD,0,0,0,1,2025-07-13T22:05:00Z,60,STOP,2025-07-13T21:45:00Z,1.34754,10.4,7.71,-8.6,-6.38,1,-9.6,-7.12
2025-07-18_2025-07-20,GBPUSD.DWX,OOS,2025-07-18T20:50:00Z,2025-07-20T21:15:00Z,1.34088,1.33994,-0.00094,-9.4,-1,LONG,0.00912,0.1031,1.35041,1.33648,0.01393,0.3159,LOWER_THIRD,0,0,1,1,2025-07-20T21:30:00Z,15,FILL,2025-07-20T21:30:00Z,1.34088,0,0,9.4,7.02,1,8.4,6.27
2025-07-25_2025-07-27,GBPUSD.DWX,OOS,2025-07-25T20:50:00Z,2025-07-27T21:05:00Z,1.34295,1.34252,-0.00043,-4.3,-1,LONG,0.00872,0.0493,1.35884,1.33994,0.0189,0.1593,LOWER_THIRD,0,0,0,1,2025-07-27T21:25:00Z,20,STOP,2025-07-27T21:05:00Z,1.34209,4.4,3.28,-4.3,-3.2,1,-5.3,-3.95
2025-08-01_2025-08-03,GBPUSD.DWX,OOS,2025-08-01T20:50:00Z,2025-08-03T21:05:00Z,1.32833,1.32722,-0.00111,-11.1,-1,LONG,0.00972,0.1142,1.34524,1.31358,0.03166,0.4659,MIDDLE_THIRD,0,0,1,1,2025-08-03T22:00:00Z,55,FILL,2025-08-03T22:00:00Z,1.32833,7.5,5.65,11.1,8.36,1,10.1,7.61
2025-08-08_2025-08-10,GBPUSD.DWX,OOS,2025-08-08T20:50:00Z,2025-08-10T21:05:00Z,1.34454,1.34415,-0.00039,-3.9,-1,LONG,0.00922,0.0423,1.34586,1.32533,0.02053,0.9357,UPPER_THIRD,1,0,1,1,2025-08-10T21:15:00Z,10,FILL,2025-08-10T21:15:00Z,1.34454,0.8,0.6,3.9,2.9,1,2.9,2.16
