"run_key","ea_id","version","symbol","phase","sub_gate_config","enqueue_ts_utc","claim_ts_utc","terminal","scanner_pid","status","final_status","ack_ts_utc","report_dir","htm_count","report_bytes"
"ec089eff49639addca342e43b51f9902d3e1796ff2169cf1f0994fd1f953a41d","QM5_3400","v5.0.0-qua340","EURUSD.DWX","P2","qua340-smoke-002","2026-04-28T08:50:01Z","2026-04-28T08:50:01Z","T2","48180","ack","no_report","2026-04-28T08:50:02Z","C:\QM\worktrees\pipeline-operator\artifacts\qua-340-real\factory_runs\QM5_3400\v5.0.0-qua340\P2\EURUSD.DWX\ec089eff49639addca342e43b51f9902d3e1796ff2169cf1f0994fd1f953a41d","0","0"
"27b0f056f370e5e6a18a97de1280398f6fb0a7924da83312b8b6fb78249daf2e","QM5_3400","v5.0.0-qua340","EURUSD.DWX","P2","qua340-smoke-004","2026-04-28T08:50:28Z","2026-04-28T08:50:28Z","T2","29672","ack","no_report","2026-04-28T08:50:30Z","C:\QM\worktrees\pipeline-operator\artifacts\qua-340-real\factory_runs\QM5_3400\v5.0.0-qua340\P2\EURUSD.DWX\27b0f056f370e5e6a18a97de1280398f6fb0a7924da83312b8b6fb78249daf2e","0","0"
"a41559a195940fd93c5ebb29ee48d7b9b4affbd40d1de85175424497b12ffca8","QM5_3400","v5.0.0-qua340","EURUSD.DWX","P2","qua340-smoke-005","2026-04-28T08:52:43Z","2026-04-28T08:52:43Z","T2","46596","ack","no_report","2026-04-28T08:52:54Z","C:\QM\worktrees\pipeline-operator\artifacts\qua-340-real\factory_runs\QM5_3400\v5.0.0-qua340\P2\EURUSD.DWX\a41559a195940fd93c5ebb29ee48d7b9b4affbd40d1de85175424497b12ffca8","0","0"
"127332e8ee3d306385167cf7ab33800049ff4611803469b60e6ca87b808268d2","QM5_3400","v5.0.0-qua340","EURUSD.DWX","P2","qua340-smoke-007","2026-04-28T08:54:14Z","2026-04-28T08:54:14Z","T2","32320","ack","aborted","2026-04-28T08:54:14Z","C:\QM\worktrees\pipeline-operator\artifacts\qua-340-real\factory_runs\QM5_3400\v5.0.0-qua340\P2\EURUSD.DWX\127332e8ee3d306385167cf7ab33800049ff4611803469b60e6ca87b808268d2","0","0"
"9a049461ae8aa26e90f72c4aba87912319e09ba95ada279196b01c3920586987","QM5_3400","v5.0.0-qua340","EURUSD.DWX","P2","qua340-smoke-009","2026-04-28T08:55:16Z","2026-04-28T08:55:16Z","T2","76780","ack","aborted","2026-04-28T08:55:16Z","C:\QM\worktrees\pipeline-operator\artifacts\qua-340-real\factory_runs\QM5_3400\v5.0.0-qua340\P2\EURUSD.DWX\9a049461ae8aa26e90f72c4aba87912319e09ba95ada279196b01c3920586987","0","0"
