terminal,symbol,month,present,disk_size,manifest_size,disk_sha256,manifest_sha256,classification,note
T2,GBPAUD.DWX,202510,True,5066208,5066208,23fdd0f9180757658e78d5e9a364245ca92361e3d5455be7e5d8a2974cdf62cb,23fdd0f9180757658e78d5e9a364245ca92361e3d5455be7e5d8a2974cdf62cb,INTACT,size+sha256 match signed manifest
T2,GBPAUD.DWX,202511,True,15292775,15292775,47e02e8ea87a21b80d14ab71ec17e4c38f19ce4383e61c36ea54a361f11adce5,47e02e8ea87a21b80d14ab71ec17e4c38f19ce4383e61c36ea54a361f11adce5,INTACT,size+sha256 match signed manifest
T2,GBPCAD.DWX,202510,True,3953321,3953321,f32f98ea3fceb446f79134316c7ea3102dd30a7c4ab6ca6f921b0c0d8cfd3553,f32f98ea3fceb446f79134316c7ea3102dd30a7c4ab6ca6f921b0c0d8cfd3553,INTACT,size+sha256 match signed manifest
T2,GBPCAD.DWX,202511,True,11136180,11136180,d7e416a11293aaec9c2366671ac82623ae820bc4c4a94db4bffe2512846f660a,d7e416a11293aaec9c2366671ac82623ae820bc4c4a94db4bffe2512846f660a,INTACT,size+sha256 match signed manifest
T2,GBPCHF.DWX,202510,True,3361308,3361308,5ff0b16dc908f1d4ddee1d6a3ddda1a1003516e82216fe2a64faad832c690d95,5ff0b16dc908f1d4ddee1d6a3ddda1a1003516e82216fe2a64faad832c690d95,INTACT,size+sha256 match signed manifest
T2,GBPCHF.DWX,202511,True,8186975,8186975,fefec64f969845b42fddb5fed6b0cf4a9a5128971e20bc7b5683db571b1da7af,fefec64f969845b42fddb5fed6b0cf4a9a5128971e20bc7b5683db571b1da7af,INTACT,size+sha256 match signed manifest
T2,GBPJPY.DWX,202510,True,5405743,5405743,1c5ae8cb7d43b8dc961ddf65ac16cfbee47e4735a81fa77fb396aa6a9dc40f89,1c5ae8cb7d43b8dc961ddf65ac16cfbee47e4735a81fa77fb396aa6a9dc40f89,INTACT,size+sha256 match signed manifest
T2,GBPJPY.DWX,202511,True,14137182,14137182,4aa11ce974a551f4537ca84e401ada82491704fcdee46fd0dd4ee1f7c856cd3e,4aa11ce974a551f4537ca84e401ada82491704fcdee46fd0dd4ee1f7c856cd3e,INTACT,size+sha256 match signed manifest
T2,GBPNZD.DWX,202510,True,4189352,4189352,f86ef5167d8d173e87d5f37be3f123872a1d67164e58ca7402067247469efcbc,f86ef5167d8d173e87d5f37be3f123872a1d67164e58ca7402067247469efcbc,INTACT,size+sha256 match signed manifest
T2,GBPNZD.DWX,202511,True,13288427,13288427,a8a7f037902cfadd4982cd7d38b4f4f278bd193e1b442e18b33d6592b62a7cd2,a8a7f037902cfadd4982cd7d38b4f4f278bd193e1b442e18b33d6592b62a7cd2,INTACT,size+sha256 match signed manifest
T2,GBPUSD.DWX,202510,True,2091648,2091648,13cbea4171d124dd51b9bf39cc31e78149a4de5f53541360c1f72ebf5422e346,13cbea4171d124dd51b9bf39cc31e78149a4de5f53541360c1f72ebf5422e346,INTACT,size+sha256 match signed manifest
T2,GBPUSD.DWX,202511,True,7549326,7549326,1b57a3c5616ad3aede3c30328f47733e546cf6684595a67807ac782815d8d187,1b57a3c5616ad3aede3c30328f47733e546cf6684595a67807ac782815d8d187,INTACT,size+sha256 match signed manifest
T2,GDAXI.DWX,202510,True,2326780,2326780,6a8a0707e8c3099a1a2c156f54bbd6b1679eaa25d516337393ab6b29ba995e62,6a8a0707e8c3099a1a2c156f54bbd6b1679eaa25d516337393ab6b29ba995e62,INTACT,size+sha256 match signed manifest
T2,GDAXI.DWX,202511,True,2375224,2375224,6b7479a677f327ae09384d8b466a40bd10609075292cbb302779cf97d5b24ff6,6b7479a677f327ae09384d8b466a40bd10609075292cbb302779cf97d5b24ff6,INTACT,size+sha256 match signed manifest
T2,JPN225.DWX,202510,False,,,,,UNVERIFIABLE,manifest has no entry for this symbol/month
T2,JPN225.DWX,202511,False,,,,,UNVERIFIABLE,manifest has no entry for this symbol/month
T2,NDX.DWX,202510,True,33514298,33514298,74ab1cfa183784e39c7773af81d55486620609253b102f3d50dcadc49aefb90a,74ab1cfa183784e39c7773af81d55486620609253b102f3d50dcadc49aefb90a,INTACT,size+sha256 match signed manifest
T2,NDX.DWX,202511,True,40199827,40199827,7e4f76e4be70ba6d18e876db3e47497b920480d9464528b6328e9a3d80324c5f,7e4f76e4be70ba6d18e876db3e47497b920480d9464528b6328e9a3d80324c5f,INTACT,size+sha256 match signed manifest
T2,NZDCAD.DWX,202510,True,1497105,1497105,0f7d2b08d1ea06a95725a6f32064eab01fe0e37da7bfa7cd39275839061a6064,0f7d2b08d1ea06a95725a6f32064eab01fe0e37da7bfa7cd39275839061a6064,INTACT,size+sha256 match signed manifest
T2,NZDCAD.DWX,202511,True,5745468,5745468,eda06a9f519ecac962fbebc12708813c4c4e8beedec02152ab26c18087eaf110,eda06a9f519ecac962fbebc12708813c4c4e8beedec02152ab26c18087eaf110,INTACT,size+sha256 match signed manifest
T2,NZDCHF.DWX,202510,True,1323193,1323193,7a79dc340cff09d6512ce6324e7122752000a44d4cfd4eee01d1574aaf746b5e,7a79dc340cff09d6512ce6324e7122752000a44d4cfd4eee01d1574aaf746b5e,INTACT,size+sha256 match signed manifest
T2,NZDCHF.DWX,202511,True,4850132,4850132,a04b5a6505c381073713df62067b9574fbaea298567868319bc3db9ae136f9d5,a04b5a6505c381073713df62067b9574fbaea298567868319bc3db9ae136f9d5,INTACT,size+sha256 match signed manifest
T2,NZDJPY.DWX,202510,True,2080300,2080300,dacb2eda0acc6d5e471078b8f63abdc85411a092943751f7b70f3d1dd47a3793,dacb2eda0acc6d5e471078b8f63abdc85411a092943751f7b70f3d1dd47a3793,INTACT,size+sha256 match signed manifest
T2,NZDJPY.DWX,202511,True,7854358,7854358,17665a9ea073aa4902ea4ac65d5c4b4790e52f04d1b097633633b4ac3410c0fc,17665a9ea073aa4902ea4ac65d5c4b4790e52f04d1b097633633b4ac3410c0fc,INTACT,size+sha256 match signed manifest
T2,NZDUSD.DWX,202510,True,1200796,1200796,4804579de79384505994fecbb3eeee54ab971a91b16625767c4ab3d2670bb104,4804579de79384505994fecbb3eeee54ab971a91b16625767c4ab3d2670bb104,INTACT,size+sha256 match signed manifest
T2,NZDUSD.DWX,202511,True,4505934,4505934,2ce78c4cbb18195829039192db363c1e98e350e922bbc5c91091eea3d3cedc8f,2ce78c4cbb18195829039192db363c1e98e350e922bbc5c91091eea3d3cedc8f,INTACT,size+sha256 match signed manifest
T2,SP500.DWX,202510,True,6853963,6853963,c6cb3d02aa69bcc4968c41f720e0ebe02135c540237e7f4c7e9e0383980c3a34,c6cb3d02aa69bcc4968c41f720e0ebe02135c540237e7f4c7e9e0383980c3a34,INTACT,size+sha256 match signed manifest
T2,SP500.DWX,202511,True,7908262,7908262,7169af37760cb73cf78fa6fafae7fdc98abcd9df5cea947f7bafeaf593125683,7169af37760cb73cf78fa6fafae7fdc98abcd9df5cea947f7bafeaf593125683,INTACT,size+sha256 match signed manifest
T2,UK100.DWX,202510,True,3645868,3645868,b392a128404a10bbea56fa928edbd147b262ef83728bc47ad37f7a8badc8f20a,b392a128404a10bbea56fa928edbd147b262ef83728bc47ad37f7a8badc8f20a,INTACT,size+sha256 match signed manifest
T2,UK100.DWX,202511,True,4148274,4148274,b457c06dde2a3401152b987ad8599c5729c472fb6c8ad12dad65ae54b93e9e76,b457c06dde2a3401152b987ad8599c5729c472fb6c8ad12dad65ae54b93e9e76,INTACT,size+sha256 match signed manifest
T2,USDCAD.DWX,202510,True,1668980,1668980,4ae668d7dd9fe1a6a4dd07ac3eed523ca2997b05e2a216e7e36977f001cd525c,4ae668d7dd9fe1a6a4dd07ac3eed523ca2997b05e2a216e7e36977f001cd525c,INTACT,size+sha256 match signed manifest
T2,USDCAD.DWX,202511,True,4839043,4839043,0f67f8f4eef47844c13b54312cff685e8bbdceb59a6bd3f1ba20adeacb12ef40,0f67f8f4eef47844c13b54312cff685e8bbdceb59a6bd3f1ba20adeacb12ef40,INTACT,size+sha256 match signed manifest
T2,USDCHF.DWX,202510,True,1255909,1255909,92dc4b86cfd09b19d702b8b1084f29d4ab7bdaf384ee3846447d9b1a383d3f94,92dc4b86cfd09b19d702b8b1084f29d4ab7bdaf384ee3846447d9b1a383d3f94,INTACT,size+sha256 match signed manifest
T2,USDCHF.DWX,202511,True,4648974,4648974,0fb17e32f48c39834c1a4eea42ccb7d29b8058e0b4f5e66cb96ecac5852a39d0,0fb17e32f48c39834c1a4eea42ccb7d29b8058e0b4f5e66cb96ecac5852a39d0,INTACT,size+sha256 match signed manifest
T2,USDJPY.DWX,202510,True,2391444,2391444,8a73138d3e68e03b6bfe102d41514442a01186e753f798c25de86e0d10dfbd4a,8a73138d3e68e03b6bfe102d41514442a01186e753f798c25de86e0d10dfbd4a,INTACT,size+sha256 match signed manifest
T2,USDJPY.DWX,202511,True,8484332,8484332,fc92559b6733371d824ab5a68420e5c09cc186463be01990bae1493c31acc776,fc92559b6733371d824ab5a68420e5c09cc186463be01990bae1493c31acc776,INTACT,size+sha256 match signed manifest
T2,WS30.DWX,202510,True,5891936,5891936,4ff2ba97c62b9ffbee3f730604c9bc96cd717998ff352080b0ee3b2b22e61435,4ff2ba97c62b9ffbee3f730604c9bc96cd717998ff352080b0ee3b2b22e61435,INTACT,size+sha256 match signed manifest
T2,WS30.DWX,202511,True,5968434,5968434,0b2688d8a9c54768f6f7d4d837e9ec406878a913353aa8812a2ddaf83ee238e4,0b2688d8a9c54768f6f7d4d837e9ec406878a913353aa8812a2ddaf83ee238e4,INTACT,size+sha256 match signed manifest
T2,XAGUSD.DWX,202510,True,14550261,14550261,45041f21df577ca6f99ac296bb84ccb55994797b8f22a9bfcb4d6c4327046276,45041f21df577ca6f99ac296bb84ccb55994797b8f22a9bfcb4d6c4327046276,INTACT,size+sha256 match signed manifest
T2,XAGUSD.DWX,202511,True,12164448,12164448,9a19241f551eeefb8727f34330b7da7b291f5f797b4905f8753cb3d27c4f7fc5,9a19241f551eeefb8727f34330b7da7b291f5f797b4905f8753cb3d27c4f7fc5,INTACT,size+sha256 match signed manifest
T2,XAUUSD.DWX,202510,True,31927474,31927474,1f54ebc3f9732daa50e5bf5437abec8f88d3096899e8026668891bfb82fe8f22,1f54ebc3f9732daa50e5bf5437abec8f88d3096899e8026668891bfb82fe8f22,INTACT,size+sha256 match signed manifest
T2,XAUUSD.DWX,202511,True,24094856,24094856,695e05a573f0af2fad8fd06f9e45564158d57fa53a7a6f3a051ddeaf035716ef,695e05a573f0af2fad8fd06f9e45564158d57fa53a7a6f3a051ddeaf035716ef,INTACT,size+sha256 match signed manifest
T2,XBRUSD.DWX,202510,False,,,,,UNVERIFIABLE,manifest has no entry for this symbol/month
T2,XBRUSD.DWX,202511,False,,,,,UNVERIFIABLE,manifest has no entry for this symbol/month
T2,XNGUSD.DWX,202510,True,741484,741484,b2baec781dfd3b8b6ea41974004ebaadf299fb1cc6d2cf6742d3c4ee7d71a7bb,b2baec781dfd3b8b6ea41974004ebaadf299fb1cc6d2cf6742d3c4ee7d71a7bb,INTACT,size+sha256 match signed manifest
T2,XNGUSD.DWX,202511,True,805234,805234,cbd3ad10a082facb93fb25d95d45d5eab356e9664a60df3c7a5a738e9aef3444,cbd3ad10a082facb93fb25d95d45d5eab356e9664a60df3c7a5a738e9aef3444,INTACT,size+sha256 match signed manifest
T2,XTIUSD.DWX,202510,True,2753608,2753608,cdbdcb0ee251d64c722321d895c05c5a1b8a6a62a389d55f3db3aca4b77be885,cdbdcb0ee251d64c722321d895c05c5a1b8a6a62a389d55f3db3aca4b77be885,INTACT,size+sha256 match signed manifest
T2,XTIUSD.DWX,202511,True,2187171,2187171,6b1cf12ab60f905fa97fa06c1ad3cda4d646fe0d02ad91dc6311ff0abb438dd9,6b1cf12ab60f905fa97fa06c1ad3cda4d646fe0d02ad91dc6311ff0abb438dd9,INTACT,size+sha256 match signed manifest
T5,AUDCAD.DWX,202510,True,1750917,1750917,80029c5382ffb6a68831d9dd777630ba132a3d1d64fcaf01c88e07a403e8c8a8,80029c5382ffb6a68831d9dd777630ba132a3d1d64fcaf01c88e07a403e8c8a8,INTACT,size+sha256 match signed manifest
T5,AUDCAD.DWX,202511,True,7184498,7184498,a7666ebf05b436a3019903efd51a5d40123c99faee5b04a479339e12c4ccea6e,a7666ebf05b436a3019903efd51a5d40123c99faee5b04a479339e12c4ccea6e,INTACT,size+sha256 match signed manifest
T5,AUDCHF.DWX,202510,True,1928104,1928104,88a207871d84f567212205dd3775367b55b6717f95a19e486af8747f8defc20d,88a207871d84f567212205dd3775367b55b6717f95a19e486af8747f8defc20d,INTACT,size+sha256 match signed manifest
T5,AUDCHF.DWX,202511,True,5330757,5330757,a5db2a8d6076adf965acda6822756692e2ada055ad1ef68b4d7f389da3232204,a5db2a8d6076adf965acda6822756692e2ada055ad1ef68b4d7f389da3232204,INTACT,size+sha256 match signed manifest
T5,AUDJPY.DWX,202510,True,2448547,2448547,63608cda14156fcc14ed037cbae61a697e51ad6718a239763afc094db99c8756,63608cda14156fcc14ed037cbae61a697e51ad6718a239763afc094db99c8756,INTACT,size+sha256 match signed manifest
T5,AUDJPY.DWX,202511,True,9891448,9891448,6ea97a4e66c3461697d25d64549be7ea4eddc976fefa76c6a7bf915de6598a10,6ea97a4e66c3461697d25d64549be7ea4eddc976fefa76c6a7bf915de6598a10,INTACT,size+sha256 match signed manifest
T5,AUDNZD.DWX,202510,True,1688883,1688883,8718aa35d930ee6ed95ab9358e78b77cefd27288ecf03bb52077e9f8c16d0faf,8718aa35d930ee6ed95ab9358e78b77cefd27288ecf03bb52077e9f8c16d0faf,INTACT,size+sha256 match signed manifest
T5,AUDNZD.DWX,202511,True,6274721,6274721,e0ab0cad3fa542eea33de2a4d8f5552aeb09734acf6d8b2235cefe343b4f726f,e0ab0cad3fa542eea33de2a4d8f5552aeb09734acf6d8b2235cefe343b4f726f,INTACT,size+sha256 match signed manifest
T5,AUDUSD.DWX,202510,True,994612,994612,0d329823d40ef347e07f03b6b16f39345f16da41960f6eb49d2d95036c9dc30f,0d329823d40ef347e07f03b6b16f39345f16da41960f6eb49d2d95036c9dc30f,INTACT,size+sha256 match signed manifest
T5,AUDUSD.DWX,202511,True,4768956,4768956,0fc822983d038ed717c136213edda77393ed3cb475c6469816cc8bdadf010ebd,0fc822983d038ed717c136213edda77393ed3cb475c6469816cc8bdadf010ebd,INTACT,size+sha256 match signed manifest
T5,CADCHF.DWX,202510,True,1334483,1334483,20badf9f83b2166926b494ce3e31a98555ddd000e3cb4c1597139f37142317bd,20badf9f83b2166926b494ce3e31a98555ddd000e3cb4c1597139f37142317bd,INTACT,size+sha256 match signed manifest
T5,CADCHF.DWX,202511,True,4667276,4667276,d78c719c36547da9df81b66161161c2a9a5a766b747319ce634f1b54f1ce601e,d78c719c36547da9df81b66161161c2a9a5a766b747319ce634f1b54f1ce601e,INTACT,size+sha256 match signed manifest
T5,CADJPY.DWX,202510,True,2678382,2678382,24863e57bc1ab0e0e3475a3dd691205bb88afd70b2903cb3397b2ca88bbf20a1,24863e57bc1ab0e0e3475a3dd691205bb88afd70b2903cb3397b2ca88bbf20a1,INTACT,size+sha256 match signed manifest
T5,CADJPY.DWX,202511,True,8635560,8635560,eaf4ba8bb40e87281c4b5384541cdadf1d265fa88b7f9aa618b494da8a161368,eaf4ba8bb40e87281c4b5384541cdadf1d265fa88b7f9aa618b494da8a161368,INTACT,size+sha256 match signed manifest
T5,CHFJPY.DWX,202510,True,3686780,3686780,34a143a4d54885d00f14c12795035ac98e3a5568104ee7989bd003e0974bf6f4,34a143a4d54885d00f14c12795035ac98e3a5568104ee7989bd003e0974bf6f4,INTACT,size+sha256 match signed manifest
T5,CHFJPY.DWX,202511,True,12116485,12116485,9c38f674b330a5e69856ae05e5470af2643d93875a4d52b1ccdd97a6d7fa7e47,9c38f674b330a5e69856ae05e5470af2643d93875a4d52b1ccdd97a6d7fa7e47,INTACT,size+sha256 match signed manifest
T5,EURAUD.DWX,202510,True,4258356,4258356,0222e0edf905974ccf3a2ad63f8350d4e83fb050dd449bab9047638dd4a8f316,0222e0edf905974ccf3a2ad63f8350d4e83fb050dd449bab9047638dd4a8f316,INTACT,size+sha256 match signed manifest
T5,EURAUD.DWX,202511,True,11599549,11599549,a0c1ade8a85156c92e46b8d83c75af28bb2054d03fe70ad1db82ac732bd282a7,a0c1ade8a85156c92e46b8d83c75af28bb2054d03fe70ad1db82ac732bd282a7,INTACT,size+sha256 match signed manifest
T5,EURCAD.DWX,202510,True,3092049,3092049,e8b5101a38282ffc5ccebacebd94fcd84a7441429a9c5603ee9d3805b00927f7,e8b5101a38282ffc5ccebacebd94fcd84a7441429a9c5603ee9d3805b00927f7,INTACT,size+sha256 match signed manifest
T5,EURCAD.DWX,202511,True,8696226,8696226,4e8654c38586496725aa926332126a519df720c0ac908c4ae212b9e1facb0d44,4e8654c38586496725aa926332126a519df720c0ac908c4ae212b9e1facb0d44,INTACT,size+sha256 match signed manifest
T5,EURCHF.DWX,202510,True,2327004,2327004,7a237d0e98a3a232b3c2dd02a1f766c4221235408bac3927e4a41b85135c38da,7a237d0e98a3a232b3c2dd02a1f766c4221235408bac3927e4a41b85135c38da,INTACT,size+sha256 match signed manifest
T5,EURCHF.DWX,202511,True,5039775,5039775,ad4b44d33f26907811da124cea74554fb1bc582b2c2912e80d7c97059344a563,ad4b44d33f26907811da124cea74554fb1bc582b2c2912e80d7c97059344a563,INTACT,size+sha256 match signed manifest
T5,EURGBP.DWX,202510,True,1397825,1397825,eabbaf4203a9d991a16891448dbc934bcf65a3513b32cf94f6eb4975472efb67,eabbaf4203a9d991a16891448dbc934bcf65a3513b32cf94f6eb4975472efb67,INTACT,size+sha256 match signed manifest
T5,EURGBP.DWX,202511,True,5283821,5283821,0ae999bf718d0129753b6f976a84a0dfb7ec885742bb1106d61d1e1e67008f2f,0ae999bf718d0129753b6f976a84a0dfb7ec885742bb1106d61d1e1e67008f2f,INTACT,size+sha256 match signed manifest
T5,EURJPY.DWX,202510,True,3930900,3930900,029f5ecaf6f068c568f8b51c3f66e41b50c48d252d5474ae60ab8b6c97e9faf4,029f5ecaf6f068c568f8b51c3f66e41b50c48d252d5474ae60ab8b6c97e9faf4,INTACT,size+sha256 match signed manifest
T5,EURJPY.DWX,202511,True,10643280,10643280,c9f239760b1a855085b46419f054165dd6662cb65e4d0f5dd21413070aa28692,c9f239760b1a855085b46419f054165dd6662cb65e4d0f5dd21413070aa28692,INTACT,size+sha256 match signed manifest
T5,EURNZD.DWX,202510,True,4297098,4297098,6da6ce4353d72d46305ebe805bca4b8dd1bdbfc1de3fb5c4eafe0fc019b7057a,6da6ce4353d72d46305ebe805bca4b8dd1bdbfc1de3fb5c4eafe0fc019b7057a,INTACT,size+sha256 match signed manifest
T5,EURNZD.DWX,202511,True,12001639,12001639,7802a62d9c62c7c4194a3659a7905fc41eb1a2e106ca17395340bf0240a3ee92,7802a62d9c62c7c4194a3659a7905fc41eb1a2e106ca17395340bf0240a3ee92,INTACT,size+sha256 match signed manifest
T5,EURUSD.DWX,202510,True,1656896,1656896,cdab4af2fbe6f2adbc6d885c84ef3a1e81ebcde449a0b0d8312169c78da1b63e,cdab4af2fbe6f2adbc6d885c84ef3a1e81ebcde449a0b0d8312169c78da1b63e,INTACT,size+sha256 match signed manifest
T5,EURUSD.DWX,202511,True,4618485,4618485,479a6605b550f7d0679b9b9f17b1c8b1773e784df1d63713ef5901cce3e7caf6,479a6605b550f7d0679b9b9f17b1c8b1773e784df1d63713ef5901cce3e7caf6,INTACT,size+sha256 match signed manifest
T5,GBPAUD.DWX,202510,True,5066208,5066208,23fdd0f9180757658e78d5e9a364245ca92361e3d5455be7e5d8a2974cdf62cb,23fdd0f9180757658e78d5e9a364245ca92361e3d5455be7e5d8a2974cdf62cb,INTACT,size+sha256 match signed manifest
T5,GBPAUD.DWX,202511,True,15292775,15292775,47e02e8ea87a21b80d14ab71ec17e4c38f19ce4383e61c36ea54a361f11adce5,47e02e8ea87a21b80d14ab71ec17e4c38f19ce4383e61c36ea54a361f11adce5,INTACT,size+sha256 match signed manifest
T5,GBPCAD.DWX,202510,True,3953321,3953321,f32f98ea3fceb446f79134316c7ea3102dd30a7c4ab6ca6f921b0c0d8cfd3553,f32f98ea3fceb446f79134316c7ea3102dd30a7c4ab6ca6f921b0c0d8cfd3553,INTACT,size+sha256 match signed manifest
T5,GBPCAD.DWX,202511,True,11136180,11136180,d7e416a11293aaec9c2366671ac82623ae820bc4c4a94db4bffe2512846f660a,d7e416a11293aaec9c2366671ac82623ae820bc4c4a94db4bffe2512846f660a,INTACT,size+sha256 match signed manifest
T5,GBPCHF.DWX,202510,True,3361308,3361308,5ff0b16dc908f1d4ddee1d6a3ddda1a1003516e82216fe2a64faad832c690d95,5ff0b16dc908f1d4ddee1d6a3ddda1a1003516e82216fe2a64faad832c690d95,INTACT,size+sha256 match signed manifest
T5,GBPCHF.DWX,202511,True,8186975,8186975,fefec64f969845b42fddb5fed6b0cf4a9a5128971e20bc7b5683db571b1da7af,fefec64f969845b42fddb5fed6b0cf4a9a5128971e20bc7b5683db571b1da7af,INTACT,size+sha256 match signed manifest
T5,GBPJPY.DWX,202510,True,5405743,5405743,1c5ae8cb7d43b8dc961ddf65ac16cfbee47e4735a81fa77fb396aa6a9dc40f89,1c5ae8cb7d43b8dc961ddf65ac16cfbee47e4735a81fa77fb396aa6a9dc40f89,INTACT,size+sha256 match signed manifest
T5,GBPJPY.DWX,202511,True,14137182,14137182,4aa11ce974a551f4537ca84e401ada82491704fcdee46fd0dd4ee1f7c856cd3e,4aa11ce974a551f4537ca84e401ada82491704fcdee46fd0dd4ee1f7c856cd3e,INTACT,size+sha256 match signed manifest
T5,GBPNZD.DWX,202510,True,4189352,4189352,f86ef5167d8d173e87d5f37be3f123872a1d67164e58ca7402067247469efcbc,f86ef5167d8d173e87d5f37be3f123872a1d67164e58ca7402067247469efcbc,INTACT,size+sha256 match signed manifest
T5,GBPNZD.DWX,202511,True,13288427,13288427,a8a7f037902cfadd4982cd7d38b4f4f278bd193e1b442e18b33d6592b62a7cd2,a8a7f037902cfadd4982cd7d38b4f4f278bd193e1b442e18b33d6592b62a7cd2,INTACT,size+sha256 match signed manifest
T5,GBPUSD.DWX,202510,True,2091648,2091648,13cbea4171d124dd51b9bf39cc31e78149a4de5f53541360c1f72ebf5422e346,13cbea4171d124dd51b9bf39cc31e78149a4de5f53541360c1f72ebf5422e346,INTACT,size+sha256 match signed manifest
T5,GBPUSD.DWX,202511,True,7549326,7549326,1b57a3c5616ad3aede3c30328f47733e546cf6684595a67807ac782815d8d187,1b57a3c5616ad3aede3c30328f47733e546cf6684595a67807ac782815d8d187,INTACT,size+sha256 match signed manifest
T5,GDAXI.DWX,202510,True,2326780,2326780,6a8a0707e8c3099a1a2c156f54bbd6b1679eaa25d516337393ab6b29ba995e62,6a8a0707e8c3099a1a2c156f54bbd6b1679eaa25d516337393ab6b29ba995e62,INTACT,size+sha256 match signed manifest
T5,GDAXI.DWX,202511,True,2375224,2375224,6b7479a677f327ae09384d8b466a40bd10609075292cbb302779cf97d5b24ff6,6b7479a677f327ae09384d8b466a40bd10609075292cbb302779cf97d5b24ff6,INTACT,size+sha256 match signed manifest
T5,JPN225.DWX,202510,False,,,,,UNVERIFIABLE,manifest has no entry for this symbol/month
T5,JPN225.DWX,202511,False,,,,,UNVERIFIABLE,manifest has no entry for this symbol/month
T5,NDX.DWX,202510,True,33514298,33514298,74ab1cfa183784e39c7773af81d55486620609253b102f3d50dcadc49aefb90a,74ab1cfa183784e39c7773af81d55486620609253b102f3d50dcadc49aefb90a,INTACT,size+sha256 match signed manifest
T5,NDX.DWX,202511,True,40199827,40199827,7e4f76e4be70ba6d18e876db3e47497b920480d9464528b6328e9a3d80324c5f,7e4f76e4be70ba6d18e876db3e47497b920480d9464528b6328e9a3d80324c5f,INTACT,size+sha256 match signed manifest
T5,NZDCAD.DWX,202510,True,1497105,1497105,0f7d2b08d1ea06a95725a6f32064eab01fe0e37da7bfa7cd39275839061a6064,0f7d2b08d1ea06a95725a6f32064eab01fe0e37da7bfa7cd39275839061a6064,INTACT,size+sha256 match signed manifest
T5,NZDCAD.DWX,202511,True,5745468,5745468,eda06a9f519ecac962fbebc12708813c4c4e8beedec02152ab26c18087eaf110,eda06a9f519ecac962fbebc12708813c4c4e8beedec02152ab26c18087eaf110,INTACT,size+sha256 match signed manifest
T5,NZDCHF.DWX,202510,True,1323193,1323193,7a79dc340cff09d6512ce6324e7122752000a44d4cfd4eee01d1574aaf746b5e,7a79dc340cff09d6512ce6324e7122752000a44d4cfd4eee01d1574aaf746b5e,INTACT,size+sha256 match signed manifest
T5,NZDCHF.DWX,202511,True,4850132,4850132,a04b5a6505c381073713df62067b9574fbaea298567868319bc3db9ae136f9d5,a04b5a6505c381073713df62067b9574fbaea298567868319bc3db9ae136f9d5,INTACT,size+sha256 match signed manifest
T5,NZDJPY.DWX,202510,True,2080300,2080300,dacb2eda0acc6d5e471078b8f63abdc85411a092943751f7b70f3d1dd47a3793,dacb2eda0acc6d5e471078b8f63abdc85411a092943751f7b70f3d1dd47a3793,INTACT,size+sha256 match signed manifest
T5,NZDJPY.DWX,202511,True,7854358,7854358,17665a9ea073aa4902ea4ac65d5c4b4790e52f04d1b097633633b4ac3410c0fc,17665a9ea073aa4902ea4ac65d5c4b4790e52f04d1b097633633b4ac3410c0fc,INTACT,size+sha256 match signed manifest
T5,NZDUSD.DWX,202510,True,1200796,1200796,4804579de79384505994fecbb3eeee54ab971a91b16625767c4ab3d2670bb104,4804579de79384505994fecbb3eeee54ab971a91b16625767c4ab3d2670bb104,INTACT,size+sha256 match signed manifest
T5,NZDUSD.DWX,202511,True,4505934,4505934,2ce78c4cbb18195829039192db363c1e98e350e922bbc5c91091eea3d3cedc8f,2ce78c4cbb18195829039192db363c1e98e350e922bbc5c91091eea3d3cedc8f,INTACT,size+sha256 match signed manifest
T5,SP500.DWX,202510,True,6853963,6853963,c6cb3d02aa69bcc4968c41f720e0ebe02135c540237e7f4c7e9e0383980c3a34,c6cb3d02aa69bcc4968c41f720e0ebe02135c540237e7f4c7e9e0383980c3a34,INTACT,size+sha256 match signed manifest
T5,SP500.DWX,202511,True,7908262,7908262,7169af37760cb73cf78fa6fafae7fdc98abcd9df5cea947f7bafeaf593125683,7169af37760cb73cf78fa6fafae7fdc98abcd9df5cea947f7bafeaf593125683,INTACT,size+sha256 match signed manifest
T5,UK100.DWX,202510,True,3645868,3645868,b392a128404a10bbea56fa928edbd147b262ef83728bc47ad37f7a8badc8f20a,b392a128404a10bbea56fa928edbd147b262ef83728bc47ad37f7a8badc8f20a,INTACT,size+sha256 match signed manifest
T5,UK100.DWX,202511,True,4148274,4148274,b457c06dde2a3401152b987ad8599c5729c472fb6c8ad12dad65ae54b93e9e76,b457c06dde2a3401152b987ad8599c5729c472fb6c8ad12dad65ae54b93e9e76,INTACT,size+sha256 match signed manifest
T5,USDCAD.DWX,202510,True,1668980,1668980,4ae668d7dd9fe1a6a4dd07ac3eed523ca2997b05e2a216e7e36977f001cd525c,4ae668d7dd9fe1a6a4dd07ac3eed523ca2997b05e2a216e7e36977f001cd525c,INTACT,size+sha256 match signed manifest
T5,USDCAD.DWX,202511,True,4839043,4839043,0f67f8f4eef47844c13b54312cff685e8bbdceb59a6bd3f1ba20adeacb12ef40,0f67f8f4eef47844c13b54312cff685e8bbdceb59a6bd3f1ba20adeacb12ef40,INTACT,size+sha256 match signed manifest
