symbol,export_status,count_evidence,chunk_start_utc,chunk_end_utc,chunk_start_epoch,chunk_end_epoch,ticks_copied,status,intersects_gap,source_journal
EURJPY.DWX,SHORT_READ,UNJUDGEABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,128,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\EURJPY.DWX_M1_chunks.csv
EURJPY.DWX,SHORT_READ,UNJUDGEABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\EURJPY.DWX_M1_chunks.csv
EURJPY.DWX,SHORT_READ,UNJUDGEABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\EURJPY.DWX_M1_chunks.csv
EURJPY.DWX,SHORT_READ,UNJUDGEABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,128,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\EURJPY.DWX_M1_chunks.csv
EURJPY.DWX,SHORT_READ,UNJUDGEABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,256,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\EURJPY.DWX_M1_chunks.csv
EURNZD.DWX,COMPLETE,USABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,857685,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\EURNZD.DWX_M1_chunks.csv
EURNZD.DWX,COMPLETE,USABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,591776,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\EURNZD.DWX_M1_chunks.csv
EURNZD.DWX,COMPLETE,USABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\EURNZD.DWX_M1_chunks.csv
EURNZD.DWX,COMPLETE,USABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\EURNZD.DWX_M1_chunks.csv
EURNZD.DWX,COMPLETE,USABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,372362,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\EURNZD.DWX_M1_chunks.csv
EURNZD.DWX,COMPLETE,USABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,885815,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\EURNZD.DWX_M1_chunks.csv
EURUSD.DWX,SHORT_READ,UNJUDGEABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,384,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\EURUSD.DWX_M1_chunks.csv
EURUSD.DWX,SHORT_READ,UNJUDGEABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\EURUSD.DWX_M1_chunks.csv
EURUSD.DWX,SHORT_READ,UNJUDGEABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\EURUSD.DWX_M1_chunks.csv
EURUSD.DWX,SHORT_READ,UNJUDGEABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\EURUSD.DWX_M1_chunks.csv
EURUSD.DWX,SHORT_READ,UNJUDGEABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\EURUSD.DWX_M1_chunks.csv
EURUSD.DWX,SHORT_READ,UNJUDGEABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,384,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\EURUSD.DWX_M1_chunks.csv
GBPAUD.DWX,SHORT_READ,UNJUDGEABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,256,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPAUD.DWX_M1_chunks.csv
GBPAUD.DWX,SHORT_READ,UNJUDGEABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,128,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPAUD.DWX_M1_chunks.csv
GBPAUD.DWX,SHORT_READ,UNJUDGEABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPAUD.DWX_M1_chunks.csv
GBPAUD.DWX,SHORT_READ,UNJUDGEABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPAUD.DWX_M1_chunks.csv
GBPAUD.DWX,SHORT_READ,UNJUDGEABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,128,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPAUD.DWX_M1_chunks.csv
GBPAUD.DWX,SHORT_READ,UNJUDGEABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,384,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPAUD.DWX_M1_chunks.csv
GBPCAD.DWX,COMPLETE,USABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,862788,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPCAD.DWX_M1_chunks.csv
GBPCAD.DWX,COMPLETE,USABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,577283,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPCAD.DWX_M1_chunks.csv
