symbol,export_status,count_evidence,chunk_start_utc,chunk_end_utc,chunk_start_epoch,chunk_end_epoch,ticks_copied,status,intersects_gap,source_journal
GBPCAD.DWX,COMPLETE,USABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPCAD.DWX_M1_chunks.csv
GBPCAD.DWX,COMPLETE,USABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPCAD.DWX_M1_chunks.csv
GBPCAD.DWX,COMPLETE,USABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,369041,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPCAD.DWX_M1_chunks.csv
GBPCAD.DWX,COMPLETE,USABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,1003837,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPCAD.DWX_M1_chunks.csv
GBPCHF.DWX,COMPLETE,USABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,843368,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPCHF.DWX_M1_chunks.csv
GBPCHF.DWX,COMPLETE,USABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,519392,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPCHF.DWX_M1_chunks.csv
GBPCHF.DWX,COMPLETE,USABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPCHF.DWX_M1_chunks.csv
GBPCHF.DWX,COMPLETE,USABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPCHF.DWX_M1_chunks.csv
GBPCHF.DWX,COMPLETE,USABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,301390,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPCHF.DWX_M1_chunks.csv
GBPCHF.DWX,COMPLETE,USABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,762259,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPCHF.DWX_M1_chunks.csv
GBPJPY.DWX,SHORT_READ,UNJUDGEABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,256,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPJPY.DWX_M1_chunks.csv
GBPJPY.DWX,SHORT_READ,UNJUDGEABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,256,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPJPY.DWX_M1_chunks.csv
GBPJPY.DWX,SHORT_READ,UNJUDGEABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPJPY.DWX_M1_chunks.csv
GBPJPY.DWX,SHORT_READ,UNJUDGEABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPJPY.DWX_M1_chunks.csv
GBPJPY.DWX,SHORT_READ,UNJUDGEABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,128,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPJPY.DWX_M1_chunks.csv
GBPJPY.DWX,SHORT_READ,UNJUDGEABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,384,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPJPY.DWX_M1_chunks.csv
GBPNZD.DWX,COMPLETE,USABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,807560,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPNZD.DWX_M1_chunks.csv
GBPNZD.DWX,COMPLETE,USABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,535550,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPNZD.DWX_M1_chunks.csv
GBPNZD.DWX,COMPLETE,USABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPNZD.DWX_M1_chunks.csv
GBPNZD.DWX,COMPLETE,USABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPNZD.DWX_M1_chunks.csv
GBPNZD.DWX,COMPLETE,USABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,346623,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPNZD.DWX_M1_chunks.csv
GBPNZD.DWX,COMPLETE,USABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,913007,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPNZD.DWX_M1_chunks.csv
GBPUSD.DWX,COMPLETE,USABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,631523,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPUSD.DWX_M1_chunks.csv
GBPUSD.DWX,COMPLETE,USABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,127968,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPUSD.DWX_M1_chunks.csv
GBPUSD.DWX,COMPLETE,USABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPUSD.DWX_M1_chunks.csv
GBPUSD.DWX,COMPLETE,USABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPUSD.DWX_M1_chunks.csv
GBPUSD.DWX,COMPLETE,USABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,237732,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPUSD.DWX_M1_chunks.csv
GBPUSD.DWX,COMPLETE,USABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,651864,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GBPUSD.DWX_M1_chunks.csv
GDAXI.DWX,COMPLETE,USABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,137653,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GDAXI.DWX_M1_chunks.csv
GDAXI.DWX,COMPLETE,USABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,191152,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GDAXI.DWX_M1_chunks.csv
GDAXI.DWX,COMPLETE,USABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,210392,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GDAXI.DWX_M1_chunks.csv
GDAXI.DWX,COMPLETE,USABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,134285,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GDAXI.DWX_M1_chunks.csv
GDAXI.DWX,COMPLETE,USABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,189533,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GDAXI.DWX_M1_chunks.csv
GDAXI.DWX,COMPLETE,USABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,184050,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\GDAXI.DWX_M1_chunks.csv
NDX.DWX,SHORT_READ,UNJUDGEABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,256,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NDX.DWX_M1_chunks.csv
NDX.DWX,SHORT_READ,UNJUDGEABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,384,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NDX.DWX_M1_chunks.csv
NDX.DWX,SHORT_READ,UNJUDGEABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,384,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NDX.DWX_M1_chunks.csv
NDX.DWX,SHORT_READ,UNJUDGEABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,256,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NDX.DWX_M1_chunks.csv
NDX.DWX,SHORT_READ,UNJUDGEABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,384,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NDX.DWX_M1_chunks.csv
NDX.DWX,SHORT_READ,UNJUDGEABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,384,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NDX.DWX_M1_chunks.csv
NZDCAD.DWX,COMPLETE,USABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,444899,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDCAD.DWX_M1_chunks.csv
NZDCAD.DWX,COMPLETE,USABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,96551,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDCAD.DWX_M1_chunks.csv
NZDCAD.DWX,COMPLETE,USABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDCAD.DWX_M1_chunks.csv
NZDCAD.DWX,COMPLETE,USABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDCAD.DWX_M1_chunks.csv
NZDCAD.DWX,COMPLETE,USABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,194047,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDCAD.DWX_M1_chunks.csv
NZDCAD.DWX,COMPLETE,USABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,494088,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDCAD.DWX_M1_chunks.csv
NZDCHF.DWX,COMPLETE,USABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,438649,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDCHF.DWX_M1_chunks.csv
NZDCHF.DWX,COMPLETE,USABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,88961,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDCHF.DWX_M1_chunks.csv
NZDCHF.DWX,COMPLETE,USABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDCHF.DWX_M1_chunks.csv
NZDCHF.DWX,COMPLETE,USABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDCHF.DWX_M1_chunks.csv
NZDCHF.DWX,COMPLETE,USABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,172958,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDCHF.DWX_M1_chunks.csv
NZDCHF.DWX,COMPLETE,USABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,405174,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDCHF.DWX_M1_chunks.csv
NZDJPY.DWX,COMPLETE,USABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,645681,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDJPY.DWX_M1_chunks.csv
NZDJPY.DWX,COMPLETE,USABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,135466,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDJPY.DWX_M1_chunks.csv
NZDJPY.DWX,COMPLETE,USABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDJPY.DWX_M1_chunks.csv
NZDJPY.DWX,COMPLETE,USABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDJPY.DWX_M1_chunks.csv
NZDJPY.DWX,COMPLETE,USABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,253754,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDJPY.DWX_M1_chunks.csv
NZDJPY.DWX,COMPLETE,USABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,700883,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDJPY.DWX_M1_chunks.csv
NZDUSD.DWX,COMPLETE,USABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,342391,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDUSD.DWX_M1_chunks.csv
NZDUSD.DWX,COMPLETE,USABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,75010,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDUSD.DWX_M1_chunks.csv
NZDUSD.DWX,COMPLETE,USABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDUSD.DWX_M1_chunks.csv
NZDUSD.DWX,COMPLETE,USABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDUSD.DWX_M1_chunks.csv
NZDUSD.DWX,COMPLETE,USABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,135837,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDUSD.DWX_M1_chunks.csv
NZDUSD.DWX,COMPLETE,USABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,345129,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\NZDUSD.DWX_M1_chunks.csv
SP500.DWX,COMPLETE,USABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,385054,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\SP500.DWX_M1_chunks.csv
SP500.DWX,COMPLETE,USABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,636271,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\SP500.DWX_M1_chunks.csv
SP500.DWX,COMPLETE,USABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,736642,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\SP500.DWX_M1_chunks.csv
SP500.DWX,COMPLETE,USABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,507554,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\SP500.DWX_M1_chunks.csv
SP500.DWX,COMPLETE,USABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,670419,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\SP500.DWX_M1_chunks.csv
SP500.DWX,COMPLETE,USABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,679448,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\SP500.DWX_M1_chunks.csv
UK100.DWX,COMPLETE,USABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,242701,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\UK100.DWX_M1_chunks.csv
UK100.DWX,COMPLETE,USABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,310911,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\UK100.DWX_M1_chunks.csv
UK100.DWX,COMPLETE,USABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,312786,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\UK100.DWX_M1_chunks.csv
UK100.DWX,COMPLETE,USABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,222481,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\UK100.DWX_M1_chunks.csv
UK100.DWX,COMPLETE,USABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,275336,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\UK100.DWX_M1_chunks.csv
UK100.DWX,COMPLETE,USABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,318056,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\UK100.DWX_M1_chunks.csv
USDCAD.DWX,COMPLETE,USABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,344564,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\USDCAD.DWX_M1_chunks.csv
USDCAD.DWX,COMPLETE,USABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,246725,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\USDCAD.DWX_M1_chunks.csv
USDCAD.DWX,COMPLETE,USABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\USDCAD.DWX_M1_chunks.csv
USDCAD.DWX,COMPLETE,USABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\USDCAD.DWX_M1_chunks.csv
USDCAD.DWX,COMPLETE,USABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,142622,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\USDCAD.DWX_M1_chunks.csv
USDCAD.DWX,COMPLETE,USABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,434032,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\USDCAD.DWX_M1_chunks.csv
USDCHF.DWX,COMPLETE,USABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,454826,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\USDCHF.DWX_M1_chunks.csv
USDCHF.DWX,COMPLETE,USABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\USDCHF.DWX_M1_chunks.csv
USDCHF.DWX,COMPLETE,USABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\USDCHF.DWX_M1_chunks.csv
USDCHF.DWX,COMPLETE,USABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\USDCHF.DWX_M1_chunks.csv
USDCHF.DWX,COMPLETE,USABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,170124,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\USDCHF.DWX_M1_chunks.csv
USDCHF.DWX,COMPLETE,USABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,405663,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\USDCHF.DWX_M1_chunks.csv
USDJPY.DWX,SHORT_READ,UNJUDGEABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,128,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\USDJPY.DWX_M1_chunks.csv
USDJPY.DWX,SHORT_READ,UNJUDGEABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\USDJPY.DWX_M1_chunks.csv
USDJPY.DWX,SHORT_READ,UNJUDGEABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\USDJPY.DWX_M1_chunks.csv
USDJPY.DWX,SHORT_READ,UNJUDGEABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,0,ZERO_TICK_CHUNK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\USDJPY.DWX_M1_chunks.csv
USDJPY.DWX,SHORT_READ,UNJUDGEABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,128,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\USDJPY.DWX_M1_chunks.csv
USDJPY.DWX,SHORT_READ,UNJUDGEABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,256,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\USDJPY.DWX_M1_chunks.csv
WS30.DWX,COMPLETE,USABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,424033,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\WS30.DWX_M1_chunks.csv
WS30.DWX,COMPLETE,USABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,623826,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\WS30.DWX_M1_chunks.csv
WS30.DWX,COMPLETE,USABLE,2025-10-15T03:00:00Z,2025-10-22T03:00:00Z,1760497200,1761102000,676882,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\WS30.DWX_M1_chunks.csv
WS30.DWX,COMPLETE,USABLE,2025-10-22T03:00:00Z,2025-10-29T03:00:00Z,1761102000,1761706800,477298,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\WS30.DWX_M1_chunks.csv
WS30.DWX,COMPLETE,USABLE,2025-10-29T03:00:00Z,2025-11-05T03:00:00Z,1761706800,1762311600,634742,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\WS30.DWX_M1_chunks.csv
WS30.DWX,COMPLETE,USABLE,2025-11-05T03:00:00Z,2025-11-12T03:00:00Z,1762311600,1762916400,637055,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\WS30.DWX_M1_chunks.csv
XAGUSD.DWX,COMPLETE,USABLE,2025-10-01T03:00:00Z,2025-10-08T03:00:00Z,1759287600,1759892400,735388,OK,False,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\XAGUSD.DWX_M1_chunks.csv
XAGUSD.DWX,COMPLETE,USABLE,2025-10-08T03:00:00Z,2025-10-15T03:00:00Z,1759892400,1760497200,1021170,OK,True,D:\QM\reports\dukascopy\reconciliation_inputs\dwx_m1\20260915_063500\raw\XAGUSD.DWX_M1_chunks.csv
