ea_id,symbol,build_hash,setfile_hash,gate,phase,n,pass,econ_fail,infra,invalid,stale,other,valid
QM5_10147,EURNZD.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,12529ee92b4205db69d8fa7570d46dadcb3cf367e46a1c9b0a53897d003cada4,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,EURUSD.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,0f95d8127d19ed22d718a0ee8a32b773ab815542ace161905055fff627d8a3c8,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,GBPAUD.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,35748831462d0637343e7bdeb6aba648636952fa70968e650ae479d2ce15056a,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,GBPCAD.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,d984331ee3c1b7df6a6f2dc31dc39ef7c70fbeee1ee55bd6eae7212f3ed47831,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,GBPCHF.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,50e7d87fb011cd0953c93404fe1ce2c3b0bf0063364ee064fc8297c8581ba99c,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,GBPJPY.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,f5a944b32bc3dbc89c61a15f93f71af91ce43be3687ea7fba08e211796f70902,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,GBPNZD.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,7dc6e577151a4a7b94c2580842a6565b345253c354360852c5d1a61aaaab29fe,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,GBPUSD.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,f5dfe148ed3f592d5716e2c7573a3b85b86abfb83c32556e7e0b2fbb4fda00f8,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,GDAXI.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,2d515a11bed77f9cc9715863ccff159e43fcbc20eb4e5700f564d54d07e245a3,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,NDX.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,6b168438af57b511f6d6e6c7f6df15f5c424a6011f0172b43bb69eeb1dc483aa,Q02,Q02,1,0,0,1,0,0,0,0
QM5_10147,NZDCAD.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,522e0d4ed2429741879d7b98a95d6b1180cc4feca36b97f39ec212114b4b2cc4,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,NZDCHF.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,27e4e9e175625f59b7b65140cc22d0054c2252509bf45ac5f82df520d7da3ae6,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,NZDJPY.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,123a307148af41085b0e951b2145b2731fda91be5d706ce49b5e115a34ccb55d,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,NZDUSD.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,015f73f790a62b57f358e2e7b4cd7a954463bde7bd5a9fd697b09a94088a52b9,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,SP500.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,22b05322ab7a56603cdd9ed7c72b3169a114e1ca02a6810ea865a62ba1096a5f,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,UK100.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,e1d5cf8f9824ec9a3c28c2f5b86533decc0f600309ee7389855c0c8a43209a3f,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,USDCAD.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,2d0dbc8eb1c022ec2a36072c26e227f52ad4263a0d6ce5d70b98f07714f405f4,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,USDCHF.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,5e9ff748af4a4a7879c25a01a4064dd35623a375387cf373c6e12de14441c5a3,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,USDJPY.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,1d5b66c1821d4f166c3f10e0bbe61e8a324b21cfd7da17cad59ad0ce1c398b43,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,WS30.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,c5c4a4a285edf9e4eb844391ac6caf52ff51d038277dd41d8b54956bebc9c451,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,XAGUSD.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,bd428d6f55af5e4a01738d05c92f4d1c8d294487393956fb115e2fe67f058f7f,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,XAUUSD.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,64f7d716e031d86eaf61b68a1b87001232410804db8af8dabb9f09b99f91196f,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10147,XNGUSD.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,5ef5df5060486685fc26a47962e2bf07cffcdd918c80e65ed144c672672fcb63,Q02,Q02,1,0,0,1,0,0,0,0
QM5_10147,XTIUSD.DWX,dcb983ffbe16a850bacc83117a9c1cb5ad4b97282fea6004fd425d798deabd5c,cf05490b9926171d777874ca269d49bdd0ad53fe04211dc587a2a5b6207bbbc7,Q02,Q02,1,0,0,1,0,0,0,0
QM5_10148,EURNZD.DWX,f3aa1652bb9d316c85e9d23e8bfd0c13c5f27fa1f8d85170ac1f5b3714a800c2,,Q07,Q07,1,1,0,0,0,0,0,1
QM5_10148,EURNZD.DWX,f3aa1652bb9d316c85e9d23e8bfd0c13c5f27fa1f8d85170ac1f5b3714a800c2,58f6c6bda4bbd3ebfe62073d70dca55e3dc96c10158b5f6121461e7294367cda,Q09,Q09,1,1,0,0,0,0,0,1
QM5_10148,EURNZD.DWX,f3aa1652bb9d316c85e9d23e8bfd0c13c5f27fa1f8d85170ac1f5b3714a800c2,ffe0a57e4a6fa0a192b386de6f6b5136a55bffad132345490fbf7b196ac0af3b,Q08,Q08,1,1,0,0,0,0,0,1
QM5_10150,XAUUSD.DWX,062f7a0533679a2cb6d6a81e62c02c24285d55d5658ba7990096d5997d806996,,Q07,Q07,1,0,0,0,0,0,1,0
QM5_10161,GBPUSD.DWX,5280c43b4350eb1077a028565acf05d516020fffd13b7c5600bbe5cb463e1c84,909b27cd129b4cba5bd0729c30a27cf19948e521c35cc814cb9d923c5f90b04c,Q03,Q03,1,1,0,0,0,0,0,1
QM5_10163,SP500.DWX,c1c213f35136f472b3a11badc20de253c5f58ab5ed67ce371cbfed5b95a2be27,,Q06,Q06,1,1,0,0,0,0,0,1
QM5_10163,XAUUSD.DWX,c1c213f35136f472b3a11badc20de253c5f58ab5ed67ce371cbfed5b95a2be27,cbf11a3c9166cd4328e05c2f5e81b2fadc3aca9f79839892bea83d259aefd3c0,Q02,Q02,1,1,0,0,0,0,0,1
QM5_1017,AUDCAD.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,292c43556d9890e954257aaad4b58da8312f544a34837c6eaab1d0dbccc33fce,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,AUDCHF.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,60aaa6eed99f6c3762758beede933f78e1248019b78e35ab3953377ec3169fd5,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,AUDJPY.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,950c9f44ab77a4d3a59dcd40dbc1bfb89ee29ad14a001c751803370f193e5cb3,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,AUDNZD.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,4334e80724586a89f030b73e98a5aa9c0e4551df7e90cc538d10d4cbf0587301,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,AUDUSD.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,ad59a8d7d3be1fe055694f8b1a3b2753fbf49edd4f1a013ad802fc35d2eb4e80,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,CADCHF.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,db626dc658fd1ed603f755dbcc7f60bb52083565e6a8e67f1f2ba554f6cb5ccd,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,CADJPY.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,f21c01ecb14592aa785a4b7c3d228d4d5688e9d1f403ad1709f1bf88bbc0718e,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,CHFJPY.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,6f2aa04123a4d52cf0bd081a0f409f157f16c1cc8a3b28df1cacc888f828a044,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,EURAUD.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,f86e1c71f1b9494ef1bccea75dd25609cf014250fc85638c872fa33f81ceb85d,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,EURCAD.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,d64f4764cae15309bcdae80657b12bcee461028a8c57e93e16b78b0e42b982b9,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,EURCHF.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,3f87f437f919578bef54e0300c2e8317b9739081a0a808b7b0c6803395dd017b,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,EURGBP.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,d0021f5be3b5936f023a1fc018f07b770b3c52594f5d4f4550720aa597fdc743,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,EURJPY.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,59d97239e6ae1167da67ca7e21855131db95fb00cc681845067a9ae99b76c984,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,EURNZD.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,a9aeffc13c94f8b90d5b9ebdcd076ddc2bdc3e0a2eac850c3be22b53ff5e86ef,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,EURUSD.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,30cd9ba5cd412c81050ba6a70a23109541ebccdb1b91d3ec6f773ae5ac2b02eb,Q02,Q02,1,1,0,0,0,0,0,1
QM5_1017,EURUSD.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,30cd9ba5cd412c81050ba6a70a23109541ebccdb1b91d3ec6f773ae5ac2b02eb,Q03,Q03,2,1,0,1,0,0,0,1
QM5_1017,GBPAUD.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,171efc963394fd1b484625ebb082ace8d8f1abecbeea932a17a4e916f02d82f5,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,GBPCAD.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,cc51243629f2ecf4e36f6fc73be81db24c64ea2c8885b68fdcfa8623fdce1d39,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,GBPCHF.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,934494c042e390b2e587e4dcc46a6fd518d63606a89e69437ab7f03ade5dfd02,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,GBPJPY.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,d62e50dc862b8a7f3fdbbea206cbdc89183ced9552d41d17f84237cfc65ed13d,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,GBPNZD.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,c49f603fa6d764a8866153f34137b8cba4e006338eb8c47e89b57e7e57fecc22,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,GBPUSD.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,5cbab7c44468f8a7325a0537bb9812353a2225174b88d49a1b7360cc4b0e2be7,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,GDAXI.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,cf6a94b445e7400c41bed3fda3e8b4bc67ffa812f95253277ff7e70f69f79f21,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,NDX.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,d9477edfc49df91e8f6a6a7fd9f53da53690dacc9aef4aef4f42502908c448b2,Q02,Q02,1,0,0,1,0,0,0,0
QM5_1017,NZDCAD.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,c86f38f98984d3dee77f43b6afe75ffeb22a79537198e76da7f3fcef15ed8ef6,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,NZDCHF.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,fcfcc7d9837cedb06c41987e9826e87b21a50c06361d3435f59a3b89afc9afae,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,NZDJPY.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,64c0deef38f15a55a7564ed8a34c245d3108bc20909bc53c6ddb1f5aff7c312f,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,NZDUSD.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,02fa306bf451d835d5c07d3b77dc824a0f627bb9199afb236c7c4ed080b98121,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,UK100.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,5e390bf26340970db4802e267d35757a5327395ed3a54803a800385554ebf6c0,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,USDCAD.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,d005302cf00ac010cbacc9bc01593c37b65f4da638030e4c010f10e8e8c7c711,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,USDCHF.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,74c3182a287c69736f74a14543fe6abe66e7c4c1570e255ddaebdb2a14042648,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,USDJPY.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,3874272d8f16cc7482063d6c5c79523ea6457faea758b39ad015f35efb0e19d3,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,WS30.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,9212d69966587636f7f88dd0b49459ea458b648e858ab9824381c38209ceaddc,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,XAGUSD.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,9b4d6ef0191152cbe7c48a29773362ae81c417e72c827898761576dbc40682bf,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,XAUUSD.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,7921acc3e0b8dfec3e4c880d33b5438cbdd61222dd118256b18213f04dc32e83,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,XNGUSD.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,3eae519fa3f273b16327ab6d23135b61f4a762eef04f4670d411a7e871ac38f2,Q02,Q02,1,0,1,0,0,0,0,0
QM5_1017,XTIUSD.DWX,0ad70eb190d31da0f8a977dc1de0f616c862469f8c76d6bb81d92cf1e2acc04e,57c8f0f24628678ab061b7c15817c5c977ca430c2cbdaddfe6431d47e17520eb,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10175,EURUSD.DWX,67ea12318abc8e4700c3d2ba0a63aa50f6591b029bb9148f0e24b15118a88568,b255b0cc6bd5566125cdbf6427079ee26e4bbc5508aa0d4eb245702f52592fe5,Q02,Q02,1,0,0,1,0,0,0,0
QM5_10175,XAUUSD.DWX,67ea12318abc8e4700c3d2ba0a63aa50f6591b029bb9148f0e24b15118a88568,c5e96beae43639aada0f52d678cf86527b104c50bdd0fa8d85705ab542bc864c,Q02,Q02,1,1,0,0,0,0,0,1
QM5_10175,XAUUSD.DWX,67ea12318abc8e4700c3d2ba0a63aa50f6591b029bb9148f0e24b15118a88568,c5e96beae43639aada0f52d678cf86527b104c50bdd0fa8d85705ab542bc864c,Q03,Q03,1,1,0,0,0,0,0,1
QM5_10176,EURUSD.DWX,bdecc3ced8a75ad5b4cca81a7e67de6d3ceae960912e01da9920572e26d93a12,9b22e567c997499de70b3deedde16410d8d2b43bb0b98386106d7f07e4bc7293,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10176,GBPUSD.DWX,bdecc3ced8a75ad5b4cca81a7e67de6d3ceae960912e01da9920572e26d93a12,e470b3275d960664f6aaf374fb79e3c5548457ffa2e39dc4509083f11325c73e,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10176,NDX.DWX,bdecc3ced8a75ad5b4cca81a7e67de6d3ceae960912e01da9920572e26d93a12,850203cd1ed07f70b82743e6fbf6cae1dc403b5cc4fa3253a2e6c8cf7e8c20ce,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10177,NDX.DWX,f03f88a58ba2e3e26d41fcbe268ef8b8e2b4fb7032fb99ad9b08ddedd58d557d,6744390218e2f1fe6b628a85b36e74bd4fc1d4fc1055fc28b04aa0d5f215910b,Q02,Q02,1,1,0,0,0,0,0,1
QM5_10177,NDX.DWX,f03f88a58ba2e3e26d41fcbe268ef8b8e2b4fb7032fb99ad9b08ddedd58d557d,6fe03672eceac2482fbab499fc2a02a762ec72afe46b4f8050c50440e218e2d6,Q02,Q02,2,1,0,1,0,0,0,1
QM5_10177,NDX.DWX,f03f88a58ba2e3e26d41fcbe268ef8b8e2b4fb7032fb99ad9b08ddedd58d557d,de4f8fd46d7132d9ace8c32c99ae9c16fb8aef871783a7b69f9cd7f04f34b17a,Q02,Q02,1,1,0,0,0,0,0,1
QM5_10178,EURUSD.DWX,613fb739a728d85580125f80f35845eb14a676abed11357b89b59b706c80c09e,401c95f968d7489332126782742ede0360bc618366765660aa0f55b2e2bd5800,Q03,Q03,1,1,0,0,0,0,0,1
QM5_10179,EURUSD.DWX,7c928a6a5fde7d3e2ee8d3dc1f25707a8385b34c0e847eb4f1b48285075e1bf7,4209db3c402b004487f3aec2bb1fae98884d33db5f28b2a9497e67cb27141a51,Q02,Q02,2,1,0,1,0,0,0,1
QM5_10179,EURUSD.DWX,7c928a6a5fde7d3e2ee8d3dc1f25707a8385b34c0e847eb4f1b48285075e1bf7,4209db3c402b004487f3aec2bb1fae98884d33db5f28b2a9497e67cb27141a51,Q03,Q03,1,1,0,0,0,0,0,1
QM5_10179,GBPUSD.DWX,7c928a6a5fde7d3e2ee8d3dc1f25707a8385b34c0e847eb4f1b48285075e1bf7,26f5047d88367448803b5a1efe1530efbbcad8eca6d5fb089017109d8a74927a,Q02,Q02,1,1,0,0,0,0,0,1
QM5_10179,GDAXI.DWX,7c928a6a5fde7d3e2ee8d3dc1f25707a8385b34c0e847eb4f1b48285075e1bf7,00589bc7fa16055b391c5cffddb7cd75170376e6234844fa0eb709b6282c832b,Q02,Q02,1,1,0,0,0,0,0,1
QM5_10179,USDJPY.DWX,7c928a6a5fde7d3e2ee8d3dc1f25707a8385b34c0e847eb4f1b48285075e1bf7,a683eb544cd6558c44e9471a90f985d50642a3be450603364b5ef8aa31a087df,Q02,Q02,1,1,0,0,0,0,0,1
QM5_10179,XAUUSD.DWX,7c928a6a5fde7d3e2ee8d3dc1f25707a8385b34c0e847eb4f1b48285075e1bf7,7bd85d3d744b689a9c2d204868cdd225d31ce4027810437a67e8b022087a5f93,Q02,Q02,1,1,0,0,0,0,0,1
QM5_10180,XAUUSD.DWX,0a6c0d71d54f6b1ecac34434a64a9034419d0a827718ec064389d7d34cab37d5,36cea15ebb899ee5876b14cf3ef9da2f82fad9527c383daad635ad7cabd3ef13,Q03,Q03,1,1,0,0,0,0,0,1
QM5_10181,GDAXI.DWX,e4332a92ceda95b6d6148374a0b383e84edb4089e05e8821c7912a69cb93a93d,bef899484941f21b9870f8c640684e28d0b6ccca75a6410c5b0541d1a60e4864,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10183,XAUUSD.DWX,c2fbbb8a9e0b4269bb2635c2f6e75a1295d2d47bcec83a6542744e03d36f7cd7,,Q08,Q08,1,1,0,0,0,0,0,1
QM5_10183,XAUUSD.DWX,c2fbbb8a9e0b4269bb2635c2f6e75a1295d2d47bcec83a6542744e03d36f7cd7,8a87564b34756a20b943a61a312a40af422cbf9dcbc7255e969ba706108a3541,Q07,Q07,1,1,0,0,0,0,0,1
QM5_10183,XAUUSD.DWX,c2fbbb8a9e0b4269bb2635c2f6e75a1295d2d47bcec83a6542744e03d36f7cd7,ae747dc0b8f7fcb32ab02a4c32c0ac58dcddee8d8119415b88b73c1bc1154976,Q08,Q08,1,1,0,0,0,0,0,1
QM5_10183,XAUUSD.DWX,c2fbbb8a9e0b4269bb2635c2f6e75a1295d2d47bcec83a6542744e03d36f7cd7,ae747dc0b8f7fcb32ab02a4c32c0ac58dcddee8d8119415b88b73c1bc1154976,Q10,Q10_NEWS,1,0,0,0,1,0,0,0
QM5_10183,XAUUSD.DWX,c2fbbb8a9e0b4269bb2635c2f6e75a1295d2d47bcec83a6542744e03d36f7cd7,c7ab5282be3ac81b318f45e6e2d81f88de9f1c621fdb981a76c117425382a6d2,Q09,Q09,3,3,0,0,0,0,0,1
QM5_10184,XAUUSD.DWX,0db5151aee290eabc49c47f05f648bdb192bab98b570b0ae432b6137ee347e8c,8b1b48d0f84d9448531af13b45071e422ae4e7edbdbe04b94a3a7154526145a1,Q02,Q02,1,1,0,0,0,0,0,1
QM5_10185,EURJPY.DWX,d80f46bcc5149fffb5943966f07b5ba9d98a6245830c844904aed06ea7e1ab0f,5f9f116416595c911f46d07df1a99988694d8173d2c2bdb1687ba8eb357ae2ba,Q02,Q02,3,1,0,2,0,0,0,1
QM5_10185,EURJPY.DWX,d80f46bcc5149fffb5943966f07b5ba9d98a6245830c844904aed06ea7e1ab0f,5f9f116416595c911f46d07df1a99988694d8173d2c2bdb1687ba8eb357ae2ba,Q03,Q03,4,1,0,3,0,0,0,1
QM5_10185,GBPJPY.DWX,d80f46bcc5149fffb5943966f07b5ba9d98a6245830c844904aed06ea7e1ab0f,b1d9b4060557bfa4798e4627e22bcc3e2dff7b63a88643d6137ea9526033512c,Q02,Q02,1,1,0,0,0,0,0,1
QM5_10185,GBPJPY.DWX,d80f46bcc5149fffb5943966f07b5ba9d98a6245830c844904aed06ea7e1ab0f,b1d9b4060557bfa4798e4627e22bcc3e2dff7b63a88643d6137ea9526033512c,Q03,Q03,1,1,0,0,0,0,0,1
QM5_10185,GDAXI.DWX,d80f46bcc5149fffb5943966f07b5ba9d98a6245830c844904aed06ea7e1ab0f,6c876ed7723fb4fb5013c23409c481ce5d3cadf9c9cb298b0e28bb791ff3595b,Q02,Q02,1,1,0,0,0,0,0,1
QM5_10185,GDAXI.DWX,d80f46bcc5149fffb5943966f07b5ba9d98a6245830c844904aed06ea7e1ab0f,6c876ed7723fb4fb5013c23409c481ce5d3cadf9c9cb298b0e28bb791ff3595b,Q03,Q03,1,1,0,0,0,0,0,1
QM5_10185,NDX.DWX,d80f46bcc5149fffb5943966f07b5ba9d98a6245830c844904aed06ea7e1ab0f,b6e1eb12497ebe30258680ff150a913f5612e58b5ed45db19fb7bbdc72a15e83,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10185,XAUUSD.DWX,d80f46bcc5149fffb5943966f07b5ba9d98a6245830c844904aed06ea7e1ab0f,0123ca3c81b3bba1bef910473d38ee8b4644499807d2e0707befdb26b064cca3,Q02,Q02,1,1,0,0,0,0,0,1
QM5_10185,XAUUSD.DWX,d80f46bcc5149fffb5943966f07b5ba9d98a6245830c844904aed06ea7e1ab0f,0123ca3c81b3bba1bef910473d38ee8b4644499807d2e0707befdb26b064cca3,Q03,Q03,1,1,0,0,0,0,0,1
QM5_10189,EURUSD.DWX,efcc7950b86f9b4e10f59e38536e0d9dbc831493839de7e2b904ad41ee9e2de9,357102f0e87c8bcf200248207a4c2b38df907a4bc15211ad38765eb5f3600a5a,Q02,Q02,3,0,1,2,0,0,0,0
QM5_10189,GBPUSD.DWX,efcc7950b86f9b4e10f59e38536e0d9dbc831493839de7e2b904ad41ee9e2de9,97fb8d67655c4e1b923066516cb8d27d98a3f68d7c16f5d4cc4622121da6be32,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10189,NDX.DWX,efcc7950b86f9b4e10f59e38536e0d9dbc831493839de7e2b904ad41ee9e2de9,1e5b0e62a16ea4136bf7bd620373b2a48def86e0e8f1abe8a0dbf54086ca3dd4,Q02,Q02,1,0,0,0,0,0,1,0
QM5_10189,NDX.DWX,efcc7950b86f9b4e10f59e38536e0d9dbc831493839de7e2b904ad41ee9e2de9,406fbe3f0bcc716a0be0ddc4a0e0bc75b0e1cae7689ffb6579e0d8c824cf15c3,Q02,Q02,4,0,0,4,0,0,0,0
QM5_10191,NDX.DWX,70b73872d56351dd97585762f2567f687a61dd15c2641205aec06dc964fb443a,8bf3f6cc7ca55dc1923e9941a9d8bf2b636d5f3cd0246cdae6c42f276c15629e,Q02,Q02,3,0,1,2,0,0,0,0
QM5_10193,XAUUSD.DWX,0a107ce4d46f1a5b80a0368bbef8f8a3dedfbf367706172c54cb75aa368894a3,93212b37b09715ebc9bd769edc19af299bef35fddf6e7942d706e517fc421277,Q02,Q02,1,1,0,0,0,0,0,1
QM5_10200,EURUSD.DWX,4ede6022d5d9869bcf91d4f8707e62bd63ad93ec18d6a308de8573e9fa8c8370,318aad6d74352882fb91810cf5656805a93c5d280acde88b7f8c9bb99c231f23,Q04,Q04,1,0,1,0,0,0,0,0
