ea_id,symbol,build_hash,setfile_hash,gate,phase,n,pass,econ_fail,infra,invalid,stale,other,valid
QM5_10025,AUDNZD.DWX,bc76d9cc436fc1012631eda839068012e25eaa528b02b601714298ae87b6df0a,a93b56b7c4ba03c8dad42ef6d76d8c0e40308bfa4ea34e3aba6e3535ac5a26fe,Q02,Q02,1,0,0,1,0,0,0,0
QM5_10025,EURAUD.DWX,bc76d9cc436fc1012631eda839068012e25eaa528b02b601714298ae87b6df0a,e88be5c9a116ca2bac3e49ca8260192361823ec2b493ee59255b309e447c0e22,Q02,Q02,1,0,0,1,0,0,0,0
QM5_10025,EURCAD.DWX,bc76d9cc436fc1012631eda839068012e25eaa528b02b601714298ae87b6df0a,93d796c25b2b71c314ed99949adc36b842e8e9b1f17fe7b343c40d3c64813fa9,Q02,Q02,1,0,0,1,0,0,0,0
QM5_10025,EURCHF.DWX,bc76d9cc436fc1012631eda839068012e25eaa528b02b601714298ae87b6df0a,ae7174a4feed11388784fc1f688eec7036b8ac92bab0c7cff3778986173764fe,Q02,Q02,1,0,0,1,0,0,0,0
QM5_10025,EURGBP.DWX,bc76d9cc436fc1012631eda839068012e25eaa528b02b601714298ae87b6df0a,10ff2ca4d59cdc9035baf9a775b58ca1e1433ab0a7428d3ecba71fe4d4a7727d,Q02,Q02,1,0,0,1,0,0,0,0
QM5_10025,EURJPY.DWX,bc76d9cc436fc1012631eda839068012e25eaa528b02b601714298ae87b6df0a,f0dba32f756e645a172b930997aa8cb0377008fd3fdbc495c9937b7a8845c940,Q02,Q02,1,0,0,1,0,0,0,0
QM5_10025,EURNZD.DWX,bc76d9cc436fc1012631eda839068012e25eaa528b02b601714298ae87b6df0a,73b7620916e4eb1780d06ff4e62c856b7b499014a83c8ca5c4ed8f006d889f71,Q02,Q02,1,0,0,1,0,0,0,0
QM5_10025,EURUSD.DWX,bc76d9cc436fc1012631eda839068012e25eaa528b02b601714298ae87b6df0a,863f71be22aaaabc223cabf5bc5aeebd67a6371d9d6fb3aea0483290058591fa,Q02,Q02,1,0,0,1,0,0,0,0
QM5_10025,GBPAUD.DWX,bc76d9cc436fc1012631eda839068012e25eaa528b02b601714298ae87b6df0a,76a2c0f4d0cf8e88f1320d50f175e2784c810feb83ad2d61be916cc8a1c0ba99,Q02,Q02,1,0,0,1,0,0,0,0
QM5_10025,GBPCAD.DWX,bc76d9cc436fc1012631eda839068012e25eaa528b02b601714298ae87b6df0a,e9f9f1448e51baa537c0b7f7be6eb5d6d23ecf14b41c9359f76160036948244b,Q02,Q02,1,0,0,1,0,0,0,0
QM5_10025,GBPCHF.DWX,bc76d9cc436fc1012631eda839068012e25eaa528b02b601714298ae87b6df0a,da232ff25b80829297cea3adaa566564c450b10916b5997e8a75fb1fdc9cf566,Q02,Q02,1,0,0,1,0,0,0,0
QM5_10025,GBPJPY.DWX,bc76d9cc436fc1012631eda839068012e25eaa528b02b601714298ae87b6df0a,5ebbe9f5c2cb32cc004108a864b5b733f0dca9544406f857789030a69333fdd5,Q02,Q02,1,0,0,1,0,0,0,0
QM5_10025,GBPNZD.DWX,bc76d9cc436fc1012631eda839068012e25eaa528b02b601714298ae87b6df0a,f616062bc976e724649c90db73aad4ca2bd6462c1e18748ad1c241e8c9265074,Q02,Q02,1,0,0,1,0,0,0,0
QM5_10025,GBPUSD.DWX,bc76d9cc436fc1012631eda839068012e25eaa528b02b601714298ae87b6df0a,6d40328b46fc630224225574e0ed986f31fc6e63a35f0f2bc4bd5e230be3c120,Q02,Q02,1,0,0,1,0,0,0,0
QM5_10025,GDAXI.DWX,bc76d9cc436fc1012631eda839068012e25eaa528b02b601714298ae87b6df0a,b3c229bb7940ed44a7700ad21fdc31e23536a9fa7ece4bc344d92016e38ad07e,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10025,NZDCAD.DWX,bc76d9cc436fc1012631eda839068012e25eaa528b02b601714298ae87b6df0a,018e9fe319602e785a6eba1426f40026a2733021d383dad6b2b9acf10396a08b,Q02,Q02,1,0,1,0,0,0,0,0
QM5_10025,NZDCHF.DWX,bc76d9cc436fc1012631eda839068012e25eaa528b02b601714298ae87b6df0a,a311eb0300fb5777cf65cd703a588ea3d5abdb846fe704940a90433d4f8aa441,Q02,Q02,1,0,1,0,0,0,0,0
