ea_id,symbol,macro_phase,disposition,highest_observed_gate,highest_observed_label,highest_contiguous_valid_gate,highest_contiguous_valid_label,earliest_missing_prerequisite,frontier_class,frontier_infra,n_rows,phases_run,verdicts_seen
20022,XTIUSD.DWX,1_STRATEGIEBEWEIS,INVALID,Q02,Q02 Baseline Screening,,,Q02,INFRA,True,1,Q02,INFRA_FAIL:1
QM5_10000,EURUSD.DWX,1_STRATEGIEBEWEIS,INVALID,Q02,Q02 Baseline Screening,,,Q02,INFRA,True,14,Q02,INFRA_FAIL:13
QM5_10000,GBPUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,ECON_FAIL,False,9,Q02;Q03;Q04,INFRA_FAIL:6;PASS:2;FAIL:1
QM5_10000,USDJPY.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,OTHER,False,4,Q02;Q03;Q04,PASS:2;FAIL:1
QM5_10000,XAUUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,1,Q02,FAIL:1
QM5_10001,EURUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,14,Q02,INFRA_FAIL:13;ZERO_TRADES:1
QM5_10001,GBPJPY.DWX,1_STRATEGIEBEWEIS,INVALID,Q02,Q02 Baseline Screening,,,Q02,INFRA,True,15,Q02,INFRA_FAIL:14
QM5_10001,GBPUSD.DWX,1_STRATEGIEBEWEIS,INVALID,Q02,Q02 Baseline Screening,,,Q02,INFRA,True,15,Q02,INFRA_FAIL:14;INVALID:1
QM5_10001,USDJPY.DWX,1_STRATEGIEBEWEIS,INVALID,Q02,Q02 Baseline Screening,,,Q02,INFRA,True,15,Q02,INFRA_FAIL:14;INVALID:1
QM5_10002,AUDUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,5,Q02;Q04,INFRA_FAIL:2;PASS:2;FAIL:1
QM5_10002,EURUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,5,Q02;Q04,INFRA_FAIL:3;PASS:1;FAIL:1
QM5_10002,GBPUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,ECON_FAIL,False,13,Q02;Q03;Q04,INFRA_FAIL:8;PASS:4;FAIL:1
QM5_10002,USDCAD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,4,Q02,INFRA_FAIL:2;FAIL:2
QM5_10002,USDCHF.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,5,Q02;Q04,INFRA_FAIL:2;PASS:2;FAIL:1
QM5_10002,USDJPY.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,5,Q02;Q04,INFRA_FAIL:3;PASS:1;FAIL:1
QM5_10003,EURUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,7,Q02;Q04,PASS:6;FAIL:1
QM5_10003,GBPJPY.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,ECON_FAIL,False,10,Q02;Q03;Q04,PASS:6;INFRA_FAIL:3;FAIL:1
QM5_10003,GBPUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,8,Q02;Q04,PASS:6;INFRA_FAIL:1;FAIL:1
QM5_10003,USDJPY.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,7,Q02;Q04,PASS:6;FAIL:1
QM5_10004,EURJPY.DWX,1_STRATEGIEBEWEIS,INVALID,Q02,Q02 Baseline Screening,,,Q02,INFRA,True,3,Q02,INFRA_FAIL:3
QM5_10004,EURUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,2,Q02;Q04,PASS:1;FAIL:1
QM5_10004,GBPUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,3,Q02;Q04,INFRA_FAIL:1;PASS:1;FAIL:1
QM5_10004,USDJPY.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,2,Q02;Q04,PASS:1;FAIL:1
QM5_10005,EURUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,13,Q02;Q04,PASS:6;INFRA_FAIL:3;FAIL:3
QM5_10005,GBPJPY.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,14,Q02;Q04,PASS:7;FAIL:6;INFRA_FAIL:1
QM5_10005,GBPUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,12,Q02;Q04,PASS:6;FAIL:6
QM5_10005,USDJPY.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,2,Q02;Q04,PASS:1;FAIL:1
QM5_10006,EURUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,ECON_FAIL,False,120,Q02;Q03;Q04,PASS:61;FAIL:56;INFRA_FAIL:2
QM5_10006,GBPUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,ECON_FAIL,False,119,Q02;Q03;Q04,PASS:62;FAIL:52;INFRA_FAIL:4
QM5_10006,USDJPY.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,ECON_FAIL,False,115,Q02;Q03;Q04,PASS:60;FAIL:53;INFRA_FAIL:1
QM5_10006,XAUUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,ECON_FAIL,False,118,Q02;Q03;Q04,PASS:62;FAIL:56
QM5_10007,AUDUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,4,Q02;Q04,PASS:3;FAIL:1
QM5_10007,EURUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,5,Q02;Q04,INFRA_FAIL:2;PASS:2;FAIL:1
QM5_10007,GBPUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,5,Q02;Q04,INFRA_FAIL:2;PASS:2;FAIL:1
QM5_10007,SP500.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,1,Q02,FAIL:1
QM5_10007,USDJPY.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,5,Q02;Q04,INFRA_FAIL:2;PASS:2;FAIL:1
QM5_10008,EURUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,14,Q02;Q04,INFRA_FAIL:12;PASS:1
QM5_10008,GBPUSD.DWX,1_STRATEGIEBEWEIS,INVALID,Q02,Q02 Baseline Screening,,,Q02,INFRA,True,13,Q02,INFRA_FAIL:12;INVALID:1
QM5_10008,USDJPY.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,INFRA,True,15,Q02;Q03;Q04,INFRA_FAIL:12;PASS:2
QM5_10008,XAUUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,13,Q02;Q04,INFRA_FAIL:11;PASS:1;FAIL:1
QM5_10009,AUDUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,ECON_FAIL,False,19,Q02;Q03;Q04,INFRA_FAIL:16;PASS:1;FAIL:1
QM5_10009,NZDUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,ECON_FAIL,False,17,Q02;Q03;Q04,INFRA_FAIL:14;PASS:2;FAIL:1
QM5_10009,QM5_10009_AUD_NZD_CAD_COINTEG_D1,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,ECON_FAIL,False,8,Q02;Q03;Q04,FAIL:3;PASS:3;INFRA_FAIL:2
QM5_10009,USDCAD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,14,Q02,INFRA_FAIL:13;FAIL:1
QM5_10010,AUDUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,3,Q02,INFRA_FAIL:2;ZERO_TRADES:1
QM5_10010,EURUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,1,Q02,FAIL:1
QM5_10010,GBPUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,2,Q02,INFRA_FAIL:1;ZERO_TRADES:1
QM5_10010,USDJPY.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,1,Q02,FAIL:1
QM5_10012,AUDUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,ECON_FAIL,False,4,Q02;Q03;Q04,PASS:2;INFRA_FAIL:1;FAIL:1
QM5_10012,EURUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,3,Q02;Q04,PASS:1;INFRA_FAIL:1;FAIL:1
QM5_10012,GBPUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,3,Q02;Q04,INFRA_FAIL:1;PASS:1;FAIL:1
QM5_10012,USDJPY.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,3,Q02;Q04,PASS:1;INFRA_FAIL:1;FAIL:1
QM5_10013,AUDUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,ECON_FAIL,False,3,Q02;Q03;Q04,PASS:2;FAIL:1
QM5_10013,EURUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,ECON_FAIL,False,11,Q02;Q03;Q04,PASS:8;FAIL:3
QM5_10013,GBPUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,7,Q02;Q04,PASS:6;FAIL:1
QM5_10013,NZDUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,ECON_FAIL,False,8,Q02;Q03;Q04,PASS:7;FAIL:1
QM5_10013,USDCAD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,7,Q02;Q04,PASS:6;FAIL:1
QM5_10013,USDJPY.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,ECON_FAIL,False,8,Q02;Q03;Q04,PASS:7;FAIL:1
QM5_10014,EURJPY.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,2,Q02;Q04,PASS:1;FAIL:1
QM5_10014,EURUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,ECON_FAIL,False,9,Q02;Q03;Q04,PASS:7;FAIL:2
QM5_10014,GBPJPY.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,9,Q02;Q04,PASS:6;INFRA_FAIL:2;FAIL:1
QM5_10014,GBPUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,7,Q02;Q04,PASS:6;FAIL:1
QM5_10015,EURUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,3,Q02;Q04,PASS:1;INFRA_FAIL:1;FAIL:1
QM5_10015,GBPUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,3,Q02;Q04,INFRA_FAIL:1;PASS:1;FAIL:1
QM5_10015,USDJPY.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,3,Q02;Q04,PASS:1;INFRA_FAIL:1;FAIL:1
QM5_10015,XAUUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,3,Q02;Q04,INFRA_FAIL:1;PASS:1;FAIL:1
QM5_10016,AUDJPY.DWX,1_STRATEGIEBEWEIS,INVALID,Q02,Q02 Baseline Screening,,,Q02,INFRA,True,13,Q02,INFRA_FAIL:12;INVALID:1
QM5_10016,EURUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,14,Q02;Q04,INFRA_FAIL:12;PASS:1
QM5_10016,GBPUSD.DWX,1_STRATEGIEBEWEIS,INVALID,Q02,Q02 Baseline Screening,,,Q02,INFRA,True,13,Q02,INFRA_FAIL:12;INVALID:1
QM5_10016,XAUUSD.DWX,1_STRATEGIEBEWEIS,INVALID,Q02,Q02 Baseline Screening,,,Q02,INFRA,True,13,Q02,INFRA_FAIL:12
QM5_10017,EURUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,3,Q02;Q04,PASS:1;INFRA_FAIL:1;FAIL:1
QM5_10017,GBPUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q05,Q05 Gross Full-History Robustness,Q02,Q02 Baseline Screening,Q03,MISSING,False,4,Q02;Q04;Q05,INFRA_FAIL:1;PASS:1;PASS_LOWFREQ:1;FAIL:1
QM5_10017,USDJPY.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,3,Q02;Q04,PASS:1;INFRA_FAIL:1
QM5_10017,XAUUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,ECON_FAIL,False,115,Q02;Q03;Q04,FAIL:55;PASS:52;INFRA_FAIL:8
QM5_10018,EURJPY.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,2,Q02;Q04,PASS:1;FAIL:1
QM5_10018,EURUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,2,Q02;Q04,PASS:1;FAIL:1
QM5_10018,GBPJPY.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,2,Q02;Q04,PASS:1;FAIL:1
QM5_10018,GBPUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,2,Q02;Q04,PASS:1;FAIL:1
QM5_10019,EURUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,3,Q02,INFRA_FAIL:2;FAIL:1
QM5_10019,GBPUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,3,Q02,INFRA_FAIL:2;FAIL:1
QM5_10019,USDJPY.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,1,Q02,FAIL:1
QM5_10020,NDX.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,5,Q02,INFRA_FAIL:4;FAIL:1
QM5_10020,SP500.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,1,Q02,FAIL:1
QM5_10020,WS30.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,2,Q02,INFRA_FAIL:1;FAIL:1
QM5_10021,AUDUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,15,P2;Q02;Q04,PASS:12;INVALID:1;INFRA_FAIL:1
QM5_10021,EURUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,7,P2;Q02;Q04,PASS:4;SUPERSEDED:1;INVALID:1;FAIL:1
QM5_10021,GBPUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,OTHER,False,6,P2;Q02;Q03;Q04,SUPERSEDED:1;INVALID:1;INFRA_FAIL:1;PASS:1
QM5_10021,USDJPY.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,7,P2;Q02;Q04,PASS:4;INVALID:1;INFRA_FAIL:1
QM5_10022,NDX.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,ECON_FAIL,False,12,Q02;Q03;Q04,PASS:8;FAIL:4
QM5_10022,SP500.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,ECON_FAIL,False,122,Q02;Q03;Q04,PASS:67;FAIL:55
QM5_10022,WS30.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q04,Q04 Walk-Forward + Commission,Q02,Q02 Baseline Screening,Q03,MISSING,False,7,Q02;Q04,INFRA_FAIL:5;PASS:1
QM5_10022,XAUUSD.DWX,1_STRATEGIEBEWEIS,REUSABLE,Q07,Q07 Multi-Seed,Q06,Q06 Stress HARSH,Q07,INFRA,True,15,Q02;Q03;Q04;Q05;Q06;Q07,PASS:7;INFRA_FAIL:5;FAIL:1
QM5_10023,NDX.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,ECON_FAIL,False,834,P2;Q02;Q03;Q04,PASS:447;FAIL:384;INFRA_FAIL:3
QM5_10023,SP500.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,ECON_FAIL,False,404,P2;Q02;Q03;Q04,PASS:238;FAIL:165;INFRA_FAIL:1
QM5_10023,WS30.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q04,Q04 Walk-Forward + Commission,Q03,Q03 Parameter Sweep,Q04,ECON_FAIL,False,267,P2;Q02;Q03;Q04,PASS:162;FAIL:105
QM5_10024,AUDNZD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,14,Q02,INVALID:7;INFRA_FAIL:4;FAIL:3
QM5_10024,AUDUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,14,Q02,INVALID:7;INFRA_FAIL:5;FAIL:2
QM5_10024,NZDUSD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,14,Q02,INVALID:9;INFRA_FAIL:3;FAIL:2
QM5_10024,QM5_10024_RW_FX_COMM_BASKET_D1,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,2,Q02,INFRA_FAIL:1;FAIL:1
QM5_10024,USDCAD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,14,Q02,INVALID:9;INFRA_FAIL:4;FAIL:1
QM5_10025,AUDCAD.DWX,1_STRATEGIEBEWEIS,STALE,Q02,Q02 Baseline Screening,,,Q02,STALE,False,2,Q02,INFRA_FAIL:1;SUPERSEDED:1
QM5_10025,AUDCHF.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,2,Q02,FAIL:1;INFRA_FAIL:1
QM5_10025,AUDJPY.DWX,1_STRATEGIEBEWEIS,STALE,Q02,Q02 Baseline Screening,,,Q02,STALE,False,2,Q02,INFRA_FAIL:1;SUPERSEDED:1
QM5_10025,AUDNZD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,2,Q02,FAIL:1;INFRA_FAIL:1
QM5_10025,AUDUSD.DWX,1_STRATEGIEBEWEIS,INVALID,Q02,Q02 Baseline Screening,,,Q02,INFRA,True,2,Q02,INFRA_FAIL:1
QM5_10025,CADCHF.DWX,1_STRATEGIEBEWEIS,STALE,Q02,Q02 Baseline Screening,,,Q02,STALE,False,2,Q02,INFRA_FAIL:1;SUPERSEDED:1
QM5_10025,CADJPY.DWX,1_STRATEGIEBEWEIS,STALE,Q02,Q02 Baseline Screening,,,Q02,STALE,False,2,Q02,INFRA_FAIL:1;SUPERSEDED:1
QM5_10025,CHFJPY.DWX,1_STRATEGIEBEWEIS,STALE,Q02,Q02 Baseline Screening,,,Q02,STALE,False,2,Q02,INFRA_FAIL:1;SUPERSEDED:1
QM5_10025,EURAUD.DWX,1_STRATEGIEBEWEIS,STALE,Q02,Q02 Baseline Screening,,,Q02,STALE,False,2,Q02,INFRA_FAIL:1;SUPERSEDED:1
QM5_10025,EURCAD.DWX,1_STRATEGIEBEWEIS,STALE,Q02,Q02 Baseline Screening,,,Q02,STALE,False,2,Q02,INFRA_FAIL:1;SUPERSEDED:1
QM5_10025,EURCHF.DWX,1_STRATEGIEBEWEIS,STALE,Q02,Q02 Baseline Screening,,,Q02,STALE,False,2,Q02,INFRA_FAIL:1;SUPERSEDED:1
QM5_10025,EURGBP.DWX,1_STRATEGIEBEWEIS,STALE,Q02,Q02 Baseline Screening,,,Q02,STALE,False,2,Q02,INFRA_FAIL:1;SUPERSEDED:1
QM5_10025,EURJPY.DWX,1_STRATEGIEBEWEIS,STALE,Q02,Q02 Baseline Screening,,,Q02,STALE,False,2,Q02,INFRA_FAIL:1;SUPERSEDED:1
QM5_10025,EURNZD.DWX,1_STRATEGIEBEWEIS,STALE,Q02,Q02 Baseline Screening,,,Q02,STALE,False,2,Q02,INFRA_FAIL:1;SUPERSEDED:1
QM5_10025,EURUSD.DWX,1_STRATEGIEBEWEIS,INVALID,Q02,Q02 Baseline Screening,,,Q02,INFRA,True,2,Q02,INFRA_FAIL:1
QM5_10025,GBPAUD.DWX,1_STRATEGIEBEWEIS,STALE,Q02,Q02 Baseline Screening,,,Q02,STALE,False,2,Q02,INFRA_FAIL:1;SUPERSEDED:1
QM5_10025,GBPCAD.DWX,1_STRATEGIEBEWEIS,STALE,Q02,Q02 Baseline Screening,,,Q02,STALE,False,2,Q02,INFRA_FAIL:1;SUPERSEDED:1
QM5_10025,GBPCHF.DWX,1_STRATEGIEBEWEIS,STALE,Q02,Q02 Baseline Screening,,,Q02,STALE,False,2,Q02,INFRA_FAIL:1;SUPERSEDED:1
QM5_10025,GBPJPY.DWX,1_STRATEGIEBEWEIS,STALE,Q02,Q02 Baseline Screening,,,Q02,STALE,False,2,Q02,INFRA_FAIL:1;SUPERSEDED:1
QM5_10025,GBPNZD.DWX,1_STRATEGIEBEWEIS,STALE,Q02,Q02 Baseline Screening,,,Q02,STALE,False,2,Q02,INFRA_FAIL:1;SUPERSEDED:1
QM5_10025,GBPUSD.DWX,1_STRATEGIEBEWEIS,INVALID,Q02,Q02 Baseline Screening,,,Q02,INFRA,True,2,Q02,INFRA_FAIL:1
QM5_10025,GDAXI.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,1,Q02,ZERO_TRADES:1
QM5_10025,NDX.DWX,1_STRATEGIEBEWEIS,STALE,Q02,Q02 Baseline Screening,,,Q02,STALE,False,2,Q02,INFRA_FAIL:1;SUPERSEDED:1
QM5_10025,NZDCAD.DWX,1_STRATEGIEBEWEIS,ECONOMIC_FAIL,Q02,Q02 Baseline Screening,,,Q02,ECON_FAIL,False,1,Q02,ZERO_TRADES:1
