source,source_content_sha256,source_row_number,row_identity_sha256,currency,impact,event_name,authority,expected_release_et,expected_local_iso,stored_utc,expected_utc,delta_minutes,native_confirmation,native_utc
sealed_q09,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39226,ac3775f6a83772b1d6f5a0a8f813facaae8ba5bf77b5c661736ddd3e6ac0b88d,USD,HIGH,Core PPI m/m,BLS,08:30,2023-06-14T08:30:00-04:00,2023-06-14T11:30:00Z,2023-06-14T12:30:00Z,-60,NO_MAPPED_NATIVE_JOIN,
sealed_q09,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39281,c192b1a6cc548bbd972615f0ee9b48c90dcb0293c8449b87bf1a21b34e8b665d,USD,HIGH,Prelim UoM Consumer Sentiment,UMICH,10:00,2023-06-16T10:00:00-04:00,2023-06-16T13:00:00Z,2023-06-16T14:00:00Z,-60,NO_MAPPED_NATIVE_JOIN,
sealed_q09,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39343,e82fae950dde625326681d5660889470bed69440d812d6308b62ca6d3c6a7514,USD,HIGH,Unemployment Claims,DOL,08:30,2023-06-22T08:30:00-04:00,2023-06-22T11:30:00Z,2023-06-22T12:30:00Z,-60,EXACT_MINUS_60_MIN,2023-06-22T12:30:00Z
sealed_q09,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39407,b394cd51b1c5ed3df700b342dbf3c59edb4d70a740bb5bedb36f363d6dfc0a2b,USD,HIGH,Goods Trade Balance,CENSUS,08:30,2023-06-28T08:30:00-04:00,2023-06-28T11:30:00Z,2023-06-28T12:30:00Z,-60,NO_MAPPED_NATIVE_JOIN,
sealed_q09,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39424,e5e863c695a7498564cc7204bb22525e8647c0fe5ba6222ef097d7cae90fd60b,USD,HIGH,Final GDP q/q,BEA,08:30,2023-06-29T08:30:00-04:00,2023-06-29T11:30:00Z,2023-06-29T12:30:00Z,-60,EXACT_MINUS_60_MIN,2023-06-29T12:30:00Z
sealed_q09,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39596,084b930074fb3d5976246f4cb195ccc61c9dba9b201a483839e1f2e38e0c50e1,USD,HIGH,Core CPI m/m,BLS,08:30,2023-07-12T08:30:00-04:00,2023-07-12T11:30:00Z,2023-07-12T12:30:00Z,-60,EXACT_MINUS_60_MIN,2023-07-12T12:30:00Z
sealed_q09,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39623,f537762fb98ff954cc85f2f9c2351c93d6253236b3a74ff8cee24a2b4adc5da4,USD,HIGH,Core PPI m/m,BLS,08:30,2023-07-13T08:30:00-04:00,2023-07-13T11:30:00Z,2023-07-13T12:30:00Z,-60,NO_MAPPED_NATIVE_JOIN,
sealed_q09,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39637,4f29353ae62476eaff5722d29fca199522361e8a58e3baf872ecc5cd6c57b7fb,USD,HIGH,Prelim UoM Consumer Sentiment,UMICH,10:00,2023-07-14T10:00:00-04:00,2023-07-14T13:00:00Z,2023-07-14T14:00:00Z,-60,NO_MAPPED_NATIVE_JOIN,
sealed_q09,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39710,6c2d4b4ff1edeea9a91aee5fdcf12737eafcfa033d756653533d6ad478499702,USD,HIGH,Unemployment Claims,DOL,08:30,2023-07-20T08:30:00-04:00,2023-07-20T11:30:00Z,2023-07-20T12:30:00Z,-60,EXACT_MINUS_60_MIN,2023-07-20T12:30:00Z
sealed_q09,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39772,d21c8da8e258dc9439eb654bcfba524eb6d168c248f9c1b7ceae7d76aab3fbcc,USD,HIGH,Advance GDP q/q,BEA,08:30,2023-07-27T08:30:00-04:00,2023-07-27T11:30:00Z,2023-07-27T12:30:00Z,-60,EXACT_MINUS_60_MIN,2023-07-27T12:30:00Z
sealed_q09,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39797,789cfdda5cf84e3416500684f54edd6f4caffb37632bf135bee9535a4f86a9f5,USD,HIGH,Revised UoM Consumer Sentiment,UMICH,10:00,2023-07-28T10:00:00-04:00,2023-07-28T13:00:00Z,2023-07-28T14:00:00Z,-60,NO_MAPPED_NATIVE_JOIN,
sealed_q09,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39885,3f22534cc89acf51bf708ea602ba5319ed80f673bd9b720758138cbb0ffa234f,USD,HIGH,Unemployment Claims,DOL,08:30,2023-08-03T08:30:00-04:00,2023-08-03T11:30:00Z,2023-08-03T12:30:00Z,-60,EXACT_MINUS_60_MIN,2023-08-03T12:30:00Z
sealed_q09,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39953,0af54db7ce73a170b56f375ed231edfa1a983676422478c8e90c0ca2ac9c06ab,USD,HIGH,Core CPI m/m,BLS,08:30,2023-08-10T08:30:00-04:00,2023-08-10T11:30:00Z,2023-08-10T12:30:00Z,-60,EXACT_MINUS_60_MIN,2023-08-10T12:30:00Z
sealed_q09,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39977,6bf9273c73b840ef87f6d7c547b44a26ecdc03499da1ee0de660586715e860bf,USD,HIGH,Core PPI m/m,BLS,08:30,2023-08-11T08:30:00-04:00,2023-08-11T11:30:00Z,2023-08-11T12:30:00Z,-60,NO_MAPPED_NATIVE_JOIN,
sealed_q09,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39978,829d200f485e5380f6ca029e697f5dbb8cf9b54098525659dc382f100dc8fdf2,USD,HIGH,Prelim UoM Consumer Sentiment,UMICH,10:00,2023-08-11T10:00:00-04:00,2023-08-11T13:00:00Z,2023-08-11T14:00:00Z,-60,NO_MAPPED_NATIVE_JOIN,
sealed_q09,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,40121,3eadb39a1c4c70769cdf617b0e2508c6ed07f26b11f0be75950c1c670614a9e9,USD,HIGH,Revised UoM Consumer Sentiment,UMICH,10:00,2023-08-25T10:00:00-04:00,2023-08-25T13:00:00Z,2023-08-25T14:00:00Z,-60,NO_MAPPED_NATIVE_JOIN,
sealed_q09,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,40163,04f2caca1f749cc779006e25ce6661b6e332cc7bc28fafed1c279867ec43baa4,USD,HIGH,Prelim GDP q/q,BEA,08:30,2023-08-30T08:30:00-04:00,2023-08-30T11:30:00Z,2023-08-30T12:30:00Z,-60,EXACT_MINUS_60_MIN,2023-08-30T12:30:00Z
