event_id,event_time_utc,event_names,symbol,pre_high,pre_low,pre_range_pts,post_high,post_low,post_range_pts,expansion_ratio,breakout_dir,entry_price,mfe_15m_pts,mae_15m_pts,mfe_30m_pts,mae_30m_pts,mfe_60m_pts,mae_60m_pts,gross_pnl_pts,net_pnl_pts,era
E2_00306,2022-12-01T13:30:00Z,Initial Jobless Claims,NDX.DWX,12060.6,12015.3,45.3,12119.6,12019.4,100.2,2.2119,1,12060.6,64.2,36,64.2,36,64.2,36,-16,-17,IS
E2_00307,2022-12-02T13:30:00Z,Nonfarm Payrolls,NDX.DWX,12054.6,12015.1,39.5,12018.3,11725.8,292.5,7.4051,-1,12015.1,0.8,291.7,0.8,291.7,0.8,291.7,229.4,228.4,IS
E2_00308,2022-12-08T13:30:00Z,Initial Jobless Claims,NDX.DWX,11565,11524,41,11593.5,11550.3,43.2,1.0537,1,11565,34,7.9,34,7.9,34,9.2,-5,-6,IS
E2_00309,2022-12-13T13:30:00Z,CPI m/m,NDX.DWX,11963,11780.2,182.8,12219.3,11961.5,257.8,1.4103,1,11963,256.3,1.5,256.3,1.5,256.3,1.5,212.4,211.4,IS
E2_00310,2022-12-14T19:00:00Z,Fed Interest Rate Decision,NDX.DWX,11958.3,11877.8,80.5,11941.8,11619.8,322,4,-1,11877.8,4.5,229.8,4.5,229.8,4.5,317.5,153.7,152.7,IS
E2_00311,2022-12-15T13:30:00Z,Retail Sales m/m;Initial Jobless Claims,NDX.DWX,11625.4,11565.7,59.7,11603.5,11532.8,70.7,1.1843,-1,11565.7,27.2,29.6,27.2,43.5,27.2,43.5,-8.5,-9.5,IS
E2_00312,2022-12-22T13:30:00Z,Initial Jobless Claims,NDX.DWX,11195.5,11172.9,22.6,11177,11081.5,95.5,4.2257,-1,11172.9,1.2,63.3,1.2,90.3,1.2,94.3,76.9,75.9,IS
E2_00313,2022-12-29T13:30:00Z,Initial Jobless Claims,NDX.DWX,10772.4,10745.1,27.3,10817.1,10756.5,60.6,2.2198,1,10772.4,55.2,0.6,60,0.6,60,0.6,27,26,IS
E2_00314,2023-01-05T13:30:00Z,Initial Jobless Claims,NDX.DWX,10966.6,10870.8,95.8,10886,10809.4,76.6,0.7996,-1,10870.8,0.7,53,0.7,53,0.7,75.9,27.7,26.7,IS
E2_00315,2023-01-06T13:30:00Z,Nonfarm Payrolls,NDX.DWX,10729.9,10673.5,56.4,10892.5,10684.2,208.3,3.6933,1,10729.9,182.3,0.5,207.8,0.5,207.8,0.5,83.5,82.5,IS
E2_00316,2023-01-12T13:30:00Z,CPI m/m;Initial Jobless Claims,NDX.DWX,11469.4,11320.4,149,11505.7,11217.9,287.8,1.9315,-1,11320.4,122.5,102.5,167.8,102.5,185.3,102.5,-98.5,-99.5,IS
E2_00317,2023-01-18T13:30:00Z,Retail Sales m/m,NDX.DWX,11608.4,11585.9,22.5,11655.5,11574.8,80.7,3.5867,0,11597.15,56.7,24,56.7,24,56.7,24,-11.25,-12.25,IS
E2_00318,2023-01-19T13:30:00Z,Initial Jobless Claims,NDX.DWX,11324,11292.3,31.7,11343.3,11283.7,59.6,1.8801,-1,11292.3,2.3,35.4,13.2,35.4,24.2,35.4,-51,-52,IS
E2_00319,2023-01-26T13:30:00Z,Initial Jobless Claims,NDX.DWX,11948.1,11893,55.1,11970,11875.8,94.2,1.7096,0,11920.55,31.9,47,31.9,47,47.2,47,-27.55,-28.55,IS
E2_00320,2023-02-01T19:00:00Z,Fed Interest Rate Decision,NDX.DWX,12110.7,12067.8,42.9,12334.6,12008.8,325.8,7.5944,0,12089.25,71.7,63.7,71.7,63.7,251.1,74.7,-21.45,-22.45,IS
E2_00321,2023-02-02T13:30:00Z,Initial Jobless Claims,NDX.DWX,12577.2,12512.2,65,12631.7,12565.2,66.5,1.0231,1,12577.2,20.9,6,48.7,6,60.5,6,51.7,50.7,IS
E2_00322,2023-02-03T13:30:00Z,Nonfarm Payrolls,NDX.DWX,12716.3,12635.8,80.5,12699.1,12508.6,190.5,2.3665,-1,12635.8,0.2,134.1,0.2,172.4,0.2,190.3,103.1,102.1,IS
E2_00323,2023-02-09T13:30:00Z,Initial Jobless Claims,NDX.DWX,12651.7,12622.2,29.5,12685.5,12640.7,44.8,1.5186,1,12651.7,26.3,0,35.5,0,44.8,0,30,29,IS
E2_00324,2023-02-14T13:30:00Z,CPI m/m,NDX.DWX,12579.4,12534.7,44.7,12647.9,12424.8,223.1,4.9911,0,12557.05,104.4,118.7,104.4,118.7,104.4,118.7,-22.35,-23.35,IS
E2_00325,2023-02-15T13:30:00Z,Retail Sales m/m,NDX.DWX,12575.5,12528.8,46.7,12576,12496.9,79.1,1.6938,-1,12528.8,20.4,32,47.1,32,47.1,32,15.3,14.3,IS
E2_00326,2023-02-16T13:30:00Z,Initial Jobless Claims,NDX.DWX,12659.5,12620.5,39,12629.6,12476.9,152.7,3.9154,-1,12620.5,0,85.3,0,129.3,0,152.7,134.1,133.1,IS
E2_00327,2023-02-23T13:30:00Z,Initial Jobless Claims,NDX.DWX,12205.1,12176.3,28.8,12236.1,12160.3,75.8,2.6319,0,12190.7,13.5,35.1,13.5,35.1,40.7,35.1,-14.4,-15.4,IS
E2_00328,2023-03-02T13:30:00Z,Initial Jobless Claims,NDX.DWX,11881.5,11849.2,32.3,11857.2,11819.7,37.5,1.161,-1,11849.2,2.5,34.7,2.5,35,2.5,35,10.7,9.7,IS
E2_00329,2023-03-09T13:30:00Z,Initial Jobless Claims,NDX.DWX,12165.9,12144.2,21.7,12271.6,12158.2,113.4,5.2258,1,12165.9,74.3,0.2,94.9,0.2,113.2,0.2,72.4,71.4,IS
E2_00330,2023-03-10T13:30:00Z,Nonfarm Payrolls,NDX.DWX,12024.7,11987.5,37.2,12110.9,11934,176.9,4.7554,0,12006.1,92.2,84.7,92.2,84.7,92.2,84.7,-18.6,-19.6,IS
E2_00331,2023-03-14T12:30:00Z,CPI m/m,NDX.DWX,12028.7,11994.1,34.6,12084.4,11900.2,184.2,5.3237,0,12011.4,48.1,118.8,48.9,118.8,65.4,118.8,-17.3,-18.3,IS
E2_00332,2023-03-15T12:30:00Z,Retail Sales m/m,NDX.DWX,12050,12006.5,43.5,12095.8,11976.5,119.3,2.7425,0,12028.25,55.2,32.6,55.2,58.1,61.2,58.1,-21.75,-22.75,IS
E2_00333,2023-03-16T12:30:00Z,Initial Jobless Claims,NDX.DWX,12302.9,12264.9,38,12295.4,12207.5,87.9,2.3132,-1,12264.9,11.7,56.2,11.7,56.2,11.7,76.2,47,46,IS
E2_00334,2023-03-22T18:00:00Z,Fed Interest Rate Decision,NDX.DWX,12809.3,12749,60.3,12956,12752.5,203.5,3.3748,1,12809.3,117.1,6.5,117.1,6.5,155.8,47.7,-14,-15,IS
E2_00335,2023-03-23T12:30:00Z,Initial Jobless Claims,NDX.DWX,12710.2,12674.9,35.3,12731.2,12678.2,53,1.5014,0,,13.6,13.6,26.1,13.6,37.9,15.1,0,0,IS
E2_00336,2023-03-30T12:30:00Z,Initial Jobless Claims,NDX.DWX,12934.1,12909.6,24.5,12957.2,12908.3,48.9,1.9959,0,12921.85,30.5,11.8,31.5,11.8,37.1,11.8,-12.25,-13.25,IS
E2_00337,2023-04-06T12:30:00Z,Initial Jobless Claims,NDX.DWX,12962.7,12927.2,35.5,12947.2,12891.8,55.4,1.5606,-1,12927.2,14.2,20.5,14.2,26.5,14.2,41.2,23.7,22.7,IS
E2_00338,2023-04-12T12:30:00Z,CPI m/m,NDX.DWX,12996.6,12952.9,43.7,13143.1,12952.9,190.2,4.3524,0,12974.75,188.9,1.3,188.9,1.3,188.9,1.3,-21.85,-22.85,IS
E2_00339,2023-04-13T12:30:00Z,Initial Jobless Claims,NDX.DWX,12904,12863.5,40.5,12944.3,12868.8,75.5,1.8642,1,12904,60,15.5,60,15.5,60,15.5,24.1,23.1,IS
E2_00340,2023-04-14T12:30:00Z,Retail Sales m/m,NDX.DWX,13071.1,13037.1,34,13072,13003.4,68.6,2.0176,0,13054.1,11.9,45.2,11.9,56.7,11.9,56.7,-17,-18,IS
E2_00341,2023-04-20T12:30:00Z,Initial Jobless Claims,NDX.DWX,12985,12950,35,12993.4,12966.8,26.6,0.76,1,12985,17.8,8.3,17.8,8.3,17.8,8.8,-16.7,-17.7,IS
E2_00342,2023-04-27T12:30:00Z,Initial Jobless Claims,NDX.DWX,12960.6,12923.1,37.5,12970.8,12907.8,63,1.68,0,12941.85,17.5,45.5,17.5,45.5,17.5,45.5,-18.75,-19.75,IS
E2_00343,2023-05-03T18:00:00Z,Fed Interest Rate Decision,NDX.DWX,13168.2,13140.3,27.9,13241.8,13104.6,137.2,4.9176,0,13154.25,50.3,32.9,70.9,32.9,85.3,51.9,-13.95,-14.95,IS
E2_00344,2023-05-04T12:30:00Z,Initial Jobless Claims,NDX.DWX,13042.4,12997.6,44.8,13038.6,13002.2,36.4,0.8125,0,,16,17.4,16,17.4,19,17.4,0,0,IS
E2_00345,2023-05-05T12:30:00Z,Nonfarm Payrolls,NDX.DWX,13092.7,13057.5,35.2,13078.7,13023.3,55.4,1.5739,-1,13057.5,3.3,43.5,11.9,43.5,11.9,43.5,-16.7,-17.7,IS
E2_00346,2023-05-10T12:30:00Z,CPI m/m,NDX.DWX,13209.9,13196,13.9,13352.6,13201.5,151.1,10.8705,1,13209.9,137.3,0,138,0,151.1,0,102.7,101.7,IS
E2_00347,2023-05-11T12:30:00Z,Initial Jobless Claims,NDX.DWX,13412.7,13353.4,59.3,13414.4,13354.9,59.5,1.0034,1,13412.7,26.4,12.6,26.4,12.6,26.4,33.1,-38.8,-39.8,IS
E2_00348,2023-05-16T12:30:00Z,Retail Sales m/m,NDX.DWX,13424.4,13412.6,11.8,13434.7,13382,52.7,4.4661,0,13418.5,5,36.5,5,43.1,5,47.7,-5.9,-6.9,IS
E2_00349,2023-05-18T12:30:00Z,Initial Jobless Claims,NDX.DWX,13635.2,13616.2,19,13624.2,13588,36.2,1.9053,-1,13616.2,0.2,21.5,0.2,29.8,0.2,36,8.5,7.5,IS
E2_00350,2023-05-25T12:30:00Z,Initial Jobless Claims,NDX.DWX,13935.3,13869.5,65.8,13942.8,13891.5,51.3,0.7796,1,13935.3,26.3,19.5,26.3,19.5,31.8,19.5,-12.9,-13.9,IS
E2_00351,2023-06-01T12:30:00Z,Initial Jobless Claims,NDX.DWX,14297.9,14249.9,48,14297.2,14258.9,38.3,0.7979,0,,35.7,2.6,35.7,2.6,35.7,2.6,0,0,IS
E2_00352,2023-06-02T12:30:00Z,Nonfarm Payrolls,NDX.DWX,14537,14507.3,29.7,14522.9,14469.8,53.1,1.7879,-1,14507.3,8.5,38.8,8.5,44.6,8.5,44.6,-11.2,-12.2,IS
E2_00353,2023-06-08T12:30:00Z,Initial Jobless Claims,NDX.DWX,14323.2,14277.9,45.3,14360.3,14296.4,63.9,1.4106,1,14323.2,60,0,63.9,0,63.9,0,3.3,2.3,IS
E2_00354,2023-06-13T12:30:00Z,CPI m/m,NDX.DWX,14867.5,14826.4,41.1,14972.6,14796.2,176.4,4.292,0,14846.95,60.9,66,70.4,66,110.4,66,-20.55,-21.55,IS
E2_00355,2023-06-14T18:00:00Z,Fed Interest Rate Decision,NDX.DWX,15001.8,14941,60.8,14991.8,14799,192.8,3.1711,-1,14941,0.3,158.2,0.3,158.2,34.6,158.2,-15.3,-16.3,IS
E2_00356,2023-06-15T12:30:00Z,Retail Sales m/m;Initial Jobless Claims,NDX.DWX,14933.3,14909.6,23.7,14975.3,14891.8,83.5,3.5232,0,14921.45,29.1,17.7,44.7,17.7,65.8,17.7,-11.85,-12.85,IS
E2_00357,2023-06-22T12:30:00Z,Initial Jobless Claims,NDX.DWX,14841.2,14815.7,25.5,14862.2,14814.5,47.7,1.8706,1,14841.2,28.5,0.5,28.5,10.5,28.5,19.2,-20.7,-21.7,IS
E2_00358,2023-06-29T12:30:00Z,Initial Jobless Claims,NDX.DWX,15052.8,15025.5,27.3,15055.9,14956.9,99,3.6264,0,15039.15,17.9,31.4,17.9,54.4,17.9,81.1,-13.65,-14.65,IS
E2_00359,2023-07-06T12:30:00Z,Initial Jobless Claims,NDX.DWX,15167.5,15106.8,60.7,15121.7,15028.1,93.6,1.542,-1,15106.8,7.5,47.9,7.5,86.1,7.5,86.1,47.5,46.5,IS
E2_00360,2023-07-07T12:30:00Z,Nonfarm Payrolls,NDX.DWX,15095.2,15066.1,29.1,15178.3,15049.8,128.5,4.4158,1,15095.2,86.4,18.7,86.4,18.8,86.4,42.1,-7.4,-8.4,IS
E2_00361,2023-07-12T12:30:00Z,CPI m/m,NDX.DWX,15193.6,15175.3,18.3,15308.8,15184.4,124.4,6.7978,1,15193.6,113.7,1.5,113.7,1.5,122.9,1.5,110,109,IS
E2_00362,2023-07-13T12:30:00Z,Initial Jobless Claims,NDX.DWX,15438.5,15411,27.5,15455.4,15402.5,52.9,1.9236,0,15424.75,26.4,26.5,26.4,26.5,26.4,26.5,-13.75,-14.75,IS
E2_00363,2023-07-18T12:30:00Z,Retail Sales m/m,NDX.DWX,15712.5,15696.8,15.7,15724.2,15681.8,42.4,2.7006,0,15704.65,13.9,27.5,13.9,28.5,13.9,28.5,-7.85,-8.85,IS
E2_00364,2023-07-20T12:30:00Z,Initial Jobless Claims,NDX.DWX,15760.8,15728.6,32.2,15743.8,15693.6,50.2,1.559,-1,15728.6,11.2,24.3,11.2,25.5,11.2,39,7,6,IS
E2_00365,2023-07-26T18:00:00Z,Fed Interest Rate Decision,NDX.DWX,15470.2,15448.1,22.1,15588.4,15441.1,147.3,6.6652,0,15459.15,49.5,20.5,49.5,20.5,126.8,20.5,-11.05,-12.05,IS
E2_00366,2023-07-27T12:30:00Z,Initial Jobless Claims,NDX.DWX,15743,15702.3,40.7,15750,15715.5,34.5,0.8477,1,15743,12.6,15.3,12.6,21.9,12.6,21.9,-1.5,-2.5,IS
E2_00367,2023-08-03T12:30:00Z,Initial Jobless Claims,NDX.DWX,15346.2,15291.7,54.5,15331.4,15273.2,58.2,1.0679,-1,15291.7,35.9,10.3,35.9,10.3,35.9,22.3,12,11,IS
E2_00368,2023-08-04T12:30:00Z,Nonfarm Payrolls,NDX.DWX,15394.5,15354.5,40,15460.3,15326,134.3,3.3575,0,15374.5,36.7,59.9,74.4,59.9,74.4,59.9,-20,-21,IS
E2_00369,2023-08-10T12:30:00Z,CPI m/m;Initial Jobless Claims,NDX.DWX,15240.6,15188.1,52.5,15288.1,15177.1,111,2.1143,0,15214.35,72.9,38.1,72.9,38.1,72.9,38.1,-26.25,-27.25,IS
E2_00370,2023-08-15T12:30:00Z,Retail Sales m/m,NDX.DWX,15145.8,15107.5,38.3,15180.5,15097.1,83.4,2.1775,0,15126.65,29.6,22.1,29.6,22.1,61.3,22.1,-19.15,-20.15,IS
E2_00371,2023-08-17T12:30:00Z,Initial Jobless Claims,NDX.DWX,14937.3,14910.1,27.2,14959.7,14923.9,35.8,1.3162,1,14937.3,25.9,9.9,25.9,9.9,25.9,9.9,0.5,-0.5,IS
E2_00372,2023-08-24T12:30:00Z,Initial Jobless Claims,NDX.DWX,15342.8,15290.3,52.5,15318.6,15281.8,36.8,0.701,-1,15290.3,3,22,9.3,22,14.8,22,-3.8,-4.8,IS
E2_00373,2023-08-31T12:30:00Z,Initial Jobless Claims,NDX.DWX,15511.8,15475.7,36.1,15521.5,15458.6,62.9,1.7424,1,15511.8,16.8,27.6,16.8,33,16.8,46.1,-43,-44,IS
E2_00374,2023-09-01T12:30:00Z,Nonfarm Payrolls,NDX.DWX,15558.8,15542.6,16.2,15641.1,15536.7,104.4,6.4444,0,15550.7,74.9,17,78.6,17,87.4,17,-8.1,-9.1,IS
E2_00375,2023-09-07T12:30:00Z,Initial Jobless Claims,NDX.DWX,15291.9,15248.7,43.2,15262.2,15179.5,82.7,1.9144,-1,15248.7,0,65.3,0,78.3,0,82.7,51.8,50.8,IS
E2_00376,2023-09-13T12:30:00Z,CPI m/m,NDX.DWX,15327.3,15295.5,31.8,15329.3,15220.8,108.5,3.4119,-1,15295.5,20.7,82.6,25.9,82.6,25.9,82.6,-21.6,-22.6,IS
E2_00377,2023-09-14T12:30:00Z,Retail Sales m/m;Initial Jobless Claims,NDX.DWX,15452.3,15414.6,37.7,15463.7,15384.3,79.4,2.1061,-1,15414.6,0,54.3,9.7,54.3,25.1,54.3,-21,-22,IS
E2_00378,2023-09-20T18:00:00Z,Fed Interest Rate Decision,NDX.DWX,15216.8,15178.3,38.5,15221,15115.1,105.9,2.7506,-1,15178.3,0,84.1,0,84.1,21.8,84.1,44.3,43.3,IS
E2_00379,2023-09-21T12:30:00Z,Initial Jobless Claims,NDX.DWX,14838.5,14804,34.5,14817,14775.5,41.5,1.2029,-1,14804,0,35.7,0,35.7,5.8,35.7,-11,-12,IS
E2_00380,2023-09-28T12:30:00Z,Initial Jobless Claims,NDX.DWX,14591.8,14531.3,60.5,14624.3,14526.8,97.5,1.6116,1,14591.8,43.5,25.1,43.5,54,43.5,54,-47.7,-48.7,IS
E2_00381,2023-10-05T12:30:00Z,Initial Jobless Claims,NDX.DWX,14822.5,14776.3,46.2,14794,14722.8,71.2,1.5411,-1,14776.3,1.4,69.8,1.4,69.8,1.4,69.8,4.9,3.9,IS
E2_00382,2023-10-06T12:30:00Z,Nonfarm Payrolls,NDX.DWX,14762.6,14734.1,28.5,14747.2,14523.6,223.6,7.8456,-1,14734.1,0.3,204.1,0.3,223.3,0.3,223.3,134,133,IS
E2_00383,2023-10-12T12:30:00Z,CPI m/m;Initial Jobless Claims,NDX.DWX,15321.6,15298.6,23,15316.7,15237.1,79.6,3.4609,-1,15298.6,3,76.6,3,76.6,3,76.6,29.5,28.5,IS
E2_00384,2023-10-17T12:30:00Z,Retail Sales m/m,NDX.DWX,15141.1,15103.8,37.3,15117.4,15024.1,93.3,2.5013,-1,15103.8,0,36.3,0,66.1,0,93.3,76.7,75.7,IS
E2_00385,2023-10-19T12:30:00Z,Initial Jobless Claims,NDX.DWX,14948.7,14916.2,32.5,15001,14920.8,80.2,2.4677,1,14948.7,37.3,22.4,40,22.4,57.8,22.4,35.8,34.8,IS
E2_00386,2023-10-26T12:30:00Z,Initial Jobless Claims,NDX.DWX,14276,14218.8,57.2,14346.5,14239.3,107.2,1.8741,1,14276,48.7,29,61,29,78.2,29,60.8,59.8,IS
E2_00387,2023-11-01T18:00:00Z,Fed Interest Rate Decision,NDX.DWX,14542.7,14500.2,42.5,14601.3,14484.8,116.5,2.7412,1,14542.7,32.5,22,32.5,33.9,70,46.5,42.4,41.4,IS
E2_00388,2023-11-02T12:30:00Z,Initial Jobless Claims,NDX.DWX,14839.7,14783.2,56.5,14876.2,14826.3,49.9,0.8832,1,14839.7,39.4,0,49.9,0,49.9,0,5.5,4.5,IS
E2_00389,2023-11-03T12:30:00Z,Nonfarm Payrolls,NDX.DWX,14902.2,14875.3,26.9,14994,14900.6,93.4,3.4721,1,14902.2,90.9,2.3,91.1,2.3,91.1,2.3,74.8,73.8,IS
E2_00390,2023-11-09T13:30:00Z,Initial Jobless Claims,NDX.DWX,15333.8,15312.5,21.3,15351.5,15317.3,34.2,1.6056,1,15333.8,6.3,14.2,13.3,14.2,20,14.2,11.2,10.2,IS
E2_00391,2023-11-14T13:30:00Z,CPI m/m,NDX.DWX,15543.2,15515.2,28,15787.2,15505.2,282,10.0714,0,15529.2,220.2,33.8,248.2,33.8,248.2,33.8,-14,-15,IS
E2_00392,2023-11-15T13:30:00Z,Retail Sales m/m,NDX.DWX,15947.7,15918.5,29.2,15994.8,15883.5,111.3,3.8116,0,15933.1,52.7,55.1,52.7,58.6,52.7,58.6,-14.6,-15.6,IS
E2_00393,2023-11-16T13:30:00Z,Initial Jobless Claims,NDX.DWX,15796.7,15769.5,27.2,15830.9,15781.7,49.2,1.8088,1,15796.7,37.5,0.2,49,0.2,49,0.2,0.6,-0.4,IS
E2_00394,2023-11-22T13:30:00Z,Initial Jobless Claims,NDX.DWX,16029.2,16005.2,24,16040.5,16002.7,37.8,1.575,-1,16005.2,0.2,25.8,3,25.8,12,25.8,-26.3,-27.3,IS
E2_00395,2023-11-30T13:30:00Z,Initial Jobless Claims,NDX.DWX,16058.9,16043.7,15.2,16075.7,15998.1,77.6,5.1053,0,16051.3,18.5,21.4,18.5,31.9,18.5,59.1,-7.6,-8.6,IS
E2_00396,2023-12-07T13:30:00Z,Initial Jobless Claims,NDX.DWX,15865.6,15838.1,27.5,15933,15842.9,90.1,3.2764,1,15865.6,25.3,19.7,47.7,19.7,70.4,19.7,62.2,61.2,IS
E2_00397,2023-12-08T13:30:00Z,Nonfarm Payrolls,NDX.DWX,15997.6,15959.6,38,15983.9,15883.9,100,2.6316,-1,15959.6,16.5,83.5,16.5,83.5,16.5,83.5,8.8,7.8,IS
E2_00398,2023-12-21T13:30:00Z,Initial Jobless Claims,NDX.DWX,16712.7,16693.2,19.5,16794,16683.1,110.9,5.6872,0,16702.95,103,7.9,103,7.9,103,7.9,-9.75,-10.75,IS
E2_00399,2023-12-28T13:30:00Z,Initial Jobless Claims,NDX.DWX,16989.2,16976.2,13,16991.2,16961.1,30.1,2.3154,1,16989.2,7.3,1.3,7.3,13.9,7.3,22.8,-13.2,-14.2,IS
E2_00400,2024-01-04T13:30:00Z,Initial Jobless Claims,NDX.DWX,16378.2,16331,47.2,16349.6,16288,61.6,1.3051,-1,16331,0,52.8,0,52.8,0,61.6,37.3,36.3,OOS
E2_00401,2024-01-05T13:30:00Z,Nonfarm Payrolls,NDX.DWX,16263.1,16226.8,36.3,16297.4,16181.1,116.3,3.2039,0,16244.95,22,66.8,22,66.8,49.5,66.8,-18.15,-19.15,OOS
E2_00402,2024-01-11T13:30:00Z,CPI m/m;Initial Jobless Claims,NDX.DWX,16891.8,16862.9,28.9,16908.5,16753.7,154.8,5.3564,0,16877.35,21.2,133.6,21.2,133.6,21.2,133.6,-14.45,-15.45,OOS
E2_00403,2024-01-17T13:30:00Z,Retail Sales m/m,NDX.DWX,16777.8,16744.5,33.3,16741.3,16681.8,59.5,1.7868,-1,16744.5,5.4,31.1,5.4,54.1,5.4,54.1,42.1,41.1,OOS
E2_00404,2024-01-18T13:30:00Z,Initial Jobless Claims,NDX.DWX,16902.6,16880.8,21.8,16921.1,16854.3,66.8,3.0642,0,16891.7,33,31,33,33.8,33,33.8,-10.9,-11.9,OOS
E2_00405,2024-01-25T13:30:00Z,Initial Jobless Claims,NDX.DWX,17557.7,17528.4,29.3,17620.7,17507.8,112.9,3.8532,0,17543.05,53.9,35.7,65.4,35.7,77.2,35.7,-14.65,-15.65,OOS
E2_00406,2024-01-31T19:00:00Z,Fed Interest Rate Decision,NDX.DWX,17312.5,17275.3,37.2,17392.2,17220.7,171.5,4.6102,-1,17275.3,17.1,71.4,17.1,71.4,100.1,71.4,-13.1,-14.1,OOS
E2_00407,2024-02-01T13:30:00Z,Initial Jobless Claims,NDX.DWX,17275.7,17214.4,61.3,17268.6,17211.4,57.2,0.9331,0,,31.4,4.6,31.4,4.6,31.4,25.8,0,0,OOS
E2_00408,2024-02-02T13:30:00Z,Nonfarm Payrolls,NDX.DWX,17551.9,17515.4,36.5,17517.8,17397.2,120.6,3.3041,-1,17515.4,0,97.3,0,120.6,0,120.6,94.5,93.5,OOS
E2_00409,2024-02-08T13:30:00Z,Initial Jobless Claims,NDX.DWX,17748,17721.1,26.9,17763.6,17720.9,42.7,1.5874,0,17734.55,24.7,10,24.7,10,32.7,10,-13.45,-14.45,OOS
E2_00410,2024-02-13T13:30:00Z,CPI m/m,NDX.DWX,17790.4,17752.9,37.5,17807,17552.5,254.5,6.7867,0,17771.65,13.8,198.8,13.8,217.6,13.8,240.7,-18.75,-19.75,OOS
E2_00411,2024-02-15T13:30:00Z,Initial Jobless Claims;Retail Sales m/m,NDX.DWX,17854.9,17825.1,29.8,17868.6,17813.9,54.7,1.8356,0,17840,44.3,0,44.3,4.1,44.3,10.4,-14.9,-15.9,OOS
E2_00412,2024-02-22T13:30:00Z,Initial Jobless Claims,NDX.DWX,17859.9,17835.4,24.5,17855.9,17821.4,34.5,1.4082,-1,17835.4,11.3,16.9,12.5,16.9,12.5,22,-12.8,-13.8,OOS
E2_00413,2024-02-29T13:30:00Z,Initial Jobless Claims,NDX.DWX,17845.1,17824.1,21,18001.8,17832.9,168.9,8.0429,1,17845.1,147.7,0,160.9,0,168.9,0,152,151,OOS
E2_00414,2024-03-07T13:30:00Z,Initial Jobless Claims,NDX.DWX,18133.6,18091.1,42.5,18173.5,18120,53.5,1.2588,1,18133.6,20.7,4,23.2,4,49.5,4,34.4,33.4,OOS
E2_00415,2024-03-08T13:30:00Z,Nonfarm Payrolls,NDX.DWX,18291.8,18242.8,49,18366.1,18202.9,163.2,3.3306,0,18267.3,93.9,63.3,94.6,63.3,99.9,63.3,-24.5,-25.5,OOS
E2_00416,2024-03-12T12:30:00Z,CPI m/m,NDX.DWX,18062.4,18040.7,21.7,18138.1,17956.7,181.4,8.3594,0,18051.55,74.1,93.3,88.1,93.3,88.1,93.3,-10.85,-11.85,OOS
E2_00417,2024-03-14T12:30:00Z,Retail Sales m/m;Initial Jobless Claims,NDX.DWX,18174.9,18151.8,23.1,18172.5,18105.7,66.8,2.8918,-1,18151.8,7.6,51.5,7.6,51.5,7.6,59.2,15.9,14.9,OOS
E2_00418,2024-03-20T18:00:00Z,Fed Interest Rate Decision,NDX.DWX,18069.6,18022.8,46.8,18230.8,18051,179.8,3.8419,1,18069.6,132.8,0,132.8,0,179.8,0,126.4,125.4,OOS
E2_00419,2024-03-21T12:30:00Z,Initial Jobless Claims,NDX.DWX,18451.4,18405.4,46,18475.1,18426.6,48.5,1.0543,1,18451.4,5.8,21.5,5.8,21.5,27,21.5,17.5,16.5,OOS
E2_00420,2024-03-28T12:30:00Z,Initial Jobless Claims,NDX.DWX,18303.5,18272.5,31,18326,18270.7,55.3,1.7839,1,18303.5,28.2,21.3,28.2,27.1,28.2,27.1,-7,-8,OOS
E2_00421,2024-04-04T12:30:00Z,Initial Jobless Claims,NDX.DWX,18274.1,18258,16.1,18365.8,18261.8,104,6.4596,1,18274.1,36,9.5,84.2,9.5,94.5,9.5,82.2,81.2,OOS
E2_00422,2024-04-05T12:30:00Z,Nonfarm Payrolls,NDX.DWX,17984.6,17954.3,30.3,18008.3,17869.7,138.6,4.5743,0,17969.45,39.1,99.5,39.1,99.5,39.1,99.5,-15.15,-16.15,OOS
E2_00423,2024-04-10T12:30:00Z,CPI m/m,NDX.DWX,18295.7,18199.2,96.5,18238.4,17887.3,351.1,3.6383,-1,18199.2,0,351.1,0,351.1,0,351.1,226.6,225.6,OOS
E2_00424,2024-04-11T12:30:00Z,Initial Jobless Claims,NDX.DWX,17985,17946.5,38.5,18120,17922.9,197.1,5.1195,0,17965.75,139.8,30.7,143.4,30.7,166.4,30.7,-19.25,-20.25,OOS
E2_00425,2024-04-15T12:30:00Z,Retail Sales m/m,NDX.DWX,18152.2,18121.2,31,18196.2,18114.1,82.1,2.6484,0,18136.7,69.8,9.5,69.8,9.5,72.6,9.5,-15.5,-16.5,OOS
E2_00426,2024-04-18T12:30:00Z,Initial Jobless Claims,NDX.DWX,17576.5,17534.1,42.4,17558.5,17516,42.5,1.0024,-1,17534.1,21.1,11.3,21.1,21.4,21.1,21.4,9.3,8.3,OOS
E2_00427,2024-04-25T12:30:00Z,Initial Jobless Claims,NDX.DWX,17376.9,17331.4,45.5,17387.5,17206.8,180.7,3.9714,0,17354.15,38.6,82.5,38.6,105.6,38.6,142.1,-22.75,-23.75,OOS
