job_id,symbol,claimed_by,claimed_at,started_at,finished_at,status,verdict,invalidation_reason
4c52133a-c951-4e00-bf8e-de5825b1dc74,AUDUSD.DWX,T5,2026-05-15T10:44:35Z,2026-05-15T10:44:35Z,2026-05-15T10:44:36Z,failed,INVALID,no_summary_json:rc=1
9840a07e-7c68-4e02-8b0c-1cf85e8d9c2c,EURJPY.DWX,T5,2026-05-15T10:44:37Z,2026-05-15T10:44:37Z,2026-05-15T10:44:38Z,failed,INVALID,no_summary_json:rc=1
2249df32-f7f2-4b5a-b1dd-11a74fb807af,EURUSD.DWX,T5,2026-05-15T10:44:35Z,2026-05-15T10:44:35Z,2026-05-15T10:44:35Z,failed,INVALID,no_summary_json:rc=1
e2941178-8e12-46a8-b2d6-72906ef300d5,GBPUSD.DWX,T4,2026-05-15T10:44:37Z,2026-05-15T10:44:37Z,2026-05-15T10:44:38Z,failed,INVALID,no_summary_json:rc=1
97e114be-59a0-4ef0-99e6-839e76067baf,NZDUSD.DWX,T1,2026-05-15T10:44:37Z,2026-05-15T10:44:37Z,2026-05-15T10:44:38Z,failed,INVALID,no_summary_json:rc=1
7f1f5c50-84ec-48d7-89e3-fd097d17b972,USDCAD.DWX,T4,2026-05-15T10:44:36Z,2026-05-15T10:44:36Z,2026-05-15T10:44:36Z,failed,INVALID,no_summary_json:rc=1
94ccb04d-f501-4936-806f-84f63761332d,USDCHF.DWX,T4,2026-05-15T10:44:36Z,2026-05-15T10:44:36Z,2026-05-15T10:44:37Z,failed,INVALID,no_summary_json:rc=1
8f8d989d-49d6-4211-b822-d422f5c72048,USDJPY.DWX,T5,2026-05-15T10:44:36Z,2026-05-15T10:44:36Z,2026-05-15T10:44:37Z,failed,INVALID,no_summary_json:rc=1
